Dates,CMI
2018-06-20,138.5800018310547
2018-06-21,135.24000549316406
2018-06-25,136.0500030517578
2018-06-22,134.14999389648438
2018-06-26,133.94000244140625
2018-06-27,132.32000732421875
2018-06-28,133.24000549316406
2018-06-29,133.0
2018-07-02,132.25
2018-07-03,131.0500030517578
2018-07-05,131.4600067138672
2018-07-16,131.39999389648438
2018-09-18,135.14999389648438
2019-01-24,137.19000244140625
2019-09-05,134.08999633789062
2018-11-21,134.49000549316406
2020-01-13,136.86000061035156
2020-04-01,134.67999267578125
2020-06-19,135.8800048828125
2019-10-29,137.72999572753906
2020-01-16,137.82000732421875
2020-06-22,135.80999755859375
2018-10-03,134.72000122070312
2018-07-31,135.58999633789062
2019-03-12,135.80999755859375
2019-02-08,137.60000610351562
2019-01-07,138.9600067138672
2018-12-06,137.2100067138672
2019-08-19,142.80999755859375
2019-07-18,139.72000122070312
2019-05-15,139.7899932861328
2019-09-20,141.61000061035156
2019-11-01,141.85000610351562
2020-04-07,143.5800018310547
2020-06-25,142.22999572753906
2020-06-16,142.02000427246094
2019-11-04,140.2899932861328
2020-01-22,139.6999969482422
2019-11-07,138.99000549316406
2020-04-13,138.0399932861328
2019-07-01,140.75999450683594
2019-05-30,143.35000610351562
2018-08-15,145.38999938964844
2018-10-18,145.2899932861328
2019-03-27,144.80999755859375
2019-01-22,141.42999267578125
2018-12-21,140.99000549316406
2019-09-03,144.02999877929688
2018-11-19,144.77000427246094
2019-08-02,143.91000366210938
2020-01-28,141.55999755859375
2020-04-16,141.8000030517578
2019-11-13,139.99000549316406
2020-01-31,142.44000244140625
2018-12-04,140.91000366210938
2018-11-02,141.02999877929688
2019-07-16,142.41000366210938
2018-08-30,143.0500030517578
2018-10-01,142.07000732421875
2019-06-14,142.25999450683594
2019-05-13,143.1999969482422
2019-04-11,144.49000549316406
2019-02-06,145.5800018310547
2019-09-18,148.3300018310547
2020-02-03,150.83999633789062
2020-04-22,151.02000427246094
2019-11-19,149.0800018310547
2020-02-06,148.22000122070312
2019-11-22,147.02999877929688
