Dates,CMI
2018-06-20,137.66000366210938
2018-06-21,135.02000427246094
2018-06-25,135.5500030517578
2018-06-22,132.8800048828125
2018-06-26,133.33999633789062
2018-06-27,132.25
2018-06-28,131.5800018310547
2018-06-29,132.89999389648438
2018-07-02,130.83999633789062
2018-07-03,130.9600067138672
2018-07-05,130.60000610351562
2018-07-16,129.89999389648438
2018-09-18,132.0500030517578
2019-01-24,136.0
2019-09-05,133.9199981689453
2018-11-21,133.36000061035156
2020-01-13,134.7100067138672
2020-04-01,134.47999572753906
2020-06-19,134.1699981689453
2019-10-29,135.58999633789062
2020-01-16,136.0399932861328
2020-06-22,135.00999450683594
2018-10-03,134.5
2018-07-31,135.02000427246094
2019-03-12,133.44000244140625
2019-02-08,136.05999755859375
2019-01-07,136.97999572753906
2018-12-06,136.89999389648438
2019-08-19,134.60000610351562
2019-07-18,138.94000244140625
2019-05-15,137.33999633789062
2019-09-20,139.6199951171875
2019-11-01,140.75999450683594
2020-04-07,142.3699951171875
2020-06-25,142.14999389648438
2020-06-16,141.5500030517578
2019-11-04,139.82000732421875
2020-01-22,138.69000244140625
2019-11-07,138.6999969482422
2020-04-13,135.6199951171875
2019-07-01,138.72000122070312
2019-05-30,140.57000732421875
2018-08-15,144.0
2018-10-18,144.02999877929688
2019-03-27,144.1999969482422
2019-01-22,141.1699981689453
2018-12-21,137.6300048828125
2019-09-03,141.82000732421875
2018-11-19,144.33999633789062
2019-08-02,142.5
2020-01-28,141.22999572753906
2020-04-16,140.7899932861328
2019-11-13,139.0399932861328
2020-01-31,139.14999389648438
2018-12-04,140.1699981689453
2018-11-02,139.2899932861328
2019-07-16,141.1999969482422
2018-08-30,140.3000030517578
2018-10-01,139.27999877929688
2019-06-14,141.22999572753906
2019-05-13,141.55999755859375
2019-04-11,143.1999969482422
2019-02-06,143.08999633789062
2019-09-18,145.33999633789062
2020-02-03,149.2899932861328
2020-04-22,150.0
2019-11-19,148.6199951171875
2020-02-06,147.69000244140625
2019-11-22,146.8300018310547
2019-03-25,146.1300048828125
2019-02-21,145.58999633789062
2018-12-19,147.25
2018-07-12,147.61000061035156
2018-09-14,148.66000366210938
2018-08-13,151.36000061035156
2018-10-16,150.22999572753906
2019-07-31,150.10000610351562
2019-05-28,149.61000061035156
2019-04-26,147.25999450683594
2020-04-28,144.5800018310547
2019-11-25,143.07000732421875
2020-02-12,145.2100067138672
2020-05-01,145.75
2020-05-04,144.58999633789062
2019-06-12,140.60000610351562
2019-04-09,139.13999938964844
2019-03-08,138.1199951171875
2019-02-04,131.1199951171875
2018-07-27,127.81999969482422
2018-08-28,128.1199951171875
2019-01-03,124.87000274658203
2019-08-15,129.30999755859375
2018-10-31,124.72000122070312
2019-09-16,136.22999572753906
2020-02-18,137.52000427246094
2020-05-07,141.25
2018-08-17,141.39999389648438
2019-12-04,142.47000122070312
2020-02-21,143.19000244140625
2018-12-17,145.24000549316406
2019-08-30,141.94000244140625
2018-11-15,142.27999877929688
2019-07-29,144.0399932861328
2019-06-27,144.19000244140625
2019-04-24,143.47999572753906
2018-07-10,146.9199981689453
2018-09-12,145.25999450683594
2019-02-19,141.1300048828125
2019-01-18,142.8300018310547
2020-02-24,143.77999877929688
2020-05-13,145.85000610351562
2019-12-10,144.3300018310547
2020-02-27,143.6699981689453
2019-12-13,146.77999877929688
2020-05-19,148.17999267578125
2019-03-06,151.3300018310547
2018-11-30,146.19000244140625
2019-08-13,137.55999755859375
2019-07-12,137.5800018310547
2019-06-10,133.61000061035156
2019-05-09,133.30999755859375
2018-07-25,135.8300018310547
2018-09-27,133.8300018310547
2018-10-29,132.3800048828125
2019-10-16,130.92999267578125
2019-12-16,129.94000244140625
2020-03-04,129.25
2020-05-22,128.5
2019-10-01,127.72000122070312
2019-12-19,125.41999816894531
2018-09-10,124.4000015258789
2019-05-24,126.0199966430664
2018-08-09,130.75999450683594
2019-04-22,131.8699951171875
2019-03-21,130.92999267578125
2019-01-16,130.02999877929688
2019-08-28,132.27000427246094
2018-11-13,135.2899932861328
2018-10-12,136.9199981689453
2019-06-25,136.77999877929688
2020-03-10,135.77999877929688
2020-05-28,138.2100067138672
2019-10-07,137.5800018310547
2020-03-13,138.10000610351562
2019-10-10,138.72999572753906
2020-03-16,140.50999450683594
2020-06-03,146.25
2018-11-28,145.80999755859375
2018-09-25,143.39999389648438
2018-07-23,142.5800018310547
2018-08-24,145.8000030517578
2019-07-10,140.8800048828125
2019-05-07,143.63999938964844
2019-04-05,144.24000549316406
2019-03-04,144.75
2019-01-31,145.8000030517578
2019-09-12,145.91000366210938
2019-12-31,147.32000732421875
2020-03-19,146.24000549316406
2020-01-03,148.39999389648438
2020-06-09,146.52999877929688
2019-02-15,147.44000244140625
2019-01-14,148.97999572753906
2018-07-06,151.4199981689453
2018-08-07,151.0
2018-10-10,151.74000549316406
2018-12-13,153.4600067138672
2019-08-26,152.7899932861328
2019-07-25,152.97000122070312
2019-05-22,154.1199951171875
2019-03-19,155.2100067138672
2020-01-06,154.02999877929688
2020-03-25,154.0
2020-06-12,153.7100067138672
2019-10-22,153.75999450683594
2020-01-09,153.32000732421875
2020-06-15,154.4499969482422
2019-10-25,153.8300018310547
2020-03-31,151.8800048828125
2020-06-18,152.74000549316406
2019-04-03,154.11000061035156
2018-08-22,157.25
2018-10-25,156.64999389648438
2019-01-29,156.3000030517578
2018-12-28,156.5500030517578
2018-11-26,157.58999633789062
2019-08-09,159.55999755859375
2019-07-08,156.3699951171875
2019-06-06,157.08999633789062
2019-09-10,154.94000244140625
2020-01-15,155.38999938964844
2020-04-03,155.7100067138672
2019-10-31,154.8699951171875
2020-04-06,155.24000549316406
2020-06-24,156.38999938964844
2018-11-09,159.35000610351562
2019-07-23,161.6300048828125
2019-06-21,160.97000122070312
2019-05-20,160.42999267578125
2019-04-18,162.92999267578125
2018-09-06,162.16000366210938
2018-10-08,160.25999450683594
2019-02-13,161.24000549316406
2018-12-11,162.0800018310547
2019-09-25,164.7100067138672
2020-01-21,164.55999755859375
2020-04-09,165.10000610351562
2019-11-06,165.75
2020-01-24,166.0
2020-01-27,165.4199981689453
2020-04-15,164.60000610351562
2018-12-26,165.5
2019-08-07,161.67999267578125
2019-06-04,161.82000732421875
2018-09-21,162.72000122070312
2018-07-19,163.8300018310547
2018-08-20,164.97000122070312
2018-10-23,163.8000030517578
2019-05-03,166.17999267578125
2019-04-01,164.14999389648438
2019-02-28,163.97999572753906
2019-11-12,164.27000427246094
2020-01-30,161.44000244140625
2019-11-15,161.2899932861328
2020-04-21,158.05999755859375
2019-04-16,158.52000427246094
2019-03-15,157.9199981689453
2019-02-11,161.89999389648438
2019-01-10,158.83999633789062
2019-08-22,158.55999755859375
2018-11-07,162.35000610351562
2018-08-03,162.63999938964844
2018-09-04,157.74000549316406
2019-06-19,159.2899932861328
2019-09-23,158.67999267578125
2019-11-18,156.24000549316406
2020-02-05,157.86000061035156
2020-04-24,150.47999572753906
2019-03-29,150.77999877929688
2019-11-21,152.89999389648438
2020-04-27,154.97000122070312
2020-02-11,158.61000061035156
2020-04-30,160.00999450683594
2019-05-01,162.4499969482422
2019-02-26,164.02000427246094
2019-01-25,162.1699981689453
2018-12-24,162.0
2019-09-06,161.55999755859375
2018-07-17,161.97000122070312
2018-09-19,163.08999633789062
2019-08-05,165.97000122070312
2019-10-08,168.77999877929688
2019-12-11,169.5
2019-11-27,169.33999633789062
2020-02-14,167.92999267578125
2020-05-06,168.61000061035156
2019-01-08,166.86000061035156
2018-12-07,168.5399932861328
2019-08-20,170.24000549316406
2018-11-05,169.25999450683594
2019-07-19,168.88999938964844
2018-10-04,165.77000427246094
2019-06-17,168.25999450683594
2019-05-16,166.10000610351562
2018-08-01,167.02999877929688
2019-03-13,166.08999633789062
2019-12-03,169.64999389648438
2020-02-20,169.9199981689453
2019-12-06,169.32000732421875
2020-05-12,169.0399932861328
2019-12-09,166.64999389648438
2020-02-26,168.6699981689453
2020-05-15,170.38999938964844
2019-03-28,170.69000244140625
2018-09-17,171.5500030517578
2018-08-16,172.9499969482422
2018-10-19,173.13999938964844
2019-04-29,173.3000030517578
2019-01-23,162.3300018310547
2019-09-04,162.05999755859375
2018-11-20,158.6699981689453
2019-07-02,157.0500030517578
2019-05-31,150.00999450683594
2019-12-12,151.2899932861328
2020-05-18,149.38999938964844
2019-09-27,152.3000030517578
2020-03-03,148.41000366210938
2020-05-21,147.1999969482422
2019-05-14,147.30999755859375
2018-08-31,144.1300048828125
2018-07-30,144.0500030517578
2018-10-02,147.0
2019-04-12,148.72000122070312
2019-03-11,145.77000427246094
2019-02-07,147.16000366210938
2019-07-17,145.64999389648438
2019-09-19,141.13999938964844
2019-10-21,141.52000427246094
2019-12-18,142.8000030517578
2020-03-06,141.52999877929688
2019-10-03,147.07000732421875
2020-03-09,148.75
2020-05-27,144.1199951171875
2019-12-24,147.5
2020-03-12,150.5500030517578
2018-12-20,153.8699951171875
2019-08-01,155.10000610351562
2018-08-14,160.67999267578125
2018-07-13,160.60000610351562
2018-10-17,162.8699951171875
2019-05-29,164.8800048828125
2019-03-26,163.4600067138672
2019-02-22,161.30999755859375
2019-10-04,160.11000061035156
2019-11-05,161.57000732421875
2019-12-27,161.1300048828125
2020-06-02,160.1999969482422
2019-12-30,159.82000732421875
2020-03-18,159.08999633789062
2020-06-05,159.39999389648438
2019-07-15,159.27000427246094
2018-12-03,160.64999389648438
2019-06-13,157.02999877929688
2019-01-04,153.64999389648438
2018-08-29,151.14999389648438
2019-02-05,154.80999755859375
2018-11-01,155.86000061035156
2019-08-16,152.5500030517578
2019-04-10,153.52000427246094
2019-09-17,155.19000244140625
2019-10-15,160.30999755859375
2020-01-02,157.85000610351562
2020-06-08,162.2100067138672
2019-10-18,165.80999755859375
2020-03-24,166.27000427246094
2020-06-11,167.24000549316406
2020-01-08,170.6999969482422
2019-04-25,170.11000061035156
2019-07-30,172.8800048828125
2019-02-20,173.38999938964844
2018-07-11,175.5800018310547
2018-09-13,178.07000732421875
2018-10-15,173.64999389648438
2019-06-28,172.75999450683594
2018-12-18,169.91000366210938
2018-11-16,172.32000732421875
2019-10-02,176.6699981689453
2020-03-27,179.0
2020-01-10,176.57000732421875
2019-10-24,182.08999633789062
2020-03-30,182.0
2020-06-17,184.8699951171875
2020-01-14,183.74000549316406
2020-04-02,179.82000732421875
2019-01-02,179.66000366210938
2019-08-14,181.6300048828125
2018-10-30,180.77999877929688
2019-06-11,181.27000427246094
2019-05-10,179.57000732421875
2019-04-08,179.57000732421875
2018-08-27,178.74000549316406
2018-07-26,179.7100067138672
