Dates,CMI
2018-06-20,139.8800048828125
2018-06-21,138.00999450683594
2018-06-25,137.52000427246094
2018-06-22,135.6699981689453
2018-06-26,136.69000244140625
2018-06-27,136.57000732421875
2018-06-28,133.9499969482422
2018-06-29,134.97000122070312
2018-07-02,132.58999633789062
2018-07-03,133.3000030517578
2018-07-05,131.9600067138672
2018-07-16,132.02999877929688
2018-09-18,135.47999572753906
2019-01-24,138.38999938964844
2019-09-05,135.9499969482422
2018-11-21,135.16000366210938
2020-01-13,137.5399932861328
2020-04-01,136.86000061035156
2020-06-19,136.07000732421875
2019-10-29,138.6699981689453
2020-01-16,138.3800048828125
2020-06-22,136.89999389648438
2018-10-03,135.7100067138672
2018-07-31,137.5
2019-03-12,136.02999877929688
2019-02-08,138.9499969482422
2019-01-07,139.13999938964844
2018-12-06,141.69000244140625
2019-08-19,144.27000427246094
2019-07-18,142.57000732421875
2019-05-15,140.61000061035156
2019-09-20,141.9199981689453
2019-11-01,142.47999572753906
2020-04-07,144.47000122070312
2020-06-25,144.38999938964844
2020-06-16,142.75999450683594
2019-11-04,141.75
2020-01-22,141.22000122070312
2019-11-07,140.49000549316406
2020-04-13,138.4199981689453
2019-07-01,141.27999877929688
2019-05-30,143.85000610351562
2018-08-15,145.9600067138672
2018-10-18,145.94000244140625
2019-03-27,145.52999877929688
2019-01-22,144.80999755859375
2018-12-21,141.19000244140625
2019-09-03,144.74000549316406
2018-11-19,145.97999572753906
2019-08-02,145.27000427246094
2020-01-28,143.94000244140625
2020-04-16,142.22000122070312
2019-11-13,141.97999572753906
2020-01-31,142.5800018310547
2018-12-04,143.5399932861328
2018-11-02,142.75999450683594
2019-07-16,144.0
2018-08-30,143.5399932861328
2018-10-01,142.64999389648438
2019-06-14,144.0
2019-05-13,143.38999938964844
2019-04-11,145.6699981689453
2019-02-06,145.9199981689453
2019-09-18,149.4199981689453
2020-02-03,151.8699951171875
2020-04-22,151.8300018310547
2019-11-19,150.6699981689453
2020-02-06,149.72000122070312
2019-11-22,148.75
2019-03-25,148.33999633789062
2019-02-21,146.77999877929688
2018-12-19,149.02000427246094
2018-07-12,149.80999755859375
2018-09-14,151.86000061035156
2018-08-13,153.47000122070312
2018-10-16,152.94000244140625
2019-07-31,153.2899932861328
2019-05-28,153.94000244140625
2019-04-26,151.0
2020-04-28,149.22999572753906
2019-11-25,147.8300018310547
2020-02-12,147.77999877929688
2020-05-01,147.6699981689453
2020-05-04,147.3000030517578
2019-06-12,145.83999633789062
2019-04-09,142.0
2019-03-08,140.64999389648438
2019-02-04,136.02000427246094
2018-07-27,135.44000244140625
2018-08-28,131.10000610351562
2019-01-03,129.5399932861328
2019-08-15,134.16000366210938
2018-10-31,134.99000549316406
2019-09-16,139.35000610351562
2020-02-18,144.24000549316406
2020-05-07,144.72000122070312
2018-08-17,144.9600067138672
2019-12-04,145.8000030517578
2020-02-21,146.8300018310547
2018-12-17,147.9199981689453
2019-08-30,145.85000610351562
2018-11-15,145.63999938964844
2019-07-29,147.61000061035156
2019-06-27,147.50999450683594
2019-04-24,148.72999572753906
2018-07-10,149.02999877929688
2018-09-12,147.64999389648438
2019-02-19,145.0800018310547
2019-01-18,147.24000549316406
2020-02-24,145.69000244140625
2020-05-13,148.85000610351562
2019-12-10,147.3699951171875
2020-02-27,148.55999755859375
2019-12-13,149.08999633789062
2020-05-19,151.5800018310547
2019-03-06,156.49000549316406
2018-11-30,151.9199981689453
2019-08-13,143.3800048828125
2019-07-12,144.88999938964844
2019-06-10,138.41000366210938
2019-05-09,139.35000610351562
2018-07-25,138.3300018310547
2018-09-27,137.58999633789062
2018-10-29,135.6199951171875
2019-10-16,135.3800048828125
2019-12-16,134.25
2020-03-04,135.39999389648438
2020-05-22,133.02999877929688
2019-10-01,133.1999969482422
2019-12-19,128.00999450683594
2018-09-10,131.1300048828125
2019-05-24,132.5800018310547
2018-08-09,134.42999267578125
2019-04-22,133.69000244140625
2019-03-21,134.1300048828125
2019-01-16,132.8300018310547
2019-08-28,136.2899932861328
2018-11-13,138.72000122070312
2018-10-12,140.05999755859375
2019-06-25,139.13999938964844
2020-03-10,139.49000549316406
2020-05-28,140.10000610351562
2019-10-07,140.5399932861328
2020-03-13,140.64999389648438
2019-10-10,141.6999969482422
2020-03-16,145.61000061035156
2020-06-03,150.72999572753906
2018-11-28,149.8800048828125
2018-09-25,147.1199951171875
2018-07-23,144.49000549316406
2018-08-24,147.39999389648438
2019-07-10,144.1300048828125
2019-05-07,146.61000061035156
2019-04-05,147.7899932861328
2019-03-04,147.32000732421875
2019-01-31,147.8000030517578
2019-09-12,148.82000732421875
2019-12-31,149.9199981689453
2020-03-19,150.97000122070312
2020-01-03,150.74000549316406
2020-06-09,149.25999450683594
2019-02-15,149.11000061035156
2019-01-14,152.16000366210938
2018-07-06,153.47000122070312
2018-08-07,152.42999267578125
2018-10-10,155.5
2018-12-13,155.30999755859375
2019-08-26,155.8699951171875
2019-07-25,155.33999633789062
2019-05-22,156.22999572753906
2019-03-19,157.1699981689453
2020-01-06,157.0399932861328
2020-03-25,156.17999267578125
2020-06-12,154.97999572753906
2019-10-22,155.91000366210938
2020-01-09,156.1300048828125
2020-06-15,156.17999267578125
2019-10-25,155.4199981689453
2020-03-31,155.0800018310547
2020-06-18,155.1999969482422
2019-04-03,158.24000549316406
2018-08-22,158.88999938964844
2018-10-25,159.0
2019-01-29,157.8300018310547
2018-12-28,158.08999633789062
2018-11-26,160.61000061035156
2019-08-09,162.33999633789062
2019-07-08,159.77000427246094
2019-06-06,159.1999969482422
2019-09-10,157.80999755859375
2020-01-15,156.74000549316406
2020-04-03,158.33999633789062
2019-10-31,156.52999877929688
