Dates,CMI
2018-06-20,139.80999755859375
2018-06-21,137.80999755859375
2018-06-25,136.55999755859375
2018-06-22,134.7899932861328
2018-06-26,134.77000427246094
2018-06-27,134.1999969482422
2018-06-28,131.64999389648438
2018-06-29,133.72000122070312
2018-07-02,131.5800018310547
2018-07-03,132.91000366210938
2018-07-05,131.83999633789062
2018-07-16,131.24000549316406
2018-09-18,132.1999969482422
2019-01-24,137.77000427246094
2019-09-05,135.80999755859375
2018-11-21,135.0500030517578
2020-01-13,134.75
2020-04-01,136.86000061035156
2020-06-19,134.17999267578125
2019-10-29,135.99000549316406
2020-01-16,136.52999877929688
2020-06-22,136.72000122070312
2018-10-03,134.88999938964844
2018-07-31,136.0
2019-03-12,135.00999450683594
2019-02-08,136.25999450683594
2019-01-07,137.72999572753906
2018-12-06,140.5
2019-08-19,136.89999389648438
2019-07-18,141.3800048828125
2019-05-15,138.8300018310547
2019-09-20,140.64999389648438
2019-11-01,141.6999969482422
2020-04-07,142.7100067138672
2020-06-25,143.6199951171875
2020-06-16,142.41000366210938
2019-11-04,141.36000061035156
2020-01-22,140.6699981689453
2019-11-07,139.89999389648438
2020-04-13,138.1999969482422
2019-07-01,138.74000549316406
2019-05-30,140.57000732421875
2018-08-15,144.0
2018-10-18,144.02999877929688
2019-03-27,145.0
2019-01-22,144.5
2018-12-21,138.52999877929688
2019-09-03,141.8300018310547
2018-11-19,145.00999450683594
2019-08-02,145.08999633789062
2020-01-28,143.69000244140625
2020-04-16,141.10000610351562
2019-11-13,141.17999267578125
2020-01-31,139.6699981689453
2018-12-04,141.61000061035156
2018-11-02,140.75999450683594
2019-07-16,141.22000122070312
2018-08-30,141.49000549316406
2018-10-01,141.75
2019-06-14,143.14999389648438
2019-05-13,142.39999389648438
2019-04-11,143.1999969482422
2019-02-06,144.4499969482422
2019-09-18,145.8699951171875
2020-02-03,149.52999877929688
2020-04-22,151.27999877929688
2019-11-19,150.52000427246094
2020-02-06,149.07000732421875
2019-11-22,148.02000427246094
2019-03-25,147.25
2019-02-21,146.5
2018-12-19,147.77000427246094
2018-07-12,148.35000610351562
2018-09-14,149.1300048828125
2018-08-13,152.6699981689453
2018-10-16,152.32000732421875
2019-07-31,150.44000244140625
2019-05-28,153.27000427246094
2019-04-26,151.0
2020-04-28,147.25
2019-11-25,147.58999633789062
2020-02-12,145.41000366210938
2020-05-01,147.3699951171875
2020-05-04,146.5800018310547
2019-06-12,145.83999633789062
2019-04-09,141.47999572753906
2019-03-08,140.64999389648438
2019-02-04,134.80999755859375
2018-07-27,134.67999267578125
2018-08-28,129.5800018310547
2019-01-03,126.80999755859375
2019-08-15,131.05999755859375
2018-10-31,129.72999572753906
2019-09-16,137.11000061035156
2020-02-18,137.69000244140625
2020-05-07,143.16000366210938
2018-08-17,141.8000030517578
2019-12-04,142.89999389648438
2020-02-21,146.75999450683594
2018-12-17,146.0800018310547
2019-08-30,144.92999267578125
2018-11-15,143.58999633789062
2019-07-29,145.07000732421875
2019-06-27,144.8000030517578
2019-04-24,144.33999633789062
2018-07-10,147.3000030517578
2018-09-12,146.14999389648438
2019-02-19,144.6300048828125
2019-01-18,143.3300018310547
2020-02-24,143.91000366210938
2020-05-13,146.25999450683594
2019-12-10,146.4600067138672
2020-02-27,145.82000732421875
2019-12-13,148.3699951171875
2020-05-19,148.25999450683594
2019-03-06,154.86000061035156
2018-11-30,151.9199981689453
2019-08-13,142.9499969482422
2019-07-12,142.49000549316406
2019-06-10,137.49000549316406
2019-05-09,138.57000732421875
2018-07-25,136.36000061035156
2018-09-27,136.4499969482422
2018-10-29,132.86000061035156
2019-10-16,133.4499969482422
2019-12-16,132.85000610351562
2020-03-04,131.64999389648438
2020-05-22,129.88999938964844
2019-10-01,130.24000549316406
2019-12-19,127.95999908447266
2018-09-10,125.66000366210938
2019-05-24,128.6300048828125
2018-08-09,133.07000732421875
2019-04-22,132.39999389648438
2019-03-21,131.22000122070312
2019-01-16,132.41000366210938
2019-08-28,132.3300018310547
2018-11-13,136.13999938964844
2018-10-12,138.27999877929688
2019-06-25,138.38999938964844
2020-03-10,136.52999877929688
2020-05-28,139.02000427246094
2019-10-07,138.75999450683594
2020-03-13,140.42999267578125
2019-10-10,139.07000732421875
2020-03-16,140.50999450683594
2020-06-03,146.3300018310547
2018-11-28,149.47000122070312
2018-09-25,146.72000122070312
2018-07-23,143.33999633789062
2018-08-24,145.97999572753906
2019-07-10,144.1300048828125
2019-05-07,144.08999633789062
2019-04-05,147.74000549316406
2019-03-04,146.1699981689453
2019-01-31,147.22000122070312
2019-09-12,146.8800048828125
2019-12-31,148.47999572753906
2020-03-19,147.47000122070312
2020-01-03,149.41000366210938
