Dates,HRB
2018-06-20,24.170000076293945
2018-06-21,23.979999542236328
2018-06-25,23.549999237060547
2018-06-22,23.139999389648438
2018-06-26,23.200000762939453
2018-06-27,22.899999618530273
2018-06-28,22.780000686645508
2018-06-29,22.950000762939453
2018-07-02,23.690000534057617
2018-07-03,23.610000610351562
2018-07-05,23.600000381469727
2018-07-16,23.670000076293945
2018-09-18,23.90999984741211
2019-01-24,23.899999618530273
2019-09-05,24.09000015258789
2018-11-21,24.09000015258789
2020-01-13,24.239999771118164
2020-04-01,24.040000915527344
2020-06-19,24.100000381469727
2019-10-29,24.450000762939453
2020-01-16,24.479999542236328
2020-06-22,24.510000228881836
2018-10-03,24.68000030517578
2018-07-31,25.040000915527344
2019-03-12,25.170000076293945
2019-02-08,25.5
2019-01-07,25.420000076293945
2018-12-06,25.219999313354492
2019-08-19,25.209999084472656
2019-07-18,25.3700008392334
2019-05-15,25.219999313354492
2019-09-20,25.510000228881836
2019-11-01,25.729999542236328
2020-04-07,25.799999237060547
2020-06-25,25.790000915527344
2020-06-16,25.81999969482422
2019-11-04,25.979999542236328
2020-01-22,25.84000015258789
2019-11-07,26.18000030517578
2020-04-13,26.219999313354492
2019-07-01,26.510000228881836
2019-05-30,26.549999237060547
2018-08-15,26.719999313354492
2018-10-18,26.829999923706055
2019-03-27,26.889999389648438
2019-01-22,26.709999084472656
2018-12-21,26.520000457763672
2019-09-03,26.690000534057617
2018-11-19,26.639999389648438
2019-08-02,27.219999313354492
2020-01-28,27.489999771118164
2020-04-16,27.540000915527344
2019-11-13,27.0
2020-01-31,26.81999969482422
2018-12-04,26.540000915527344
2018-11-02,26.459999084472656
2019-07-16,26.3799991607666
2018-08-30,25.559999465942383
2018-10-01,25.649999618530273
2019-06-14,25.579999923706055
2019-05-13,25.079999923706055
2019-04-11,25.389999389648438
2019-02-06,25.299999237060547
2019-09-18,25.600000381469727
2020-02-03,25.739999771118164
2020-04-22,26.299999237060547
2019-11-19,26.149999618530273
2020-02-06,25.649999618530273
2019-11-22,26.100000381469727
2019-03-25,26.049999237060547
2019-02-21,26.149999618530273
2018-12-19,26.31999969482422
2018-07-12,26.25
2018-09-14,26.010000228881836
2018-08-13,25.40999984741211
2018-10-16,25.479999542236328
2019-07-31,26.600000381469727
2019-05-28,26.899999618530273
2019-04-26,27.219999313354492
2020-04-28,27.020000457763672
2019-11-25,26.309999465942383
2020-02-12,26.030000686645508
2020-05-01,26.809999465942383
2020-05-04,26.860000610351562
2019-06-12,26.469999313354492
2019-04-09,26.190000534057617
2019-03-08,26.010000228881836
2019-02-04,26.540000915527344
2018-07-27,26.65999984741211
2018-08-28,26.1299991607666
2019-01-03,25.809999465942383
2019-08-15,26.229999542236328
2018-10-31,26.649999618530273
2019-09-16,26.90999984741211
2020-02-18,26.709999084472656
2020-05-07,27.229999542236328
2018-08-17,27.469999313354492
2019-12-04,27.40999984741211
2020-02-21,28.389999389648438
2018-12-17,28.389999389648438
2019-08-30,28.799999237060547
2018-11-15,29.15999984741211
2019-07-29,28.739999771118164
2019-06-27,28.530000686645508
2019-04-24,28.219999313354492
2018-07-10,28.520000457763672
2018-09-12,28.6200008392334
2019-02-19,28.040000915527344
2019-01-18,28.15999984741211
2020-02-24,28.079999923706055
2020-05-13,28.239999771118164
2019-12-10,28.190000534057617
2020-02-27,28.3700008392334
2019-12-13,28.40999984741211
2020-05-19,28.149999618530273
2019-03-06,28.1299991607666
2018-11-30,28.139999389648438
2019-08-13,28.25
2019-07-12,27.959999084472656
2019-06-10,27.989999771118164
2019-05-09,28.6299991607666
2018-07-25,28.459999084472656
2018-09-27,28.329999923706055
2018-10-29,27.3799991607666
