Dates,HRB
2018-06-20,21.713478088378906
2018-06-21,21.403545379638672
2018-06-25,20.965993881225586
2018-06-22,20.956876754760742
2018-06-26,20.8383731842041
2018-06-27,20.510208129882812
2018-06-28,20.71986961364746
2018-06-29,20.76544761657715
2018-07-02,21.221233367919922
2018-07-03,21.31238555908203
2018-07-05,21.47646713256836
2018-07-16,21.430891036987305
2018-09-18,21.58585548400879
2019-01-24,21.658782958984375
2019-09-05,21.841096878051758
2018-11-21,21.9322509765625
2020-01-13,21.813749313354492
2020-04-01,21.8775577545166
2020-06-19,21.850210189819336
2019-10-29,22.269529342651367
2020-01-16,22.251298904418945
2020-06-22,22.242183685302734
2018-10-03,22.415382385253906
2018-07-31,22.816471099853516
2019-03-12,22.89851188659668
2019-02-08,23.135515213012695
2019-01-07,22.670618057250977
2018-12-06,22.852928161621094
2019-08-19,22.93497085571289
2019-07-18,22.74354362487793
2019-05-15,22.944089889526367
2019-09-20,23.108169555664062
2019-11-01,23.336061477661133
2020-04-07,23.354291915893555
2020-06-25,23.427215576171875
2020-06-16,23.363407135009766
2019-11-04,23.573068618774414
2020-01-22,23.43633270263672
2019-11-07,23.79184341430664
2020-04-13,23.828304290771484
2019-07-01,24.037967681884766
2019-05-30,24.083545684814453
2018-08-15,24.10177230834961
2018-10-18,24.366130828857422
2019-03-27,24.211164474487305
2019-01-22,23.97415542602539
2018-12-21,24.129121780395508
2019-09-03,24.247623443603516
2018-11-19,23.800960540771484
2019-08-02,23.9832706451416
2020-01-28,24.913068771362305
2020-04-16,24.666946411132812
2019-11-13,24.357011795043945
2020-01-31,23.97415542602539
2018-12-04,24.120006561279297
2018-11-02,23.85565185546875
2019-07-16,23.472793579101562
2018-08-30,23.472795486450195
2018-10-01,23.518821716308594
2019-06-14,22.948110580444336
2019-05-13,23.021753311157227
2019-04-11,22.89288330078125
2019-02-06,23.2886962890625
2019-09-18,23.34392738342285
2020-02-03,23.69371795654297
2020-04-22,24.04351043701172
2019-11-19,23.389951705932617
2020-02-06,23.50041389465332
2019-11-22,23.739742279052734
2019-03-25,23.90542984008789
2019-02-21,23.702919006347656
2018-12-19,23.942251205444336
2018-07-12,23.86861228942871
2018-09-14,23.353130340576172
2018-08-13,23.067777633666992
2018-10-16,23.41756820678711
2019-07-31,24.402502059936523
2019-05-28,24.632627487182617
2019-04-26,24.494550704956055
2020-04-28,23.90542984008789
2019-11-25,23.647695541381836
2020-02-12,23.850204467773438
2020-05-01,24.632627487182617
2020-05-04,24.411706924438477
2019-06-12,23.923843383789062
2019-04-09,23.75815200805664
2019-03-08,23.776561737060547
2019-02-04,24.273635864257812
2018-07-27,23.50041389465332
2018-08-28,23.84099578857422
2019-01-03,23.472795486450195
2019-08-15,23.684511184692383
2018-10-31,24.485347747802734
2019-09-16,24.430118560791016
2020-02-18,24.356477737426758
2020-05-07,24.973215103149414
2018-08-17,24.844343185424805
2019-12-04,25.194133758544922
2020-02-21,26.0686092376709
2018-12-17,26.077816009521484
2019-08-30,26.446016311645508
2018-11-15,26.133045196533203
2019-07-29,25.893714904785156
2019-06-27,25.994970321655273
2019-04-24,25.930538177490234
2018-07-10,26.12384033203125
2018-09-12,25.737228393554688
2019-02-19,25.525516510009766
2019-01-18,25.553131103515625
2020-02-24,25.728025436401367
2020-05-13,25.8200740814209
2019-12-10,25.580747604370117
2020-02-27,26.040996551513672
2019-12-13,25.994970321655273
2020-05-19,25.084821701049805
2019-03-06,25.985685348510742
2018-11-30,25.558475494384766
2019-08-13,25.725643157958984
2019-07-12,25.11268424987793
2019-06-10,25.892810821533203
2019-05-09,25.7813663482666
2018-07-25,26.041406631469727
2018-09-27,25.103397369384766
2018-10-29,25.056962966918945
2019-10-16,24.36041831970215
2019-12-16,24.16539192199707
2020-03-04,23.31096076965332
2020-05-22,22.772300720214844
2019-10-01,22.233642578125
2019-12-19,21.945737838745117
2018-09-10,23.069494247436523
2019-05-24,23.329538345336914
2018-08-09,23.43169593811035
2019-04-22,23.561716079711914
2019-03-21,23.75674819946289
2019-01-16,22.930185317993164
2019-08-28,23.645301818847656
2018-11-13,23.496706008911133
2018-10-12,23.636016845703125
2019-06-25,23.849620819091797
2020-03-10,23.77532386779785
2020-05-28,23.942493438720703
2019-10-07,23.747459411621094
2020-03-13,23.533857345581055
2019-10-10,23.245952606201172
2020-03-16,23.440980911254883
2020-06-03,23.803184509277344
2018-11-28,23.292387008666992
2018-09-25,23.561716079711914
2018-07-23,23.868196487426758
2018-08-24,24.063228607177734
2019-07-10,23.923917770385742
2019-05-07,23.821758270263672
2019-04-05,23.701026916503906
2019-03-04,21.908588409423828
2019-01-31,22.28007698059082
2019-09-12,21.936452865600586
2019-12-31,22.224353790283203
2020-03-19,22.29865264892578
2020-01-03,22.270790100097656
2020-06-09,22.205781936645508
2019-02-15,22.233642578125
2019-01-14,22.3543758392334
2018-07-06,22.52154541015625
2018-08-07,22.47511100769043
2018-10-10,22.382238388061523
2018-12-13,22.48439598083496
2019-08-26,22.19649314880371
2019-07-25,22.81873893737793
2019-05-22,23.292387008666992
2019-03-19,22.52154541015625
2020-01-06,22.54012107849121
