Dates,HRB
2018-06-20,24.0
2018-06-21,23.770000457763672
2018-06-25,23.5
2018-06-22,23.0
2018-06-26,23.110000610351562
2018-06-27,22.860000610351562
2018-06-28,22.489999771118164
2018-06-29,22.739999771118164
2018-07-02,22.649999618530273
2018-07-03,23.3700008392334
2018-07-05,23.40999984741211
2018-07-16,23.6299991607666
2018-09-18,23.559999465942383
2019-01-24,23.709999084472656
2019-09-05,23.610000610351562
2018-11-21,24.09000015258789
2020-01-13,24.100000381469727
2020-04-01,23.969999313354492
2020-06-19,23.920000076293945
2019-10-29,23.969999313354492
2020-01-16,24.389999389648438
2020-06-22,24.399999618530273
2018-10-03,24.40999984741211
2018-07-31,24.6299991607666
2019-03-12,24.989999771118164
2019-02-08,25.100000381469727
2019-01-07,25.420000076293945
2018-12-06,24.8799991607666
2019-08-19,25.110000610351562
2019-07-18,25.200000762939453
2019-05-15,24.8700008392334
2019-09-20,25.219999313354492
2019-11-01,25.350000381469727
2020-04-07,25.649999618530273
2020-06-25,25.549999237060547
2020-06-16,25.729999542236328
2019-11-04,25.56999969482422
2020-01-22,25.799999237060547
2019-11-07,25.799999237060547
2020-04-13,26.110000610351562
2019-07-01,26.25
2019-05-30,26.350000381469727
2018-08-15,26.540000915527344
2018-10-18,26.5
2019-03-27,26.639999389648438
2019-01-22,26.579999923706055
2018-12-21,26.3799991607666
2019-09-03,26.610000610351562
2018-11-19,26.579999923706055
2019-08-02,25.989999771118164
2020-01-28,26.3799991607666
2020-04-16,27.399999618530273
2019-11-13,26.979999542236328
2020-01-31,26.719999313354492
2018-12-04,26.329999923706055
2018-11-02,26.399999618530273
2019-07-16,26.270000457763672
2018-08-30,25.43000030517578
2018-10-01,25.420000076293945
2019-06-14,25.579999923706055
2019-05-13,24.920000076293945
2019-04-11,25.09000015258789
2019-02-06,24.93000030517578
2019-09-18,25.350000381469727
2020-02-03,25.469999313354492
2020-04-22,25.90999984741211
2019-11-19,26.040000915527344
2020-02-06,25.5
2019-11-22,25.65999984741211
