Dates,DD
2019-11-21,12732500.0
2020-04-27,6699800.0
2020-02-11,9096300.0
2020-04-30,4921400.0
2019-05-01,4831200.0
2019-02-26,4867700.0
2019-01-25,3391100.0
2018-12-24,3624700.0
2019-09-06,3412600.0
2018-07-17,3627000.0
2018-09-19,5370000.0
2019-08-05,4716400.0
2019-10-08,4571100.0
2019-12-11,5420200.0
2019-11-27,2942900.0
2020-02-14,2704800.0
2020-05-06,3521700.0
2019-01-08,2980100.0
2018-12-07,5285300.0
2019-08-20,4096600.0
2018-11-05,3510100.0
2019-07-19,2920100.0
2018-10-04,3062800.0
2019-06-17,3700900.0
2019-05-16,4957900.0
2018-08-01,4124100.0
2019-03-13,3718500.0
2019-12-03,4927300.0
2020-02-20,2596800.0
2019-12-06,4159500.0
2020-05-12,3052800.0
2019-12-09,2396900.0
2020-02-26,3377100.0
2020-05-15,2231100.0
2019-03-28,2658600.0
2018-09-17,2736800.0
2018-08-16,2972900.0
2018-10-19,2336300.0
2019-04-29,2347000.0
2019-01-23,2171600.0
2019-09-04,3344500.0
2018-11-20,5325000.0
2019-07-02,4424400.0
2019-05-31,4647800.0
2019-12-12,7196700.0
2020-05-18,4840700.0
2019-09-27,4378200.0
2020-03-03,2732700.0
2020-05-21,1919300.0
2019-05-14,3273800.0
2018-08-31,4310800.0
2018-07-30,3138800.0
2018-10-02,2860500.0
2019-04-12,2730300.0
2019-03-11,2966000.0
2019-02-07,2686500.0
2019-07-17,3092900.0
2019-09-19,4571900.0
2019-10-21,5761600.0
2019-12-18,4451100.0
2020-03-06,6097700.0
2019-10-03,2813400.0
2020-03-09,3869300.0
2020-05-27,2217100.0
2019-12-24,2201600.0
2020-03-12,3365600.0
2018-12-20,1812300.0
2019-08-01,2791300.0
2018-08-14,4044900.0
2018-07-13,2901300.0
2018-10-17,3166000.0
2019-05-29,3831500.0
2019-03-26,4241100.0
2019-02-22,5795000.0
2019-10-04,2305400.0
2019-11-05,2256000.0
2019-12-27,5327900.0
2020-06-02,4631300.0
2019-12-30,3362100.0
2020-03-18,3102100.0
2020-06-05,3025700.0
2019-07-15,1958500.0
2018-12-03,2798500.0
2019-06-13,3370900.0
2019-01-04,4754000.0
2018-08-29,2624400.0
2019-02-05,3386400.0
2018-11-01,4609800.0
2019-08-16,5206500.0
2019-04-10,4790900.0
2019-09-17,7573900.0
2019-10-15,4957700.0
2020-01-02,2247600.0
2020-06-08,2704700.0
2019-10-18,4206900.0
2020-03-24,2257100.0
2020-06-11,2181700.0
2020-01-08,2666800.0
2019-04-25,3076800.0
2019-07-30,3607400.0
2019-02-20,4443900.0
2018-07-11,2799700.0
2018-09-13,4323900.0
2018-10-15,3368500.0
2019-06-28,4537500.0
2018-12-18,6390500.0
2018-11-16,4033300.0
2019-10-02,4774900.0
2020-03-27,5301700.0
2020-01-10,4234300.0
2019-10-24,2975900.0
2020-03-30,2234800.0
2020-06-17,5853100.0
2020-01-14,5961700.0
2020-04-02,3634000.0
2019-01-02,2707400.0
2019-08-14,6668800.0
2018-10-30,3956000.0
2019-06-11,3676900.0
2019-05-10,3805200.0
2019-04-08,4413100.0
2018-08-27,3559600.0
2018-07-26,5020700.0
2018-09-28,5709300.0
2019-03-07,7936200.0
2019-10-30,2067300.0
2020-01-17,4511700.0
2020-06-23,5292900.0
2020-04-08,4737600.0
2020-06-26,5831500.0
2019-03-22,6531700.0
2019-01-17,4708400.0
2019-08-29,4069900.0
2018-11-14,3584300.0
2019-06-26,4433700.0
2018-09-11,5083900.0
2018-07-09,11187600.0
2018-08-10,6703700.0
2019-04-23,4660300.0
2019-09-30,5107800.0
2020-01-23,7029800.0
2019-11-08,4148900.0
2020-04-14,1227600.0
2019-11-11,1856700.0
2020-01-29,2834000.0
2020-04-17,3710800.0
2018-07-24,5139100.0
2018-09-26,5967300.0
2019-05-08,6005300.0
2019-03-05,5619000.0
2019-02-01,9185300.0
2018-12-31,6361700.0
2018-11-29,5572300.0
2019-08-12,6599300.0
2019-07-11,8087700.0
2019-09-13,7003200.0
2019-11-14,5748500.0
2020-04-20,8621700.0
2020-02-04,7188300.0
2020-04-23,6843100.0
2018-12-14,5447400.0
2019-08-27,5122900.0
2018-08-08,4405300.0
2018-10-11,6733900.0
2018-11-12,4919300.0
2019-07-26,4828700.0
2019-06-24,22861000.0
2019-05-23,11620900.0
2019-03-20,11306100.0
2019-01-15,9403500.0
2019-11-20,9275800.0
2020-02-07,7749800.0
2020-02-10,5476000.0
2020-04-29,5506000.0
2019-11-26,5609000.0
2020-02-13,3871900.0
2019-01-30,4241600.0
2018-08-23,5914400.0
2018-09-24,8327800.0
2018-11-27,6395500.0
2018-10-26,4971900.0
2019-07-09,4033500.0
2019-06-07,7087800.0
2019-05-06,10657600.0
2019-04-04,9556100.0
2019-09-11,8841300.0
2019-11-29,13572100.0
2020-05-05,9803300.0
2019-12-02,10211000.0
2020-02-19,15079800.0
2020-05-08,8795200.0
2019-05-21,14571900.0
2019-03-18,16269500.0
2018-09-07,9931300.0
2018-08-06,10566100.0
2018-10-09,12437100.0
2019-02-14,10537300.0
2018-12-12,9270100.0
2019-07-24,8886000.0
2019-09-26,8937100.0
2019-10-28,6826300.0
2019-12-05,9584800.0
2020-05-11,7299600.0
2019-07-03,10167900.0
2020-02-25,7815300.0
2020-05-14,8622700.0
2020-02-28,5997000.0
2019-08-08,6377800.0
2019-06-05,8274600.0
2018-07-20,7712600.0
2018-08-21,6649100.0
2018-10-24,5357100.0
2019-04-02,7307400.0
2019-03-01,9583400.0
2019-01-28,6819700.0
2018-12-27,9293500.0
2019-09-09,5924600.0
2020-03-02,4801400.0
2020-05-20,5471800.0
2019-12-17,5324800.0
2020-03-05,7130800.0
2019-02-12,7998800.0
2019-01-11,5031200.0
2018-12-10,3728500.0
2019-08-23,5083600.0
2018-11-08,5332200.0
2019-07-22,5664900.0
2019-06-20,9603400.0
2018-09-05,8298100.0
2019-04-17,6973100.0
2019-09-24,4583100.0
2019-12-20,5797700.0
2020-05-26,7990800.0
2019-04-30,5608300.0
2019-12-23,4262900.0
2020-03-11,4776600.0
2020-05-29,4656800.0
2019-12-26,3936700.0
2020-06-01,4420900.0
2019-05-02,7872700.0
2019-02-27,2926700.0
2018-11-23,11274300.0
2019-08-06,6162300.0
2018-07-18,5417000.0
2018-09-20,6392300.0
2018-10-22,2958700.0
2019-07-05,5998400.0
2019-06-03,6723600.0
2019-10-09,7270500.0
2019-10-11,6564700.0
2020-03-17,5492800.0
2020-06-04,7516200.0
2019-10-14,6853100.0
2020-03-20,3941900.0
2018-11-06,11223800.0
2019-06-18,7314600.0
2019-05-17,6118500.0
2019-04-15,8753700.0
2019-03-14,8205800.0
2019-01-09,5707700.0
2018-08-02,5641000.0
2018-10-05,5628000.0
2019-08-21,2775000.0
2019-10-17,4795300.0
2020-03-23,9136800.0
2020-06-10,4791700.0
2019-02-25,5469400.0
2020-01-07,4932800.0
2020-03-26,4460000.0
2019-10-23,7590100.0
