Dates,DD
2018-06-20,94.6474380493164
2018-06-21,93.56575012207031
2018-06-25,95.6864242553711
2018-06-22,94.73283386230469
2018-06-26,94.7186050415039
2018-06-27,96.07070922851562
2018-06-28,94.50511169433594
2018-06-29,95.80028533935547
2018-07-02,93.7223129272461
2018-07-03,94.96055603027344
2018-07-05,94.32008361816406
2018-07-16,94.40547943115234
2018-09-18,95.06018829345703
2019-01-24,96.98159790039062
2019-09-05,95.44446563720703
2018-11-21,95.08865356445312
2020-01-13,95.18827819824219
2020-04-01,94.78976440429688
2020-06-19,96.19879913330078
2019-10-29,95.64373016357422
2020-01-16,94.7186050415039
2020-06-22,94.04966735839844
2018-10-03,93.97850036621094
2018-07-31,95.89991760253906
2019-03-12,96.39806365966797
2019-02-08,97.56513977050781
2019-01-07,98.09175109863281
2018-12-06,98.36217498779297
2019-08-19,98.34793853759766
2019-07-18,98.148681640625
2019-05-15,94.93209075927734
2019-09-20,96.25572967529297
2019-11-01,96.98159790039062
2020-04-07,97.70746612548828
2020-06-25,97.33741760253906
2020-06-16,98.91724395751953
2019-11-04,97.79286193847656
2020-01-22,96.56885528564453
2019-11-07,96.89620208740234
2020-04-13,95.1740493774414
2019-07-01,96.1845703125
2019-05-30,96.85350799560547
2018-08-15,97.94942474365234
2018-10-18,98.83184814453125
2019-03-27,98.26254272460938
2019-01-22,97.77863311767578
2018-12-21,99.1734390258789
2019-09-03,101.45066833496094
2018-11-19,101.87764739990234
2019-08-02,102.37579345703125
2020-01-28,100.89559173583984
2020-04-16,100.38321685791016
2019-11-13,99.98470306396484
2020-01-31,100.42591094970703
2018-12-04,100.76750183105469
2018-11-02,99.82814025878906
2019-07-16,100.42591094970703
2018-08-30,100.41168212890625
2018-10-01,99.74274444580078
2019-06-14,99.98470306396484
2019-05-13,98.98841094970703
2019-04-11,99.24459838867188
2019-02-06,99.1592025756836
2019-09-18,98.47603607177734
2020-02-03,100.1412582397461
2020-04-22,100.5682373046875
2019-11-19,99.08804321289062
2020-02-06,97.76439666748047
2019-11-22,96.35536193847656
2019-03-25,95.43023681640625
2019-02-21,92.65486145019531
2018-12-19,93.5942153930664
2018-07-12,93.15300750732422
2018-09-14,92.81141662597656
2018-08-13,91.53047943115234
2018-10-16,91.38815307617188
2019-07-31,90.34916687011719
2019-05-28,89.43827056884766
2019-04-26,86.52056884765625
2020-04-28,85.7377700805664
2019-11-25,86.96178436279297
2020-02-12,85.53851318359375
2020-05-01,86.23591613769531
2020-05-04,85.45311737060547
2019-06-12,84.85533905029297
2019-04-09,83.48900604248047
2019-03-08,82.46424865722656
2019-02-04,78.62142181396484
2018-07-27,77.88131713867188
2018-08-28,76.3299560546875
2019-01-03,75.29096984863281
2019-08-15,75.91720581054688
2018-10-31,75.60408782958984
2019-09-16,77.71052551269531
2020-02-18,84.69878387451172
2020-05-07,84.27180480957031
2018-08-17,82.67774200439453
2019-12-04,83.1758804321289
2020-02-21,85.22539520263672
2018-12-17,86.03665924072266
2019-08-30,84.82687377929688
2018-11-15,84.04407501220703
2019-07-29,83.8021240234375
2019-06-27,83.44630432128906
2019-04-24,84.39989471435547
2018-07-10,84.57068634033203
2018-09-12,84.88380432128906
2019-02-19,81.2686996459961
2019-01-18,82.23652648925781
2020-02-24,80.99828338623047
2020-05-13,82.57810974121094
2019-12-10,81.69568634033203
2020-02-27,82.42155456542969
2019-12-13,82.07996368408203
2020-05-19,82.57810974121094
2019-03-06,85.695068359375
2018-11-30,83.90174865722656
2019-08-13,79.58924102783203
2019-07-12,81.51065826416016
2019-06-10,76.95619201660156
2019-05-09,79.19072723388672
2018-07-25,78.27983856201172
2018-09-27,78.06634521484375
2018-10-29,76.77117156982422
2019-10-16,75.88874053955078
2019-12-16,75.78911590576172
2020-03-04,77.29778289794922
2020-05-22,75.09171295166016
2019-10-01,74.4654769897461
2019-12-19,72.04591369628906
2018-09-10,74.3373794555664
