Dates,DD
2018-06-20,93.15300750732422
2018-06-21,92.54100036621094
2018-06-25,94.00696563720703
2018-06-22,92.6121597290039
2018-06-26,93.67961120605469
2018-06-27,93.36649322509766
2018-06-28,91.95745849609375
2018-06-29,93.7934799194336
2018-07-02,92.17095184326172
2018-07-03,92.640625
2018-07-05,92.640625
2018-07-16,92.95375061035156
2018-09-18,94.06389617919922
2019-01-24,95.14558410644531
2019-09-05,93.5942153930664
2018-11-21,93.63691711425781
2020-01-13,94.13506317138672
2020-04-01,92.79718780517578
2020-06-19,92.95375061035156
2019-10-29,94.63320922851562
2020-01-16,93.28109741210938
2020-06-22,92.2278823852539
2018-10-03,93.2099380493164
2018-07-31,93.50881958007812
2019-03-12,94.69013977050781
2019-02-08,95.88568115234375
2019-01-07,97.05276489257812
2018-12-06,96.69694519042969
2019-08-19,97.1666259765625
2019-07-18,96.38382720947266
2019-05-15,92.69755554199219
2019-09-20,94.20622253417969
2019-11-01,94.34854888916016
2020-04-07,96.56885528564453
2020-06-25,96.1134033203125
2020-06-16,96.98159790039062
2019-11-04,96.24150085449219
2020-01-22,94.00696563720703
2019-11-07,95.11711883544922
2020-04-13,93.50881958007812
2019-07-01,94.7470703125
2019-05-30,95.21674346923828
2018-08-15,96.6684799194336
2018-10-18,97.25202178955078
2019-03-27,97.03852844238281
2019-01-22,96.55461883544922
2018-12-21,97.35165405273438
2019-09-03,98.97418212890625
2018-11-19,100.1412582397461
2019-08-02,100.02739715576172
2020-01-28,99.34423065185547
2020-04-16,99.38692474365234
2019-11-13,98.54719543457031
2020-01-31,98.71798706054688
2018-12-04,99.24459838867188
2018-11-02,98.23407745361328
2019-07-16,99.586181640625
2018-08-30,98.46179962158203
2018-10-01,98.34793853759766
2019-06-14,97.94942474365234
2019-05-13,97.38011932373047
2019-04-11,97.36588287353516
2019-02-06,96.76811218261719
2019-09-18,96.17033386230469
2020-02-03,98.76068878173828
2020-04-22,98.76068878173828
2019-11-19,96.83927154541016
2020-02-06,96.62578582763672
2019-11-22,94.73283386230469
2019-03-25,92.83988189697266
2019-02-21,91.2458267211914
2018-12-19,92.11402130126953
2018-07-12,92.08555603027344
2018-09-14,91.2315902709961
2018-08-13,90.10720825195312
2018-10-16,89.50943756103516
2019-07-31,89.1963119506836
2019-05-28,86.2643814086914
2019-04-26,83.98714447021484
2020-04-28,83.7024917602539
2019-11-25,84.04407501220703
2020-02-12,83.85905456542969
2020-05-01,83.87328338623047
2020-05-04,83.97291564941406
2019-06-12,82.93392944335938
2019-04-09,81.39679718017578
2019-03-08,79.3757553100586
2019-02-04,76.41535186767578
2018-07-27,74.83552551269531
2018-08-28,74.75012969970703
2019-01-03,73.04220581054688
2019-08-15,73.19876098632812
2018-10-31,73.36955261230469
2019-09-16,75.68948364257812
2020-02-18,80.2581787109375
2020-05-07,80.8132553100586
2018-08-17,81.42526245117188
2019-12-04,81.68144989013672
2020-02-21,82.89122772216797
2018-12-17,84.257568359375
2019-08-30,82.20806121826172
2018-11-15,81.88070678710938
2019-07-29,81.75261688232422
2019-06-27,81.36833190917969
2019-04-24,81.240234375
2018-07-10,83.01932525634766
2018-09-12,82.03726959228516
2019-02-19,79.3757553100586
2019-01-18,80.2866439819336
2020-02-24,79.58924102783203
2020-05-13,80.72785949707031
2019-12-10,80.38627624511719
2020-02-27,79.94506072998047
2019-12-13,80.7847900390625
2020-05-19,81.01251220703125
2019-03-06,83.23281860351562
2018-11-30,80.18701934814453
2019-08-13,76.50074768066406
2019-07-12,76.15916442871094
2019-06-10,74.3231430053711
2019-05-09,75.53292846679688
2018-07-25,76.67153930664062
2018-09-27,76.05953216552734
2018-10-29,74.8212890625
2019-10-16,72.8856430053711
2019-12-16,73.79653930664062
2020-03-04,73.78230285644531
