Dates,DD
2018-06-20,93.77924346923828
2018-06-21,92.91104888916016
2018-06-25,95.35906982421875
2018-06-22,93.90734100341797
2018-06-26,94.37701416015625
2018-06-27,93.38072967529297
2018-06-28,94.1492919921875
2018-06-29,93.82194519042969
2018-07-02,93.60845184326172
2018-07-03,92.72602081298828
2018-07-05,94.03543090820312
2018-07-16,93.83617401123047
2018-09-18,95.00325775146484
2019-01-24,96.51192474365234
2019-09-05,94.36278533935547
2018-11-21,94.29161834716797
2020-01-13,94.44818115234375
2020-04-01,93.53728485107422
2020-06-19,95.44446563720703
2019-10-29,94.7755355834961
2020-01-16,94.13506317138672
2020-06-22,93.67961120605469
2018-10-03,93.50881958007812
2018-07-31,95.24520874023438
2019-03-12,96.1134033203125
2019-02-08,97.1381607055664
2019-01-07,97.30895233154297
2018-12-06,96.85350799560547
2019-08-19,97.87825775146484
2019-07-18,96.72541046142578
2019-05-15,94.56204223632812
2019-09-20,95.1028823852539
2019-11-01,96.44075775146484
2020-04-07,96.98159790039062
2020-06-25,96.29843139648438
2020-06-16,98.23407745361328
2019-11-04,96.41229248046875
2020-01-22,94.7755355834961
2019-11-07,96.1561050415039
2020-04-13,94.59050750732422
2019-07-01,95.47293853759766
2019-05-30,96.48345947265625
2018-08-15,97.46551513671875
2018-10-18,97.96365356445312
2019-03-27,97.86402893066406
2019-01-22,96.93890380859375
2018-12-21,98.50450134277344
2019-09-03,100.78173065185547
2018-11-19,100.68209838867188
2019-08-02,101.67839050292969
2020-01-28,99.91353607177734
2020-04-16,99.81390380859375
2019-11-13,99.2303695678711
2020-01-31,99.70004272460938
2018-12-04,99.74274444580078
2018-11-02,99.6288833618164
2019-07-16,99.71427917480469
2018-08-30,99.74274444580078
2018-10-01,98.54719543457031
2019-06-14,98.09175109863281
2019-05-13,97.60784149169922
2019-04-11,97.94942474365234
2019-02-06,96.82504272460938
2019-09-18,97.82132720947266
2020-02-03,99.67157745361328
2020-04-22,99.18766784667969
2019-11-19,97.0669937133789
2020-02-06,96.711181640625
2019-11-22,95.2025146484375
2019-03-25,92.98221588134766
2019-02-21,91.53047943115234
2018-12-19,92.25634765625
2018-07-12,92.25634765625
2018-09-14,91.64434051513672
2018-08-13,91.10350036621094
2018-10-16,89.93641662597656
2019-07-31,89.89371490478516
2019-05-28,86.59172821044922
2019-04-26,84.42835998535156
2020-04-28,83.94445037841797
2019-11-25,84.91226959228516
2020-02-12,83.88751983642578
2020-05-01,85.7662353515625
2020-05-04,84.7841796875
2019-06-12,83.3751449584961
2019-04-09,81.82377624511719
2019-03-08,79.802734375
2019-02-04,77.82438659667969
2018-07-27,74.97785186767578
2018-08-28,75.3194351196289
2019-01-03,74.01002502441406
2019-08-15,74.10965728759766
2018-10-31,74.90668487548828
2019-09-16,76.74270629882812
2020-02-18,82.93392944335938
2020-05-07,82.16535949707031
2018-08-17,82.02303314208984
2019-12-04,82.57810974121094
2020-02-21,85.15422821044922
2018-12-17,84.59915161132812
2019-08-30,83.51747131347656
2018-11-15,82.12266540527344
2019-07-29,81.7953109741211
2019-06-27,82.52117919921875
2019-04-24,83.58863067626953
2018-07-10,84.24333953857422
2018-09-12,82.2649917602539
2019-02-19,80.2297134399414
2019-01-18,81.08367919921875
2020-02-24,80.31510925292969
2020-05-13,82.06573486328125
2019-12-10,81.38256072998047
2020-02-27,81.43949127197266
2019-12-13,81.46796417236328
2020-05-19,82.3361587524414
2019-03-06,84.20063781738281
2018-11-30,80.40050506591797
2019-08-13,79.58924102783203
2019-07-12,76.50074768066406
2019-06-10,76.57191467285156
2019-05-09,75.8033447265625
2018-07-25,77.3547134399414
2018-09-27,76.54344940185547
2018-10-29,75.12017822265625
2019-10-16,73.55458068847656
2019-12-16,74.42277526855469
2020-03-04,74.23774719238281
2020-05-22,72.64368438720703
2019-10-01,72.00321960449219
2019-12-19,69.8683090209961
2018-09-10,74.3373794555664
2019-05-24,75.9029769897461
2018-08-09,75.46176147460938
2019-04-22,76.11646270751953
2019-03-21,77.59666442871094
2019-01-16,74.73589324951172
2019-08-28,77.89555358886719
2018-11-13,77.93824768066406
2018-10-12,78.83491516113281
2019-06-25,79.16226196289062
2020-03-10,79.2476577758789
2020-05-28,78.67835235595703
2019-10-07,78.8206787109375
2020-03-13,78.2940673828125
2019-10-10,78.8491439819336
2020-03-16,81.18330383300781
2020-06-03,82.63504028320312
2018-11-28,80.04469299316406
2018-09-25,80.31510925292969
2018-07-23,80.17278289794922
2018-08-24,82.20806121826172
2019-07-10,82.73467254638672
2019-05-07,83.28974914550781
2019-04-05,84.37142944335938
2019-03-04,76.58614349365234
2019-01-31,76.10223388671875
2019-09-12,75.61832427978516
2019-12-31,77.22661590576172
2020-03-19,75.73218536376953
2020-01-03,74.2662124633789
2020-06-09,73.59728240966797
2019-02-15,74.01002502441406
2019-01-14,75.94567108154297
2018-07-06,75.63255310058594
2018-08-07,74.94938659667969
2018-10-10,77.19815063476562
2018-12-13,77.69629669189453
2019-08-26,80.04469299316406
2019-07-25,78.64988708496094
2019-05-22,78.23713684082031
2019-03-19,79.81697082519531
2020-01-06,79.53231048583984
2020-03-25,77.88131713867188
2020-06-12,75.76065063476562
2019-10-22,75.91720581054688
2020-01-09,77.21238708496094
2020-06-15,76.401123046875
2019-10-25,77.52550506591797
2020-03-31,77.59666442871094
2020-06-18,77.82433319091797
2019-04-03,79.10527801513672
2018-08-22,79.0910415649414
2018-10-25,79.56072235107422
2019-01-29,78.32247924804688
2018-12-28,78.67829895019531
2018-11-26,78.57866668701172
2019-08-09,78.39363861083984
2019-07-08,78.29401397705078
2019-06-06,79.58918762207031
2019-09-10,76.7426528930664
2020-01-15,75.8175277709961
2020-04-03,75.6894302368164
2019-10-31,74.94933319091797
2020-04-06,75.03472900390625
2020-06-24,75.87445831298828
2018-11-09,77.45428466796875
2019-07-23,77.2275161743164
2019-06-21,79.04762268066406
2019-05-20,79.95767211914062
2019-04-18,80.21163940429688
2018-09-06,80.71957397460938
2018-10-08,80.88888549804688
2019-02-13,81.48148345947266
2018-12-11,82.30687713623047
2019-09-25,83.53439331054688
2020-01-21,82.32804107666016
2020-04-09,82.85713958740234
2019-11-06,82.96295928955078
2020-01-24,82.53968048095703
2020-01-27,81.10053253173828
2020-04-15,81.01587677001953
2018-12-26,81.03704071044922
2019-08-07,79.57672119140625
2019-06-04,80.42327880859375
2018-09-21,80.338623046875
2018-07-19,81.37566375732422
2018-08-20,78.96295928955078
2018-10-23,73.37566375732422
2019-05-03,73.84127044677734
2019-04-01,71.1534423828125
2019-02-28,68.02116394042969
2019-11-12,67.04762268066406
2020-01-30,65.5873031616211
2019-11-15,66.62433624267578
2020-04-21,64.0
2019-04-16,65.10053253173828
2019-03-15,63.703704833984375
2019-02-11,65.18518829345703
2019-01-10,65.54497528076172
2019-08-22,65.67195892333984
2018-11-07,67.70370483398438
2018-08-03,67.13227844238281
2018-09-04,65.48148345947266
2019-06-19,65.77777862548828
2019-09-23,65.12169647216797
2019-11-18,65.79894256591797
2020-02-05,65.96825408935547
2020-04-24,64.59259033203125
2019-03-29,76.0999984741211
2019-11-21,74.11000061035156
2020-04-27,74.86000061035156
2020-02-11,72.66000366210938
2020-04-30,73.63999938964844
2019-05-01,73.75
2019-02-26,73.7300033569336
2019-01-25,73.45999908447266
2018-12-24,74.83000183105469
2019-09-06,75.08000183105469
2018-07-17,74.75
2018-09-19,74.25
2019-08-05,72.97000122070312
2019-10-08,74.9800033569336
2019-12-11,74.63999938964844
2019-11-27,74.69999694824219
2020-02-14,74.12999725341797
2020-05-06,73.83999633789062
2019-01-08,73.83000183105469
2018-12-07,75.06999969482422
2019-08-20,75.81999969482422
2018-11-05,74.83999633789062
2019-07-19,74.18000030517578
2018-10-04,73.73999786376953
2019-06-17,72.11000061035156
2019-05-16,70.0
2018-08-01,69.6500015258789
2019-03-13,69.5
2019-12-03,71.5199966430664
2020-02-20,71.94000244140625
2019-12-06,72.31999969482422
2020-05-12,71.30000305175781
2019-12-09,71.58000183105469
2020-02-26,71.56999969482422
2020-05-15,71.97000122070312
2019-03-28,73.23999786376953
2018-09-17,74.2300033569336
2018-08-16,73.1500015258789
2018-10-19,73.20999908447266
2019-04-29,73.08999633789062
2019-01-23,73.4000015258789
2019-09-04,72.16000366210938
2018-11-20,71.69000244140625
2019-07-02,69.05000305175781
2019-05-31,66.05999755859375
2019-12-12,68.52999877929688
2020-05-18,69.7699966430664
2019-09-27,70.76000213623047
2020-03-03,69.04000091552734
2020-05-21,67.9000015258789
2019-05-14,68.4800033569336
2018-08-31,65.77999877929688
2018-07-30,65.16999816894531
2018-10-02,66.12000274658203
2019-04-12,67.43000030517578
2019-03-11,67.0999984741211
2019-02-07,67.76000213623047
2019-07-17,67.66999816894531
2019-09-19,66.0
2019-10-21,64.26000213623047
2019-12-18,63.959999084472656
2020-03-06,64.05999755859375
2019-10-03,65.7699966430664
2020-03-09,67.93000030517578
2020-05-27,67.44999694824219
2019-12-24,68.4800033569336
2020-03-12,68.94000244140625
2018-12-20,69.22000122070312
2019-08-01,70.51000213623047
2018-08-14,71.4000015258789
2018-07-13,71.55000305175781
2018-10-17,71.29000091552734
2019-05-29,73.54000091552734
2019-03-26,72.13999938964844
2019-02-22,71.25
2019-10-04,71.98999786376953
2019-11-05,71.05999755859375
2019-12-27,71.5999984741211
2020-06-02,70.91999816894531
2019-12-30,70.31999969482422
2020-03-18,70.91000366210938
2020-06-05,70.0999984741211
2019-07-15,70.25
2018-12-03,71.30999755859375
2019-06-13,67.94999694824219
2019-01-04,67.23999786376953
2018-08-29,68.12000274658203
2019-02-05,68.1500015258789
2018-11-01,66.69999694824219
2019-08-16,64.91999816894531
2019-04-10,64.80999755859375
2019-09-17,63.13999938964844
2019-10-15,65.16000366210938
2020-01-02,64.80000305175781
2020-06-08,65.55999755859375
2019-10-18,66.61000061035156
2020-03-24,66.2300033569336
2020-06-11,65.52999877929688
2020-01-08,65.94000244140625
2019-04-25,65.87000274658203
2019-07-30,66.63999938964844
2019-02-20,66.26000213623047
2018-07-11,66.8499984741211
2018-09-13,67.58999633789062
2018-10-15,67.33999633789062
2019-06-28,65.58999633789062
2018-12-18,65.91000366210938
2018-11-16,69.63999938964844
2019-10-02,71.30000305175781
2020-03-27,72.37999725341797
2020-01-10,70.33000183105469
2019-10-24,71.61000061035156
2020-03-30,71.12999725341797
2020-06-17,72.18000030517578
2020-01-14,72.5999984741211
2020-04-02,69.94999694824219
2019-01-02,70.0
2019-08-14,67.63999938964844
2018-10-30,66.8499984741211
2019-06-11,66.01000213623047
2019-05-10,65.05000305175781
2019-04-08,65.69000244140625
2018-08-27,65.83000183105469
2018-07-26,65.19999694824219
2018-09-28,65.06999969482422
2019-03-07,65.61000061035156
2019-10-30,64.80999755859375
2020-01-17,64.86000061035156
2020-06-23,62.56999969482422
2020-04-08,62.77000045776367
2020-06-26,61.9900016784668
2019-03-22,63.59000015258789
2019-01-17,63.84000015258789
2019-08-29,64.04000091552734
2018-11-14,64.33000183105469
2019-06-26,66.19000244140625
2018-09-11,64.80000305175781
2018-07-09,64.88999938964844
2018-08-10,64.22000122070312
2019-04-23,63.90999984741211
2019-09-30,63.95000076293945
2020-01-23,63.54999923706055
2019-11-08,63.91999816894531
2020-04-14,63.779998779296875
2019-11-11,63.72999954223633
2020-01-29,63.72999954223633
2020-04-17,62.290000915527344
2018-07-24,64.19999694824219
2018-09-26,63.5
2019-05-08,62.15999984741211
2019-03-05,61.720001220703125
2019-02-01,60.77000045776367
2018-12-31,61.5
2018-11-29,60.95000076293945
2019-08-12,59.709999084472656
2019-07-11,60.400001525878906
2019-09-13,60.16999816894531
2019-11-14,61.13999938964844
2020-04-20,61.70000076293945
2020-02-04,61.560001373291016
2020-04-23,61.779998779296875
2018-12-14,60.779998779296875
2019-08-27,60.540000915527344
2018-08-08,59.38999938964844
2018-10-11,57.38999938964844
2018-11-12,57.939998626708984
2019-07-26,57.689998626708984
2019-06-24,52.720001220703125
2019-05-23,51.18000030517578
2019-03-20,51.810001373291016
2019-01-15,52.70000076293945
2019-11-20,54.08000183105469
2020-02-07,53.810001373291016
2020-02-10,52.54999923706055
2020-04-29,51.779998779296875
2019-11-26,52.689998626708984
2020-02-13,53.54999923706055
2019-01-30,53.27000045776367
2018-08-23,53.099998474121094
2018-09-24,53.439998626708984
2018-11-27,53.5
2018-10-26,52.54999923706055
2019-07-09,52.43000030517578
2019-06-07,50.45000076293945
2019-05-06,47.470001220703125
2019-04-04,47.2599983215332
2019-09-11,45.06999969482422
2019-11-29,42.900001525878906
2020-05-05,44.95000076293945
2019-12-02,43.63999938964844
2020-02-19,44.15999984741211
2020-05-08,42.41999816894531
2019-05-21,40.5
2019-03-18,35.150001525878906
2018-09-07,38.119998931884766
2018-08-06,36.65999984741211
2018-10-09,33.279998779296875
2019-02-14,37.099998474121094
2018-12-12,34.25
2019-07-24,36.0099983215332
2019-09-26,32.060001373291016
2019-10-28,31.65999984741211
2019-12-05,31.469999313354492
2020-05-11,28.459999084472656
2019-07-03,32.459999084472656
2020-02-25,33.22999954223633
