Dates,AA
2020-01-02,3062500
2020-01-03,3011800
2020-01-08,3060400
2020-01-06,4986900
2020-01-07,3706300
2020-01-09,5700700
2020-01-10,5059200
2020-01-13,6202700
2020-01-14,4218800
2020-01-15,5603600
2020-01-16,21993400
2020-01-27,9067000
2020-02-20,6603300
2020-02-12,12843100
2020-04-16,7362900
2020-02-04,7815100
2020-05-28,6596100
2020-07-08,7371900
2020-06-19,5280600
2020-05-12,10570700
2020-06-22,9964100
2020-06-03,7227900
2020-05-15,7443200
2020-03-06,8183000
2020-02-27,6281600
2020-04-15,5058700
2020-02-03,4009100
2020-02-11,4580400
2020-02-19,3894700
2020-04-07,2810300
2020-03-30,4292100
2020-04-23,3164800
2020-05-01,8725500
2020-07-14,7682000
2020-06-25,5528200
2020-06-16,5465700
2020-05-18,6280500
2020-06-09,4796200
2020-05-21,7003700
2020-01-17,6827200
2020-03-13,6784800
2020-03-05,10024700
2020-02-26,7371300
2020-02-18,12865900
2020-04-22,10566400
2020-02-10,10034000
2020-04-14,10358300
2020-04-06,9442000
2020-04-30,12676900
2020-06-12,7316200
2020-06-15,7319000
2020-05-27,8065700
2020-05-08,9287100
2020-07-07,6174500
2020-03-31,9957200
2020-06-18,7018500
2020-04-13,15143000
2020-03-20,12619300
2020-03-12,11916400
2020-01-24,10075400
2020-03-04,9615600
2020-02-25,12502000
2020-04-21,10452200
2020-04-29,10277700
2020-05-07,7951900
2020-05-11,9900300
2020-07-10,16046000
2020-06-02,7510400
2020-05-14,13298800
2020-07-13,9563900
2020-06-24,10641700
2020-06-05,8642600
2020-02-28,7963300
2020-01-23,10114400
2020-04-20,7393600
2020-02-24,6156400
2020-01-31,8457900
2020-03-19,20737000
2020-03-27,11296600
2020-03-11,9549400
2020-03-03,12227900
2020-04-28,12389200
2020-05-06,10694400
2020-06-08,9065300
2020-05-20,6870700
2020-07-01,8138900
2020-06-30,6236800
2020-06-11,10984200
2020-03-10,11312900
2020-03-02,8308700
2020-01-22,8639700
2020-01-30,8751300
2020-02-07,8896400
2020-04-03,6718500
2020-03-26,12922300
2020-03-18,10589600
2020-04-27,10545700
2020-05-05,9117500
2020-05-26,4414800
2020-07-06,8563700
2020-06-17,11370400
2020-05-29,15641300
2020-07-09,7942400
2020-06-01,5525200
2020-01-21,6267100
2020-01-29,8568700
2020-03-25,11430600
2020-03-17,18677600
2020-03-09,11247200
2020-02-14,7781500
2020-02-06,8252100
2020-04-02,11959400
2020-05-04,10179200
2020-04-24,6956200
2020-05-13,9383200
2020-06-23,6522800
2020-06-04,6059700
2020-07-15,8894300
2020-04-08,7827400
2020-06-26,7237300
2020-05-19,7562700
2020-04-09,6728600
2020-04-01,25817600
2020-03-24,7397600
2020-03-16,5798100
2020-01-28,7706500
2020-02-05,7515400
2020-02-13,7084300
2020-02-21,4613900
2020-04-17,12284000
2020-03-23,8074300
2020-06-29,7890300
2020-06-10,7871900
2020-05-22,11441100
2020-07-02,11687400
