Dates,DPZ
2018-06-20,290.0199890136719
2018-06-21,289.2099914550781
2018-06-25,293.67999267578125
2018-06-22,292.2300109863281
2018-06-26,281.9700012207031
2018-06-27,283.6499938964844
2018-06-28,279.8999938964844
2018-06-29,284.0400085449219
2018-07-02,278.6400146484375
2018-07-03,282.7300109863281
2018-07-05,280.70001220703125
2018-07-16,278.95001220703125
2018-09-18,282.0
2019-01-24,278.4800109863281
2019-09-05,271.3999938964844
2018-11-21,280.6499938964844
2020-01-13,279.2099914550781
2020-04-01,281.9700012207031
2020-06-19,278.5199890136719
2019-10-29,282.0400085449219
2020-01-16,275.0
2020-06-22,275.0
2018-10-03,276.7699890136719
2018-07-31,271.55999755859375
2019-03-12,263.3399963378906
2019-02-08,261.9100036621094
2019-01-07,262.8699951171875
2018-12-06,260.19000244140625
2019-08-19,255.0
2019-07-18,263.5
2019-05-15,269.6000061035156
2019-09-20,277.5
2019-11-01,279.4700012207031
2020-04-07,278.2699890136719
2020-06-25,277.80999755859375
2020-06-16,286.8900146484375
2019-11-04,289.7699890136719
2020-01-22,293.1099853515625
2019-11-07,290.30999755859375
2020-04-13,285.5
2019-07-01,285.9599914550781
2019-05-30,287.7699890136719
2018-08-15,285.04998779296875
2018-10-18,285.42999267578125
2019-03-27,286.9100036621094
2019-01-22,292.239990234375
2018-12-21,289.44000244140625
2019-09-03,299.0
2018-11-19,298.5
2019-08-02,301.30999755859375
2020-01-28,300.0
2020-04-16,300.9100036621094
2019-11-13,298.8999938964844
2020-01-31,297.0299987792969
2018-12-04,290.260009765625
2018-11-02,289.0799865722656
2019-07-16,295.3500061035156
2018-08-30,292.2699890136719
2018-10-01,286.3500061035156
2019-06-14,286.0
2019-05-13,285.95001220703125
2019-04-11,278.8999938964844
2019-02-06,274.32000732421875
2019-09-18,281.989990234375
2020-02-03,281.8800048828125
2020-04-22,283.8500061035156
2019-11-19,285.489990234375
2020-02-06,289.57000732421875
2019-11-22,290.8999938964844
2019-03-25,291.6700134277344
2019-02-21,293.2099914550781
2018-12-19,296.8599853515625
2018-07-12,286.8599853515625
2018-09-14,284.0
2018-08-13,283.6099853515625
2018-10-16,282.7099914550781
2019-07-31,280.29998779296875
2019-05-28,281.8399963378906
2019-04-26,284.17999267578125
2020-04-28,273.55999755859375
2019-11-25,275.4599914550781
2020-02-12,277.8999938964844
2020-05-01,264.79998779296875
2020-05-04,261.3399963378906
2019-06-12,266.239990234375
2019-04-09,265.92999267578125
2019-03-08,268.19000244140625
2019-02-04,265.0
2018-07-27,265.69000244140625
2018-08-28,256.7799987792969
2019-01-03,257.9599914550781
2019-08-15,264.4100036621094
2018-10-31,255.0
2019-09-16,270.0
2020-02-18,267.8500061035156
2020-05-07,267.760009765625
2018-08-17,263.79998779296875
2019-12-04,260.260009765625
2020-02-21,264.6499938964844
2018-12-17,269.57000732421875
2019-08-30,273.17999267578125
2018-11-15,273.3299865722656
2019-07-29,269.9599914550781
2019-06-27,267.4100036621094
2019-04-24,264.2099914550781
2018-07-10,257.07000732421875
2018-09-12,263.6199951171875
2019-02-19,246.88999938964844
2019-01-18,256.0
2020-02-24,258.1199951171875
2020-05-13,266.1600036621094
2019-12-10,266.44000244140625
2020-02-27,270.05999755859375
2019-12-13,272.5199890136719
2020-05-19,280.3299865722656
2019-03-06,282.44000244140625
2018-11-30,277.0400085449219
2019-08-13,263.0
2019-07-12,264.6000061035156
2019-06-10,255.9199981689453
2019-05-09,259.05999755859375
2018-07-25,255.0800018310547
2018-09-27,249.16000366210938
2018-10-29,247.83999633789062
2019-10-16,247.19000244140625
2019-12-16,243.0500030517578
2020-03-04,243.77000427246094
2020-05-22,238.5500030517578
2019-10-01,238.00999450683594
2019-12-19,236.72999572753906
2018-09-10,234.69000244140625
2019-05-24,243.17999267578125
2018-08-09,249.97999572753906
2019-04-22,252.13999938964844
2019-03-21,245.58999633789062
2019-01-16,242.75
2019-08-28,242.19000244140625
2018-11-13,244.3699951171875
2018-10-12,249.11000061035156
2019-06-25,241.8800048828125
2020-03-10,245.50999450683594
2020-05-28,246.97999572753906
2019-10-07,248.07000732421875
2020-03-13,244.3800048828125
2019-10-10,247.7100067138672
2020-03-16,244.6699981689453
2020-06-03,265.5899963378906
2018-11-28,265.3800048828125
2018-09-25,266.07000732421875
2018-07-23,273.9100036621094
2018-08-24,280.260009765625
2019-07-10,281.739990234375
2019-05-07,278.739990234375
2019-04-05,276.8500061035156
2019-03-04,276.3599853515625
2019-01-31,281.9200134277344
2019-09-12,278.1700134277344
2019-12-31,281.1499938964844
2020-03-19,290.0
2020-01-03,286.8399963378906
2020-06-09,286.3900146484375
2019-02-15,291.17999267578125
2019-01-14,295.8999938964844
2018-07-06,287.7200012207031
2018-08-07,286.6300048828125
2018-10-10,288.0799865722656
2018-12-13,280.0899963378906
2019-08-26,279.69000244140625
2019-07-25,261.4800109863281
2019-05-22,252.1999969482422
2019-03-19,261.8699951171875
2020-01-06,255.9600067138672
2020-03-25,251.47999572753906
2020-06-12,251.8699951171875
2019-10-22,253.1199951171875
2020-01-09,250.77000427246094
2020-06-15,249.91000366210938
2019-10-25,249.6699981689453
2020-03-31,248.88999938964844
2020-06-18,245.9600067138672
2019-04-03,250.82000732421875
2018-08-22,247.44000244140625
2018-10-25,241.97999572753906
2019-01-29,245.5
2018-12-28,247.86000061035156
2018-11-26,244.8000030517578
2019-08-09,249.5
2019-07-08,248.61000061035156
2019-06-06,244.02999877929688
2019-09-10,243.39999389648438
2020-01-15,239.52000427246094
2020-04-03,244.3800048828125
2019-10-31,244.80999755859375
2020-04-06,247.35000610351562
2020-06-24,255.0
2018-11-09,258.7099914550781
2019-07-23,250.0
2019-06-21,247.9600067138672
2019-05-20,254.1199951171875
2019-04-18,249.8300018310547
2018-09-06,253.6699981689453
2018-10-08,246.55999755859375
2019-02-13,249.0
2018-12-11,250.3300018310547
2019-09-25,256.69000244140625
2020-01-21,256.25
2020-04-09,259.8699951171875
2019-11-06,263.0
2020-01-24,266.6300048828125
2020-01-27,267.80999755859375
2020-04-15,267.0
2018-12-26,287.0
2019-08-07,282.2799987792969
2019-06-04,276.45001220703125
2018-09-21,273.42999267578125
2018-07-19,269.510009765625
2018-08-20,271.0
2018-10-23,270.7799987792969
2019-05-03,276.55999755859375
2019-04-01,274.510009765625
2019-02-28,279.4599914550781
2019-11-12,276.1000061035156
2020-01-30,280.55999755859375
2019-11-15,281.04998779296875
2020-04-21,273.29998779296875
2019-04-16,273.6199951171875
2019-03-15,272.0
2019-02-11,278.20001220703125
2019-01-10,276.6300048828125
2019-08-22,279.1099853515625
2018-11-07,287.6700134277344
2018-08-03,285.0
2018-09-04,282.260009765625
2019-06-19,286.739990234375
2019-09-23,283.1600036621094
2019-11-18,278.8800048828125
2020-02-05,277.75
2020-04-24,274.2799987792969
2019-03-29,279.70001220703125
2019-11-21,278.5899963378906
2020-04-27,285.1000061035156
2020-02-11,285.760009765625
2020-04-30,287.4700012207031
2019-05-01,289.260009765625
2019-02-26,284.04998779296875
2019-01-25,279.80999755859375
2018-12-24,283.3699951171875
2019-09-06,281.57000732421875
2018-07-17,281.19000244140625
2018-09-19,282.5
2019-08-05,281.6099853515625
2019-10-08,280.1400146484375
2019-12-11,280.42999267578125
2019-11-27,280.7699890136719
2020-02-14,276.20001220703125
2020-05-06,277.42999267578125
2019-01-08,275.57000732421875
2018-12-07,278.1099853515625
2019-08-20,279.5799865722656
2018-11-05,271.1000061035156
2019-07-19,274.3399963378906
2018-10-04,279.2099914550781
2019-06-17,277.20001220703125
2019-05-16,276.4200134277344
2018-08-01,277.6000061035156
2019-03-13,276.9599914550781
2019-12-03,278.6199951171875
2020-02-20,283.44000244140625
2019-12-06,254.3000030517578
2020-05-12,245.5
2019-12-09,252.22999572753906
2020-02-26,252.8000030517578
2020-05-15,258.1099853515625
2019-03-28,257.05999755859375
2018-09-17,259.42999267578125
2018-08-16,262.6300048828125
2018-10-19,261.8800048828125
2019-04-29,254.16000366210938
2019-01-23,251.52000427246094
2019-09-04,247.07000732421875
2018-11-20,246.1199951171875
2019-07-02,245.41000366210938
2019-05-31,240.52999877929688
2019-12-12,241.2100067138672
2020-05-18,241.72000122070312
2019-09-27,246.25
2020-03-03,246.19000244140625
2020-05-21,247.19000244140625
2019-05-14,240.2899932861328
2018-08-31,239.16000366210938
2018-07-30,236.25999450683594
2018-10-02,234.57000732421875
2019-04-12,236.07000732421875
2019-03-11,231.9600067138672
2019-02-07,233.0800018310547
2019-07-17,231.14999389648438
2019-09-19,231.32000732421875
2019-10-21,227.7899932861328
2019-12-18,227.99000549316406
2020-03-06,221.80999755859375
2019-10-03,227.47000122070312
2020-03-09,226.30999755859375
2020-05-27,224.57000732421875
2019-12-24,228.24000549316406
2020-03-12,241.55999755859375
2018-12-20,245.11000061035156
2019-08-01,238.13999938964844
2018-08-14,239.22999572753906
2018-07-13,243.60000610351562
2018-10-17,248.0399932861328
2019-05-29,247.10000610351562
2019-03-26,245.5399932861328
2019-02-22,243.85000610351562
2019-10-04,244.14999389648438
2019-11-05,244.3800048828125
2019-12-27,248.1300048828125
2020-06-02,247.32000732421875
2019-12-30,247.35000610351562
2020-03-18,242.66000366210938
2020-06-05,240.9499969482422
2019-07-15,238.50999450683594
2018-12-03,240.55999755859375
2019-06-13,245.1300048828125
2019-01-04,244.0
2018-08-29,240.16000366210938
2019-02-05,247.94000244140625
2018-11-01,242.2899932861328
2019-08-16,230.5
2019-04-10,251.50999450683594
2019-09-17,248.42999267578125
2019-10-15,256.1199951171875
2020-01-02,257.7799987792969
2020-06-08,253.22000122070312
2019-10-18,254.88999938964844
2020-03-24,256.1199951171875
2020-06-11,257.45001220703125
2020-01-08,256.6099853515625
2019-04-25,257.2699890136719
2019-07-30,258.739990234375
2019-02-20,256.6499938964844
2018-07-11,263.0299987792969
2018-09-13,272.3599853515625
2018-10-15,267.45001220703125
2019-06-28,263.32000732421875
2018-12-18,271.6700134277344
2018-11-16,272.92999267578125
2019-10-02,268.05999755859375
2020-03-27,266.9800109863281
2020-01-10,276.8299865722656
2019-10-24,279.1600036621094
2020-03-30,282.67999267578125
2020-06-17,279.760009765625
2020-01-14,281.42999267578125
2020-04-02,276.989990234375
2019-01-02,278.69000244140625
2019-08-14,280.0400085449219
2018-10-30,281.2200012207031
2019-06-11,284.6199951171875
2019-05-10,286.489990234375
2019-04-08,287.260009765625
2018-08-27,284.3800048828125
2018-07-26,288.79998779296875
2018-09-28,292.9599914550781
2019-03-07,290.3999938964844
2019-10-30,295.4200134277344
2020-01-17,296.260009765625
2020-06-23,290.0
2020-04-08,283.8500061035156
2020-06-26,287.8800048828125
2019-03-22,288.5799865722656
2019-01-17,286.6099853515625
2019-08-29,287.04998779296875
2018-11-14,285.260009765625
2019-06-26,292.95001220703125
2018-09-11,295.2799987792969
2018-07-09,295.010009765625
2018-08-10,292.7300109863281
2019-04-23,289.0
2019-09-30,285.9200134277344
2020-01-23,293.07000732421875
2019-11-08,292.4200134277344
2020-04-14,288.260009765625
2019-11-11,290.30999755859375
2020-01-29,293.260009765625
2020-04-17,292.4100036621094
2018-07-24,292.69000244140625
2018-09-26,293.7900085449219
2019-05-08,291.7200012207031
2019-03-05,294.0
2019-02-01,291.70001220703125
2018-12-31,291.19000244140625
2018-11-29,292.2900085449219
2019-08-12,290.7799987792969
2019-07-11,289.57000732421875
2019-09-13,284.0299987792969
2019-11-14,284.9700012207031
2020-04-20,289.30999755859375
2020-02-04,287.3599853515625
2020-04-23,286.4599914550781
2018-12-14,286.5299987792969
2019-08-27,285.489990234375
2018-08-08,289.25
2018-10-11,282.0799865722656
2018-11-12,283.07000732421875
2019-07-26,285.1000061035156
2019-06-24,284.0199890136719
2019-05-23,282.95001220703125
2019-03-20,282.510009765625
2019-01-15,272.6499938964844
2019-11-20,275.0
2020-02-07,278.3699951171875
2020-02-10,284.4599914550781
2020-04-29,275.5199890136719
2019-11-26,275.0
2020-02-13,275.5199890136719
2019-01-30,279.3699951171875
2018-08-23,285.9700012207031
2018-09-24,293.239990234375
2018-11-27,297.989990234375
2018-10-26,362.0299987792969
2019-07-09,366.010009765625
2019-06-07,355.510009765625
2019-05-06,363.7099914550781
2019-04-04,371.8699951171875
2019-09-11,361.04998779296875
2019-11-29,341.1000061035156
2020-05-05,340.2200012207031
2019-12-02,349.4800109863281
2020-02-19,341.95001220703125
2020-05-08,338.17999267578125
2019-05-21,325.3599853515625
2019-03-18,321.55999755859375
2018-09-07,337.7900085449219
2018-08-06,338.29998779296875
2018-10-09,308.0199890136719
2019-02-14,328.3900146484375
2018-12-12,297.42999267578125
2019-07-24,291.6400146484375
2019-09-26,296.5400085449219
2019-10-28,292.0
2019-12-05,326.9100036621094
2020-05-11,310.9100036621094
2019-07-03,341.1199951171875
2020-02-25,345.4800109863281
2020-05-14,323.5
2020-02-28,328.8299865722656
2019-08-08,338.6499938964844
2019-06-05,325.0
2018-07-20,312.010009765625
2018-08-21,330.2200012207031
2018-10-24,333.0
2019-04-02,340.0
2019-03-01,347.2799987792969
2019-01-28,338.8900146484375
2018-12-27,348.0
2019-09-09,344.54998779296875
2020-03-02,364.45001220703125
2020-05-20,355.0899963378906
2019-12-17,359.05999755859375
2020-03-05,362.5799865722656
2019-02-12,364.6600036621094
