Dates,DPZ
2018-10-12,785000.0
2019-06-25,713200.0
2020-03-10,470200.0
2020-05-28,432600.0
2019-10-07,665900.0
2020-03-13,582500.0
2019-10-10,476400.0
2020-03-16,1406500.0
2020-06-03,1210800.0
2018-11-28,1193100.0
2018-09-25,649800.0
2018-07-23,985200.0
2018-08-24,910100.0
2019-07-10,749000.0
2019-05-07,673000.0
2019-04-05,599000.0
2019-03-04,717500.0
2019-01-31,683000.0
2019-09-12,519900.0
2019-12-31,498400.0
2020-03-19,633700.0
2020-01-03,374800.0
2020-06-09,575400.0
2019-02-15,623100.0
2019-01-14,729300.0
2018-07-06,474300.0
2018-08-07,871800.0
2018-10-10,823400.0
2018-12-13,930400.0
2019-08-26,1056200.0
2019-07-25,3877500.0
2019-05-22,1785000.0
2019-03-19,1231700.0
2020-01-06,997500.0
2020-03-25,568200.0
2020-06-12,1047100.0
2019-10-22,781200.0
2020-01-09,776300.0
2020-06-15,586900.0
2019-10-25,538400.0
2020-03-31,454700.0
2020-06-18,744800.0
2019-04-03,879400.0
2018-08-22,1264300.0
2018-10-25,922500.0
2019-01-29,692600.0
2018-12-28,1038100.0
2018-11-26,1068200.0
2019-08-09,1329500.0
2019-07-08,637400.0
2019-06-06,705700.0
2019-09-10,847900.0
2020-01-15,685700.0
2020-04-03,682300.0
2019-10-31,575200.0
2020-04-06,905000.0
2020-06-24,1111800.0
2018-11-09,1333500.0
2019-07-23,1088300.0
2019-06-21,1004900.0
2019-05-20,774600.0
2019-04-18,884300.0
2018-09-06,813200.0
2018-10-08,851500.0
2019-02-13,791600.0
2018-12-11,1137500.0
2019-09-25,838800.0
2020-01-21,695400.0
2020-04-09,861500.0
2019-11-06,1590600.0
2020-01-24,972000.0
2020-01-27,1747700.0
2020-04-15,1743900.0
2018-12-26,3793200.0
2019-08-07,1355300.0
2019-06-04,606600.0
2018-09-21,823000.0
2018-07-19,717600.0
2018-08-20,429500.0
2018-10-23,557600.0
2019-05-03,761000.0
2019-04-01,576300.0
2019-02-28,573800.0
2019-11-12,527100.0
2020-01-30,621800.0
2019-11-15,711000.0
2020-04-21,750600.0
2019-04-16,449200.0
2019-03-15,335300.0
2019-02-11,449900.0
2019-01-10,500000.0
2019-08-22,661600.0
2018-11-07,582500.0
2018-08-03,282100.0
2018-09-04,417300.0
2019-06-19,320200.0
2019-09-23,473700.0
2019-11-18,432200.0
2020-02-05,518700.0
2020-04-24,520300.0
2019-03-29,693000.0
2019-11-21,470500.0
2020-04-27,402000.0
2020-02-11,386700.0
2020-04-30,411700.0
2019-05-01,541300.0
2019-02-26,521300.0
2019-01-25,649700.0
2018-12-24,578600.0
2019-09-06,592400.0
2018-07-17,767700.0
2018-09-19,529400.0
2019-08-05,328300.0
2019-10-08,646400.0
2019-12-11,443400.0
2019-11-27,422700.0
2020-02-14,720900.0
2020-05-06,691600.0
2019-01-08,380800.0
2018-12-07,568200.0
2019-08-20,631100.0
2018-11-05,398300.0
2019-07-19,336000.0
2018-10-04,324300.0
2019-06-17,507100.0
2019-05-16,491300.0
2018-08-01,746200.0
2019-03-13,600100.0
2019-12-03,571100.0
2020-02-20,1668400.0
2019-12-06,6194200.0
2020-05-12,3286500.0
2019-12-09,1623100.0
2020-02-26,1677200.0
2020-05-15,1231400.0
2019-03-28,923600.0
2018-09-17,921300.0
2018-08-16,801800.0
2018-10-19,567700.0
2019-04-29,1172600.0
2019-01-23,1081800.0
2019-09-04,920900.0
2018-11-20,760600.0
2019-07-02,537700.0
2019-05-31,990900.0
2019-12-12,589800.0
2020-05-18,690600.0
2019-09-27,703300.0
2020-03-03,586800.0
2020-05-21,803800.0
2019-05-14,611100.0
2018-08-31,702800.0
2018-07-30,900000.0
2018-10-02,688400.0
2019-04-12,671700.0
2019-03-11,1086300.0
2019-02-07,701800.0
2019-07-17,635500.0
2019-09-19,712400.0
2019-10-21,614600.0
2019-12-18,1133800.0
2020-03-06,750500.0
2019-10-03,533800.0
2020-03-09,510300.0
2020-05-27,1225000.0
2019-12-24,1667600.0
2020-03-12,1116500.0
2018-12-20,1057600.0
2019-08-01,766900.0
2018-08-14,666800.0
2018-07-13,749300.0
2018-10-17,735800.0
2019-05-29,740800.0
2019-03-26,1064700.0
2019-02-22,658200.0
2019-10-04,495100.0
2019-11-05,459200.0
2019-12-27,730800.0
2020-06-02,795300.0
2019-12-30,824200.0
2020-03-18,840200.0
2020-06-05,613000.0
2019-07-15,395500.0
2018-12-03,772000.0
2019-06-13,592700.0
2019-01-04,975400.0
2018-08-29,671400.0
2019-02-05,906600.0
2018-11-01,2012400.0
2019-08-16,6498900.0
2019-04-10,1908300.0
2019-09-17,1056300.0
2019-10-15,885600.0
2020-01-02,541400.0
2020-06-08,674800.0
2019-10-18,525200.0
2020-03-24,515100.0
2020-06-11,609900.0
2020-01-08,499600.0
2019-04-25,343100.0
2019-07-30,622200.0
2019-02-20,852500.0
2018-07-11,1436600.0
2018-09-13,628400.0
2018-10-15,1159700.0
2019-06-28,684900.0
2018-12-18,732500.0
2018-11-16,534800.0
2019-10-02,824400.0
2020-03-27,748100.0
2020-01-10,544500.0
2019-10-24,853200.0
2020-03-30,671200.0
2020-06-17,663900.0
2020-01-14,522400.0
2020-04-02,435000.0
2019-01-02,512000.0
2019-08-14,629500.0
2018-10-30,831500.0
2019-06-11,491300.0
2019-05-10,630500.0
2019-04-08,1068300.0
2018-08-27,391600.0
2018-07-26,536400.0
2018-09-28,1067500.0
2019-03-07,571700.0
2019-10-30,340900.0
2020-01-17,949000.0
2020-06-23,962500.0
2020-04-08,1307000.0
2020-06-26,674700.0
2019-03-22,454600.0
2019-01-17,759800.0
2019-08-29,1144200.0
2018-11-14,1162300.0
2019-06-26,571100.0
2018-09-11,450600.0
2018-07-09,756400.0
2018-08-10,1045500.0
2019-04-23,1127800.0
2019-09-30,1295700.0
2020-01-23,571700.0
2019-11-08,618700.0
2020-04-14,265100.0
2019-11-11,276100.0
2020-01-29,455800.0
2020-04-17,451600.0
2018-07-24,519000.0
2018-09-26,500000.0
2019-05-08,490800.0
2019-03-05,525400.0
2019-02-01,501000.0
2018-12-31,543000.0
2018-11-29,994000.0
2019-08-12,933400.0
2019-07-11,726200.0
2019-09-13,783800.0
2019-11-14,619200.0
2020-04-20,494800.0
2020-02-04,475900.0
2020-04-23,625300.0
2018-12-14,456300.0
2019-08-27,518600.0
2018-08-08,479100.0
2018-10-11,756300.0
2018-11-12,328100.0
2019-07-26,361500.0
2019-06-24,645600.0
2019-05-23,738300.0
2019-03-20,926300.0
2019-01-15,1057000.0
2019-11-20,1080600.0
2020-02-07,796200.0
2020-02-10,1368200.0
2020-04-29,684800.0
2019-11-26,752400.0
2020-02-13,891300.0
2019-01-30,520700.0
2018-08-23,780600.0
2018-09-24,873800.0
2018-11-27,1176000.0
2018-10-26,5009700.0
2019-07-09,1645000.0
2019-06-07,1221900.0
2019-05-06,2437000.0
2019-04-04,1107200.0
2019-09-11,1090300.0
2019-11-29,2077600.0
2020-05-05,863600.0
2019-12-02,846700.0
2020-02-19,740900.0
2020-05-08,828400.0
2019-05-21,853400.0
2019-03-18,1267600.0
2018-09-07,857100.0
2018-08-06,889500.0
2018-10-09,1139300.0
2019-02-14,1208600.0
2018-12-12,1089100.0
2019-07-24,1183400.0
2019-09-26,1098800.0
2019-10-28,1423000.0
2019-12-05,1802800.0
2020-05-11,1340500.0
2019-07-03,881100.0
2020-02-25,963100.0
2020-05-14,870600.0
2020-02-28,646200.0
2019-08-08,954400.0
2019-06-05,2097000.0
2018-07-20,1200100.0
2018-08-21,772300.0
2018-10-24,571900.0
2019-04-02,805300.0
2019-03-01,737400.0
2019-01-28,688100.0
2018-12-27,641300.0
2019-09-09,755400.0
2020-03-02,713400.0
2020-05-20,703300.0
2019-12-17,861900.0
2020-03-05,715400.0
2019-02-12,844000.0
2019-01-11,696700.0
2018-12-10,1398200.0
2019-08-23,2095500.0
2018-11-08,1035400.0
2019-07-22,791500.0
2019-06-20,906300.0
2018-09-05,868000.0
2019-04-17,925500.0
2019-09-24,794100.0
2019-12-20,626400.0
2020-05-26,778000.0
2019-04-30,928500.0
2019-12-23,1312200.0
2020-03-11,940800.0
2020-05-29,10272500.0
2019-12-26,899100.0
2020-06-01,1074900.0
2019-05-02,741100.0
2019-02-27,584500.0
2018-11-23,1017700.0
2019-08-06,619200.0
2018-07-18,754100.0
2018-09-20,443500.0
2018-10-22,639800.0
2019-07-05,866000.0
2019-06-03,1285900.0
2019-10-09,694000.0
2019-10-11,1123000.0
2020-03-17,972400.0
2020-06-04,660200.0
2019-10-14,609600.0
2020-03-20,697700.0
2018-11-06,715500.0
2019-06-18,640800.0
2019-05-17,818600.0
2019-04-15,849100.0
2019-03-14,786300.0
2019-01-09,1042400.0
2018-08-02,925800.0
2018-10-05,771900.0
2019-08-21,674000.0
2019-10-17,463200.0
2020-03-23,898700.0
2020-06-10,534900.0
2019-02-25,478400.0
2020-01-07,549600.0
2020-03-26,482900.0
2019-10-23,795600.0
