Dates,DPZ
2018-06-20,587200.0
2018-06-21,775600.0
2018-06-25,519700.0
2018-06-22,1182100.0
2018-06-26,1211000.0
2018-06-27,516600.0
2018-06-28,324900.0
2018-06-29,318300.0
2018-07-02,496100.0
2018-07-03,202500.0
2018-07-05,534500.0
2018-07-16,482000.0
2018-09-18,529200.0
2019-01-24,648800.0
2019-09-05,784000.0
2018-11-21,345400.0
2020-01-13,456200.0
2020-04-01,354000.0
2020-06-19,844500.0
2019-10-29,1079800.0
2020-01-16,1970200.0
2020-06-22,586600.0
2018-10-03,690400.0
2018-07-31,913300.0
2019-03-12,632100.0
2019-02-08,504900.0
2019-01-07,694200.0
2018-12-06,702300.0
2019-08-19,682800.0
2019-07-18,986600.0
2019-05-15,982200.0
2019-09-20,613800.0
2019-11-01,483400.0
2020-04-07,443600.0
2020-06-25,556700.0
2020-06-16,567600.0
2019-11-04,455200.0
2020-01-22,334500.0
2019-11-07,962000.0
2020-04-13,551400.0
2019-07-01,631700.0
2019-05-30,329800.0
2018-08-15,395700.0
2018-10-18,275200.0
2019-03-27,432500.0
2019-01-22,290400.0
2018-12-21,680900.0
2019-09-03,452900.0
2018-11-19,419200.0
2019-08-02,402300.0
2020-01-28,216500.0
2020-04-16,360700.0
2019-11-13,418000.0
2020-01-31,540400.0
2018-12-04,649600.0
2018-11-02,294100.0
2019-07-16,342900.0
2018-08-30,404500.0
2018-10-01,511800.0
2019-06-14,277200.0
2019-05-13,738900.0
2019-04-11,709900.0
2019-02-06,637300.0
2019-09-18,465600.0
2020-02-03,611400.0
2020-04-22,871100.0
2019-11-19,587500.0
2020-02-06,662300.0
2019-11-22,413400.0
2019-03-25,514500.0
2019-02-21,409000.0
2018-12-19,476500.0
2018-07-12,290800.0
2018-09-14,344500.0
2018-08-13,389600.0
2018-10-16,338100.0
2019-07-31,343500.0
2019-05-28,366800.0
2019-04-26,613400.0
2020-04-28,679300.0
2019-11-25,583400.0
2020-02-12,961000.0
2020-05-01,2390800.0
2020-05-04,963100.0
2019-06-12,823400.0
2019-04-09,798300.0
2019-03-08,943300.0
2019-02-04,592800.0
2018-07-27,552900.0
2018-08-28,538900.0
2019-01-03,550100.0
2019-08-15,572400.0
2018-10-31,811100.0
2019-09-16,698100.0
2020-02-18,506800.0
2020-05-07,538500.0
2018-08-17,551600.0
2019-12-04,561700.0
2020-02-21,559300.0
2018-12-17,487700.0
2019-08-30,402600.0
2018-11-15,416100.0
2019-07-29,357100.0
2019-06-27,392100.0
2019-04-24,629500.0
2018-07-10,1112900.0
2018-09-12,791500.0
2019-02-19,890100.0
2019-01-18,527400.0
2020-02-24,195100.0
2020-05-13,609400.0
2019-12-10,480000.0
2020-02-27,374100.0
2019-12-13,552800.0
2020-05-19,599700.0
2019-03-06,508000.0
2018-11-30,566700.0
2019-08-13,688500.0
2019-07-12,432000.0
2019-06-10,598300.0
2019-05-09,574100.0
2018-07-25,640400.0
2018-09-27,510600.0
2018-10-29,528100.0
2019-10-16,609100.0
2019-12-16,633500.0
2020-03-04,483400.0
2020-05-22,769100.0
2019-10-01,1032800.0
2019-12-19,249200.0
2018-09-10,413100.0
2019-05-24,413000.0
2018-08-09,404200.0
2019-04-22,443200.0
2019-03-21,444700.0
2019-01-16,596600.0
2019-08-28,405100.0
2018-11-13,567700.0
