Dates,DPZ
2018-06-20,282.676025390625
2018-06-21,285.484130859375
2018-06-25,287.0845642089844
2018-06-22,274.438232421875
2018-06-26,277.9728698730469
2018-06-27,276.3627014160156
2018-06-28,276.971435546875
2018-06-29,277.050048828125
2018-07-02,275.9011535644531
2018-07-03,275.0469665527344
2018-07-05,272.7003479003906
2018-07-16,274.0847473144531
2018-09-18,273.2207336425781
2019-01-24,267.4474792480469
2019-09-05,274.5855407714844
2018-11-21,273.9670104980469
2020-01-13,276.2939453125
2020-04-01,274.1240539550781
2020-06-19,276.92236328125
2019-10-29,278.5325927734375
2020-01-16,271.7283020019531
2020-06-22,272.14068603515625
2018-10-03,266.81903076171875
2018-07-31,258.2965393066406
2019-03-12,257.4423522949219
2019-02-08,255.28225708007812
2019-01-07,255.9696044921875
2018-12-06,251.75738525390625
2019-08-19,257.8940124511719
2019-07-18,265.43463134765625
2019-05-15,271.7283020019531
2019-09-20,274.428466796875
2019-11-01,275.05682373046875
2020-04-07,272.4156188964844
2020-06-25,281.71380615234375
2020-06-16,286.16162109375
2019-11-04,286.024169921875
2020-01-22,283.36328125
2019-11-07,282.2931213378906
2020-04-13,279.0333251953125
2019-07-01,282.4992980957031
2019-05-30,279.8678894042969
2018-08-15,279.58319091796875
2018-10-18,282.1556396484375
2019-03-27,286.2499694824219
2019-01-22,284.1487731933594
2018-12-21,292.5436706542969
2019-09-03,292.4847412109375
2018-11-19,293.9967956542969
2019-08-02,295.1848449707031
2020-01-28,295.21429443359375
2020-04-16,293.142578125
2019-11-13,291.2181396484375
2020-01-31,284.55133056640625
2018-12-04,285.25830078125
2018-11-02,288.73406982421875
2019-07-16,288.4493103027344
2018-08-30,281.4192199707031
2018-10-01,280.0642395019531
2019-06-14,280.21185302734375
2019-05-13,275.4996337890625
2019-04-11,270.1382141113281
2019-02-06,277.2310791015625
2019-09-18,274.9290466308594
2020-02-03,278.116455078125
2020-04-22,281.5694274902344
2019-11-19,284.2944030761719
2020-02-06,286.065185546875
2019-11-22,284.4812927246094
2019-03-25,288.6819152832031
2019-02-21,290.0099792480469
2018-12-19,280.88079833984375
2018-07-12,277.6934509277344
2018-09-14,281.3529968261719
2018-08-13,277.19171142578125
2018-10-16,278.3132019042969
2019-07-31,275.6866149902344
2019-05-28,279.56256103515625
2019-04-26,270.4530334472656
2020-04-28,266.4786682128906
2019-11-25,272.83367919921875
2020-02-12,268.5052185058594
2020-05-01,255.41146850585938
2020-05-04,263.34051513671875
2019-06-12,262.0517883300781
2019-04-09,263.39947509765625
2019-03-08,263.39947509765625
2019-02-04,261.5009460449219
2018-07-27,251.3387451171875
2018-08-28,257.5166931152344
2019-01-03,256.9952697753906
2019-08-15,252.32244873046875
2018-10-31,261.9042663574219
2019-09-16,264.422607421875
2020-02-18,261.7271423339844
2020-05-07,260.98931884765625
2018-08-17,256.03125
2019-12-04,259.2776184082031
2020-02-21,267.05908203125
2018-12-17,268.7117614746094
2019-08-30,269.89227294921875
2018-11-15,264.7177429199219
2019-07-29,260.4089050292969
2019-06-27,261.7960205078125
2019-04-24,255.40162658691406
2018-07-10,260.32037353515625
2018-09-12,247.97430419921875
2019-02-19,251.07308959960938
2019-01-18,255.37208557128906
2020-02-24,258.23486328125
2020-05-13,262.0320739746094
2019-12-10,264.21600341796875
2020-02-27,269.35125732421875
2019-12-13,275.6275329589844
2020-05-19,272.81402587890625
2019-03-06,271.86962890625
2018-11-30,261.6976013183594
2019-08-13,262.0714111328125
2019-07-12,254.12277221679688
2019-06-10,251.06329345703125
2019-05-09,247.90542602539062
2018-07-25,245.62310791015625
2018-09-27,246.63861083984375
2018-10-29,245.50482177734375
2019-10-16,238.78082275390625
2019-12-16,241.2061767578125
2020-03-04,236.01036071777344
2020-05-22,232.07652282714844
2019-10-01,236.11883544921875
2019-12-19,231.05117797851562
2018-09-10,245.40621948242188
2019-05-24,244.972412109375
