Dates,DPZ
2018-06-20,285.69000244140625
2018-06-21,286.010009765625
2018-06-25,289.3399963378906
2018-06-22,276.54998779296875
2018-06-26,278.55999755859375
2018-06-27,279.6499938964844
2018-06-28,279.20001220703125
2018-06-29,280.17999267578125
2018-07-02,276.54998779296875
2018-07-03,278.7300109863281
2018-07-05,274.6300048828125
2018-07-16,278.3699951171875
2018-09-18,277.6600036621094
2019-01-24,271.7900085449219
2019-09-05,271.3999938964844
2018-11-21,277.8599853515625
2020-01-13,278.9200134277344
2020-04-01,278.1199951171875
2020-06-19,277.6300048828125
2019-10-29,280.1700134277344
2020-01-16,272.8999938964844
2020-06-22,275.0
2018-10-03,271.20001220703125
2018-07-31,262.0299987792969
2019-03-12,261.05999755859375
2019-02-08,259.6499938964844
2019-01-07,259.7900085449219
2018-12-06,255.97000122070312
2019-08-19,253.63999938964844
2019-07-18,262.8299865722656
2019-05-15,269.6000061035156
2019-09-20,273.9100036621094
2019-11-01,277.54998779296875
2020-04-07,275.5400085449219
2020-06-25,277.0
2020-06-16,285.9700012207031
2019-11-04,288.5
2020-01-22,286.8999938964844
2019-11-07,284.8800048828125
2020-04-13,281.1600036621094
2019-07-01,284.8999938964844
2019-05-30,284.1600036621094
2018-08-15,281.8399963378906
2018-10-18,284.7900085449219
2019-03-27,286.3599853515625
2019-01-22,288.9200134277344
2018-12-21,289.44000244140625
2019-09-03,295.44000244140625
2018-11-19,293.04998779296875
2019-08-02,300.07000732421875
2020-01-28,299.2900085449219
2020-04-16,297.0
2019-11-13,295.95001220703125
2020-01-31,288.75
2018-12-04,287.4800109863281
2018-11-02,289.0799865722656
2019-07-16,293.04998779296875
2018-08-30,286.1700134277344
2018-10-01,283.010009765625
2019-06-14,281.8599853515625
2019-05-13,278.6400146484375
2019-04-11,273.6300048828125
2019-02-06,274.29998779296875
2019-09-18,277.75
2020-02-03,278.95001220703125
2020-04-22,283.7200012207031
2019-11-19,282.4200134277344
2020-02-06,289.5
2019-11-22,286.2300109863281
2019-03-25,289.9700012207031
2019-02-21,292.8800048828125
2018-12-19,284.760009765625
2018-07-12,281.1300048828125
2018-09-14,281.9100036621094
2018-08-13,280.2799987792969
2018-10-16,279.1199951171875
2019-07-31,275.489990234375
2019-05-28,277.57000732421875
2019-04-26,274.2699890136719
2020-04-28,267.4200134277344
2019-11-25,272.55999755859375
2020-02-12,272.2799987792969
2020-05-01,257.20001220703125
2020-05-04,255.0800018310547
2019-06-12,260.25
2019-04-09,262.7900085449219
2019-03-08,267.3299865722656
2019-02-04,262.0299987792969
2018-07-27,254.89999389648438
2018-08-28,254.47999572753906
2019-01-03,253.02000427246094
2019-08-15,254.41000366210938
2018-10-31,253.6999969482422
2019-09-16,265.80999755859375
2020-02-18,261.489990234375
2020-05-07,261.3299865722656
2018-08-17,259.239990234375
2019-12-04,260.260009765625
2020-02-21,263.5799865722656
2018-12-17,269.57000732421875
2019-08-30,269.9599914550781
2018-11-15,266.8800048828125
2019-07-29,263.4700012207031
2019-06-27,264.17999267578125
2019-04-24,257.0
2018-07-10,257.07000732421875
2018-09-12,249.52000427246094
2019-02-19,241.6999969482422
2019-01-18,254.6199951171875
2020-02-24,258.1199951171875
2020-05-13,264.239990234375
2019-12-10,265.2699890136719
2020-02-27,269.1400146484375
2019-12-13,270.6700134277344
2020-05-19,277.0
2019-03-06,276.32000732421875
2018-11-30,263.1400146484375
2019-08-13,256.6199951171875
2019-07-12,257.1099853515625
2019-06-10,248.08999633789062
2019-05-09,249.4499969482422
2018-07-25,248.77999877929688
2018-09-27,248.5
2018-10-29,245.0399932861328
2019-10-16,238.82000732421875
2019-12-16,238.5
2020-03-04,236.75999450683594
2020-05-22,231.27999877929688
2019-10-01,236.25
2019-12-19,232.44000244140625
2018-09-10,234.69000244140625
2019-05-24,241.2100067138672
2018-08-09,246.8699951171875
2019-04-22,246.47000122070312
2019-03-21,240.24000549316406
2019-01-16,239.07000732421875
2019-08-28,239.36000061035156
2018-11-13,242.00999450683594
2018-10-12,238.47999572753906
2019-06-25,241.8800048828125
2020-03-10,244.1199951171875
2020-05-28,246.6300048828125
2019-10-07,243.0
2020-03-13,242.8699951171875
2019-10-10,244.02000427246094
2020-03-16,243.5
2020-06-03,260.4599914550781
2018-11-28,261.19000244140625
2018-09-25,264.0199890136719
2018-07-23,270.5199890136719
2018-08-24,279.0
2019-07-10,275.2300109863281
2019-05-07,272.8599853515625
2019-04-05,275.07000732421875
2019-03-04,275.4700012207031
2019-01-31,277.6000061035156
2019-09-12,278.1099853515625
2019-12-31,281.1499938964844
2020-03-19,286.75
2020-01-03,282.4599914550781
2020-06-09,286.2200012207031
2019-02-15,289.510009765625
2019-01-14,286.57000732421875
2018-07-06,284.260009765625
2018-08-07,285.8599853515625
2018-10-10,279.3500061035156
2018-12-13,275.70001220703125
2019-08-26,276.3299865722656
2019-07-25,250.02000427246094
2019-05-22,252.1999969482422
2019-03-19,253.5800018310547
2020-01-06,252.02999877929688
2020-03-25,251.17999267578125
2020-06-12,247.9600067138672
2019-10-22,245.8699951171875
2020-01-09,245.00999450683594
2020-06-15,247.5500030517578
2019-10-25,247.42999267578125
2020-03-31,245.57000732421875
2020-06-18,245.24000549316406
2019-04-03,245.25999450683594
2018-08-22,239.94000244140625
2018-10-25,240.3699951171875
2019-01-29,242.39999389648438
2018-12-28,243.2100067138672
2018-11-26,240.57000732421875
2019-08-09,244.9199981689453
2019-07-08,241.92999267578125
2019-06-06,244.02999877929688
2019-09-10,239.1699981689453
2020-01-15,239.30999755859375
2020-04-03,242.9199981689453
2019-10-31,244.80999755859375
2020-04-06,244.9499969482422
2020-06-24,254.1699981689453
2018-11-09,249.44000244140625
2019-07-23,244.92999267578125
2019-06-21,244.74000549316406
2019-05-20,246.25
2019-04-18,248.00999450683594
2018-09-06,246.6999969482422
2018-10-08,246.3000030517578
2019-02-13,246.5
2018-12-11,250.2899932861328
2019-09-25,253.66000366210938
2020-01-21,251.1199951171875
2020-04-09,252.77999877929688
2019-11-06,261.5299987792969
2020-01-24,266.0799865722656
2020-01-27,265.29998779296875
2020-04-15,266.6199951171875
2018-12-26,281.1199951171875
2019-08-07,271.6099853515625
2019-06-04,272.7300109863281
2018-09-21,265.3399963378906
2018-07-19,268.75
2018-08-20,270.1099853515625
2018-10-23,270.6000061035156
2019-05-03,274.29998779296875
2019-04-01,274.4599914550781
2019-02-28,275.3699951171875
2019-11-12,275.3299865722656
2020-01-30,278.2799987792969
2019-11-15,275.0799865722656
2020-04-21,264.989990234375
2019-04-16,271.0799865722656
2019-03-15,270.260009765625
2019-02-11,275.6700134277344
2019-01-10,275.1400146484375
2019-08-22,278.7699890136719
2018-11-07,283.1199951171875
2018-08-03,283.17999267578125
2018-09-04,281.04998779296875
2019-06-19,281.9599914550781
2019-09-23,278.8800048828125
2019-11-18,275.3800048828125
2020-02-05,272.5
2020-04-24,273.5299987792969
2019-03-29,273.95001220703125
2019-11-21,278.1600036621094
2020-04-27,283.92999267578125
2020-02-11,285.7099914550781
2020-04-30,285.010009765625
2019-05-01,279.67999267578125
2019-02-26,279.2200012207031
2019-01-25,279.20001220703125
2018-12-24,278.92999267578125
2019-09-06,280.6300048828125
2018-07-17,280.6499938964844
2018-09-19,280.0400085449219
2019-08-05,277.82000732421875
2019-10-08,274.55999755859375
2019-12-11,277.8900146484375
2019-11-27,272.2799987792969
2020-02-14,273.4100036621094
2020-05-06,271.3800048828125
2019-01-08,274.1000061035156
2018-12-07,275.2699890136719
2019-08-20,270.4200134277344
2018-11-05,271.0
2019-07-19,274.3399963378906
2018-10-04,277.6400146484375
2019-06-17,273.0199890136719
2019-05-16,276.4200134277344
2018-08-01,274.6300048828125
2019-03-13,274.6400146484375
2019-12-03,278.6099853515625
2020-02-20,268.4200134277344
2019-12-06,245.9499969482422
2020-05-12,244.66000366210938
2019-12-09,249.4499969482422
2020-02-26,252.8000030517578
2020-05-15,254.14999389648438
2019-03-28,254.94000244140625
2018-09-17,258.3999938964844
2018-08-16,258.5799865722656
2018-10-19,258.1300048828125
2019-04-29,249.64999389648438
2019-01-23,245.75
2019-09-04,242.47999572753906
2018-11-20,243.1999969482422
2019-07-02,244.38999938964844
2019-05-31,236.1699981689453
2019-12-12,240.0
2020-05-18,240.5
2019-09-27,244.99000549316406
2020-03-03,243.5399932861328
2020-05-21,239.47999572753906
2019-05-14,238.11000061035156
2018-08-31,235.33999633789062
2018-07-30,232.02000427246094
2018-10-02,231.47000122070312
2019-04-12,229.7100067138672
2019-03-11,225.05999755859375
2019-02-07,228.88999938964844
2019-07-17,226.5800018310547
2019-09-19,225.50999450683594
2019-10-21,224.8699951171875
2019-12-18,220.89999389648438
2020-03-06,221.80999755859375
2019-10-03,224.97999572753906
2020-03-09,224.00999450683594
2020-05-27,223.39999389648438
2019-12-24,228.0
2020-03-12,240.74000549316406
2018-12-20,236.4199981689453
2019-08-01,235.8699951171875
2018-08-14,231.85000610351562
2018-07-13,242.1199951171875
2018-10-17,245.8699951171875
2019-05-29,243.72999572753906
2019-03-26,243.0800018310547
2019-02-22,237.66000366210938
2019-10-04,242.49000549316406
2019-11-05,243.10000610351562
2019-12-27,245.80999755859375
2020-06-02,245.5399932861328
2019-12-30,242.52999877929688
2020-03-18,239.80999755859375
2020-06-05,237.1199951171875
2019-07-15,238.50999450683594
2018-12-03,240.5
2019-06-13,243.24000549316406
2019-01-04,241.3000030517578
2018-08-29,240.16000366210938
2019-02-05,241.3000030517578
2018-11-01,241.39999389648438
2019-08-16,227.5
2019-04-10,248.07000732421875
2019-09-17,247.5
2019-10-15,252.5
2020-01-02,251.16000366210938
2020-06-08,251.8000030517578
2019-10-18,253.0800018310547
2020-03-24,255.77999877929688
2020-06-11,254.22999572753906
2020-01-08,255.6699981689453
2019-04-25,255.3800048828125
2019-07-30,255.4600067138672
2019-02-20,255.77000427246094
2018-07-11,263.0299987792969
2018-09-13,268.7300109863281
2018-10-15,262.260009765625
2019-06-28,263.32000732421875
2018-12-18,268.0899963378906
2018-11-16,268.4800109863281
2019-10-02,265.010009765625
2020-03-27,265.510009765625
2020-01-10,273.3299865722656
2019-10-24,277.6199951171875
2020-03-30,278.6600036621094
2020-06-17,278.3500061035156
2020-01-14,276.42999267578125
2020-04-02,276.010009765625
2019-01-02,276.82000732421875
2019-08-14,277.1199951171875
2018-10-30,280.2099914550781
2019-06-11,283.6499938964844
2019-05-10,285.760009765625
2019-04-08,283.05999755859375
2018-08-27,283.2099914550781
2018-07-26,287.9700012207031
2018-09-28,287.55999755859375
2019-03-07,288.5400085449219
2019-10-30,293.79998779296875
2020-01-17,293.1400146484375
2020-06-23,283.70001220703125
2020-04-08,282.6600036621094
2020-06-26,285.6000061035156
2019-03-22,286.4100036621094
2019-01-17,285.1600036621094
2019-08-29,283.3999938964844
2018-11-14,285.260009765625
2019-06-26,292.6099853515625
2018-09-11,293.0299987792969
2018-07-09,291.7900085449219
2018-08-10,289.7099914550781
2019-04-23,283.4599914550781
2019-09-30,284.9200134277344
2020-01-23,290.9599914550781
2019-11-08,288.0299987792969
2020-04-14,287.54998779296875
2019-11-11,288.8500061035156
2020-01-29,291.44000244140625
2020-04-17,290.67999267578125
2018-07-24,292.69000244140625
2018-09-26,292.1300048828125
2019-05-08,290.7799987792969
2019-03-05,291.7799987792969
2019-02-01,290.8800048828125
2018-12-31,288.8800048828125
2018-11-29,287.7799987792969
2019-08-12,287.1000061035156
2019-07-11,283.3699951171875
2019-09-13,284.0299987792969
2019-11-14,284.7900085449219
2020-04-20,286.95001220703125
2020-02-04,285.6300048828125
2020-04-23,282.3399963378906
2018-12-14,285.6099853515625
2019-08-27,284.5
2018-08-08,280.6600036621094
2018-10-11,281.2200012207031
2018-11-12,283.07000732421875
2019-07-26,282.07000732421875
2019-06-24,280.0199890136719
2019-05-23,276.8599853515625
2019-03-20,270.0799865722656
2019-01-15,271.6499938964844
2019-11-20,274.1600036621094
2020-02-07,275.3500061035156
2020-02-10,274.32000732421875
2020-04-29,273.6000061035156
2019-11-26,273.5899963378906
2020-02-13,274.989990234375
2019-01-30,279.3699951171875
2018-08-23,284.010009765625
2018-09-24,291.8699951171875
2018-11-27,295.3900146484375
2018-10-26,356.9599914550781
2019-07-09,362.9700012207031
2019-06-07,354.6300048828125
2019-05-06,363.7099914550781
2019-04-04,366.3800048828125
2019-09-11,347.7300109863281
2019-11-29,333.9100036621094
2020-05-05,333.7900085449219
2019-12-02,336.19000244140625
2020-02-19,334.2300109863281
2020-05-08,329.1600036621094
2019-05-21,320.75
2019-03-18,314.0
2018-09-07,328.5
2018-08-06,332.0299987792969
2018-10-09,300.0
2019-02-14,297.32000732421875
2018-12-12,283.6000061035156
2019-07-24,282.0299987792969
2019-09-26,275.2200012207031
2019-10-28,289.3399963378906
2019-12-05,298.1400146484375
2020-05-11,294.2099914550781
2019-07-03,333.1600036621094
2020-02-25,320.80999755859375
2020-05-14,317.82000732421875
2020-02-28,326.05999755859375
2019-08-08,333.510009765625
2019-06-05,321.0
2018-07-20,310.3399963378906
2018-08-21,321.5
2018-10-24,325.1000061035156
2019-04-02,330.42999267578125
2019-03-01,333.82000732421875
2019-01-28,333.19000244140625
2018-12-27,340.5299987792969
2019-09-09,338.7099914550781
2020-03-02,353.2300109863281
2020-05-20,353.3900146484375
2019-12-17,356.6199951171875
2020-03-05,355.4200134277344
2019-02-12,364.6600036621094
2019-01-11,360.239990234375
2018-12-10,370.010009765625
2019-08-23,359.0
2018-11-08,363.9100036621094
2019-07-22,361.57000732421875
2019-06-20,354.6499938964844
2018-09-05,349.0899963378906
2019-04-17,361.92999267578125
2019-09-24,356.1300048828125
2019-12-20,356.1000061035156
2020-05-26,357.1000061035156
2019-04-30,369.5799865722656
2019-12-23,364.1300048828125
2020-03-11,365.1099853515625
2020-05-29,365.0299987792969
2019-12-26,375.32000732421875
2020-06-01,376.5199890136719
2019-05-02,372.510009765625
2019-02-27,369.4200134277344
2018-11-23,361.05999755859375
2019-08-06,361.4100036621094
2018-07-18,371.69000244140625
2018-09-20,372.9800109863281
2018-10-22,367.5400085449219
2019-07-05,360.1300048828125
2019-06-03,360.0199890136719
2019-10-09,364.57000732421875
2019-10-11,369.739990234375
2020-03-17,383.20001220703125
2020-06-04,381.1300048828125
2019-10-14,385.0
2020-03-20,379.5299987792969
2018-11-06,371.8599853515625
2019-06-18,370.8299865722656
2019-05-17,374.95001220703125
2019-04-15,380.4100036621094
2019-03-14,382.17999267578125
2019-01-09,365.95001220703125
2018-08-02,368.82000732421875
2018-10-05,371.04998779296875
2019-08-21,374.7300109863281
2019-10-17,374.0
2020-03-23,373.5899963378906
2020-06-10,376.04998779296875
2019-02-25,376.79998779296875
2020-01-07,372.82000732421875
