Dates,BKR
2020-04-28,28.901866912841797
2019-11-25,29.08097267150879
2020-02-12,28.93014907836914
2020-05-01,29.071548461914062
2020-05-04,29.024415969848633
2019-06-12,28.713335037231445
2019-04-09,28.223155975341797
2019-03-08,28.270288467407227
2019-02-04,27.22393798828125
2018-07-27,25.819379806518555
2018-08-28,25.970205307006836
2019-01-03,25.791101455688477
2019-08-15,25.06525421142578
2018-10-31,25.69683074951172
2019-09-16,25.159521102905273
2020-02-18,24.405393600463867
2020-05-07,24.575071334838867
2018-08-17,25.310344696044922
2019-12-04,25.602569580078125
2020-02-21,25.498876571655273
2018-12-17,25.216081619262695
2019-08-30,24.04718589782715
2018-11-15,22.284412384033203
2019-07-29,22.435239791870117
2019-06-27,21.822513580322266
2019-04-24,22.117027282714844
2018-07-10,22.202531814575195
2018-09-12,21.851015090942383
2019-02-19,21.290489196777344
2019-01-18,21.39499282836914
2020-02-24,21.337989807128906
2020-05-13,21.527997970581055
2019-12-10,21.261987686157227
2020-02-27,21.79401206970215
2019-12-13,21.95551872253418
2020-05-19,21.680004119873047
2019-03-06,22.088523864746094
2018-11-30,21.03397560119629
2019-08-13,20.397445678710938
2019-07-12,20.577957153320312
2019-06-10,20.20743751525879
2019-05-09,20.2264404296875
2018-07-25,20.492450714111328
2018-09-27,20.929471969604492
2018-10-29,20.378446578979492
2019-10-16,20.53995704650879
2019-12-16,20.159936904907227
2020-03-04,19.988927841186523
2020-05-22,19.779916763305664
2019-10-01,19.827421188354492
2019-12-19,19.45690155029297
2018-09-10,20.444950103759766
2019-05-24,20.406946182250977
2018-08-09,20.368947982788086
2019-04-22,20.425947189331055
2019-03-21,19.998424530029297
2019-01-16,19.86542320251465
2019-08-28,20.86297035217285
2018-11-13,21.423494338989258
2018-10-12,22.050525665283203
2019-06-25,22.012521743774414
2020-03-10,22.183528900146484
2020-05-28,21.94601821899414
2019-10-07,22.079025268554688
2020-03-13,21.87001609802246
2019-10-10,21.993520736694336
2020-03-16,22.468542098999023
2020-06-03,22.91506576538086
2018-11-28,22.582548141479492
2018-09-25,21.832014083862305
2018-07-23,21.889015197753906
2018-08-24,22.31653594970703
2019-07-10,21.832014083862305
2019-05-07,22.003019332885742
2019-04-05,22.744056701660156
2019-03-04,22.39253807067871
2019-01-31,23.311601638793945
2019-09-12,23.53179168701172
2019-12-31,23.962602615356445
2020-03-19,23.818998336791992
2020-01-03,23.349895477294922
2020-06-09,23.56051254272461
2019-02-15,23.761558532714844
2019-01-14,23.684968948364258
2018-07-06,24.05833625793457
2018-08-07,24.546588897705078
2018-10-10,24.728487014770508
2018-12-13,24.977397918701172
2019-08-26,25.446502685546875
2019-07-25,25.149723052978516
2019-05-22,25.2263126373291
2019-03-19,25.609254837036133
2020-01-06,25.609254837036133
2020-03-25,25.532665252685547
2020-06-12,25.255029678344727
2019-10-22,25.94432830810547
2020-01-09,25.93475341796875
2020-06-15,25.953903198242188
2019-10-25,25.188013076782227
2020-03-31,24.939105987548828
2020-06-18,24.63275146484375
2019-04-03,25.369915008544922
2018-08-22,25.676267623901367
2018-10-25,26.087932586669922
2019-01-29,26.5283145904541
2018-12-28,26.66234588623047
2018-11-26,26.978273391723633
2019-08-09,26.63362693786621
2019-07-08,27.045286178588867
2019-06-06,27.24633026123047
2019-09-10,26.00177001953125
2020-01-15,26.260257720947266
2020-04-03,26.499595642089844
2019-10-31,26.116653442382812
2020-04-06,26.00177001953125
2020-06-24,26.537885665893555
2018-11-09,26.65277099609375
2019-07-23,25.839017868041992
2019-06-21,25.34119415283203
2019-05-20,25.628400802612305
2019-04-18,25.63797378540039
2018-09-06,25.676267623901367
2018-10-08,25.542240142822266
2019-02-13,25.724136352539062
2018-12-11,25.52309226989746
2019-09-25,25.255029678344727
2020-01-21,24.843368530273438
2020-04-09,24.73806381225586
2019-11-06,24.680620193481445
2020-01-24,24.5082950592041
2020-01-27,25.46565055847168
2020-04-15,24.86251449584961
2018-12-26,24.51786994934082
2019-08-07,24.479576110839844
2019-06-04,24.489147186279297
2018-09-21,24.86251449584961
2018-07-19,22.99567413330078
2018-08-20,22.545717239379883
2018-10-23,22.516996383666992
2019-05-03,23.100982666015625
2019-04-01,22.919086456298828
2019-02-28,22.22021484375
2019-11-12,21.97130584716797
2020-01-30,21.645803451538086
2019-11-15,21.3681697845459
2020-04-21,20.812902450561523
2019-04-16,21.32987403869629
2019-03-15,21.7702579498291
2019-02-11,22.00002670288086
2019-01-10,21.933008193969727
2019-08-22,22.47337532043457
2018-11-07,22.782155990600586
2018-08-03,22.54092025756836
2018-09-04,22.25143814086914
2019-06-19,21.431241989135742
2019-09-23,21.39264678955078
2019-11-18,20.93912696838379
2020-02-05,20.42770767211914
2020-04-24,20.659292221069336
2019-03-29,21.074216842651367
2019-11-21,21.26720428466797
2020-04-27,21.450542449951172
2020-02-11,22.14529800415039
2020-04-30,22.502323150634766
2019-05-01,22.58916664123535
2019-02-26,22.347932815551758
2019-01-25,21.51808738708496
2018-12-24,21.981258392333984
2019-09-06,21.37334442138672
2018-07-17,21.614578247070312
2018-09-19,22.280385971069336
2019-08-05,22.502323150634766
2019-10-08,23.505859375
2019-12-11,24.287456512451172
2019-11-27,23.853233337402344
2020-02-14,23.75674057006836
2020-05-06,23.882183074951172
2019-01-08,23.82428741455078
2018-12-07,23.766389846801758
2019-08-20,24.29710578918457
2018-11-05,23.660247802734375
2019-07-19,23.650598526000977
2018-10-04,23.68919563293457
2019-06-17,24.306753158569336
2019-05-16,24.123416900634766
2018-08-01,24.49009132385254
2019-03-13,24.35500144958496
2019-12-03,24.13306427001953
2020-02-20,23.82428741455078
2019-12-06,23.245325088500977
2020-05-12,22.376882553100586
2019-12-09,22.492671966552734
2020-02-26,22.733905792236328
2020-05-15,23.11988067626953
2019-03-28,23.457609176635742
2018-09-17,23.988325119018555
2018-08-16,23.75674057006836
2018-10-19,23.96902847290039
2019-04-29,23.245325088500977
2019-01-23,23.650598526000977
2019-09-04,24.499740600585938
2018-11-20,24.383949279785156
2019-07-02,23.235673904418945
2019-05-31,22.975139617919922
2019-12-12,22.85934829711914
2020-05-18,22.54092025756836
2019-09-27,23.293569564819336
2020-03-03,22.849700927734375
2020-05-21,22.771915435791016
2019-05-14,22.91776466369629
2018-08-31,21.40093231201172
2018-07-30,20.136905670166016
2018-10-02,20.47722053527832
2019-04-12,20.827259063720703
2019-03-11,20.52583885192871
2019-02-07,20.652240753173828
2019-07-17,20.836984634399414
2019-09-19,20.302200317382812
2019-10-21,20.71057891845703
2019-12-18,20.700857162475586
2020-03-06,21.041170120239258
2019-10-03,21.27452850341797
2020-03-09,21.08978843688965
2020-05-27,21.53705596923828
2019-12-24,21.984329223632812
2020-03-12,22.86914825439453
2018-12-20,22.878870010375977
2019-08-01,23.510883331298828
2018-08-14,23.442819595336914
2018-07-13,21.67318344116211
2018-10-17,22.01349639892578
2019-05-29,22.09128189086914
2019-03-26,23.151121139526367
2019-02-22,22.733020782470703
2019-10-04,22.58717155456543
2019-11-05,22.567724227905273
2019-12-27,22.937210083007812
2020-06-02,23.238632202148438
2019-12-30,22.99555015563965
2020-03-18,23.61783790588379
2020-06-05,23.26780128479004
2019-07-15,23.374757766723633
2018-12-03,22.558002471923828
2019-06-13,22.042667388916016
2019-01-04,21.527334213256836
2018-08-29,22.062114715576172
2019-02-05,21.848201751708984
2018-11-01,21.293975830078125
2019-08-16,20.788366317749023
2019-04-10,21.01200294494629
2019-09-17,21.19674301147461
2019-10-15,21.614843368530273
2020-01-02,21.70235252380371
2020-06-08,21.682905197143555
2019-10-18,21.381484985351562
2020-03-24,21.468994140625
2020-06-11,21.468994140625
2020-01-08,21.507888793945312
2019-04-25,22.003772735595703
2019-07-30,22.48021697998047
2019-02-20,21.71207618713379
2018-07-11,21.760692596435547
2018-09-13,21.381484985351562
2018-10-15,21.293975830078125
2019-06-28,21.021726608276367
2018-12-18,20.807811737060547
2018-11-16,21.293975830078125
2019-10-02,21.731523513793945
2020-03-27,22.003772735595703
2020-01-10,21.342594146728516
2019-10-24,21.646507263183594
2020-03-30,21.813169479370117
2020-06-17,21.77395248413086
2020-01-14,21.65631103515625
2020-04-02,21.215145111083984
2019-01-02,21.460235595703125
2019-08-14,22.244529724121094
2018-10-30,21.734739303588867
2019-06-11,21.577880859375
2019-05-10,21.97983169555664
2019-04-08,22.146493911743164
2018-08-27,21.97983169555664
2018-07-26,22.097476959228516
2018-09-28,22.166101455688477
2019-03-07,22.107276916503906
2019-10-30,21.97983169555664
2020-01-17,21.7053279876709
2020-06-23,20.901426315307617
2020-04-08,21.734739303588867
2020-06-26,21.7053279876709
2019-03-22,21.77395248413086
2019-01-17,21.813169479370117
2019-08-29,21.90140151977539
2018-11-14,22.234725952148438
2019-06-26,23.29352378845215
2018-09-11,23.175878524780273
2018-07-09,23.479793548583984
2018-08-10,23.89154815673828
2019-04-23,24.244478225708008
2019-09-30,24.479766845703125
2020-01-23,24.597412109375
2019-11-08,25.009166717529297
2020-04-14,24.979753494262695
2019-11-11,25.058183670043945
2020-01-29,24.98955726623535
2020-04-17,25.126808166503906
2018-07-24,25.126808166503906
2018-09-26,25.10720443725586
2019-05-08,25.136613845825195
2019-03-05,25.018970489501953
2019-02-01,24.597412109375
2018-12-31,24.283693313598633
2018-11-29,24.54839324951172
2019-08-12,24.37192726135254
2019-07-11,23.930763244628906
2019-09-13,23.548418045043945
2019-11-14,22.86216163635254
2020-04-20,23.048431396484375
2020-02-04,23.146469116210938
2020-04-23,22.28374481201172
2018-12-14,22.234725952148438
2019-08-27,22.509227752685547
2018-08-08,22.411191940307617
2018-10-11,21.617095947265625
2018-11-12,21.47003936767578
2019-07-26,21.058284759521484
2019-06-24,21.91120719909668
2019-05-23,21.40715980529785
2019-03-20,21.2589111328125
2019-01-15,21.06124496459961
2019-11-20,21.594942092895508
2020-02-07,21.970504760742188
2020-02-10,22.187938690185547
2020-04-29,21.89143943786621
2019-11-26,21.881555557250977
2020-02-13,21.901323318481445
2019-01-30,21.822256088256836
2018-08-23,21.72342300415039
2018-09-24,20.66591453552246
2018-11-27,20.567081451416016
2018-10-26,20.418832778930664
2019-07-09,20.29034996032715
2019-06-07,19.252607345581055
2019-05-06,18.402647018432617
2019-04-04,17.552684783935547
2019-09-11,16.47540855407715
2019-11-29,15.902178764343262
2020-05-05,16.969572067260742
2019-12-02,16.33704376220703
2020-02-19,17.078289031982422
2020-05-08,16.762022018432617
2019-05-21,15.892295837402344
2019-03-18,12.354085922241211
2018-09-07,13.599377632141113
2018-08-06,12.561634063720703
2018-10-09,10.57509708404541
2019-02-14,12.581399917602539
2018-12-12,11.47447395324707
2019-07-24,11.118677139282227
2019-09-26,9.586770057678223
2019-10-28,10.021634101867676
2019-12-05,9.883268356323242
2020-05-11,9.221089363098145
2019-07-03,11.118677139282227
2020-02-25,11.484357833862305
2020-05-14,12.255252838134766
2020-02-28,11.741323471069336
2019-08-08,10.832062721252441
2019-06-05,10.377431869506836
2018-07-20,9.685603141784668
2018-08-21,10.239066123962402
2018-10-24,10.27859878540039
2019-04-02,11.61284065246582
2019-03-01,12.265135765075684
2019-01-28,12.74941635131836
2018-12-27,12.709882736206055
2019-09-09,13.13486385345459
2020-03-02,13.19416332244873
2020-05-20,12.759299278259277
2019-12-17,12.443035125732422
2020-03-05,12.877898216247559
2019-02-12,12.828481674194336
2019-01-11,12.601167678833008
2018-12-10,12.83836555480957
2019-08-23,13.411595344543457
2018-11-08,13.263346672058105
2019-07-22,13.441245079040527
2019-06-20,14.03424072265625
2018-09-05,14.637121200561523
2019-04-17,13.787158966064453
2019-09-24,13.540077209472656
2019-12-20,13.806926727294922
2020-05-26,13.441245079040527
2019-04-30,12.77906608581543
2019-12-23,13.856343269348145
2020-03-11,14.834786415100098
2020-05-29,14.44933795928955
2019-12-26,14.399921417236328
2020-06-01,13.451128005981445
2019-05-02,13.836575508117676
2019-02-27,13.599377632141113
2018-11-23,15.160934448242188
2019-08-06,14.340622901916504
2018-07-18,15.42778205871582
2018-09-20,15.239999771118164
2018-10-22,15.119999885559082
2019-07-05,16.010000228881836
2019-06-03,16.559999465942383
2019-10-09,16.389999389648438
2019-10-11,16.510000228881836
2020-03-17,16.329999923706055
2020-06-04,17.110000610351562
2019-10-14,17.329999923706055
2020-03-20,17.149999618530273
2018-11-06,17.75
2019-06-18,19.059999465942383
2019-05-17,18.670000076293945
2019-04-15,17.260000228881836
2019-03-14,15.630000114440918
2019-01-09,15.9399995803833
2018-08-02,16.350000381469727
2018-10-05,16.84000015258789
2019-08-21,16.100000381469727
2019-10-17,16.110000610351562
2020-03-23,15.489999771118164
2020-06-10,15.350000381469727
2019-02-25,15.539999961853027
2020-01-07,14.3100004196167
2020-03-26,14.949999809265137
2019-10-23,14.699999809265137
