Dates,BKR
2020-01-02,3646300.0
2020-06-08,4672500.0
2019-10-18,3471300.0
2020-03-24,4242400.0
2020-06-11,0.0
2020-01-08,7115800.0
2019-04-25,2916400.0
2019-07-30,3881000.0
2019-02-20,3629500.0
2018-07-11,4476300.0
2018-09-13,4157000.0
2018-10-15,8288500.0
2019-06-28,6093800.0
2018-12-18,5654300.0
2018-11-16,4244600.0
2019-10-02,4639400.0
2020-03-27,4229300.0
2020-01-10,3532500.0
2019-10-24,3944100.0
2020-03-30,2989000.0
2020-06-17,2449300.0
2020-01-14,3221800.0
2020-04-02,2236500.0
2019-01-02,2587200.0
2019-08-14,4469300.0
2018-10-30,10998300.0
2019-06-11,3622600.0
2019-05-10,3204800.0
2019-04-08,3067800.0
2018-08-27,3481100.0
2018-07-26,3678500.0
2018-09-28,7738700.0
2019-03-07,3115500.0
2019-10-30,1993600.0
2020-01-17,3491400.0
2020-06-23,5252300.0
2020-04-08,4406600.0
2020-06-26,2855600.0
2019-03-22,5339700.0
2019-01-17,4963500.0
2019-08-29,8649500.0
2018-11-14,7882000.0
2019-06-26,7255400.0
2018-09-11,4890600.0
2018-07-09,5239300.0
2018-08-10,4806600.0
2019-04-23,5406800.0
2019-09-30,4404500.0
2020-01-23,10048100.0
2019-11-08,3453700.0
2020-04-14,958400.0
2019-11-11,2146700.0
2020-01-29,2555900.0
2020-04-17,2828500.0
2018-07-24,3114100.0
2018-09-26,4714900.0
2019-05-08,3125700.0
2019-03-05,4248600.0
2019-02-01,5493400.0
2018-12-31,5871700.0
2018-11-29,3452800.0
2019-08-12,3548700.0
2019-07-11,6227500.0
2019-09-13,7147100.0
2019-11-14,4815400.0
2020-04-20,5742700.0
2020-02-04,5454800.0
2020-04-23,9750500.0
2018-12-14,8477900.0
2019-08-27,7188500.0
2018-08-08,5023600.0
2018-10-11,5917000.0
2018-11-12,5238800.0
2019-07-26,5450300.0
2019-06-24,7351100.0
2019-05-23,5341300.0
2019-03-20,4837000.0
2019-01-15,6352300.0
2019-11-20,4678400.0
2020-02-07,4529100.0
2020-02-10,4115900.0
2020-04-29,3184000.0
2019-11-26,4126700.0
2020-02-13,6027900.0
2019-01-30,3625000.0
2018-08-23,2657700.0
2018-09-24,6982600.0
2018-11-27,6735100.0
2018-10-26,5011000.0
2019-07-09,5956200.0
2019-06-07,8661100.0
2019-05-06,8797800.0
2019-04-04,11815200.0
2019-09-11,10549700.0
2019-11-29,28759000.0
2020-05-05,10606600.0
2019-12-02,9925000.0
2020-02-19,8520500.0
2020-05-08,9556400.0
2019-05-21,14904900.0
2019-03-18,20122900.0
2018-09-07,11374600.0
2018-08-06,10754200.0
2018-10-09,11140900.0
2019-02-14,9728900.0
2018-12-12,14284800.0
2019-07-24,12478600.0
2019-09-26,12774000.0
2019-10-28,9060500.0
2019-12-05,12003100.0
2020-05-11,9820100.0
2019-07-03,9503200.0
2020-02-25,5693500.0
2020-05-14,5350800.0
2020-02-28,6679100.0
2019-08-08,11667500.0
2019-06-05,10741600.0
2018-07-20,9627800.0
2018-08-21,8703600.0
2018-10-24,7730300.0
2019-04-02,7939400.0
2019-03-01,8167800.0
2019-01-28,4948800.0
2018-12-27,7340000.0
2019-09-09,7174300.0
2020-03-02,5122800.0
2020-05-20,6779700.0
2019-12-17,6425100.0
2020-03-05,7624800.0
2019-02-12,5615600.0
2019-01-11,6510900.0
2018-12-10,11573000.0
2019-08-23,9172600.0
2018-11-08,6927500.0
2019-07-22,5428400.0
2019-06-20,5881300.0
2018-09-05,6011200.0
2019-04-17,6900500.0
2019-09-24,5571500.0
2019-12-20,5112600.0
2020-05-26,5556200.0
2019-04-30,5167500.0
2019-12-23,6381300.0
2020-03-11,7746700.0
2020-05-29,4729600.0
2019-12-26,6059500.0
2020-06-01,5050300.0
2019-05-02,4876600.0
2019-02-27,5540400.0
2018-11-23,4993000.0
2019-08-06,4844100.0
2018-07-18,4473400.0
2018-09-20,3607100.0
2018-10-22,3346200.0
2019-07-05,4190400.0
2019-06-03,4719200.0
2019-10-09,5899300.0
2019-10-11,11857800.0
2020-03-17,4898700.0
2020-06-04,5434300.0
2019-10-14,4609800.0
2020-03-20,6776100.0
2018-11-06,9735700.0
2019-06-18,9745200.0
2019-05-17,7092600.0
2019-04-15,6661400.0
2019-03-14,7459200.0
2019-01-09,5858500.0
2018-08-02,7040400.0
2018-10-05,6417500.0
2019-08-21,7880500.0
2019-10-17,7564300.0
2020-03-23,14872700.0
2020-06-10,8578000.0
2019-02-25,12063100.0
2020-01-07,6794700.0
2020-03-26,6040500.0
2019-10-23,6852900.0
