Dates,SCHW
2018-06-20,55.38999938964844
2018-06-21,54.58000183105469
2018-06-25,54.849998474121094
2018-06-22,52.72999954223633
2018-06-26,53.0099983215332
2018-06-27,51.900001525878906
2018-06-28,51.11000061035156
2018-06-29,51.04999923706055
2018-07-02,50.31999969482422
2018-07-03,50.189998626708984
2018-07-05,49.41999816894531
2018-07-16,49.349998474121094
2018-09-18,50.84000015258789
2019-01-24,51.029998779296875
2019-09-05,50.2400016784668
2018-11-21,50.34000015258789
2020-01-13,49.900001525878906
2020-04-01,50.65999984741211
2020-06-19,52.4900016784668
2019-10-29,53.119998931884766
2020-01-16,52.720001220703125
2020-06-22,51.93000030517578
2018-10-03,52.0
2018-07-31,52.40999984741211
2019-03-12,52.459999084472656
2019-02-08,52.540000915527344
2019-01-07,52.13999938964844
2018-12-06,51.25
2019-08-19,50.869998931884766
2019-07-18,49.66999816894531
2019-05-15,49.7400016784668
2019-09-20,49.959999084472656
2019-11-01,49.90999984741211
2020-04-07,50.54999923706055
2020-06-25,50.41999816894531
2020-06-16,50.29999923706055
2019-11-04,49.790000915527344
2020-01-22,50.06999969482422
2019-11-07,50.220001220703125
2020-04-13,49.81999969482422
2019-07-01,50.33000183105469
2019-05-30,50.31999969482422
2018-08-15,50.939998626708984
2018-10-18,49.31999969482422
2019-03-27,49.900001525878906
2019-01-22,49.90999984741211
2018-12-21,50.40999984741211
2019-09-03,50.83000183105469
2018-11-19,51.18000030517578
2019-08-02,51.13999938964844
2020-01-28,50.5099983215332
2020-04-16,50.209999084472656
2019-11-13,50.61000061035156
2020-01-31,50.470001220703125
2018-12-04,49.150001525878906
2018-11-02,49.2599983215332
2019-07-16,50.380001068115234
2018-08-30,50.5
2018-10-01,50.58000183105469
2019-06-14,50.36000061035156
2019-05-13,50.59000015258789
2019-04-11,50.119998931884766
2019-02-06,50.220001220703125
2019-09-18,50.81999969482422
2020-02-03,51.88999938964844
2020-04-22,51.77000045776367
2019-11-19,51.279998779296875
2020-02-06,51.16999816894531
2019-11-22,50.65999984741211
2019-03-25,50.41999816894531
2019-02-21,49.060001373291016
2018-12-19,49.220001220703125
2018-07-12,48.97999954223633
2018-09-14,50.2400016784668
2018-08-13,50.79999923706055
2018-10-16,51.119998931884766
2019-07-31,51.040000915527344
2019-05-28,51.33000183105469
2019-04-26,49.56999969482422
2020-04-28,47.63999938964844
2019-11-25,47.790000915527344
2020-02-12,47.630001068115234
