Dates,SCHW
2018-06-20,3743900.0
2018-06-21,4311000.0
2018-06-25,6752000.0
2018-06-22,6193400.0
2018-06-26,5021400.0
2018-06-27,6768800.0
2018-06-28,7194100.0
2018-06-29,6827600.0
2018-07-02,6474800.0
2018-07-03,2490100.0
2018-07-05,8985400.0
2018-07-16,6753300.0
2018-09-18,6146200.0
2019-01-24,5354300.0
2019-09-05,6404600.0
2018-11-21,5749800.0
2020-01-13,4966000.0
2020-04-01,6211200.0
2020-06-19,8638700.0
2019-10-29,7565100.0
2020-01-16,6194400.0
2020-06-22,8035500.0
2018-10-03,3954500.0
2018-07-31,5280500.0
2019-03-12,5445100.0
2019-02-08,4841100.0
2019-01-07,3362100.0
2018-12-06,4894300.0
2019-08-19,5523300.0
2019-07-18,15252600.0
2019-05-15,7535800.0
2019-09-20,4219500.0
2019-11-01,5060200.0
2020-04-07,4598600.0
2020-06-25,4679600.0
2020-06-16,3993700.0
2019-11-04,4341700.0
2020-01-22,4798100.0
2019-11-07,3485100.0
2020-04-13,4024500.0
2019-07-01,3501200.0
2019-05-30,3627100.0
2018-08-15,2728700.0
2018-10-18,16320400.0
2019-03-27,4539500.0
2019-01-22,4859600.0
2018-12-21,3753300.0
2019-09-03,5548900.0
2018-11-19,4616900.0
2019-08-02,5642800.0
2020-01-28,4274300.0
2020-04-16,5005200.0
2019-11-13,3872900.0
2020-01-31,3995100.0
2018-12-04,7570700.0
2018-11-02,7999800.0
2019-07-16,5688300.0
2018-08-30,5720600.0
2018-10-01,5571100.0
2019-06-14,5870700.0
2019-05-13,4528200.0
2019-04-11,5916000.0
2019-02-06,4134100.0
2019-09-18,7506500.0
2020-02-03,4990500.0
2020-04-22,10145700.0
2019-11-19,3408100.0
2020-02-06,3002300.0
2019-11-22,4720900.0
2019-03-25,4687100.0
2019-02-21,8910900.0
2018-12-19,8177300.0
2018-07-12,5372800.0
2018-09-14,6494800.0
2018-08-13,8713300.0
2018-10-16,5824700.0
2019-07-31,4978900.0
2019-05-28,5211700.0
2019-04-26,10251300.0
2020-04-28,11334700.0
2019-11-25,9760400.0
2020-02-12,7733800.0
2020-05-01,12448500.0
2020-05-04,9183900.0
2019-06-12,8541800.0
2019-04-09,9329300.0
2019-03-08,7684600.0
2019-02-04,13935000.0
2018-07-27,11439200.0
2018-08-28,12270600.0
2019-01-03,13460600.0
2019-08-15,13380700.0
2018-10-31,11310800.0
2019-09-16,11654700.0
2020-02-18,7161300.0
2020-05-07,9786600.0
2018-08-17,7046000.0
2019-12-04,5272600.0
2020-02-21,7716400.0
2018-12-17,6938300.0
2019-08-30,7085600.0
2018-11-15,6605100.0
2019-07-29,6032900.0
2019-06-27,7682200.0
2019-04-24,10269000.0
2018-07-10,9703100.0
2018-09-12,7900600.0
2019-02-19,10363900.0
2019-01-18,4814700.0
2020-02-24,3013000.0
2020-05-13,8136300.0
2019-12-10,6842000.0
2020-02-27,7123500.0
2019-12-13,10844300.0
2020-05-19,13690700.0
2019-03-06,10053900.0
2018-11-30,11956800.0
2019-08-13,14379300.0
2019-07-12,9727400.0
2019-06-10,11550200.0
2019-05-09,9064100.0
2018-07-25,11777100.0
2018-09-27,8997100.0
2018-10-29,7750600.0
2019-10-16,7481400.0
2019-12-16,9218600.0
2020-03-04,12819400.0
2020-05-22,13919000.0
2019-10-01,17656400.0
2019-12-19,6655100.0
2018-09-10,9391100.0
2019-05-24,8412400.0
2018-08-09,6725400.0
2019-04-22,4546400.0
2019-03-21,5835100.0
2019-01-16,10236000.0
2019-08-28,7058600.0
2018-11-13,8543700.0
2018-10-12,7784700.0
2019-06-25,5166100.0
2020-03-10,5205500.0
2020-05-28,4217500.0
2019-10-07,5815100.0
2020-03-13,6481700.0
2019-10-10,12599700.0
2020-03-16,7783200.0
2020-06-03,7954800.0
2018-11-28,9036600.0
2018-09-25,6993100.0
2018-07-23,4317700.0
2018-08-24,7786800.0
2019-07-10,7852500.0
2019-05-07,5303300.0
2019-04-05,7874900.0
2019-03-04,8322200.0
2019-01-31,6323300.0
2019-09-12,5377700.0
2019-12-31,11507300.0
2020-03-19,6299300.0
2020-01-03,6526100.0
2020-06-09,6512100.0
2019-02-15,4456200.0
2019-01-14,7018200.0
2018-07-06,6148400.0
2018-08-07,6082500.0
2018-10-10,7000200.0
2018-12-13,4977700.0
2019-08-26,8832300.0
2019-07-25,5519500.0
2019-05-22,3571800.0
2019-03-19,5391000.0
2020-01-06,3938100.0
2020-03-25,3582500.0
2020-06-12,5900400.0
2019-10-22,7009000.0
2020-01-09,6353900.0
2020-06-15,4432300.0
2019-10-25,3776300.0
2020-03-31,7948300.0
2020-06-18,6597900.0
2019-04-03,6048500.0
2018-08-22,4524200.0
2018-10-25,5602000.0
2019-01-29,9023400.0
2018-12-28,7283900.0
2018-11-26,3489100.0
2019-08-09,4462000.0
2019-07-08,8102100.0
2019-06-06,8840300.0
2019-09-10,11708700.0
2020-01-15,7921700.0
2020-04-03,10285400.0
2019-10-31,6557300.0
2020-04-06,8217000.0
2020-06-24,6539600.0
2018-11-09,5281300.0
2019-07-23,4147800.0
2019-06-21,5965500.0
2019-05-20,9045100.0
2019-04-18,6729100.0
2018-09-06,8416000.0
2018-10-08,6747900.0
2019-02-13,5796400.0
2018-12-11,6533500.0
2019-09-25,6815800.0
2020-01-21,8764700.0
2020-04-09,6166200.0
2019-11-06,7102000.0
2020-01-24,5666700.0
2020-01-27,4923500.0
2020-04-15,6883300.0
2018-12-26,4959900.0
2019-08-07,4214600.0
2019-06-04,6664200.0
2018-09-21,5292200.0
2018-07-19,6629000.0
2018-08-20,7019300.0
2018-10-23,4387300.0
2019-05-03,4085700.0
2019-04-01,4663600.0
2019-02-28,7113900.0
2019-11-12,3600700.0
2020-01-30,6288800.0
2019-11-15,6131900.0
2020-04-21,7829000.0
2019-04-16,5098200.0
2019-03-15,10343600.0
2019-02-11,8458500.0
2019-01-10,8971000.0
2019-08-22,7055000.0
2018-11-07,5868400.0
2018-08-03,5378600.0
2018-09-04,9351700.0
2019-06-19,4153200.0
2019-09-23,5174800.0
2019-11-18,6469800.0
2020-02-05,6270000.0
2020-04-24,9217900.0
2019-03-29,7054500.0
2019-11-21,8709600.0
2020-04-27,6189700.0
2020-02-11,5798700.0
2020-04-30,7468400.0
2019-05-01,7054700.0
2019-02-26,7601300.0
2019-01-25,7755400.0
2018-12-24,7258000.0
2019-09-06,14013400.0
2018-07-17,9341700.0
2018-09-19,10194200.0
2019-08-05,12627600.0
2019-10-08,12498800.0
2019-12-11,11441300.0
2019-11-27,9905500.0
2020-02-14,14207500.0
2020-05-06,8437800.0
2019-01-08,10128100.0
2018-12-07,15515700.0
2019-08-20,21533500.0
2018-11-05,6426900.0
2019-07-19,3019500.0
2018-10-04,6522300.0
2019-06-17,7209400.0
2019-05-16,7138800.0
2018-08-01,8562400.0
2019-03-13,6566100.0
2019-12-03,9983700.0
2020-02-20,8655000.0
2019-12-06,16155400.0
2020-05-12,7673800.0
2019-12-09,10956800.0
2020-02-26,12138900.0
2020-05-15,8774200.0
2019-03-28,10277000.0
2018-09-17,11347300.0
2018-08-16,8571800.0
2018-10-19,12260400.0
2019-04-29,7837500.0
2019-01-23,6223400.0
2019-09-04,9018400.0
2018-11-20,21228900.0
2019-07-02,8811900.0
2019-05-31,13878300.0
2019-12-12,9930000.0
2020-05-18,21892100.0
2019-09-27,14452100.0
2020-03-03,13647600.0
2020-05-21,8733200.0
2019-05-14,11376700.0
2018-08-31,13862200.0
2018-07-30,7587100.0
2018-10-02,6311800.0
2019-04-12,5361700.0
2019-03-11,6790500.0
2019-02-07,4950400.0
2019-07-17,6901600.0
2019-09-19,8736700.0
2019-10-21,5920500.0
2019-12-18,9081800.0
2020-03-06,10094400.0
2019-10-03,7658200.0
2020-03-09,6896900.0
2020-05-27,7749800.0
2019-12-24,6904000.0
2020-03-12,9395000.0
2018-12-20,7047900.0
2019-08-01,7962500.0
