Dates,SCHW
2018-08-14,8701400.0
2018-07-13,6799700.0
2018-10-17,8829400.0
2019-05-29,6777600.0
2019-03-26,6585000.0
2019-02-22,6244300.0
2019-10-04,6663000.0
2019-11-05,4935700.0
2019-12-27,10962100.0
2020-06-02,4463300.0
2019-12-30,5693600.0
2020-03-18,7229200.0
2020-06-05,8429200.0
2019-07-15,6272300.0
2018-12-03,4931400.0
2019-06-13,35680100.0
2019-01-04,20944000.0
2018-08-29,24552800.0
2019-02-05,14326700.0
2018-11-01,10249300.0
2019-08-16,13000100.0
2019-04-10,14228200.0
2019-09-17,13028000.0
2019-10-15,11315900.0
2020-01-02,9452500.0
2020-06-08,12800400.0
2019-10-18,13056700.0
2020-03-24,6928300.0
2020-06-11,7582800.0
2020-01-08,7654700.0
2019-04-25,7142600.0
2019-07-30,5969800.0
2019-02-20,6359100.0
2018-07-11,3928100.0
2018-09-13,5534500.0
2018-10-15,5708300.0
2019-06-28,5284700.0
2018-12-18,7119700.0
2018-11-16,6238700.0
2019-10-02,8368800.0
2020-03-27,8986000.0
2020-01-10,4888400.0
2019-10-24,5835000.0
2020-03-30,4274200.0
2020-06-17,3455200.0
2020-01-14,3887100.0
2020-04-02,4443900.0
2019-01-02,5358000.0
2019-08-14,7064400.0
2018-10-30,6983100.0
2019-06-11,6093500.0
2019-05-10,6188200.0
2019-04-08,42834400.0
2018-08-27,16855500.0
2018-07-26,37435100.0
2018-09-28,23072200.0
2019-03-07,11805900.0
2019-10-30,4867700.0
2020-01-17,11375200.0
2020-06-23,11151000.0
2020-04-08,6799000.0
2020-06-26,9766900.0
2019-03-22,14627100.0
2019-01-17,7147400.0
2019-08-29,8317700.0
2018-11-14,11033600.0
2019-06-26,16916600.0
2018-09-11,15217100.0
2018-07-09,11036800.0
2018-08-10,9239100.0
2019-04-23,19820300.0
2019-09-30,9618000.0
2020-01-23,15327300.0
2019-11-08,6931800.0
2020-04-14,1819000.0
2019-11-11,3408600.0
2020-01-29,3733600.0
2020-04-17,5121400.0
2018-07-24,8841400.0
2018-09-26,5644800.0
2019-05-08,6698900.0
2019-03-05,6804300.0
2019-02-01,9985100.0
2018-12-31,10887000.0
2018-11-29,9749600.0
2019-08-12,7452900.0
2019-07-11,8906000.0
2019-09-13,8874500.0
2019-11-14,7654900.0
2020-04-20,13752200.0
2020-02-04,10257100.0
2020-04-23,8849900.0
2018-12-14,6699600.0
2019-08-27,8126200.0
2018-08-08,11268100.0
2018-10-11,9537800.0
2018-11-12,7282900.0
2019-07-26,5918700.0
2019-06-24,11536600.0
2019-05-23,12297200.0
2019-03-20,10490500.0
2019-01-15,10595100.0
2019-11-20,9583000.0
2020-02-07,8767600.0
2020-02-10,5680200.0
2020-04-29,6062000.0
2019-11-26,7082600.0
2020-02-13,5136400.0
2019-01-30,5873100.0
2018-08-23,7106600.0
2018-09-24,8165700.0
2018-11-27,6377500.0
2018-10-26,16198800.0
2019-07-09,13500500.0
2019-06-07,13407600.0
2019-05-06,16466000.0
2019-04-04,15389400.0
2019-09-11,28185100.0
2019-11-29,27463000.0
2020-05-05,21834000.0
2019-12-02,28382000.0
2020-02-19,26339300.0
2020-05-08,28000700.0
2019-05-21,29385700.0
2019-03-18,24766500.0
2018-09-07,20293200.0
2018-08-06,27992400.0
2018-10-09,32521600.0
2019-02-14,26153200.0
2018-12-12,23373900.0
2019-07-24,21796200.0
2019-09-26,24241700.0
2019-10-28,18311100.0
2019-12-05,15922500.0
2020-05-11,20573000.0
2019-07-03,17925200.0
2020-02-25,22746200.0
2020-05-14,16976500.0
2020-02-28,12461700.0
2019-08-08,10078800.0
2019-06-05,10708400.0
2018-07-20,11700200.0
2018-08-21,15329500.0
2018-10-24,9127900.0
2019-04-02,11658800.0
2019-03-01,13087400.0
2019-01-28,8104600.0
2018-12-27,12362300.0
2019-09-09,11531300.0
2020-03-02,12376800.0
2020-05-20,11516400.0
2019-12-17,10852100.0
2020-03-05,13305000.0
2019-02-12,11016500.0
2019-01-11,9671800.0
2018-12-10,8397300.0
2019-08-23,8748800.0
2018-11-08,8043200.0
2019-07-22,11030800.0
2019-06-20,7674800.0
2018-09-05,8225300.0
2019-04-17,8061700.0
2019-09-24,8176600.0
2019-12-20,7292100.0
2020-05-26,7645300.0
2019-04-30,5791200.0
2019-12-23,10672300.0
2020-03-11,9489400.0
2020-05-29,9750800.0
2019-12-26,10475300.0
2020-06-01,10168100.0
2019-05-02,10143000.0
2019-02-27,6780900.0
2018-11-23,15301000.0
2019-08-06,7009100.0
2018-07-18,8876200.0
2018-09-20,7426300.0
2018-10-22,7300200.0
2019-07-05,14756000.0
2019-06-03,13261300.0
2019-10-09,8760900.0
2019-10-11,14247600.0
2020-03-17,7469800.0
2020-06-04,6232800.0
2019-10-14,9672100.0
2020-03-20,26855900.0
2018-11-06,20489900.0
2019-06-18,12200400.0
2019-05-17,11529200.0
2019-04-15,11641200.0
2019-03-14,11348300.0
2019-01-09,15665900.0
2018-08-02,10012600.0
2018-10-05,12662400.0
2019-08-21,12120400.0
2019-10-17,10430100.0
2020-03-23,14817900.0
2020-06-10,8242500.0
2019-02-25,9923100.0
2020-01-07,14398500.0
2020-03-26,14814500.0
2019-10-23,28270700.0
