Dates,SCHW
2018-06-20,55.540000915527344
2018-06-21,55.310001373291016
2018-06-25,54.900001525878906
2018-06-22,53.40999984741211
2018-06-26,53.06999969482422
2018-06-27,51.900001525878906
2018-06-28,51.709999084472656
2018-06-29,51.099998474121094
2018-07-02,51.29999923706055
2018-07-03,50.2400016784668
2018-07-05,49.47999954223633
2018-07-16,50.650001525878906
2018-09-18,51.900001525878906
2019-01-24,51.11000061035156
2019-09-05,50.470001220703125
2018-11-21,50.75
2020-01-13,50.619998931884766
2020-04-01,51.060001373291016
2020-06-19,52.880001068115234
2019-10-29,54.220001220703125
2020-01-16,52.880001068115234
2020-06-22,52.150001525878906
2018-10-03,52.61000061035156
2018-07-31,52.86000061035156
2019-03-12,52.939998626708984
2019-02-08,52.650001525878906
2019-01-07,52.54999923706055
2018-12-06,51.31999969482422
2019-08-19,51.060001373291016
2019-07-18,50.880001068115234
2019-05-15,50.130001068115234
2019-09-20,50.290000915527344
2019-11-01,50.400001525878906
2020-04-07,50.790000915527344
2020-06-25,50.5
2020-06-16,50.72999954223633
2019-11-04,50.61000061035156
2020-01-22,50.11000061035156
2019-11-07,50.529998779296875
2020-04-13,50.2400016784668
2019-07-01,51.130001068115234
2019-05-30,50.900001525878906
2018-08-15,51.41999816894531
2018-10-18,50.16999816894531
2019-03-27,50.93000030517578
2019-01-22,50.16999816894531
2018-12-21,50.54999923706055
2019-09-03,51.369998931884766
2018-11-19,51.2400016784668
2019-08-02,51.33000183105469
2020-01-28,50.560001373291016
2020-04-16,50.790000915527344
2019-11-13,51.31999969482422
2020-01-31,50.52000045776367
2018-12-04,49.5099983215332
2018-11-02,50.15999984741211
2019-07-16,50.619998931884766
2018-08-30,50.97999954223633
2018-10-01,50.709999084472656
2019-06-14,50.41999816894531
2019-05-13,51.15999984741211
2019-04-11,50.31999969482422
2019-02-06,50.619998931884766
2019-09-18,51.9900016784668
2020-02-03,52.06999969482422
2020-04-22,51.84000015258789
2019-11-19,51.560001373291016
2020-02-06,51.619998931884766
2019-11-22,50.720001220703125
2019-03-25,50.52000045776367
2019-02-21,49.150001525878906
2018-12-19,49.54999923706055
2018-07-12,49.849998474121094
2018-09-14,50.79999923706055
2018-08-13,51.68000030517578
2018-10-16,51.47999954223633
2019-07-31,51.66999816894531
2019-05-28,52.16999816894531
2019-04-26,49.59000015258789
2020-04-28,48.130001068115234
2019-11-25,49.0099983215332
2020-02-12,47.63999938964844
2020-05-01,48.22999954223633
2020-05-04,48.040000915527344
2019-06-12,46.70000076293945
2019-04-09,46.83000183105469
2019-03-08,45.599998474121094
2019-02-04,44.540000915527344
2018-07-27,42.56999969482422
2018-08-28,43.18000030517578
2019-01-03,43.189998626708984
2019-08-15,43.70000076293945
2018-10-31,45.56999969482422
2019-09-16,46.2400016784668
2020-02-18,46.38999938964844
2020-05-07,46.58000183105469
2018-08-17,47.279998779296875
2019-12-04,47.7599983215332
2020-02-21,48.58000183105469
2018-12-17,48.630001068115234
2019-08-30,47.63999938964844
2018-11-15,46.72999954223633
2019-07-29,47.04999923706055
2019-06-27,46.86000061035156
2019-04-24,47.31999969482422
2018-07-10,46.959999084472656
2018-09-12,45.970001220703125
2019-02-19,44.529998779296875
2019-01-18,44.869998931884766
2020-02-24,44.08000183105469
2020-05-13,45.09000015258789
2019-12-10,45.33000183105469
2020-02-27,45.65999984741211
2019-12-13,44.15999984741211
2020-05-19,44.79999923706055
2019-03-06,45.459999084472656
2018-11-30,43.0099983215332
2019-08-13,42.599998474121094
2019-07-12,41.470001220703125
2019-06-10,41.099998474121094
2019-05-09,41.25
2018-07-25,41.880001068115234
2018-09-27,41.43000030517578
2018-10-29,41.189998626708984
2019-10-16,40.70000076293945
2019-12-16,40.45000076293945
2020-03-04,39.720001220703125
2020-05-22,39.619998931884766
2019-10-01,39.13999938964844
2019-12-19,38.25
2018-09-10,40.560001373291016
2019-05-24,41.060001373291016
2018-08-09,41.060001373291016
2019-04-22,41.529998779296875
2019-03-21,41.58000183105469
2019-01-16,40.720001220703125
2019-08-28,42.439998626708984
2018-11-13,42.7400016784668
2018-10-12,43.279998779296875
2019-06-25,43.83000183105469
2020-03-10,43.709999084472656
2020-05-28,43.81999969482422
2019-10-07,43.79999923706055
2020-03-13,44.25
2019-10-10,46.70000076293945
2020-03-16,46.91999816894531
2020-06-03,47.97999954223633
2018-11-28,47.470001220703125
2018-09-25,47.31999969482422
2018-07-23,47.380001068115234
2018-08-24,47.970001220703125
2019-07-10,47.52000045776367
2019-05-07,47.720001220703125
2019-04-05,46.869998931884766
2019-03-04,46.77000045776367
2019-01-31,47.029998779296875
2019-09-12,47.20000076293945
2019-12-31,46.59000015258789
2020-03-19,46.11000061035156
2020-01-03,45.18000030517578
2020-06-09,44.7599983215332
2019-02-15,44.7400016784668
2019-01-14,45.880001068115234
2018-07-06,45.97999954223633
2018-08-07,45.290000915527344
2018-10-10,46.36000061035156
2018-12-13,47.060001373291016
2019-08-26,46.45000076293945
2019-07-25,45.720001220703125
2019-05-22,46.16999816894531
2019-03-19,46.0099983215332
2020-01-06,46.560001373291016
2020-03-25,46.56999969482422
2020-06-12,46.0099983215332
2019-10-22,46.810001373291016
2020-01-09,45.650001525878906
2020-06-15,45.880001068115234
2019-10-25,45.2599983215332
2020-03-31,44.02000045776367
2020-06-18,43.45000076293945
2019-04-03,43.790000915527344
2018-08-22,43.9900016784668
2018-10-25,44.40999984741211
2019-01-29,45.29999923706055
2018-12-28,45.45000076293945
2018-11-26,45.900001525878906
2019-08-09,45.7400016784668
2019-07-08,44.560001373291016
2019-06-06,43.810001373291016
2019-09-10,41.79999923706055
2020-01-15,41.83000183105469
2020-04-03,42.54999923706055
2019-10-31,41.90999984741211
2020-04-06,42.689998626708984
2020-06-24,42.7599983215332
2018-11-09,44.130001068115234
2019-07-23,44.380001068115234
2019-06-21,44.630001068115234
2019-05-20,44.869998931884766
2019-04-18,44.54999923706055
2018-09-06,44.779998779296875
2018-10-08,44.45000076293945
2019-02-13,44.27000045776367
2018-12-11,44.2599983215332
2019-09-25,45.349998474121094
2020-01-21,45.029998779296875
2020-04-09,45.65999984741211
2019-11-06,46.099998474121094
2020-01-24,45.54999923706055
2020-01-27,45.45000076293945
2020-04-15,45.560001373291016
2018-12-26,45.06999969482422
2019-08-07,45.310001373291016
2019-06-04,44.900001525878906
2018-09-21,45.900001525878906
2018-07-19,45.779998779296875
2018-08-20,45.560001373291016
2018-10-23,45.880001068115234
2019-05-03,46.2400016784668
2019-04-01,46.2599983215332
2019-02-28,45.68000030517578
2019-11-12,45.58000183105469
2020-01-30,45.81999969482422
2019-11-15,45.849998474121094
2020-04-21,43.810001373291016
2019-04-16,44.34000015258789
2019-03-15,42.7400016784668
2019-02-11,43.7400016784668
2019-01-10,43.209999084472656
2019-08-22,43.54999923706055
2018-11-07,44.02000045776367
2018-08-03,43.56999969482422
2018-09-04,42.540000915527344
2019-06-19,43.25
2019-09-23,42.790000915527344
2019-11-18,42.77000045776367
2020-02-05,42.54999923706055
2020-04-24,41.61000061035156
2019-03-29,41.630001068115234
2019-11-21,43.84000015258789
2020-04-27,43.779998779296875
2020-02-11,43.93000030517578
2020-04-30,43.0
2019-05-01,43.310001373291016
2019-02-26,42.849998474121094
2019-01-25,42.099998474121094
2018-12-24,42.36000061035156
2019-09-06,41.0099983215332
2018-07-17,40.61000061035156
2018-09-19,40.90999984741211
2019-08-05,39.88999938964844
2019-10-08,40.029998779296875
2019-12-11,40.630001068115234
2019-11-27,39.150001525878906
2020-02-14,39.22999954223633
2020-05-06,39.66999816894531
2019-01-08,40.20000076293945
2018-12-07,40.189998626708984
2019-08-20,40.7599983215332
2018-11-05,40.189998626708984
2019-07-19,40.45000076293945
2018-10-04,40.86000061035156
2019-06-17,39.9900016784668
2019-05-16,40.27000045776367
2018-08-01,39.65999984741211
2019-03-13,40.459999084472656
2019-12-03,40.130001068115234
2020-02-20,40.29999923706055
2019-12-06,41.630001068115234
2020-05-12,41.209999084472656
2019-12-09,41.47999954223633
2020-02-26,42.720001220703125
2020-05-15,43.15999984741211
2019-03-28,43.529998779296875
2018-09-17,44.279998779296875
2018-08-16,44.06999969482422
2018-10-19,44.04999923706055
2019-04-29,43.709999084472656
2019-01-23,43.02000045776367
2019-09-04,43.220001220703125
2018-11-20,41.290000915527344
2019-07-02,40.75
2019-05-31,38.84000015258789
2019-12-12,39.40999984741211
2020-05-18,37.58000183105469
2019-09-27,37.45000076293945
2020-03-03,36.869998931884766
2020-05-21,36.40999984741211
2019-05-14,37.68000030517578
2018-08-31,36.59000015258789
2018-07-30,36.560001373291016
2018-10-02,37.13999938964844
2019-04-12,37.70000076293945
2019-03-11,37.31999969482422
2019-02-07,37.61000061035156
2019-07-17,37.869998931884766
2019-09-19,36.58000183105469
2019-10-21,36.66999816894531
2019-12-18,36.119998931884766
2020-03-06,36.72999954223633
2019-10-03,37.7599983215332
2020-03-09,38.27000045776367
2020-05-27,37.959999084472656
2019-12-24,38.66999816894531
2020-03-12,39.619998931884766
2018-12-20,39.900001525878906
2019-08-01,41.099998474121094
2018-08-14,41.95000076293945
2018-07-13,42.7599983215332
2018-10-17,43.06999969482422
2019-05-29,43.619998931884766
2019-03-26,43.599998474121094
2019-02-22,43.11000061035156
2019-10-04,43.22999954223633
2019-11-05,42.91999816894531
2019-12-27,42.779998779296875
2020-06-02,42.58000183105469
2019-12-30,41.790000915527344
2020-03-18,41.79999923706055
2020-06-05,40.88999938964844
2019-07-15,41.40999984741211
2018-12-03,41.83000183105469
2019-06-13,37.7599983215332
2019-01-04,36.5099983215332
2018-08-29,35.099998474121094
2019-02-05,35.66999816894531
2018-11-01,35.45000076293945
2019-08-16,35.22999954223633
2019-04-10,35.66999816894531
2019-09-17,36.13999938964844
2019-10-15,37.279998779296875
2020-01-02,37.720001220703125
2020-06-08,39.7400016784668
2019-10-18,39.02000045776367
2020-03-24,39.45000076293945
2020-06-11,39.939998626708984
2020-01-08,40.900001525878906
2019-04-25,40.91999816894531
2019-07-30,41.369998931884766
2019-02-20,40.9900016784668
2018-07-11,40.97999954223633
2018-09-13,41.47999954223633
2018-10-15,40.959999084472656
2019-06-28,41.29999923706055
2018-12-18,40.709999084472656
2018-11-16,41.779998779296875
2019-10-02,43.220001220703125
2020-03-27,43.41999816894531
2020-01-10,43.08000183105469
2019-10-24,43.5
2020-03-30,43.540000915527344
2020-06-17,43.22999954223633
2020-01-14,43.47999954223633
2020-04-02,42.810001373291016
2019-01-02,43.380001068115234
2019-08-14,44.349998474121094
2018-10-30,44.18000030517578
2019-06-11,44.400001525878906
2019-05-10,44.75
2019-04-08,48.029998779296875
2018-08-27,48.20000076293945
2018-07-26,49.310001373291016
2018-09-28,49.2400016784668
2019-03-07,49.84000015258789
2019-10-30,49.5
2020-01-17,49.56999969482422
2020-06-23,48.65999984741211
2020-04-08,49.029998779296875
2020-06-26,48.7400016784668
2019-03-22,48.95000076293945
2019-01-17,48.95000076293945
2019-08-29,49.189998626708984
2018-11-14,49.599998474121094
2019-06-26,51.06999969482422
2018-09-11,49.95000076293945
2018-07-09,49.720001220703125
2018-08-10,49.4900016784668
2019-04-23,48.65999984741211
2019-09-30,48.20000076293945
2020-01-23,48.119998931884766
2019-11-08,48.709999084472656
2020-04-14,48.709999084472656
2019-11-11,48.56999969482422
2020-01-29,48.34000015258789
2020-04-17,47.81999969482422
2018-07-24,47.560001373291016
2018-09-26,48.22999954223633
2019-05-08,47.0099983215332
2019-03-05,47.34000015258789
2019-02-01,47.619998931884766
2018-12-31,47.90999984741211
2018-11-29,48.11000061035156
2019-08-12,47.79999923706055
2019-07-11,48.02000045776367
2019-09-13,47.709999084472656
2019-11-14,47.119998931884766
2020-04-20,49.0
2020-02-04,48.34000015258789
2020-04-23,48.45000076293945
2018-12-14,48.93000030517578
2019-08-27,48.41999816894531
2018-08-08,47.150001525878906
2018-10-11,45.7599983215332
2018-11-12,46.29999923706055
2019-07-26,45.95000076293945
2019-06-24,47.189998626708984
2019-05-23,45.54999923706055
2019-03-20,45.68000030517578
2019-01-15,47.08000183105469
2019-11-20,48.290000915527344
2020-02-07,47.83000183105469
2020-02-10,47.310001373291016
2020-04-29,46.77000045776367
2019-11-26,47.66999816894531
2020-02-13,47.790000915527344
2019-01-30,47.290000915527344
2018-08-23,47.22999954223633
2018-09-24,46.72999954223633
2018-11-27,47.439998626708984
2018-10-26,48.58000183105469
2019-07-09,46.189998626708984
2019-06-07,43.79999923706055
2019-05-06,41.599998474121094
2019-04-04,41.41999816894531
2019-09-11,41.90999984741211
2019-11-29,40.75
2020-05-05,41.97999954223633
2019-12-02,38.29999923706055
2020-02-19,37.15999984741211
2020-05-08,34.79999923706055
2019-05-21,34.130001068115234
2019-03-18,30.270000457763672
2018-09-07,32.939998626708984
2018-08-06,32.43000030517578
2018-10-09,28.43000030517578
2019-02-14,33.869998931884766
2018-12-12,30.559999465942383
2019-07-24,33.68000030517578
2019-09-26,32.41999816894531
2019-10-28,31.81999969482422
2019-12-05,30.75
2020-05-11,28.5
2019-07-03,30.719999313354492
2020-02-25,34.16999816894531
2020-05-14,34.15999984741211
2020-02-28,33.61000061035156
2019-08-08,34.33000183105469
2019-06-05,33.619998931884766
2018-07-20,32.959999084472656
2018-08-21,34.38999938964844
2018-10-24,33.599998474121094
2019-04-02,36.08000183105469
2019-03-01,34.939998626708984
2019-01-28,36.4900016784668
2018-12-27,36.540000915527344
2019-09-09,34.77000045776367
2020-03-02,36.209999084472656
2020-05-20,34.66999816894531
2019-12-17,34.599998474121094
2020-03-05,35.790000915527344
2019-02-12,36.59000015258789
2019-01-11,35.939998626708984
2018-12-10,35.869998931884766
2019-08-23,35.63999938964844
2018-11-08,35.400001525878906
2019-07-22,36.84000015258789
2019-06-20,37.08000183105469
2018-09-05,38.790000915527344
2019-04-17,37.720001220703125
2019-09-24,36.45000076293945
2019-12-20,35.630001068115234
2020-05-26,34.900001525878906
2019-04-30,34.56999969482422
2019-12-23,35.16999816894531
2020-03-11,36.5099983215332
2020-05-29,35.84000015258789
2019-12-26,34.31999969482422
2020-06-01,33.150001525878906
2019-05-02,33.400001525878906
2019-02-27,32.560001373291016
2018-11-23,34.209999084472656
2019-08-06,32.9900016784668
2018-07-18,33.689998626708984
2018-09-20,33.220001220703125
2018-10-22,32.83000183105469
2019-07-05,34.5
2019-06-03,37.09000015258789
2019-10-09,36.0099983215332
2019-10-11,35.90999984741211
2020-03-17,36.5099983215332
2020-06-04,37.13999938964844
2019-10-14,39.5099983215332
2020-03-20,41.68000030517578
2018-11-06,42.81999969482422
2019-06-18,41.81999969482422
2019-05-17,40.18000030517578
2019-04-15,38.119998931884766
2019-03-14,36.15999984741211
2019-01-09,36.560001373291016
2018-08-02,36.650001525878906
2018-10-05,36.91999816894531
2019-08-21,36.66999816894531
2019-10-17,36.880001068115234
2020-03-23,36.66999816894531
2020-06-10,36.41999816894531
2019-02-25,35.88999938964844
2020-01-07,33.79999923706055
2020-03-26,34.08000183105469
2019-10-23,31.75
