Dates,EMR
2018-06-20,70.98999786376953
2018-06-21,70.06999969482422
2018-06-25,70.7300033569336
2018-06-22,69.44000244140625
2018-06-26,69.36000061035156
2018-06-27,69.30999755859375
2018-06-28,68.4800033569336
2018-06-29,69.0999984741211
2018-07-02,68.5
2018-07-03,70.13999938964844
2018-07-05,69.25
2018-07-16,69.22000122070312
2018-09-18,69.56999969482422
2019-01-24,70.83999633789062
2019-09-05,70.30000305175781
2018-11-21,70.33000183105469
2020-01-13,70.20999908447266
2020-04-01,70.6500015258789
2020-06-19,69.16999816894531
2019-10-29,69.54000091552734
2020-01-16,69.3499984741211
2020-06-22,69.2699966430664
2018-10-03,69.19999694824219
2018-07-31,68.41999816894531
2019-03-12,68.80000305175781
2019-02-08,70.38999938964844
2019-01-07,71.45999908447266
2018-12-06,71.47000122070312
2019-08-19,70.83999633789062
2019-07-18,71.9800033569336
2019-05-15,70.83000183105469
2019-09-20,71.47000122070312
2019-11-01,71.30999755859375
2020-04-07,73.30999755859375
2020-06-25,74.56999969482422
2020-06-16,74.29000091552734
2019-11-04,73.83999633789062
2020-01-22,74.0
2019-11-07,73.80000305175781
2020-04-13,73.7300033569336
2019-07-01,73.33999633789062
2019-05-30,74.05000305175781
2018-08-15,75.12999725341797
2018-10-18,75.93000030517578
2019-03-27,76.08999633789062
2019-01-22,75.06999969482422
2018-12-21,75.8499984741211
2019-09-03,75.95999908447266
2018-11-19,76.81999969482422
2019-08-02,76.7300033569336
2020-01-28,76.62999725341797
2020-04-16,76.2300033569336
2019-11-13,76.69999694824219
2020-01-31,76.20999908447266
2018-12-04,77.19999694824219
2018-11-02,75.98999786376953
2019-07-16,76.29000091552734
2018-08-30,76.08999633789062
2018-10-01,76.19999694824219
2019-06-14,77.37000274658203
2019-05-13,77.75
2019-04-11,77.51000213623047
2019-02-06,77.98999786376953
2019-09-18,78.12000274658203
2020-02-03,77.93000030517578
2020-04-22,78.56999969482422
2019-11-19,77.87999725341797
2020-02-06,77.7699966430664
2019-11-22,77.26000213623047
2019-03-25,77.05999755859375
2019-02-21,76.83000183105469
2018-12-19,77.12000274658203
2018-07-12,77.44999694824219
2018-09-14,78.0199966430664
2018-08-13,78.56999969482422
2018-10-16,78.26000213623047
2019-07-31,77.4800033569336
2019-05-28,77.7699966430664
2019-04-26,75.94000244140625
2020-04-28,73.0999984741211
2019-11-25,72.73999786376953
2020-02-12,71.73999786376953
2020-05-01,72.16999816894531
2020-05-04,73.47000122070312
2019-06-12,73.6500015258789
2019-04-09,72.55999755859375
2019-03-08,72.6500015258789
2019-02-04,69.76000213623047
2018-07-27,68.93000030517578
2018-08-28,66.86000061035156
2019-01-03,66.2300033569336
2019-08-15,67.4000015258789
2018-10-31,66.2699966430664
2019-09-16,68.61000061035156
2020-02-18,68.38999938964844
2020-05-07,70.66999816894531
2018-08-17,69.91000366210938
2019-12-04,67.51000213623047
2020-02-21,71.08000183105469
2018-12-17,68.9800033569336
2019-08-30,68.83999633789062
2018-11-15,68.44999694824219
2019-07-29,67.29000091552734
2019-06-27,67.52999877929688
2019-04-24,66.62999725341797
2018-07-10,68.47000122070312
2018-09-12,69.29000091552734
2019-02-19,67.94000244140625
2019-01-18,67.41999816894531
2020-02-24,66.48999786376953
2020-05-13,66.27999877929688
2019-12-10,66.5
2020-02-27,67.0
2019-12-13,67.75
2020-05-19,67.1500015258789
2019-03-06,69.37999725341797
2018-11-30,68.66000366210938
2019-08-13,64.18000030517578
2019-07-12,63.88999938964844
2019-06-10,62.47999954223633
2019-05-09,63.709999084472656
2018-07-25,60.66999816894531
2018-09-27,61.459999084472656
2018-10-29,60.130001068115234
2019-10-16,60.099998474121094
2019-12-16,59.20000076293945
2020-03-04,58.4900016784668
2020-05-22,57.220001220703125
2019-10-01,56.70000076293945
2019-12-19,56.33000183105469
2018-09-10,55.900001525878906
2019-05-24,57.5099983215332
2018-08-09,59.5
2019-04-22,59.369998931884766
2019-03-21,58.79999923706055
2019-01-16,59.34000015258789
2019-08-28,59.20000076293945
2018-11-13,60.0
2018-10-12,60.779998779296875
2019-06-25,61.2400016784668
2020-03-10,60.790000915527344
2020-05-28,61.88999938964844
2019-10-07,61.470001220703125
2020-03-13,61.869998931884766
2019-10-10,61.5
2020-03-16,60.97999954223633
2020-06-03,62.439998626708984
2018-11-28,63.150001525878906
2018-09-25,63.209999084472656
2018-07-23,62.400001525878906
2018-08-24,63.939998626708984
2019-07-10,63.15999984741211
2019-05-07,63.040000915527344
2019-04-05,64.2699966430664
2019-03-04,65.75
2019-01-31,65.95999908447266
2019-09-12,66.75
2019-12-31,66.11000061035156
2020-03-19,67.06999969482422
2020-01-03,66.5
2020-06-09,66.0199966430664
2019-02-15,66.87000274658203
2019-01-14,67.55000305175781
2018-07-06,68.44000244140625
2018-08-07,67.55999755859375
2018-10-10,67.12999725341797
2018-12-13,67.98999786376953
2019-08-26,68.0199966430664
2019-07-25,68.18000030517578
2019-05-22,68.11000061035156
2019-03-19,69.0
2020-01-06,68.36000061035156
2020-03-25,68.19999694824219
2020-06-12,68.38999938964844
2019-10-22,68.63999938964844
2020-01-09,68.79000091552734
2020-06-15,67.97000122070312
2019-10-25,67.88999938964844
2020-03-31,67.5999984741211
2020-06-18,66.44000244140625
2019-04-03,66.38999938964844
2018-08-22,67.58000183105469
2018-10-25,67.69000244140625
2019-01-29,67.81999969482422
2018-12-28,67.54000091552734
2018-11-26,67.44000244140625
2019-08-09,69.19999694824219
2019-07-08,68.3499984741211
2019-06-06,68.01000213623047
2019-09-10,68.76000213623047
2020-01-15,66.80000305175781
2020-04-03,67.11000061035156
2019-10-31,67.33999633789062
2020-04-06,67.20999908447266
2020-06-24,68.2300033569336
2018-11-09,69.58999633789062
2019-07-23,70.16999816894531
2019-06-21,70.4000015258789
2019-05-20,70.87999725341797
2019-04-18,71.41000366210938
2018-09-06,71.51000213623047
2018-10-08,71.56999969482422
2019-02-13,71.02999877929688
2018-12-11,71.2699966430664
2019-09-25,72.11000061035156
2020-01-21,72.06999969482422
2020-04-09,72.05000305175781
2019-11-06,72.79000091552734
2020-01-24,72.58999633789062
