Dates,EMR
2018-06-20,70.38999938964844
2018-06-21,69.19999694824219
2018-06-25,69.87000274658203
2018-06-22,69.1500015258789
2018-06-26,68.94999694824219
2018-06-27,68.55000305175781
2018-06-28,68.58999633789062
2018-06-29,69.13999938964844
2018-07-02,69.44000244140625
2018-07-03,68.7699966430664
2018-07-05,69.18000030517578
2018-07-16,69.27999877929688
2018-09-18,70.83999633789062
2019-01-24,70.98999786376953
2019-09-05,69.06999969482422
2018-11-21,70.2300033569336
2020-01-13,70.58000183105469
2020-04-01,69.30999755859375
2020-06-19,69.4800033569336
2019-10-29,69.69000244140625
2020-01-16,69.80000305175781
2020-06-22,69.27999877929688
2018-10-03,67.88999938964844
2018-07-31,68.87000274658203
2019-03-12,70.19999694824219
2019-02-08,71.26000213623047
2019-01-07,71.26000213623047
2018-12-06,70.52999877929688
2019-08-19,72.27999877929688
2019-07-18,71.30000305175781
2019-05-15,71.27999877929688
2019-09-20,71.4800033569336
2019-11-01,71.62000274658203
2020-04-07,74.66000366210938
2020-06-25,74.04000091552734
2020-06-16,74.05000305175781
2019-11-04,73.86000061035156
2020-01-22,73.44999694824219
2019-11-07,74.23999786376953
2020-04-13,73.55999755859375
2019-07-01,73.95999908447266
2019-05-30,74.86000061035156
2018-08-15,75.54000091552734
2018-10-18,76.5999984741211
2019-03-27,75.16000366210938
2019-01-22,75.56999969482422
2018-12-21,75.66999816894531
2019-09-03,76.6500015258789
2018-11-19,76.52999877929688
2019-08-02,76.80000305175781
2020-01-28,76.36000061035156
2020-04-16,76.7300033569336
2019-11-13,76.4000015258789
2020-01-31,77.2699966430664
2018-12-04,76.20999908447266
2018-11-02,75.79000091552734
2019-07-16,76.2699966430664
2018-08-30,76.22000122070312
2018-10-01,77.11000061035156
2019-06-14,77.75
2019-05-13,77.54000091552734
2019-04-11,77.7699966430664
2019-02-06,78.41000366210938
2019-09-18,77.41000366210938
2020-02-03,78.37999725341797
2020-04-22,78.01000213623047
2019-11-19,77.4800033569336
2020-02-06,77.20999908447266
2019-11-22,76.6500015258789
2019-03-25,76.79000091552734
2019-02-21,76.58000183105469
2018-12-19,77.63999938964844
2018-07-12,77.86000061035156
2018-09-14,78.5199966430664
2018-08-13,78.16000366210938
2018-10-16,78.05999755859375
2019-07-31,77.9000015258789
2019-05-28,75.9800033569336
2019-04-26,73.3499984741211
2020-04-28,71.19999694824219
2019-11-25,71.91999816894531
2020-02-12,71.41999816894531
2020-05-01,73.56999969482422
2020-05-04,74.0
2019-06-12,72.44000244140625
2019-04-09,72.2699966430664
2019-03-08,71.72000122070312
2019-02-04,68.97000122070312
2018-07-27,66.01000213623047
2018-08-28,67.0999984741211
2019-01-03,66.25
2019-08-15,66.33000183105469
2018-10-31,67.80999755859375
2019-09-16,67.87999725341797
2020-02-18,69.94999694824219
2020-05-07,69.62000274658203
2018-08-17,70.3499984741211
2019-12-04,70.52999877929688
2020-02-21,69.87000274658203
2018-12-17,69.76000213623047
2019-08-30,68.48999786376953
2018-11-15,67.01000213623047
2019-07-29,66.76000213623047
2019-06-27,67.4000015258789
2019-04-24,68.80999755859375
2018-07-10,69.62000274658203
2018-09-12,68.45999908447266
2019-02-19,67.11000061035156
2019-01-18,67.27999877929688
2020-02-24,65.80999755859375
2020-05-13,66.62000274658203
2019-12-10,66.75
2020-02-27,68.06999969482422
2019-12-13,67.33000183105469
2020-05-19,67.5199966430664
2019-03-06,68.86000061035156
2018-11-30,65.6500015258789
2019-08-13,63.790000915527344
2019-07-12,62.95000076293945
2019-06-10,62.54999923706055
2019-05-09,62.279998779296875
2018-07-25,61.08000183105469
2018-09-27,60.72999954223633
2018-10-29,60.439998626708984
2019-10-16,58.720001220703125
2019-12-16,58.4900016784668
2020-03-04,57.68000030517578
2020-05-22,56.70000076293945
2019-10-01,56.869998931884766
2019-12-19,55.4900016784668
2018-09-10,58.470001220703125
2019-05-24,59.33000183105469
2018-08-09,59.130001068115234
2019-04-22,59.75
2019-03-21,59.75
2019-01-16,58.459999084472656
2019-08-28,59.720001220703125
2018-11-13,60.16999816894531
2018-10-12,60.66999816894531
2019-06-25,61.400001525878906
2020-03-10,62.11000061035156
2020-05-28,62.02000045776367
2019-10-07,61.689998626708984
2020-03-13,61.52000045776367
2019-10-10,61.380001068115234
2020-03-16,62.0
2020-06-03,63.68000030517578
2018-11-28,63.0099983215332
2018-09-25,62.400001525878906
2018-07-23,63.040000915527344
2018-08-24,63.939998626708984
2019-07-10,62.40999984741211
2019-05-07,63.43000030517578
2019-04-05,65.69000244140625
2019-03-04,65.47000122070312
2019-01-31,66.6500015258789
2019-09-12,67.6500015258789
2019-12-31,66.9000015258789
2020-03-19,67.01000213623047
2020-01-03,66.33999633789062
2020-06-09,66.73999786376953
2019-02-15,66.91999816894531
2019-01-14,68.06999969482422
2018-07-06,68.41000366210938
2018-08-07,66.4800033569336
2018-10-10,68.30999755859375
2018-12-13,67.88999938964844
2019-08-26,68.58000183105469
2019-07-25,67.73999786376953
2019-05-22,68.55000305175781
2019-03-19,68.75
2020-01-06,68.33999633789062
2020-03-25,68.54000091552734
2020-06-12,68.1500015258789
2019-10-22,68.4000015258789
2020-01-09,68.05999755859375
2020-06-15,67.7300033569336
2019-10-25,67.69999694824219
2020-03-31,67.30000305175781
2020-06-18,66.5999984741211
2019-04-03,67.44000244140625
2018-08-22,67.31999969482422
2018-10-25,67.91999816894531
2019-01-29,67.4800033569336
2018-12-28,67.33000183105469
2018-11-26,68.79000091552734
2019-08-09,68.41999816894531
2019-07-08,68.27999877929688
2019-06-06,69.26000213623047
2019-09-10,66.86000061035156
2020-01-15,66.4800033569336
2020-04-03,67.27999877929688
2019-10-31,67.1500015258789
2020-04-06,67.55999755859375
2020-06-24,68.47000122070312
2018-11-09,70.12999725341797
2019-07-23,69.93000030517578
2019-06-21,70.7699966430664
2019-05-20,71.12000274658203
2019-04-18,71.13999938964844
2018-09-06,71.70999908447266
2018-10-08,70.80999755859375
2019-02-13,71.12999725341797
2018-12-11,71.45999908447266
2019-09-25,72.0999984741211
2020-01-21,71.80000305175781
2020-04-09,72.18000030517578
2019-11-06,72.30999755859375
2020-01-24,72.51000213623047
2020-01-27,72.7300033569336
2020-04-15,73.16000366210938
2018-12-26,72.52999877929688
2019-08-07,71.27999877929688
2019-06-04,71.72000122070312
2018-09-21,71.06999969482422
2018-07-19,70.98999786376953
2018-08-20,70.27999877929688
2018-10-23,70.0999984741211
2019-05-03,71.0999984741211
2019-04-01,70.1500015258789
2019-02-28,67.52999877929688
2019-11-12,66.29000091552734
2020-01-30,66.80000305175781
2019-11-15,66.93000030517578
2020-04-21,64.63999938964844
2019-04-16,65.1500015258789
2019-03-15,65.55000305175781
2019-02-11,65.66000366210938
2019-01-10,64.81999969482422
2019-08-22,63.900001525878906
2018-11-07,65.33000183105469
2018-08-03,64.66999816894531
2018-09-04,62.68000030517578
2019-06-19,62.529998779296875
2019-09-23,61.20000076293945
2019-11-18,60.9900016784668
2020-02-05,61.20000076293945
2020-04-24,60.2400016784668
2019-03-29,60.58000183105469
2019-11-21,62.459999084472656
2020-04-27,63.290000915527344
2020-02-11,62.650001525878906
2020-04-30,63.68000030517578
2019-05-01,64.62999725341797
2019-02-26,63.459999084472656
2019-01-25,62.7400016784668
2018-12-24,63.20000076293945
2019-09-06,62.77000045776367
2018-07-17,62.68000030517578
2018-09-19,63.959999084472656
2019-08-05,63.47999954223633
2019-10-08,65.51000213623047
2019-12-11,65.62999725341797
2019-11-27,65.41000366210938
2020-02-14,65.29000091552734
2020-05-06,65.8499984741211
2019-01-08,66.0999984741211
2018-12-07,66.72000122070312
2019-08-20,66.70999908447266
2018-11-05,66.30000305175781
2019-07-19,66.19000244140625
2018-10-04,65.4000015258789
2019-06-17,64.8499984741211
2019-05-16,64.25
2018-08-01,63.70000076293945
2019-03-13,64.16000366210938
2019-12-03,65.69000244140625
2020-02-20,65.69000244140625
2019-12-06,66.23999786376953
2020-05-12,64.66999816894531
2019-12-09,64.2300033569336
2020-02-26,65.29000091552734
2020-05-15,65.4000015258789
2019-03-28,66.8499984741211
2018-09-17,67.26000213623047
2018-08-16,66.93000030517578
2018-10-19,66.66000366210938
2019-04-29,66.30000305175781
2019-01-23,67.29000091552734
2019-09-04,64.87999725341797
2018-11-20,62.7599983215332
2019-07-02,61.65999984741211
2019-05-31,59.45000076293945
2019-12-12,60.81999969482422
2020-05-18,59.58000183105469
2019-09-27,60.77000045776367
2020-03-03,59.47999954223633
2020-05-21,58.310001373291016
2019-05-14,59.189998626708984
2018-08-31,57.13999938964844
2018-07-30,56.40999984741211
2018-10-02,57.91999816894531
2019-04-12,58.54999923706055
2019-03-11,57.97999954223633
2019-02-07,58.459999084472656
2019-07-17,58.20000076293945
2019-09-19,57.0
2019-10-21,57.279998779296875
2019-12-18,57.27000045776367
2020-03-06,57.83000183105469
2019-10-03,59.13999938964844
2020-03-09,59.59000015258789
2020-05-27,58.400001525878906
2019-12-24,59.61000061035156
2020-03-12,61.84000015258789
2018-12-20,62.25
2019-08-01,63.779998779296875
2018-08-14,64.80999755859375
2018-07-13,65.19999694824219
2018-10-17,64.70999908447266
2019-05-29,65.55000305175781
2019-03-26,65.66000366210938
2019-02-22,64.94999694824219
2019-10-04,64.91000366210938
2019-11-05,65.16999816894531
2019-12-27,64.94999694824219
2020-06-02,64.93000030517578
2019-12-30,63.9900016784668
2020-03-18,64.45999908447266
2020-06-05,64.19000244140625
2019-07-15,66.4000015258789
2018-12-03,66.86000061035156
2019-06-13,65.25
2019-01-04,63.5
2018-08-29,64.4000015258789
2019-02-05,65.19000244140625
2018-11-01,64.44999694824219
2019-08-16,63.15999984741211
2019-04-10,63.619998931884766
2019-09-17,65.05000305175781
2019-10-15,67.04000091552734
2020-01-02,67.20999908447266
2020-06-08,67.7300033569336
2019-10-18,67.31999969482422
2020-03-24,68.05000305175781
2020-06-11,68.6500015258789
2020-01-08,69.43000030517578
2019-04-25,70.2300033569336
2019-07-30,70.55999755859375
2019-02-20,69.87999725341797
2018-07-11,70.81999969482422
2018-09-13,70.98999786376953
2018-10-15,70.86000061035156
2019-06-28,71.02999877929688
2018-12-18,70.1500015258789
2018-11-16,71.79000091552734
2019-10-02,73.22000122070312
2020-03-27,73.79000091552734
2020-01-10,73.5999984741211
2019-10-24,73.79000091552734
2020-03-30,73.87999725341797
2020-06-17,73.80999755859375
2020-01-14,74.06999969482422
2020-04-02,73.58000183105469
2019-01-02,72.7300033569336
2019-08-14,73.52999877929688
2018-10-30,73.06999969482422
2019-06-11,73.27999877929688
2019-05-10,72.75
2019-04-08,73.55999755859375
2018-08-27,73.66000366210938
2018-07-26,74.3499984741211
2018-09-28,74.43000030517578
2019-03-07,74.44000244140625
2019-10-30,73.86000061035156
2020-01-17,73.36000061035156
2020-06-23,72.61000061035156
2020-04-08,73.5
2020-06-26,73.9800033569336
2019-03-22,75.08999633789062
2019-01-17,75.16000366210938
2019-08-29,74.55000305175781
2018-11-14,75.7300033569336
2019-06-26,76.97000122070312
2018-09-11,75.9800033569336
2018-07-09,76.16000366210938
2018-08-10,76.1500015258789
2019-04-23,76.04000091552734
2019-09-30,76.08999633789062
2020-01-23,76.2699966430664
2019-11-08,76.79000091552734
2020-04-14,76.0999984741211
2019-11-11,76.66999816894531
2020-01-29,76.51000213623047
2020-04-17,76.44000244140625
2018-07-24,76.26000213623047
2018-09-26,77.4800033569336
2019-05-08,76.41999816894531
2019-03-05,77.05000305175781
2019-02-01,77.23999786376953
2018-12-31,77.51000213623047
2018-11-29,77.80000305175781
2019-08-12,76.94000244140625
2019-07-11,77.38999938964844
2019-09-13,76.87000274658203
2019-11-14,76.66000366210938
2020-04-20,77.87000274658203
2020-02-04,77.77999877929688
2020-04-23,77.25
2018-12-14,77.0199966430664
2019-08-27,77.58999633789062
2018-08-08,76.69999694824219
2018-10-11,73.73999786376953
2018-11-12,74.43000030517578
2019-07-26,73.91000366210938
2019-06-24,73.83000183105469
2019-05-23,71.62999725341797
2019-03-20,72.5999984741211
2019-01-15,73.23999786376953
2019-11-20,76.01000213623047
2020-02-07,75.25
2020-02-10,73.7699966430664
2020-04-29,73.38999938964844
2019-11-26,73.83000183105469
2020-02-13,75.4000015258789
2019-01-30,73.13999938964844
2018-08-23,73.51000213623047
2018-09-24,71.44000244140625
2018-11-27,71.86000061035156
2018-10-26,72.0199966430664
2019-07-09,72.08999633789062
2019-06-07,69.19000244140625
2019-05-06,66.5999984741211
2019-04-04,66.62999725341797
2019-09-11,64.37999725341797
2019-11-29,64.11000061035156
2020-05-05,66.30000305175781
2019-12-02,63.7400016784668
2020-02-19,66.66999816894531
2020-05-08,64.7300033569336
2019-05-21,62.13999938964844
2019-03-18,50.36000061035156
2018-09-07,53.86000061035156
2018-08-06,52.13999938964844
2018-10-09,46.18000030517578
2019-02-14,50.33000183105469
2018-12-12,46.959999084472656
2019-07-24,47.41999816894531
2019-09-26,41.13999938964844
2019-10-28,46.02000045776367
2019-12-05,44.09000015258789
2020-05-11,38.08000183105469
2019-07-03,44.29999923706055
2020-02-25,47.61000061035156
2020-05-14,48.79999923706055
2020-02-28,45.58000183105469
2019-08-08,46.630001068115234
2019-06-05,47.650001525878906
2018-07-20,45.70000076293945
2018-08-21,47.72999954223633
2018-10-24,45.720001220703125
2019-04-02,49.38999938964844
2019-03-01,50.290000915527344
2019-01-28,52.099998474121094
2018-12-27,51.779998779296875
2019-09-09,51.189998626708984
2020-03-02,50.4900016784668
2020-05-20,47.90999984741211
2019-12-17,47.369998931884766
2020-03-05,50.540000915527344
2019-02-12,50.91999816894531
2019-01-11,50.77000045776367
2018-12-10,52.11000061035156
2019-08-23,52.90999984741211
2018-11-08,53.81999969482422
2019-07-22,56.029998779296875
2019-06-20,57.529998779296875
2018-09-05,59.06999969482422
2019-04-17,57.029998779296875
2019-09-24,53.790000915527344
2019-12-20,54.290000915527344
2020-05-26,54.70000076293945
2019-04-30,54.58000183105469
2019-12-23,55.2599983215332
2020-03-11,56.099998474121094
2020-05-29,56.02000045776367
2019-12-26,53.439998626708984
2020-06-01,51.900001525878906
2019-05-02,53.380001068115234
2019-02-27,52.939998626708984
2018-11-23,56.41999816894531
2019-08-06,55.70000076293945
2018-07-18,56.810001373291016
2018-09-20,56.25
2018-10-22,55.869998931884766
2019-07-05,59.27000045776367
2019-06-03,61.88999938964844
2019-10-09,61.029998779296875
2019-10-11,61.02000045776367
2020-03-17,60.400001525878906
2020-06-04,61.150001525878906
2019-10-14,62.91999816894531
2020-03-20,63.130001068115234
2018-11-06,67.0999984741211
2019-06-18,69.33000183105469
2019-05-17,67.51000213623047
2019-04-15,65.87999725341797
2019-03-14,60.459999084472656
2019-01-09,61.349998474121094
2018-08-02,62.27000045776367
2018-10-05,63.459999084472656
2019-08-21,62.59000015258789
2019-10-17,61.38999938964844
2020-03-23,61.97999954223633
2020-06-10,61.439998626708984
2019-02-25,61.81999969482422
2020-01-07,59.630001068115234
2020-03-26,60.349998474121094
2019-10-23,59.869998931884766
