Dates,EMR
2018-06-20,70.08999633789062
2018-06-21,68.94999694824219
2018-06-25,69.70999908447266
2018-06-22,68.37000274658203
2018-06-26,68.83999633789062
2018-06-27,68.54000091552734
2018-06-28,67.66999816894531
2018-06-29,68.87999725341797
2018-07-02,68.37999725341797
2018-07-03,68.58000183105469
2018-07-05,68.63999938964844
2018-07-16,68.62000274658203
2018-09-18,69.47000122070312
2019-01-24,70.55000305175781
2019-09-05,68.80999755859375
2018-11-21,69.44000244140625
2020-01-13,70.04000091552734
2020-04-01,69.18000030517578
2020-06-19,68.62000274658203
2019-10-29,68.94000244140625
2020-01-16,69.2300033569336
2020-06-22,69.18000030517578
2018-10-03,67.80999755859375
2018-07-31,68.3499984741211
2019-03-12,68.69999694824219
2019-02-08,70.38999938964844
2019-01-07,70.93000030517578
2018-12-06,70.44000244140625
2019-08-19,70.70999908447266
2019-07-18,70.5999984741211
2019-05-15,70.20999908447266
2019-09-20,71.33999633789062
2019-11-01,71.16000366210938
2020-04-07,72.11000061035156
2020-06-25,74.01000213623047
2020-06-16,73.91000366210938
2019-11-04,73.51000213623047
2020-01-22,73.3499984741211
2019-11-07,73.6500015258789
2020-04-13,72.41000366210938
2019-07-01,73.08999633789062
2019-05-30,73.58000183105469
2018-08-15,75.0199966430664
2018-10-18,75.62000274658203
2019-03-27,75.01000213623047
2019-01-22,75.0
2018-12-21,75.41999816894531
2019-09-03,75.91000366210938
2018-11-19,76.23999786376953
2019-08-02,76.26000213623047
2020-01-28,76.08000183105469
2020-04-16,76.22000122070312
2019-11-13,75.70999908447266
2020-01-31,76.11000061035156
2018-12-04,75.91000366210938
2018-11-02,75.5
2019-07-16,76.0
2018-08-30,75.80000305175781
2018-10-01,76.02999877929688
2019-06-14,77.12000274658203
2019-05-13,77.33999633789062
2019-04-11,77.38999938964844
2019-02-06,77.58000183105469
2019-09-18,77.19000244140625
2020-02-03,77.44000244140625
2020-04-22,77.72000122070312
2019-11-19,76.94000244140625
2020-02-06,77.05000305175781
2019-11-22,76.41999816894531
2019-03-25,76.4800033569336
2019-02-21,76.4000015258789
2018-12-19,76.77999877929688
2018-07-12,77.12999725341797
2018-09-14,77.9000015258789
2018-08-13,77.66000366210938
2018-10-16,77.47000122070312
2019-07-31,76.93000030517578
2019-05-28,75.73999786376953
2019-04-26,73.29000091552734
2020-04-28,71.0199966430664
2019-11-25,71.19999694824219
2020-02-12,71.41999816894531
2020-05-01,71.94999694824219
2020-05-04,72.70999908447266
2019-06-12,71.93000030517578
2019-04-09,71.94000244140625
2019-03-08,71.47000122070312
2019-02-04,68.05000305175781
2018-07-27,65.81999969482422
2018-08-28,66.48999786376953
2019-01-03,65.55999755859375
2019-08-15,65.44999694824219
2018-10-31,66.16999816894531
2019-09-16,67.83000183105469
2020-02-18,68.23999786376953
2020-05-07,69.08000183105469
2018-08-17,69.72000122070312
2019-12-04,67.18000030517578
2020-02-21,68.58000183105469
2018-12-17,68.9800033569336
2019-08-30,67.88999938964844
2018-11-15,66.87000274658203
2019-07-29,66.47000122070312
2019-06-27,66.83000183105469
2019-04-24,66.33000183105469
2018-07-10,68.38999938964844
2018-09-12,67.69999694824219
2019-02-19,66.70999908447266
2019-01-18,67.12999725341797
2020-02-24,65.6500015258789
2020-05-13,65.83999633789062
2019-12-10,65.94000244140625
2020-02-27,66.22000122070312
2019-12-13,66.9800033569336
