Dates,EMR
2019-06-10,4061000.0
2019-05-09,3220500.0
2018-07-25,7496900.0
2018-09-27,6478100.0
2018-10-29,6152200.0
2019-10-16,7234700.0
2019-12-16,6674400.0
2020-03-04,5091700.0
2020-05-22,7058300.0
2019-10-01,10205400.0
2019-12-19,3719800.0
2018-09-10,5450900.0
2019-05-24,5717000.0
2018-08-09,4261700.0
2019-04-22,4149400.0
2019-03-21,3341800.0
2019-01-16,5843100.0
2019-08-28,5663500.0
2018-11-13,6251100.0
2018-10-12,3952900.0
2019-06-25,3662600.0
2020-03-10,2836400.0
2020-05-28,2250700.0
2019-10-07,2693600.0
2020-03-13,2649600.0
2019-10-10,2644300.0
2020-03-16,5191200.0
2020-06-03,4507800.0
2018-11-28,5795200.0
2018-09-25,2989300.0
2018-07-23,2974400.0
2018-08-24,2060600.0
2019-07-10,4324400.0
2019-05-07,3200200.0
2019-04-05,5843000.0
2019-03-04,6009000.0
2019-01-31,3806800.0
2019-09-12,6672900.0
2019-12-31,7144500.0
2020-03-19,5068300.0
2020-01-03,4039900.0
2020-06-09,4531900.0
2019-02-15,2706200.0
2019-01-14,2708500.0
2018-07-06,3173700.0
2018-08-07,4359800.0
2018-10-10,3901300.0
2018-12-13,2479300.0
2019-08-26,3851400.0
2019-07-25,2549900.0
2019-05-22,2354900.0
2019-03-19,2785800.0
2020-01-06,2099800.0
2020-03-25,1439100.0
2020-06-12,2626500.0
2019-10-22,2778000.0
2020-01-09,2941100.0
2020-06-15,2415200.0
2019-10-25,2943000.0
2020-03-31,3593800.0
2020-06-18,3876300.0
2019-04-03,3830700.0
2018-08-22,3048500.0
2018-10-25,3967900.0
2019-01-29,3077200.0
2018-12-28,11044500.0
2018-11-26,4139300.0
2019-08-09,2446800.0
2019-07-08,3903700.0
2019-06-06,3603800.0
2019-09-10,3482300.0
2020-01-15,3626100.0
2020-04-03,2068100.0
2019-10-31,1723800.0
2020-04-06,1782300.0
2020-06-24,3034900.0
2018-11-09,2822400.0
2019-07-23,2726200.0
2019-06-21,2916100.0
2019-05-20,2190000.0
2019-04-18,1981000.0
2018-09-06,2351900.0
2018-10-08,2300700.0
2019-02-13,1750200.0
2018-12-11,1489900.0
2019-09-25,1784900.0
2020-01-21,1395700.0
2020-04-09,1676600.0
2019-11-06,2530600.0
2020-01-24,3219600.0
2020-01-27,2458200.0
2020-04-15,2145300.0
2018-12-26,2740700.0
2019-08-07,2809600.0
2019-06-04,2175100.0
2018-09-21,3209900.0
2018-07-19,4805200.0
2018-08-20,2251700.0
2018-10-23,3067100.0
2019-05-03,2516300.0
2019-04-01,3327000.0
2019-02-28,5980700.0
2019-11-12,4312100.0
2020-01-30,2902300.0
2019-11-15,2799700.0
2020-04-21,2737300.0
2019-04-16,2151100.0
2019-03-15,2037200.0
2019-02-11,2373900.0
2019-01-10,2689000.0
2019-08-22,3454800.0
2018-11-07,3715500.0
2018-08-03,2579300.0
2018-09-04,2950300.0
2019-06-19,2630600.0
2019-09-23,3908000.0
2019-11-18,4191700.0
2020-02-05,2125500.0
2020-04-24,3938000.0
2019-03-29,3198000.0
2019-11-21,3262600.0
2020-04-27,5091500.0
2020-02-11,3169800.0
2020-04-30,3463300.0
2019-05-01,2995200.0
2019-02-26,3892500.0
2019-01-25,3710900.0
2018-12-24,2762600.0
2019-09-06,2822300.0
2018-07-17,2968700.0
2018-09-19,3877700.0
2019-08-05,2695200.0
2019-10-08,3797500.0
2019-12-11,4356400.0
2019-11-27,2717200.0
2020-02-14,2093800.0
2020-05-06,2602600.0
2019-01-08,3291100.0
2018-12-07,7115000.0
2019-08-20,2895700.0
2018-11-05,3214500.0
2019-07-19,1596700.0
2018-10-04,2277200.0
2019-06-17,2143400.0
2019-05-16,2254800.0
2018-08-01,2723400.0
2019-03-13,2078000.0
2019-12-03,2595300.0
2020-02-20,1617900.0
2019-12-06,1892800.0
2020-05-12,2174900.0
2019-12-09,3174600.0
2020-02-26,2929200.0
2020-05-15,2216000.0
2019-03-28,2112900.0
2018-09-17,1924400.0
2018-08-16,2204800.0
2018-10-19,2052200.0
2019-04-29,3196500.0
2019-01-23,2298100.0
2019-09-04,6588300.0
2018-11-20,4532400.0
2019-07-02,4570400.0
2019-05-31,5653500.0
2019-12-12,4068500.0
2020-05-18,3930600.0
2019-09-27,3217600.0
2020-03-03,2948400.0
2020-05-21,2073200.0
2019-05-14,3425700.0
2018-08-31,3880600.0
2018-07-30,4393400.0
2018-10-02,3332600.0
2019-04-12,4095200.0
2019-03-11,2531000.0
2019-02-07,2645500.0
2019-07-17,2178200.0
2019-09-19,3765700.0
2019-10-21,3167100.0
2019-12-18,2600300.0
2020-03-06,1730300.0
2019-10-03,2319300.0
2020-03-09,2678000.0
2020-05-27,3123600.0
2019-12-24,3244000.0
2020-03-12,3233400.0
2018-12-20,2653500.0
2019-08-01,3505800.0
2018-08-14,3056800.0
2018-07-13,3047300.0
2018-10-17,2408500.0
2019-05-29,2247700.0
2019-03-26,2279400.0
2019-02-22,2217800.0
2019-10-04,3519900.0
2019-11-05,2067500.0
2019-12-27,4119400.0
2020-06-02,2431500.0
2019-12-30,3633000.0
2020-03-18,2329000.0
2020-06-05,1916600.0
2019-07-15,6472400.0
2018-12-03,4904400.0
2019-06-13,7704200.0
2019-01-04,4156500.0
2018-08-29,3202600.0
2019-02-05,3190200.0
2018-11-01,1997800.0
2019-08-16,2502300.0
2019-04-10,2752000.0
2019-09-17,2786400.0
2019-10-15,3737400.0
2020-01-02,2137300.0
2020-06-08,4775600.0
2019-10-18,2580700.0
2020-03-24,2715500.0
2020-06-11,3637300.0
2020-01-08,2121900.0
2019-04-25,2188300.0
2019-07-30,2228500.0
2019-02-20,1733300.0
2018-07-11,1945400.0
2018-09-13,2078100.0
2018-10-15,2401200.0
2019-06-28,1796500.0
2018-12-18,2916300.0
2018-11-16,2897400.0
2019-10-02,6537200.0
2020-03-27,6530800.0
2020-01-10,3962200.0
2019-10-24,2532100.0
2020-03-30,2206400.0
2020-06-17,1643100.0
2020-01-14,2310100.0
2020-04-02,2509600.0
2019-01-02,1990300.0
2019-08-14,1924800.0
2018-10-30,1590600.0
2019-06-11,2045200.0
2019-05-10,2073800.0
2019-04-08,2015500.0
2018-08-27,2333100.0
2018-07-26,1900900.0
2018-09-28,1984500.0
2019-03-07,1505100.0
2019-10-30,1086900.0
2020-01-17,2017500.0
2020-06-23,2119800.0
2020-04-08,2463600.0
2020-06-26,2970000.0
2019-03-22,2891700.0
2019-01-17,2913100.0
2019-08-29,4268900.0
2018-11-14,2237400.0
2019-06-26,2496500.0
2018-09-11,3425600.0
2018-07-09,2276100.0
2018-08-10,10667300.0
2019-04-23,2664200.0
2019-09-30,2226900.0
2020-01-23,5460200.0
2019-11-08,1458300.0
2020-04-14,489700.0
2019-11-11,877400.0
2020-01-29,992700.0
2020-04-17,1254000.0
2018-07-24,1655600.0
2018-09-26,2532300.0
2019-05-08,2672600.0
2019-03-05,3787200.0
2019-02-01,2497000.0
2018-12-31,2554300.0
2018-11-29,2309100.0
2019-08-12,2628900.0
2019-07-11,1964500.0
2019-09-13,2280200.0
2019-11-14,2368000.0
2020-04-20,2438800.0
2020-02-04,5008300.0
2020-04-23,3146300.0
2018-12-14,3024300.0
2019-08-27,1819600.0
2018-08-08,2037700.0
2018-10-11,3566000.0
2018-11-12,4289700.0
2019-07-26,3087500.0
2019-06-24,2659400.0
2019-05-23,4309900.0
2019-03-20,3933500.0
2019-01-15,3781100.0
2019-11-20,3944300.0
2020-02-07,2241700.0
2020-02-10,2283700.0
2020-04-29,2753100.0
2019-11-26,2729800.0
2020-02-13,3358000.0
2019-01-30,3549800.0
2018-08-23,2797100.0
2018-09-24,4292400.0
2018-11-27,2961400.0
2018-10-26,2338200.0
2019-07-09,2593400.0
2019-06-07,3592000.0
2019-05-06,4330300.0
2019-04-04,4798800.0
2019-09-11,4640300.0
2019-11-29,6483800.0
2020-05-05,4778500.0
2019-12-02,5142200.0
2020-02-19,4313400.0
2020-05-08,4692900.0
2019-05-21,7721400.0
2019-03-18,12610600.0
2018-09-07,10773500.0
2018-08-06,11699200.0
2018-10-09,8994600.0
2019-02-14,12188100.0
2018-12-12,10564100.0
2019-07-24,8578000.0
2019-09-26,10350000.0
2019-10-28,7000900.0
2019-12-05,7373600.0
2020-05-11,7546200.0
2019-07-03,5697900.0
2020-02-25,6407000.0
2020-05-14,6629700.0
2020-02-28,5209500.0
2019-08-08,4569000.0
2019-06-05,4995700.0
2018-07-20,4608100.0
2018-08-21,5714100.0
2018-10-24,4738900.0
2019-04-02,3850100.0
2019-03-01,4636800.0
2019-01-28,3722600.0
2018-12-27,3978600.0
2019-09-09,3613000.0
2020-03-02,3872400.0
2020-05-20,4022100.0
2019-12-17,5423800.0
2020-03-05,5357600.0
2019-02-12,5376300.0
2019-01-11,7351700.0
2018-12-10,3726500.0
2019-08-23,4729000.0
2018-11-08,5052900.0
2019-07-22,2852100.0
2019-06-20,3973300.0
2018-09-05,2902000.0
2019-04-17,4807900.0
2019-09-24,4095900.0
2019-12-20,4255100.0
2020-05-26,3124100.0
2019-04-30,3597600.0
2019-12-23,2763800.0
2020-03-11,2938200.0
2020-05-29,3662500.0
2019-12-26,2893900.0
2020-06-01,3649400.0
2019-05-02,4718500.0
2019-02-27,8300000.0
2018-11-23,4306100.0
2019-08-06,2672600.0
2018-07-18,3218900.0
2018-09-20,2602900.0
2018-10-22,4231700.0
2019-07-05,3461700.0
2019-06-03,4238800.0
2019-10-09,3073400.0
2019-10-11,4713000.0
2020-03-17,2294900.0
2020-06-04,2580100.0
2019-10-14,2987700.0
2020-03-20,2606600.0
2018-11-06,4348300.0
2019-06-18,3853700.0
2019-05-17,3094800.0
2019-04-15,3717700.0
2019-03-14,4186200.0
2019-01-09,3067700.0
2018-08-02,2756900.0
2018-10-05,2904600.0
2019-08-21,2165100.0
2019-10-17,2696400.0
2020-03-23,9674800.0
2020-06-10,2744500.0
2019-02-25,2080300.0
2020-01-07,3896700.0
2020-03-26,2337700.0
2019-10-23,4462100.0
