Dates,GC=F
2018-06-20,1274.4000244140625
2018-06-21,1268.9000244140625
2018-06-25,1270.199951171875
2018-06-22,1271.199951171875
2018-06-26,1267.199951171875
2018-06-27,1255.5
2018-06-28,1251.699951171875
2018-06-29,1253.300048828125
2018-07-02,1249.9000244140625
2018-07-05,1257.300048828125
2018-07-06,1255.5
2018-07-16,1262.300048828125
2018-09-18,1256.9000244140625
2019-01-24,1253.199951171875
2019-09-05,1246.699951171875
2018-11-21,1247.0
2020-01-13,1243.800048828125
2020-04-01,1225.699951171875
2020-06-19,1226.699951171875
2019-10-29,1228.0
2020-01-16,1229.5
2020-06-22,1224.0
2018-10-03,1223.9000244140625
2018-07-31,1231.4000244140625
2019-03-12,1227.800048828125
2019-02-08,1222.5999755859375
2019-01-07,1223.9000244140625
2018-12-06,1228.0999755859375
2019-08-19,1223.699951171875
2019-07-18,1219.300048828125
2019-05-15,1218.5999755859375
2019-09-20,1214.4000244140625
2019-11-01,1214.800048828125
2020-01-19,1215.199951171875
2020-04-07,1215.300048828125
2020-06-25,1216.4000244140625
2020-06-16,1207.4000244140625
2019-11-04,1197.5
2020-01-22,1188.0999755859375
2020-06-28,1180.199951171875
2019-11-07,1181.199951171875
2020-04-13,1190.0
2019-07-01,1192.5999755859375
2019-05-30,1196.300048828125
2018-08-15,1190.300048828125
2018-10-18,1208.0
2019-03-27,1211.4000244140625
2019-01-22,1217.0
2018-12-21,1205.199951171875
2019-09-03,1205.5999755859375
2018-11-19,1208.199951171875
2019-08-02,1193.800048828125
2020-01-28,1196.0
2020-04-16,1202.0
2019-11-13,1198.300048828125
2020-01-31,1193.0
2020-04-19,1196.300048828125
2018-12-04,1205.0
2018-11-02,1203.4000244140625
2019-07-16,1195.0
2018-08-30,1199.699951171875
2018-10-01,1198.699951171875
2019-06-14,1202.199951171875
2019-05-13,1206.199951171875
2019-04-11,1196.199951171875
2019-02-06,1199.300048828125
2019-09-18,1202.800048828125
2020-02-03,1194.0
2020-04-22,1197.300048828125
2019-11-19,1191.9000244140625
2020-02-06,1191.5999755859375
2019-11-22,1206.0
2020-02-09,1202.5999755859375
2019-03-25,1204.5999755859375
2019-02-21,1205.300048828125
2018-12-19,1201.0
2018-07-12,1189.0999755859375
2018-09-14,1192.0
2018-08-13,1224.5999755859375
2018-10-16,1221.5999755859375
2019-07-31,1232.300048828125
2019-05-28,1230.5
2019-04-26,1225.9000244140625
2020-04-28,1226.5
2019-11-25,1225.300048828125
2020-02-12,1224.5
2020-05-01,1237.800048828125
2020-05-04,1231.5999755859375
2019-06-12,1238.5999755859375
2019-04-09,1234.800048828125
2019-03-08,1224.5
2019-02-04,1227.699951171875
2018-07-27,1216.5999755859375
2018-08-28,1236.0
2019-01-03,1233.300048828125
2019-08-15,1231.5
2018-10-31,1233.800048828125
2019-09-16,1228.5999755859375
2020-02-18,1222.9000244140625
2020-05-07,1207.9000244140625
2018-08-17,1201.5999755859375
2019-12-04,1201.300048828125
2020-02-21,1207.9000244140625
2020-05-10,1212.800048828125
2018-12-17,1223.800048828125
2019-08-30,1223.0999755859375
2018-11-15,1228.800048828125
2019-07-29,1225.800048828125
2019-06-27,1222.0
2019-04-24,1222.0
2018-07-10,1221.4000244140625
2018-09-12,1228.699951171875
2019-02-19,1225.0
2019-01-18,1234.0999755859375
2020-02-24,1241.4000244140625
2020-05-13,1244.4000244140625
2019-12-10,1249.800048828125
2020-02-27,1249.5999755859375
2019-12-13,1248.699951171875
2020-05-19,1245.5999755859375
2019-03-06,1243.5
2018-11-30,1241.699951171875
2019-08-13,1247.4000244140625
2019-07-12,1249.199951171875
2019-06-10,1255.800048828125
2019-05-09,1263.5999755859375
2018-07-25,1261.300048828125
2018-09-27,1277.4000244140625
2018-10-29,1277.300048828125
2019-10-16,1280.0999755859375
2019-12-16,1281.300048828125
2020-03-04,1286.0
2020-05-22,1292.0
2019-10-01,1294.199951171875
2019-12-19,1286.800048828125
2018-09-10,1283.199951171875
2019-05-24,1289.300048828125
2018-08-09,1284.699951171875
2019-04-22,1291.199951171875
2019-03-21,1293.9000244140625
2019-01-16,1292.699951171875
2019-08-28,1291.5999755859375
2018-11-13,1292.699951171875
2018-10-12,1281.300048828125
2019-06-25,1283.300048828125
2020-03-10,1283.9000244140625
2020-05-28,1279.0999755859375
2019-10-07,1297.4000244140625
2020-03-13,1307.0999755859375
2020-05-31,1308.199951171875
2019-10-10,1323.4000244140625
2020-03-16,1325.4000244140625
2020-06-03,1320.699951171875
2018-11-28,1318.0999755859375
2018-09-25,1315.0999755859375
2018-07-23,1313.5
2018-08-24,1310.4000244140625
2019-07-10,1314.0
2019-05-07,1313.4000244140625
2019-04-05,1312.0
2019-03-04,1316.0
2019-01-31,1311.800048828125
2019-09-12,1318.800048828125
2019-12-31,1340.0999755859375
2020-03-19,1344.0
2020-01-03,1334.9000244140625
2020-03-22,1331.300048828125
2020-06-09,1331.5999755859375
2019-02-15,1325.5
2019-01-14,1327.9000244140625
2018-08-07,1323.699951171875
2018-10-10,1312.199951171875
2018-12-13,1287.0
2019-08-26,1287.0
2019-07-25,1287.0999755859375
2019-05-22,1284.5999755859375
2019-03-19,1297.4000244140625
2019-09-27,1291.0
2020-01-06,1296.300048828125
2020-03-25,1307.5
2020-06-12,1293.4000244140625
2019-10-22,1304.699951171875
2020-01-09,1302.199951171875
2020-06-15,1306.9000244140625
2019-10-25,1300.699951171875
2020-03-31,1306.0999755859375
2020-06-18,1311.5999755859375
2019-04-03,1322.9000244140625
2018-08-22,1315.5999755859375
2018-10-25,1309.9000244140625
2019-01-29,1311.0999755859375
2018-12-28,1298.5
2019-09-10,1295.9000244140625
2018-11-26,1290.9000244140625
2019-08-09,1293.0999755859375
2019-07-08,1292.5999755859375
2019-06-06,1292.0
2020-01-15,1302.0999755859375
2020-04-03,1304.9000244140625
2020-03-29,1309.0999755859375
2020-06-21,1307.0999755859375
2019-10-31,1293.4000244140625
2020-04-06,1287.300048828125
2020-06-24,1285.199951171875
2018-11-09,1273.5
2019-07-23,1273.5999755859375
2019-06-21,1273.5
2019-05-20,1269.800048828125
2019-04-18,1275.5
2018-09-06,1280.800048828125
2018-10-08,1284.9000244140625
2019-02-13,1284.9000244140625
2018-12-11,1283.300048828125
2019-09-25,1283.300048828125
2020-01-21,1270.800048828125
2020-04-09,1279.199951171875
2019-11-06,1282.199951171875
2020-01-24,1283.5
2020-04-12,1279.4000244140625
2020-01-27,1285.0
2020-04-15,1286.5
2018-12-26,1300.0999755859375
2019-08-07,1297.800048828125
2019-06-04,1296.9000244140625
2018-09-21,1285.4000244140625
2018-07-19,1280.0
2018-08-20,1276.0999755859375
2018-10-23,1272.0
2019-05-03,1273.5999755859375
2019-04-01,1284.800048828125
2019-02-28,1283.0
2019-11-12,1276.5
2020-01-30,1280.5999755859375
2019-11-15,1288.300048828125
2020-02-02,1306.4000244140625
2020-04-21,1327.800048828125
2019-04-16,1328.5999755859375
2019-03-15,1343.300048828125
2019-02-11,1338.699951171875
2019-01-10,1347.699951171875
2019-08-22,1336.5
2018-11-07,1328.4000244140625
2018-08-03,1334.5
2018-09-04,1341.0999755859375
2019-06-19,1355.4000244140625
2019-09-23,1340.300048828125
2019-11-18,1349.300048828125
2020-02-05,1344.5999755859375
2020-04-24,1392.9000244140625
2019-03-29,1406.0
2019-11-21,1420.5999755859375
2020-04-27,1433.300048828125
2020-02-11,1413.300048828125
2020-04-30,1410.800048828125
2019-05-01,1422.0
2019-02-26,1395.800048828125
2019-01-25,1418.4000244140625
2019-09-06,1418.300048828125
2018-07-17,1397.0
2018-09-19,1397.5
2019-08-05,1410.0999755859375
2019-10-08,1424.0
2019-12-11,1410.0999755859375
2020-01-12,1415.0
2019-11-27,1413.699951171875
2020-02-14,1421.300048828125
2020-05-03,1444.199951171875
2020-05-06,1442.0
2019-01-08,1425.300048828125
2018-12-07,1421.300048828125
2019-08-20,1422.800048828125
2018-11-05,1413.9000244140625
2019-07-19,1423.0
2018-10-04,1419.5999755859375
2019-06-17,1433.9000244140625
2019-05-16,1435.800048828125
2018-08-01,1445.199951171875
2019-03-13,1448.0
2019-12-03,1469.699951171875
2020-02-20,1475.0
2019-12-06,1509.9000244140625
2020-02-23,1508.5
