Dates,GC=F
2018-08-29,1498.9000244140625
2019-02-05,1499.5
2018-11-01,1490.0
2019-08-16,1487.0
2019-04-10,1493.199951171875
2019-09-17,1511.4000244140625
2019-10-15,1508.0
2020-01-02,1508.0
2020-06-08,1480.800048828125
2019-10-18,1490.199951171875
2020-01-05,1464.199951171875
2020-03-24,1461.300048828125
2020-06-11,1455.5
2020-01-08,1452.0999755859375
2019-04-25,1461.699951171875
2019-07-30,1471.800048828125
2019-02-20,1467.300048828125
2018-07-11,1470.9000244140625
2018-09-13,1473.300048828125
2018-10-15,1473.300048828125
2019-06-28,1463.0999755859375
2018-12-18,1463.0999755859375
2018-11-16,1456.5999755859375
2019-10-02,1459.800048828125
2020-03-27,1453.4000244140625
2020-06-14,1462.300048828125
2020-01-10,1478.199951171875
2019-10-24,1474.0
2020-03-30,1476.9000244140625
2020-06-17,1459.0999755859375
2020-01-14,1459.300048828125
2020-04-02,1462.5999755859375
2019-01-02,1469.4000244140625
2019-08-14,1466.699951171875
2018-10-30,1475.5999755859375
2019-06-11,1475.0
2019-05-10,1474.5999755859375
2019-04-08,1472.5999755859375
2018-08-27,1478.199951171875
2018-07-26,1474.699951171875
2018-09-28,1482.5
2019-03-07,1509.300048828125
2019-10-30,1513.800048828125
2020-01-17,1514.5
2020-06-23,1519.5
2020-04-08,1524.5
2020-06-26,1549.199951171875
2019-03-22,1571.300048828125
2019-01-17,1566.199951171875
2019-08-29,1571.800048828125
2018-11-14,1557.4000244140625
2019-06-26,1551.699951171875
2018-09-11,1557.5
2018-07-09,1559.9000244140625
2018-08-10,1548.4000244140625
2019-04-23,1542.4000244140625
2019-09-30,1552.0999755859375
2020-01-23,1549.0
2020-06-29,1558.800048828125
2019-11-08,1557.300048828125
2020-01-26,1556.4000244140625
2020-04-14,1555.300048828125
2019-11-11,1564.5999755859375
2020-01-29,1571.0999755859375
2020-04-17,1582.300048828125
2018-07-24,1576.800048828125
2018-09-26,1569.199951171875
2019-05-08,1569.800048828125
2019-03-05,1583.5
2019-02-01,1582.9000244140625
2018-12-31,1593.5
2019-09-13,1577.199951171875
2018-11-29,1550.4000244140625
2019-08-12,1557.800048828125
2019-07-11,1565.0999755859375
2019-11-14,1568.5999755859375
2020-04-20,1577.300048828125
2020-02-04,1574.699951171875
2020-04-23,1565.5999755859375
2018-12-14,1567.4000244140625
2019-08-27,1575.0999755859375
2018-08-08,1582.699951171875
2018-10-11,1585.800048828125
2018-11-12,1600.0
2019-07-26,1607.5
2019-06-24,1616.5999755859375
2019-05-23,1644.5999755859375
2019-03-20,1667.5
2019-01-15,1672.4000244140625
2019-11-20,1646.9000244140625
2020-02-07,1640.0
2020-04-26,1643.0999755859375
2020-02-10,1642.5
2020-04-29,1566.699951171875
2019-11-26,1594.800048828125
2020-02-13,1644.4000244140625
2019-01-30,1643.0
2018-08-23,1668.0
2018-09-24,1672.4000244140625
2018-10-26,1675.699951171875
2019-09-11,1660.300048828125
2018-11-27,1642.300048828125
2019-07-09,1590.300048828125
2019-06-07,1516.699951171875
2019-05-06,1486.5
2019-04-04,1525.800048828125
2020-02-16,1477.9000244140625
2020-05-05,1479.300048828125
2019-12-02,1495.5999755859375
2020-02-19,1575.699951171875
2020-05-08,1696.0999755859375
2019-05-21,1638.0999755859375
2019-03-18,1636.5999755859375
2018-09-07,1630.5999755859375
2018-08-06,1664.199951171875
2018-10-09,1637.199951171875
2019-02-14,1592.4000244140625
2018-12-12,1605.199951171875
2019-07-24,1637.699951171875
2019-09-26,1648.800048828125
2019-10-28,1730.699951171875
2019-12-05,1693.9000244140625
2020-05-11,1680.699951171875
2020-02-25,1740.5999755859375
2020-05-14,1738.199951171875
2020-02-28,1769.4000244140625
2020-05-17,1751.300048828125
2019-08-08,1743.300048828125
2019-06-05,1730.0999755859375
2018-07-20,1694.5
2018-08-21,1690.199951171875
2018-10-24,1707.699951171875
2019-04-02,1706.0
2019-03-01,1687.800048828125
2019-01-28,1747.5999755859375
2018-12-27,1745.699951171875
2019-09-09,1741.4000244140625
2020-03-02,1720.300048828125
2020-05-20,1721.0
2019-12-17,1722.199951171875
2020-03-05,1713.4000244140625
2019-02-12,1694.199951171875
2019-01-11,1706.4000244140625
2018-12-10,1700.9000244140625
2019-08-23,1712.0999755859375
2018-11-08,1691.9000244140625
2019-07-22,1723.199951171875
2019-06-20,1704.800048828125
2018-09-05,1708.5999755859375
2019-04-17,1700.0999755859375
2019-09-24,1706.0999755859375
2019-12-20,1725.800048828125
2020-05-26,1742.800048828125
2019-04-30,1754.0999755859375
2019-12-23,1767.9000244140625
2020-03-11,1736.5
2020-05-29,1749.0
2019-12-26,1749.699951171875
2020-06-01,1725.300048828125
2019-05-02,1734.699951171875
2019-02-27,1730.0999755859375
2019-08-06,1735.5
2018-07-18,1728.199951171875
2018-09-20,1726.800048828125
2018-10-22,1728.300048828125
2019-07-05,1755.0999755859375
2019-06-03,1751.699951171875
2019-10-09,1750.300048828125
2019-12-12,1734.0
2019-10-11,1704.800048828125
2020-03-17,1727.4000244140625
2020-06-04,1684.0999755859375
2019-10-14,1683.0
2020-03-20,1705.0999755859375
2020-06-07,1721.9000244140625
2018-11-06,1720.699951171875
2019-06-18,1739.800048828125
2019-05-17,1740.5999755859375
2019-04-15,1737.300048828125
2019-03-14,1727.199951171875
2019-01-09,1736.5
2018-08-02,1735.5999755859375
2018-10-05,1731.0999755859375
2019-08-21,1760.800048828125
2019-10-17,1753.0
2020-03-23,1766.4000244140625
2020-06-10,1782.0
2019-02-25,1775.0999755859375
2020-01-07,1770.5999755859375
2020-03-26,1785.300048828125
2019-10-23,1780.300048828125
