Dates,ATVI
2018-06-20,76.83999633789062
2018-06-21,76.05000305175781
2018-06-25,75.9800033569336
2018-06-22,74.69999694824219
2018-06-26,75.2699966430664
2018-06-27,73.41999816894531
2018-06-28,76.01000213623047
2018-06-29,76.31999969482422
2018-07-02,77.27999877929688
2018-07-03,75.87999725341797
2018-07-05,76.19000244140625
2018-07-16,77.19000244140625
2018-09-18,76.83999633789062
2019-01-24,76.19000244140625
2019-09-05,78.61000061035156
2018-11-21,81.37000274658203
2020-01-13,81.5
2020-04-01,80.2300033569336
2020-06-19,80.94999694824219
2019-10-29,81.2699966430664
2020-01-16,80.61000061035156
2020-06-22,79.6500015258789
2018-10-03,79.75
2018-07-31,78.41000366210938
2019-03-12,79.44999694824219
2019-02-08,77.6500015258789
2019-01-07,75.36000061035156
2018-12-06,72.75
2019-08-19,73.41999816894531
2019-07-18,73.08000183105469
2019-05-15,74.05999755859375
2019-09-20,71.31999969482422
2019-11-01,70.56999969482422
2020-04-07,70.2300033569336
2020-06-25,70.01000213623047
2020-06-16,70.5
2019-11-04,70.61000061035156
2020-01-22,70.5199966430664
2019-11-07,71.29000091552734
2020-04-13,69.30999755859375
2019-07-01,69.69000244140625
2019-05-30,69.1500015258789
2018-08-15,68.93000030517578
2018-10-18,69.66000366210938
2019-03-27,71.43000030517578
2019-01-22,71.16999816894531
2018-12-21,74.08999633789062
2019-09-03,74.08999633789062
2018-11-19,74.0
2019-08-02,74.91000366210938
2020-01-28,74.0999984741211
2020-04-16,72.0999984741211
2019-11-13,72.9800033569336
2020-01-31,71.6500015258789
2018-12-04,71.95999908447266
2018-11-02,73.56999969482422
2019-07-16,74.26000213623047
2018-08-30,79.5
2018-10-01,80.5199966430664
2019-06-14,80.43000030517578
2019-05-13,81.2699966430664
2019-04-11,78.87999725341797
2019-02-06,79.62999725341797
2019-09-18,79.58000183105469
2020-02-03,80.6500015258789
2020-04-22,80.29000091552734
2019-11-19,80.5999984741211
2020-02-06,80.52999877929688
2019-11-22,81.56999969482422
2019-03-25,82.87000274658203
2019-02-21,83.19000244140625
2018-12-19,83.27999877929688
2018-07-12,83.38999938964844
2018-09-14,83.0199966430664
2018-08-13,80.36000061035156
2018-10-16,79.58999633789062
2019-07-31,77.62999725341797
