Dates,ATVI
2018-06-20,77.25
2018-06-21,77.16999816894531
2018-06-25,76.45999908447266
2018-06-22,75.19000244140625
2018-06-26,75.31999969482422
2018-06-27,75.7699966430664
2018-06-28,74.0
2018-06-29,76.44000244140625
2018-07-02,75.36000061035156
2018-07-03,77.68000030517578
2018-07-05,76.51000213623047
2018-07-16,76.19999694824219
2018-09-18,77.69999694824219
2019-01-24,77.0
2019-09-05,75.3499984741211
2018-11-21,79.29000091552734
2020-01-13,81.4000015258789
2020-04-01,81.61000061035156
2020-06-19,79.16000366210938
2019-10-29,80.75
2020-01-16,81.0199966430664
2020-06-22,80.94000244140625
2018-10-03,79.5
2018-07-31,80.0999984741211
2019-03-12,78.5999984741211
2019-02-08,79.38999938964844
2019-01-07,77.08000183105469
2018-12-06,75.37000274658203
2019-08-19,72.91000366210938
2019-07-18,73.7699966430664
2019-05-15,73.6500015258789
2019-09-20,74.5
2019-11-01,71.16000366210938
2020-04-07,70.56999969482422
2020-06-25,70.06999969482422
2020-06-16,70.0199966430664
2019-11-04,70.0999984741211
2020-01-22,70.61000061035156
2019-11-07,71.05000305175781
2020-04-13,70.38999938964844
2019-07-01,69.68000030517578
2019-05-30,69.51000213623047
2018-08-15,69.20999908447266
2018-10-18,69.2699966430664
2019-03-27,69.58000183105469
2019-01-22,71.55999755859375
2018-12-21,71.70999908447266
2019-09-03,74.87000274658203
2018-11-19,74.25
2019-08-02,73.94000244140625
2020-01-28,74.4000015258789
2020-04-16,71.5199966430664
2019-11-13,72.12999725341797
2020-01-31,72.93000030517578
2018-12-04,71.62999725341797
2018-11-02,71.83000183105469
2019-07-16,73.87999725341797
2018-08-30,74.87999725341797
2018-10-01,79.69999694824219
2019-06-14,80.58999633789062
2019-05-13,80.5
2019-04-11,81.48999786376953
2019-02-06,78.81999969482422
2019-09-18,79.93000030517578
2020-02-03,79.91000366210938
2020-04-22,81.33000183105469
2019-11-19,79.69999694824219
2020-02-06,80.91999816894531
2019-11-22,81.11000061035156
2019-03-25,81.94000244140625
2019-02-21,82.76000213623047
2018-12-19,84.18000030517578
2018-07-12,83.0199966430664
2018-09-14,83.81999969482422
2018-08-13,82.5
2018-10-16,80.25
2019-07-31,79.0199966430664
2019-05-28,76.87999725341797
2019-04-26,77.47000122070312
2020-04-28,73.80000305175781
2019-11-25,78.4000015258789
2020-02-12,75.54000091552734
2020-05-01,76.4800033569336
2020-05-04,77.3499984741211
2019-06-12,73.97000122070312
2019-04-09,72.19999694824219
2019-03-08,70.0999984741211
2019-02-04,67.79000091552734
2018-07-27,69.12999725341797
2018-08-28,68.0199966430664
2019-01-03,68.25
2019-08-15,70.33999633789062
2018-10-31,65.69000244140625
2019-09-16,68.66999816894531
2020-02-18,69.4800033569336
2020-05-07,69.94999694824219
2018-08-17,68.0
2019-12-04,64.31999969482422
2020-02-21,65.26000213623047
2018-12-17,65.37000274658203
2019-08-30,55.0
2018-11-15,55.0
2019-07-29,54.20000076293945
2019-06-27,53.189998626708984
2019-04-24,51.40999984741211
2018-07-10,53.060001373291016
2018-09-12,50.810001373291016
2019-02-19,47.77000045776367
2019-01-18,50.040000915527344
2020-02-24,50.459999084472656
2020-05-13,50.689998626708984
2019-12-10,50.61000061035156
2020-02-27,51.099998474121094
2019-12-13,50.63999938964844
2020-05-19,52.529998779296875
2019-03-06,51.0
2018-11-30,46.65999984741211
2019-08-13,46.25
2019-07-12,47.869998931884766
2019-06-10,47.22999954223633
2019-05-09,48.56999969482422
2018-07-25,49.04999923706055
2018-09-27,48.75
2018-10-29,47.470001220703125
2019-10-16,47.599998474121094
2019-12-16,47.75
2020-03-04,47.33000183105469
2020-05-22,46.18000030517578
2019-10-01,47.619998931884766
2019-12-19,45.349998474121094
2018-09-10,44.43000030517578
2019-05-24,45.709999084472656
2018-08-09,47.31999969482422
2019-04-22,47.040000915527344
2019-03-21,45.25
2019-01-16,46.439998626708984
2019-08-28,46.0
2018-11-13,47.2400016784668
2018-10-12,49.06999969482422
2019-06-25,50.369998931884766
2020-03-10,50.5
2020-05-28,46.380001068115234
2019-10-07,46.06999969482422
2020-03-13,47.33000183105469
2019-10-10,46.7599983215332
2020-03-16,46.95000076293945
2020-06-03,47.88999938964844
2018-11-28,48.16999816894531
2018-09-25,47.31999969482422
2018-07-23,45.939998626708984
2018-08-24,47.86000061035156
2019-07-10,47.0
2019-05-07,46.36000061035156
2019-04-05,46.18000030517578
2019-03-04,46.459999084472656
2019-01-31,47.189998626708984
2019-09-12,46.31999969482422
2019-12-31,46.93000030517578
2020-03-19,45.0
2020-01-03,43.209999084472656
2020-06-09,43.779998779296875
2019-02-15,43.79999923706055
