Dates,ATVI
2018-06-20,75.72959899902344
2018-06-21,74.95101928710938
2018-06-25,74.88203430175781
2018-06-22,73.62052154541016
2018-06-26,74.18228912353516
2018-06-27,72.35902404785156
2018-06-28,74.91160583496094
2018-06-29,75.21711730957031
2018-07-02,76.16324615478516
2018-07-03,74.78347778320312
2018-07-05,75.08899688720703
2018-07-16,76.07454681396484
2018-09-18,75.72959899902344
2019-01-24,75.08899688720703
2019-09-05,77.47402954101562
2018-11-21,80.19414520263672
2020-01-13,80.322265625
2020-04-01,79.07062530517578
2020-06-19,79.78021240234375
2019-10-29,80.0955810546875
2020-01-16,79.44512176513672
2020-06-22,78.4990005493164
2018-10-03,78.5975570678711
2018-07-31,77.27691650390625
2019-03-12,78.30188751220703
2019-02-08,76.52790069580078
2019-01-07,74.27098846435547
2018-12-06,71.6987075805664
2019-08-19,72.35902404785156
2019-07-18,72.02394104003906
2019-05-15,72.98977661132812
2019-09-20,70.28936767578125
2019-11-01,69.55020904541016
2020-04-07,69.21513366699219
2020-06-25,68.99830627441406
2020-06-16,69.48121643066406
2019-11-04,69.58963012695312
2020-01-22,69.50093078613281
2019-11-07,70.25981140136719
2020-04-13,68.30841064453125
2019-07-01,68.68292999267578
2019-05-30,68.1507339477539
2018-08-15,67.93390655517578
2018-10-18,68.65336608886719
2019-03-27,70.39778137207031
2019-01-22,70.14154052734375
2018-12-21,73.01934051513672
2019-09-03,73.01934051513672
2018-11-19,72.9306411743164
2019-08-02,73.82749938964844
2020-01-28,73.0291976928711
2020-04-16,71.05809783935547
2019-11-13,71.92538452148438
2020-01-31,70.6146011352539
2018-12-04,70.92012023925781
2018-11-02,72.5068588256836
2019-07-16,73.1868896484375
2018-08-30,78.35116577148438
2018-10-01,79.3564224243164
2019-06-14,79.2677230834961
2019-05-13,80.0955810546875
2019-04-11,77.74012756347656
2019-02-06,78.47927856445312
2019-09-18,78.43000793457031
2020-02-03,79.48455047607422
2020-04-22,79.12974548339844
2019-11-19,79.43527221679688
2020-02-06,79.36627960205078
2019-11-22,80.39125061035156
2019-03-25,81.67247009277344
2019-02-21,81.98784637451172
2018-12-19,82.0765380859375
2018-07-12,82.18495178222656
2018-09-14,81.82029724121094
2018-08-13,79.19873809814453
2018-10-16,78.43986511230469
2019-07-31,76.50818634033203
2019-05-28,76.5180435180664
2019-04-26,72.51671600341797
2020-04-28,72.78280639648438
2019-11-25,76.79399871826172
2020-02-12,74.5765151977539
2020-05-01,77.59229278564453
