Dates,ATVI
2018-06-20,3566100.0
2018-06-21,4233800.0
2018-06-25,3978800.0
2018-06-22,5390800.0
2018-06-26,4865400.0
2018-06-27,4497400.0
2018-06-28,4755200.0
2018-06-29,5072600.0
2018-07-02,3324900.0
2018-07-03,2028300.0
2018-07-05,7998800.0
2018-07-16,2954200.0
2018-09-18,4518400.0
2019-01-24,2944700.0
2019-09-05,8191900.0
2018-11-21,8698500.0
2020-01-13,4550500.0
2020-04-01,4153300.0
2020-06-19,4862800.0
2019-10-29,5273700.0
2020-01-16,3541200.0
2020-06-22,5663900.0
2018-10-03,3253600.0
2018-07-31,4762900.0
2019-03-12,4348100.0
2019-02-08,6181300.0
2019-01-07,6078100.0
2018-12-06,8906900.0
2019-08-19,6373200.0
2019-07-18,6069900.0
2019-05-15,6621500.0
2019-09-20,12700400.0
2019-11-01,6394800.0
2020-04-07,7887300.0
2020-06-25,6922800.0
2020-06-16,7571000.0
2019-11-04,4629000.0
2020-01-22,5721500.0
2019-11-07,4830000.0
2020-04-13,8564500.0
2019-07-01,9465200.0
2019-05-30,5551700.0
2018-08-15,4579800.0
2018-10-18,6014100.0
2019-03-27,7987900.0
2019-01-22,6789500.0
2018-12-21,8889500.0
2019-09-03,5912600.0
2018-11-19,4079800.0
2019-08-02,4763300.0
2020-01-28,7819100.0
2020-04-16,9950700.0
2019-11-13,6618200.0
2020-01-31,5304300.0
2018-12-04,5784800.0
2018-11-02,5053700.0
2019-07-16,5277200.0
2018-08-30,14053600.0
2018-10-01,8838000.0
2019-06-14,6031400.0
2019-05-13,6022400.0
2019-04-11,6304900.0
2019-02-06,4943100.0
2019-09-18,3882300.0
2020-02-03,4388900.0
2020-04-22,11180100.0
2019-11-19,6092500.0
2020-02-06,6031700.0
2019-11-22,6408700.0
2019-03-25,5867700.0
2019-02-21,6724300.0
2018-12-19,6221100.0
2018-07-12,5374800.0
2018-09-14,4570300.0
2018-08-13,7509500.0
2018-10-16,5281200.0
2019-07-31,6106400.0
2019-05-28,4617600.0
2019-04-26,9814300.0
2020-04-28,7930100.0
2019-11-25,12696800.0
2020-02-12,11517500.0
2020-05-01,7187400.0
2020-05-04,5319100.0
2019-06-12,20153400.0
2019-04-09,10771800.0
2019-03-08,5976700.0
2019-02-04,6850900.0
2018-07-27,11245600.0
2018-08-28,7177000.0
2019-01-03,6536300.0
2019-08-15,11058200.0
2018-10-31,9243400.0
2019-09-16,7562000.0
2020-02-18,5083500.0
2020-05-07,6102000.0
2018-08-17,16399200.0
2019-12-04,9428700.0
2020-02-21,12766300.0
2018-12-17,14529700.0
2019-08-30,34543400.0
2018-11-15,12803100.0
2019-07-29,10335700.0
2019-06-27,9099300.0
2019-04-24,12304900.0
2018-07-10,10695700.0
2018-09-12,13063100.0
2019-02-19,13801500.0
2019-01-18,10184700.0
2020-02-24,5128300.0
2020-05-13,9295600.0
2019-12-10,7794700.0
2020-02-27,8479500.0
2019-12-13,9367200.0
2020-05-19,14511900.0
2019-03-06,30816800.0
2018-11-30,22495700.0
2019-08-13,18516900.0
2019-07-12,18277400.0
2019-06-10,10970400.0
2019-05-09,12474100.0
2018-07-25,11453600.0
2018-09-27,7755200.0
2018-10-29,7161400.0
2019-10-16,10065000.0
2019-12-16,8776100.0
2020-03-04,8362900.0
2020-05-22,9849400.0
2019-10-01,19308900.0
2019-12-19,6869900.0
2018-09-10,12028600.0
2019-05-24,7529400.0
2018-08-09,5783800.0
2019-04-22,7789600.0
2019-03-21,7245700.0
2019-01-16,8266400.0
2019-08-28,9081900.0
2018-11-13,9112100.0
2018-10-12,12428700.0
2019-06-25,7768800.0
2020-03-10,6416900.0
2020-05-28,35424600.0
2019-10-07,10183300.0
2020-03-13,8190900.0
2019-10-10,9299800.0
2020-03-16,7828700.0
2020-06-03,10563500.0
2018-11-28,8415900.0
2018-09-25,8951300.0
2018-07-23,6007000.0
2018-08-24,6175400.0
2019-07-10,8807100.0
2019-05-07,7722300.0
2019-04-05,8679600.0
2019-03-04,10060300.0
2019-01-31,16662300.0
2019-09-12,10635000.0
2019-12-31,8673300.0
2020-03-19,34619600.0
2020-01-03,17457000.0
2020-06-09,19275200.0
2019-02-15,44932400.0
2019-01-14,33515100.0
2018-07-06,51708900.0
2018-08-07,22540100.0
2018-10-10,17152500.0
2018-12-13,17261600.0
2019-08-26,21193200.0
2019-07-25,16645300.0
2019-05-22,13074700.0
2019-03-19,12317100.0
2020-01-06,9194200.0
2020-03-25,8494200.0
2020-06-12,12255200.0
2019-10-22,9422400.0
2020-01-09,12128500.0
2020-06-15,7536600.0
2019-10-25,12535200.0
2020-03-31,10470600.0
2020-06-18,8735200.0
2019-04-03,9451100.0
2018-08-22,6474800.0
2018-10-25,7774200.0
2019-01-29,7324700.0
2018-12-28,20494100.0
2018-11-26,11344600.0
2019-08-09,16098900.0
2019-07-08,14270400.0
2019-06-06,13972900.0
2019-09-10,11117700.0
2020-01-15,6976900.0
2020-04-03,9712000.0
2019-10-31,7813600.0
2020-04-06,8347800.0
2020-06-24,6643600.0
2018-11-09,9233400.0
2019-07-23,9697700.0
2019-06-21,9741800.0
2019-05-20,6941800.0
2019-04-18,5976900.0
2018-09-06,5563800.0
2018-10-08,5090900.0
2019-02-13,3548000.0
2018-12-11,5198500.0
2019-09-25,3802100.0
2020-01-21,7343500.0
2020-04-09,9742200.0
2019-11-06,6663100.0
2020-01-24,4582700.0
2020-01-27,4229300.0
2020-04-15,6263400.0
2018-12-26,5327800.0
2019-08-07,7637100.0
2019-06-04,6233200.0
2018-09-21,7098200.0
2018-07-19,6906400.0
2018-08-20,9474500.0
2018-10-23,13565600.0
2019-05-03,25671000.0
2019-04-01,10300500.0
2019-02-28,7918500.0
2019-11-12,9392500.0
2020-01-30,7115400.0
2019-11-15,5415400.0
2020-04-21,9803000.0
2019-04-16,7171500.0
2019-03-15,6965600.0
2019-02-11,5798700.0
2019-01-10,4280800.0
2019-08-22,9204200.0
2018-11-07,8279600.0
2018-08-03,7222900.0
2018-09-04,7390000.0
2019-06-19,5076100.0
2019-09-23,12150000.0
2019-11-18,9134300.0
2020-02-05,5552900.0
2020-04-24,5978700.0
2019-03-29,6711100.0
2019-11-21,7621500.0
2020-04-27,5768800.0
2020-02-11,4699000.0
2020-04-30,6785800.0
2019-05-01,6405400.0
2019-02-26,6679700.0
2019-01-25,6155400.0
2018-12-24,6204700.0
2019-09-06,4629400.0
2018-07-17,7710000.0
2018-09-19,6839000.0
2019-08-05,5441900.0
2019-10-08,4574600.0
2019-12-11,7895500.0
2019-11-27,7299700.0
2020-02-14,8688600.0
2020-05-06,5328700.0
2019-01-08,6918600.0
2018-12-07,15179000.0
2019-08-20,5122000.0
2018-11-05,6682700.0
2019-07-19,4024700.0
2018-10-04,6379600.0
2019-06-17,7680700.0
2019-05-16,4349600.0
2018-08-01,4476200.0
2019-03-13,5206200.0
2019-12-03,3707600.0
2020-02-20,4361700.0
2019-12-06,4876700.0
2020-05-12,4791100.0
2019-12-09,8157700.0
2020-02-26,5514600.0
2020-05-15,3771800.0
2019-03-28,3774300.0
2018-09-17,3664200.0
2018-08-16,4354000.0
2018-10-19,5839700.0
2019-04-29,4750900.0
2019-01-23,4905000.0
2019-09-04,8712300.0
2018-11-20,10901800.0
2019-07-02,9745000.0
2019-05-31,10855100.0
2019-12-12,7171500.0
2020-05-18,7468500.0
2019-09-27,8935900.0
2020-03-03,10794000.0
2020-05-21,6292100.0
2019-05-14,5225600.0
2018-08-31,9156200.0
2018-07-30,6008900.0
2018-10-02,5767400.0
2019-04-12,5522700.0
2019-03-11,5831300.0
2019-02-07,4001800.0
2019-07-17,4001800.0
2019-09-19,7125400.0
2019-10-21,5194400.0
2019-12-18,18223400.0
2020-03-06,7232300.0
2019-10-03,6268700.0
2020-03-09,5891500.0
2020-05-27,6268900.0
2019-12-24,9988100.0
2020-03-12,11780000.0
2018-12-20,7034000.0
2019-08-01,9138700.0
2018-08-14,8427500.0
2018-07-13,9687300.0
2018-10-17,10921200.0
2019-05-29,6401800.0
2019-03-26,6471300.0
2019-02-22,6972100.0
