Dates,MSCI
2018-06-20,173.66000366210938
2018-06-21,172.63999938964844
2018-06-25,171.6300048828125
2018-06-22,171.41000366210938
2018-06-26,168.94000244140625
2018-06-27,167.0500030517578
2018-06-28,165.19000244140625
2018-06-29,167.07000732421875
2018-07-02,167.1699981689453
2018-07-03,168.47000122070312
2018-07-05,167.14999389648438
2018-07-16,167.16000366210938
2018-09-18,169.38999938964844
2019-01-24,170.25999450683594
2019-09-05,169.6699981689453
2018-11-21,170.3800048828125
2020-01-13,169.75999450683594
2020-04-01,171.41000366210938
2020-06-19,171.75999450683594
2019-10-29,172.25999450683594
2020-01-16,171.2100067138672
2020-06-22,172.0500030517578
2018-10-03,173.3300018310547
2018-07-31,175.1300048828125
2019-03-12,176.3300018310547
2019-02-08,176.8800048828125
2019-01-07,173.99000549316406
2018-12-06,173.25999450683594
2019-08-19,168.3300018310547
2019-07-18,168.8300018310547
2019-05-15,171.6999969482422
2019-09-20,171.6999969482422
2019-11-01,170.7899932861328
2020-04-07,173.6999969482422
2020-06-25,173.3000030517578
2020-06-16,173.64999389648438
2019-11-04,173.99000549316406
2020-01-22,174.80999755859375
2019-11-07,175.85000610351562
2020-04-13,175.0
2019-07-01,175.02999877929688
2019-05-30,173.7899932861328
2018-08-15,175.0800018310547
2018-10-18,175.5500030517578
2019-03-27,174.16000366210938
2019-01-22,174.49000549316406
2018-12-21,174.63999938964844
2019-09-03,175.72000122070312
2018-11-19,177.66000366210938
2019-08-02,179.39999389648438
2020-01-28,178.49000549316406
2020-04-16,180.3300018310547
2019-11-13,183.4499969482422
2020-01-31,184.22000122070312
2018-12-04,179.7899932861328
2018-11-02,180.63999938964844
2019-07-16,179.86000061035156
2018-08-30,178.02999877929688
2018-10-01,177.44000244140625
2019-06-14,180.60000610351562
2019-05-13,183.27999877929688
2019-04-11,184.0
2019-02-06,179.49000549316406
2019-09-18,178.91000366210938
2020-02-03,176.69000244140625
2020-04-22,178.47000122070312
2019-11-19,178.97999572753906
2020-02-06,180.07000732421875
2019-11-22,180.47999572753906
2019-03-25,180.4499969482422
2019-02-21,179.89999389648438
2018-12-19,180.52000427246094
2018-07-12,179.5
2018-09-14,179.02999877929688
2018-08-13,178.0
2018-10-16,173.80999755859375
2019-07-31,170.02000427246094
2019-05-28,168.94000244140625
2019-04-26,167.07000732421875
2020-04-28,158.61000061035156
2019-11-25,156.27999877929688
2020-02-12,154.0399932861328
2020-05-01,156.38999938964844
2020-05-04,157.72999572753906
2019-06-12,157.55999755859375
2019-04-09,157.17999267578125
2019-03-08,157.3800048828125
2019-02-04,155.58999633789062
2018-07-27,155.83999633789062
2018-08-28,151.50999450683594
2019-01-03,147.13999938964844
2019-08-15,146.0800018310547
2018-10-31,145.22999572753906
2019-09-16,152.77999877929688
2020-02-18,150.47000122070312
2020-05-07,148.64999389648438
2018-08-17,145.32000732421875
2019-12-04,147.8800048828125
2020-02-21,152.11000061035156
2018-12-17,152.7100067138672
2019-08-30,151.7100067138672
2018-11-15,150.32000732421875
2019-07-29,150.0500030517578
2019-06-27,149.88999938964844
2019-04-24,152.1199951171875
2018-07-10,153.8800048828125
2018-09-12,153.2899932861328
