Dates,MSCI
2020-05-19,155.38999938964844
2019-03-06,158.02999877929688
2018-11-30,153.8800048828125
2019-08-13,148.39999389648438
2019-07-12,148.1300048828125
2019-06-10,147.30999755859375
2019-05-09,151.1699981689453
2018-07-25,153.22000122070312
2018-09-27,152.22999572753906
2018-10-29,149.69000244140625
2019-10-16,143.4499969482422
2019-12-16,143.52999877929688
2020-03-04,141.49000549316406
2020-05-22,138.83999633789062
2019-10-01,136.74000549316406
2019-12-19,134.27999877929688
2018-09-10,134.57000732421875
2019-05-24,138.8800048828125
2018-08-09,144.61000061035156
2019-04-22,145.97000122070312
2019-03-21,144.69000244140625
2019-01-16,141.05999755859375
2019-08-28,142.49000549316406
2018-11-13,146.05999755859375
2018-10-12,146.8699951171875
2019-06-25,150.89999389648438
2020-03-10,150.36000061035156
2020-05-28,152.3699951171875
2019-10-07,152.97000122070312
2020-03-13,153.02000427246094
2019-10-10,158.10000610351562
2020-03-16,158.50999450683594
2020-06-03,161.6300048828125
2018-11-28,161.10000610351562
2018-09-25,160.9199981689453
2018-07-23,161.6199951171875
2018-08-24,162.5
2019-07-10,161.0
2019-05-07,160.02999877929688
2019-04-05,160.97000122070312
2019-03-04,161.42999267578125
2019-01-31,170.4499969482422
2019-09-12,170.5500030517578
2019-12-31,172.9499969482422
2020-03-19,170.94000244140625
2020-01-03,170.5500030517578
2020-06-09,169.39999389648438
2019-02-15,171.47999572753906
2019-01-14,169.2100067138672
2018-07-06,174.1999969482422
2018-08-07,172.97999572753906
2018-10-10,174.5399932861328
2018-12-13,174.0
2019-08-26,173.19000244140625
2019-07-25,173.0
2019-05-22,174.22999572753906
2019-03-19,177.50999450683594
2020-01-06,177.19000244140625
2020-03-25,178.10000610351562
2020-06-12,181.00999450683594
2019-10-22,186.94000244140625
2020-01-09,185.8699951171875
2020-06-15,186.75
2019-10-25,185.77999877929688
2020-03-31,181.6199951171875
2020-06-18,179.4499969482422
2019-04-03,182.63999938964844
2018-08-22,182.82000732421875
2018-10-25,184.69000244140625
2019-01-29,184.61000061035156
2018-12-28,185.4499969482422
2018-11-26,189.67999267578125
2019-08-09,190.74000549316406
2019-07-08,190.94000244140625
2019-06-06,191.10000610351562
2019-09-10,191.1699981689453
2020-01-15,189.92999267578125
2020-04-03,191.14999389648438
2019-10-31,191.72000122070312
2020-04-06,193.33999633789062
2020-06-24,196.80999755859375
2018-11-09,200.4499969482422
2019-07-23,201.7100067138672
2019-06-21,204.72999572753906
2019-05-20,204.63999938964844
2019-04-18,205.05999755859375
2018-09-06,206.9600067138672
2018-10-08,209.8000030517578
2019-02-13,212.16000366210938
2018-12-11,214.75
2019-09-25,216.75
2020-01-21,217.6300048828125
2020-04-09,217.8300018310547
2019-11-06,218.3000030517578
2020-01-24,217.50999450683594
2020-01-27,219.99000549316406
2020-04-15,222.16000366210938
2018-12-26,224.6199951171875
2019-08-07,221.11000061035156
2019-06-04,222.24000549316406
2018-09-21,223.4499969482422
2018-07-19,222.6300048828125
2018-08-20,222.72000122070312
2018-10-23,217.1199951171875
2019-05-03,220.58999633789062
2019-04-01,222.2899932861328
2019-02-28,220.0500030517578
2019-11-12,221.3800048828125
2020-01-30,219.13999938964844
2019-11-15,218.42999267578125
2020-04-21,209.8699951171875
2019-04-16,215.49000549316406
2019-03-15,218.27999877929688
2019-02-11,221.13999938964844
2019-01-10,223.02999877929688
2019-08-22,221.74000549316406
2018-11-07,223.97999572753906
2018-08-03,223.85000610351562
2018-09-04,216.67999267578125
2019-06-19,216.22000122070312
2019-09-23,218.88999938964844
2019-11-18,218.63999938964844
2020-02-05,221.22999572753906
2020-04-24,218.7100067138672
2019-03-29,215.1300048828125
2019-11-21,216.4199981689453
2020-04-27,225.9499969482422
2020-02-11,234.25999450683594
2020-04-30,238.8300018310547
2019-05-01,240.97000122070312
2019-02-26,233.19000244140625
2019-01-25,233.69000244140625
2018-12-24,231.1199951171875
2019-09-06,232.61000061035156
2018-07-17,231.91000366210938
2018-09-19,233.1300048828125
2019-08-05,231.41000366210938
2019-10-08,236.07000732421875
2019-12-11,232.24000549316406
2019-11-27,232.6300048828125
2020-02-14,230.50999450683594
2020-05-06,228.85000610351562
2019-01-08,231.1199951171875
2018-12-07,234.9600067138672
2019-08-20,239.32000732421875
2018-11-05,240.8000030517578
2019-07-19,243.1199951171875
2018-10-04,239.66000366210938
2019-06-17,233.1300048828125
2019-05-16,232.5800018310547
2018-08-01,237.61000061035156
2019-03-13,237.85000610351562
2019-12-03,239.3300018310547
2020-02-20,243.89999389648438
2019-12-06,240.9199981689453
2020-05-12,241.19000244140625
2019-12-09,241.1699981689453
2020-02-26,240.6199951171875
2020-05-15,238.72000122070312
2019-03-28,234.7100067138672
2018-09-17,229.80999755859375
2018-08-16,230.72999572753906
2018-10-19,232.94000244140625
2019-04-29,232.2899932861328
2019-01-23,226.6699981689453
2019-09-04,224.17999267578125
2018-11-20,224.08999633789062
2019-07-02,218.3000030517578
2019-05-31,206.82000732421875
2019-12-12,210.60000610351562
2020-05-18,209.1199951171875
2019-09-27,220.61000061035156
2020-03-03,220.32000732421875
2020-05-21,218.88999938964844
2019-05-14,218.67999267578125
2018-08-31,217.77000427246094
2018-07-30,218.3300018310547
2018-10-02,222.6300048828125
2019-04-12,229.35000610351562
2019-03-11,227.52000427246094
2019-02-07,231.91000366210938
2019-07-17,233.83999633789062
2019-09-19,231.9499969482422
2019-10-21,229.17999267578125
2019-12-18,228.85000610351562
2020-03-06,228.0800018310547
2019-10-03,232.3300018310547
2020-03-09,232.24000549316406
2020-05-27,230.8800048828125
2019-12-24,227.36000061035156
2020-03-12,230.69000244140625
2018-12-20,236.3300018310547
2019-08-01,235.10000610351562
2018-08-14,225.83999633789062
2018-07-13,221.72999572753906
2018-10-17,229.30999755859375
2019-05-29,225.72000122070312
2019-03-26,227.22999572753906
2019-02-22,230.33999633789062
2019-10-04,230.72999572753906
2019-11-05,232.3699951171875
2019-12-27,225.66000366210938
2020-06-02,224.05999755859375
2019-12-30,224.60000610351562
2020-03-18,222.57000732421875
2020-06-05,222.80999755859375
2019-07-15,213.07000732421875
2018-12-03,214.22000122070312
2019-06-13,216.14999389648438
2019-01-04,211.25
2018-08-29,210.33999633789062
2019-02-05,217.5399932861328
2018-11-01,219.52999877929688
2019-08-16,213.00999450683594
2019-04-10,217.27999877929688
2019-09-17,217.5800018310547
2019-10-15,225.0
2020-01-02,224.57000732421875
2020-06-08,225.72000122070312
2019-10-18,221.38999938964844
2020-03-24,226.07000732421875
2020-06-11,222.77000427246094
2020-01-08,222.5
2019-04-25,215.49000549316406
2019-07-30,214.1199951171875
2019-02-20,218.86000061035156
2018-07-11,221.27999877929688
2018-09-13,222.72000122070312
2018-10-15,224.47000122070312
2019-06-28,223.82000732421875
2018-12-18,231.3300018310547
2018-11-16,236.8300018310547
2019-10-02,243.5800018310547
2020-03-27,236.38999938964844
2020-01-10,238.52000427246094
2019-10-24,242.1199951171875
2020-03-30,243.85000610351562
2020-06-17,240.05999755859375
2020-01-14,244.2899932861328
2020-04-02,245.1300048828125
2019-01-02,244.83999633789062
2019-08-14,247.35000610351562
2018-10-30,248.97999572753906
2019-06-11,253.9600067138672
2019-05-10,253.7899932861328
2019-04-08,253.8000030517578
2018-08-27,255.2899932861328
2018-07-26,258.69000244140625
2018-09-28,259.0400085449219
2019-03-07,252.27000427246094
2019-10-30,256.79998779296875
2020-01-17,255.50999450683594
2020-06-23,251.5399932861328
2020-04-08,254.9199981689453
2020-06-26,258.010009765625
2019-03-22,261.8999938964844
2019-01-17,263.3599853515625
2019-08-29,260.510009765625
2018-11-14,260.1400146484375
2019-06-26,258.07000732421875
2018-09-11,256.57000732421875
2018-07-09,260.8800048828125
2018-08-10,258.45001220703125
2019-04-23,257.04998779296875
2019-09-30,256.9800109863281
2020-01-23,257.2200012207031
2019-11-08,258.2099914550781
2020-04-14,257.5400085449219
2019-11-11,259.6499938964844
2020-01-29,258.8299865722656
2020-04-17,255.92999267578125
2018-07-24,255.55999755859375
2018-09-26,259.739990234375
2019-05-08,259.2699890136719
2019-03-05,256.79998779296875
2019-02-01,260.739990234375
2018-12-31,263.0400085449219
2018-11-29,266.2699890136719
2019-08-12,264.0799865722656
2019-07-11,265.9700012207031
2019-09-13,266.32000732421875
2019-11-14,266.5400085449219
2020-04-20,270.69000244140625
2020-02-04,276.3699951171875
2020-04-23,276.3800048828125
2018-12-14,278.2900085449219
2019-08-27,276.2099914550781
2018-08-08,274.2300109863281
2018-10-11,269.29998779296875
2018-11-12,273.9599914550781
2019-07-26,278.5
2019-06-24,279.0
2019-05-23,285.1199951171875
2019-03-20,287.20001220703125
2019-01-15,296.3999938964844
2019-11-20,292.0400085449219
2020-02-07,293.7099914550781
2020-02-10,293.8599853515625
2020-04-29,296.79998779296875
2019-11-26,301.04998779296875
2020-02-13,304.20001220703125
2019-01-30,306.8900146484375
2018-08-23,313.5899963378906
2018-09-24,320.7900085449219
2018-11-27,328.0
2018-10-26,319.3999938964844
2019-07-09,303.5199890136719
2019-06-07,292.5799865722656
2019-05-06,297.07000732421875
2019-04-04,295.510009765625
2019-09-11,295.6099853515625
2019-11-29,283.0
2020-05-05,297.260009765625
2019-12-02,304.010009765625
2020-02-19,312.0
2020-05-08,297.6700134277344
2019-05-21,276.75
2019-03-18,257.6600036621094
2018-09-07,258.57000732421875
2018-08-06,257.1499938964844
2018-10-09,232.00999450683594
2019-02-14,260.6000061035156
2018-12-12,245.2899932861328
2019-07-24,249.6999969482422
2019-09-26,218.64999389648438
2019-10-28,220.0500030517578
2019-12-05,239.0
2020-05-11,221.82000732421875
2019-07-03,240.17999267578125
2020-02-25,257.07000732421875
2020-05-14,266.1099853515625
2020-02-28,274.0799865722656
2019-08-08,275.3599853515625
2019-06-05,287.42999267578125
2018-07-20,265.8999938964844
2018-08-21,265.2900085449219
2018-10-24,270.0199890136719
2019-04-02,280.07000732421875
2019-03-01,286.0799865722656
2019-01-28,286.04998779296875
2018-12-27,298.79998779296875
2019-09-09,304.0199890136719
2020-03-02,312.6700134277344
2020-05-20,300.32000732421875
2019-12-17,306.19000244140625
2020-03-05,314.010009765625
2019-02-12,310.0199890136719
2019-01-11,308.4700012207031
2018-12-10,314.5400085449219
2019-08-23,315.6600036621094
2018-11-08,312.4800109863281
2019-07-22,327.3599853515625
2019-06-20,311.1400146484375
2018-09-05,321.9700012207031
2019-04-17,323.1499938964844
2019-09-24,316.29998779296875
2019-12-20,314.260009765625
2020-05-26,324.0799865722656
2019-04-30,328.2900085449219
2019-12-23,334.1000061035156
2020-03-11,332.0
2020-05-29,329.4599914550781
2019-12-26,345.260009765625
2020-06-01,331.19000244140625
2019-05-02,331.67999267578125
2019-02-27,339.0799865722656
2018-11-23,346.7099914550781
2019-08-06,337.4700012207031
2018-07-18,340.04998779296875
2018-09-20,331.82000732421875
2018-10-22,331.0199890136719
2019-07-05,325.04998779296875
2019-06-03,311.0799865722656
2019-10-09,313.6199951171875
2019-10-11,322.8399963378906
2020-03-17,326.45001220703125
2020-06-04,323.4800109863281
2019-10-14,313.8800048828125
2020-03-20,307.3999938964844
2018-11-06,301.010009765625
2019-06-18,320.760009765625
2019-05-17,326.8900146484375
2019-04-15,326.3800048828125
2019-03-14,299.0899963378906
2019-01-09,310.1000061035156
2018-08-02,312.239990234375
2018-10-05,315.3800048828125
2019-08-21,322.57000732421875
2019-10-17,324.07000732421875
2020-03-23,329.5899963378906
2020-06-10,330.3299865722656
2019-02-25,334.30999755859375
2020-01-07,324.75
2020-03-26,326.8699951171875
2019-10-23,330.1099853515625
