Dates,MSCI
2018-06-20,171.7100067138672
2018-06-21,170.75999450683594
2018-06-25,170.6300048828125
2018-06-22,168.55999755859375
2018-06-26,166.3300018310547
2018-06-27,163.5500030517578
2018-06-28,164.61000061035156
2018-06-29,165.42999267578125
2018-07-02,167.13999938964844
2018-07-03,165.72999572753906
2018-07-05,164.91000366210938
2018-07-16,166.61000061035156
2018-09-18,168.63999938964844
2019-01-24,168.72999572753906
2019-09-05,169.27999877929688
2018-11-21,169.25999450683594
2020-01-13,169.5800018310547
2020-04-01,170.5800018310547
2020-06-19,170.74000549316406
2019-10-29,171.52999877929688
2020-01-16,170.69000244140625
2020-06-22,170.97999572753906
2018-10-03,173.2899932861328
2018-07-31,172.5800018310547
2019-03-12,176.25
2019-02-08,173.77000427246094
2019-01-07,171.57000732421875
2018-12-06,167.5
2019-08-19,166.19000244140625
2019-07-18,163.0
2019-05-15,170.2899932861328
2019-09-20,166.82000732421875
2019-11-01,170.1699981689453
2020-04-07,172.86000061035156
2020-06-25,172.69000244140625
2020-06-16,173.1699981689453
2019-11-04,173.1300048828125
2020-01-22,172.60000610351562
2019-11-07,175.44000244140625
2020-04-13,173.61000061035156
2019-07-01,173.9199981689453
2019-05-30,173.27999877929688
2018-08-15,174.1699981689453
2018-10-18,173.5399932861328
2019-03-27,173.13999938964844
2019-01-22,173.08999633789062
2018-12-21,174.02000427246094
2019-09-03,174.94000244140625
2018-11-19,177.16000366210938
2019-08-02,178.07000732421875
2020-01-28,177.64999389648438
2020-04-16,180.25999450683594
2019-11-13,182.22999572753906
2020-01-31,178.52000427246094
2018-12-04,179.24000549316406
2018-11-02,179.17999267578125
2019-07-16,178.11000061035156
2018-08-30,177.4600067138672
2018-10-01,176.52999877929688
2019-06-14,180.5399932861328
2019-05-13,182.17999267578125
2019-04-11,177.94000244140625
2019-02-06,178.22000122070312
2019-09-18,174.52999877929688
2020-02-03,176.32000732421875
2020-04-22,176.2899932861328
2019-11-19,178.0399932861328
2020-02-06,178.89999389648438
2019-11-22,178.77000427246094
2019-03-25,178.6300048828125
2019-02-21,177.41000366210938
2018-12-19,179.8000030517578
2018-07-12,176.9600067138672
2018-09-14,177.27999877929688
