Dates,MSCI
2018-06-20,172.63999938964844
2018-06-21,172.32000732421875
2018-06-25,171.52999877929688
2018-06-22,171.11000061035156
2018-06-26,168.38999938964844
2018-06-27,166.61000061035156
2018-06-28,163.3699951171875
2018-06-29,165.4199981689453
2018-07-02,164.89999389648438
2018-07-03,167.97999572753906
2018-07-05,165.99000549316406
2018-07-16,164.72999572753906
2018-09-18,167.41000366210938
2019-01-24,168.9499969482422
2019-09-05,167.99000549316406
2018-11-21,170.2100067138672
2020-01-13,169.10000610351562
2020-04-01,169.55999755859375
2020-06-19,170.2100067138672
2019-10-29,170.9600067138672
2020-01-16,170.69000244140625
2020-06-22,170.52000427246094
2018-10-03,171.16000366210938
2018-07-31,173.39999389648438
2019-03-12,173.0
2019-02-08,176.3000030517578
2019-01-07,173.99000549316406
2018-12-06,171.75
2019-08-19,167.8800048828125
2019-07-18,166.25
2019-05-15,164.0
2019-09-20,171.67999267578125
2019-11-01,166.92999267578125
2020-04-07,171.5800018310547
2020-06-25,172.17999267578125
2020-06-16,173.02999877929688
2019-11-04,172.1699981689453
2020-01-22,172.4600067138672
2019-11-07,173.67999267578125
2020-04-13,174.64999389648438
2019-07-01,173.8000030517578
2019-05-30,173.75999450683594
2018-08-15,173.75
2018-10-18,174.05999755859375
2019-03-27,172.88999938964844
2019-01-22,173.6199951171875
2018-12-21,173.9199981689453
2019-09-03,175.0
2018-11-19,175.1699981689453
2019-08-02,177.44000244140625
2020-01-28,177.75999450683594
2020-04-16,177.42999267578125
2019-11-13,182.27999877929688
2020-01-31,183.0
2018-12-04,178.22999572753906
2018-11-02,179.0
2019-07-16,179.86000061035156
2018-08-30,177.5500030517578
2018-10-01,177.44000244140625
2019-06-14,177.0500030517578
2019-05-13,181.0800018310547
2019-04-11,182.6300048828125
2019-02-06,177.6300048828125
2019-09-18,178.22000122070312
2020-02-03,175.2899932861328
2020-04-22,177.3699951171875
2019-11-19,175.3000030517578
2020-02-06,178.19000244140625
2019-11-22,179.25
2019-03-25,178.97999572753906
2019-02-21,178.10000610351562
2018-12-19,178.44000244140625
2018-07-12,179.5
2018-09-14,177.57000732421875
2018-08-13,176.63999938964844
2018-10-16,172.24000549316406
2019-07-31,169.82000732421875
2019-05-28,167.1699981689453
2019-04-26,167.07000732421875
2020-04-28,155.6999969482422
2019-11-25,154.4499969482422
2020-02-12,153.88999938964844
2020-05-01,153.41000366210938
2020-05-04,156.08999633789062
2019-06-12,156.80999755859375
2019-04-09,154.75999450683594
2019-03-08,154.47999572753906
2019-02-04,153.1199951171875
2018-07-27,155.0
2018-08-28,149.49000549316406
2019-01-03,146.67999267578125
2019-08-15,144.72000122070312
2018-10-31,142.8300018310547
2019-09-16,146.8300018310547
2020-02-18,146.6199951171875
2020-05-07,147.47000122070312
2018-08-17,144.57000732421875
2019-12-04,144.9600067138672
2020-02-21,148.9499969482422
2018-12-17,151.72000122070312
2019-08-30,151.0399932861328
2018-11-15,149.4600067138672
2019-07-29,148.07000732421875
2019-06-27,148.8699951171875
2019-04-24,146.75
2018-07-10,150.72000122070312
2018-09-12,152.85000610351562
2019-02-19,142.77999877929688
2019-01-18,145.8300018310547
2020-02-24,145.27000427246094
2020-05-13,151.6999969482422
2019-12-10,151.74000549316406
2020-02-27,153.3300018310547
2019-12-13,158.4499969482422
2020-05-19,156.5399932861328
2019-03-06,159.8699951171875
2018-11-30,161.32000732421875
2019-08-13,150.8000030517578
2019-07-12,153.0
2019-06-10,149.1999969482422
2019-05-09,152.52999877929688
2018-07-25,153.89999389648438
2018-09-27,154.14999389648438
2018-10-29,151.39999389648438
2019-10-16,149.72999572753906
2019-12-16,145.13999938964844
2020-03-04,144.5399932861328
2020-05-22,141.74000549316406
2019-10-01,141.32000732421875
2019-12-19,136.27000427246094
2018-09-10,135.63999938964844
2019-05-24,139.83999633789062
2018-08-09,146.35000610351562
2019-04-22,146.5
2019-03-21,144.69000244140625
2019-01-16,145.9499969482422
2019-08-28,143.5
2018-11-13,146.1300048828125
2018-10-12,148.32000732421875
2019-06-25,150.9499969482422
2020-03-10,151.3699951171875
2020-05-28,153.02999877929688
2019-10-07,153.5399932861328
2020-03-13,153.47000122070312
2019-10-10,158.10000610351562
2020-03-16,159.0399932861328
2020-06-03,161.72999572753906
2018-11-28,164.67999267578125
2018-09-25,163.50999450683594
2018-07-23,162.6199951171875
2018-08-24,163.38999938964844
2019-07-10,162.6699981689453
2019-05-07,161.77000427246094
2019-04-05,161.6699981689453
2019-03-04,161.42999267578125
2019-01-31,170.97999572753906
2019-09-12,172.85000610351562
2019-12-31,173.8699951171875
2020-03-19,174.08999633789062
2020-01-03,170.69000244140625
