Dates,AVY
2019-04-25,118.62999725341797
2019-07-30,121.9800033569336
2019-02-20,124.66000366210938
2018-07-11,126.33999633789062
2018-09-13,127.22000122070312
2018-10-15,127.26000213623047
2019-06-28,128.60000610351562
2018-12-18,129.02000427246094
2018-11-16,128.91000366210938
2019-10-02,130.0
2020-03-27,131.10000610351562
2020-01-10,133.0
2019-10-24,132.19000244140625
2020-03-30,132.66000366210938
2020-06-17,132.8000030517578
2020-01-14,133.4600067138672
2020-04-02,133.69000244140625
2019-01-02,131.67999267578125
2019-08-14,132.35000610351562
2018-10-30,131.85000610351562
2019-06-11,131.44000244140625
2019-05-10,131.3800048828125
2019-04-08,132.10000610351562
2018-08-27,131.69000244140625
2018-07-26,129.32000732421875
2018-09-28,129.02999877929688
2019-03-07,131.05999755859375
2019-10-30,130.7100067138672
2020-01-17,130.83999633789062
2020-06-23,127.04000091552734
2020-04-08,129.08999633789062
2020-06-26,129.0500030517578
2019-03-22,131.00999450683594
2019-01-17,130.13999938964844
2019-08-29,129.83999633789062
2018-11-14,129.85000610351562
2019-06-26,129.8000030517578
2018-09-11,130.0800018310547
2018-07-09,131.0
2018-08-10,130.82000732421875
2019-04-23,130.3800048828125
2019-09-30,130.64999389648438
2020-01-23,132.2899932861328
2019-11-08,132.10000610351562
2020-04-14,133.05999755859375
2019-11-11,133.22999572753906
2020-01-29,133.4600067138672
2020-04-17,131.60000610351562
2018-07-24,130.7899932861328
2018-09-26,131.52999877929688
2019-05-08,127.62999725341797
2019-03-05,128.38999938964844
2019-02-01,126.3499984741211
2018-12-31,126.69999694824219
2018-11-29,127.41999816894531
2019-08-12,129.10000610351562
2019-07-11,128.72999572753906
2019-09-13,131.0
2019-11-14,131.5
2020-04-20,132.6300048828125
2020-02-04,134.19000244140625
2020-04-23,133.1199951171875
2018-12-14,131.27000427246094
2019-08-27,129.83999633789062
2018-08-08,130.72000122070312
2018-10-11,127.11000061035156
2018-11-12,127.76000213623047
2019-07-26,130.82000732421875
2019-06-24,135.25999450683594
2019-05-23,135.02000427246094
2019-03-20,132.0500030517578
2019-01-15,135.30999755859375
2019-11-20,138.36000061035156
2020-02-07,140.63999938964844
2020-02-10,137.83999633789062
2020-04-29,135.49000549316406
2019-11-26,137.16000366210938
2020-02-13,138.05999755859375
2019-01-30,139.3000030517578
2018-08-23,138.00999450683594
2018-09-24,137.75
2018-11-27,136.16000366210938
2018-10-26,136.1300048828125
2019-07-09,135.9499969482422
2019-06-07,129.99000549316406
2019-05-06,127.87000274658203
2019-04-04,122.6500015258789
2019-09-11,117.0999984741211
2019-11-29,111.51000213623047
2020-05-05,114.7300033569336
2019-12-02,119.19000244140625
2020-02-19,119.75
2020-05-08,117.16000366210938
2019-05-21,115.43000030517578
2019-03-18,114.0199966430664
2018-09-07,118.83000183105469
2018-08-06,116.7300033569336
2018-10-09,104.41999816894531
2019-02-14,109.43000030517578
2018-12-12,93.5
2019-07-24,99.33999633789062
2019-09-26,97.73999786376953
2019-10-28,104.44999694824219
2019-12-05,103.41000366210938
2020-05-11,89.5999984741211
2019-07-03,82.47000122070312
2020-02-25,96.2699966430664
2020-05-14,98.72000122070312
2020-02-28,98.3499984741211
2019-08-08,100.97000122070312
2019-06-05,102.95999908447266
2018-07-20,98.0199966430664
2018-08-21,94.98999786376953
2018-10-24,94.80000305175781
2019-04-02,98.95999908447266
2019-03-01,103.5
2019-01-28,105.55999755859375
2018-12-27,110.94000244140625
2019-09-09,114.1500015258789
2020-03-02,111.0
2020-05-20,106.81999969482422
2019-12-17,107.66000366210938
2020-03-05,107.23999786376953
2019-02-12,107.8499984741211
2019-01-11,102.76000213623047
2018-12-10,104.45999908447266
2019-08-23,106.5
2018-11-08,108.04000091552734
2019-07-22,108.97000122070312
2019-06-20,116.37999725341797
2018-09-05,116.37000274658203
2019-04-17,111.0199966430664
2019-09-24,108.4000015258789
2019-12-20,107.6500015258789
2020-05-26,107.56999969482422
2019-04-30,107.0999984741211
2019-12-23,107.02999877929688
2020-03-11,106.3499984741211
2020-05-29,108.16000366210938
2019-12-26,109.18000030517578
2020-06-01,103.36000061035156
2019-05-02,101.2300033569336
2019-02-27,101.18000030517578
2018-11-23,104.27999877929688
2019-08-06,103.79000091552734
2018-07-18,103.9000015258789
2018-09-20,105.0199966430664
2018-10-22,105.80000305175781
2019-07-05,109.38999938964844
2019-06-03,113.5199966430664
2019-10-09,114.58999633789062
2019-10-11,111.66999816894531
2020-03-17,111.30000305175781
2020-06-04,112.58999633789062
2019-10-14,117.25
2020-03-20,118.45999908447266
2018-11-06,122.69999694824219
2019-06-18,122.94999694824219
2019-05-17,123.29000091552734
2019-04-15,122.3499984741211
2019-03-14,118.91000366210938
2019-01-09,115.9800033569336
2018-08-02,110.37999725341797
2018-10-05,119.75
2019-08-21,116.66000366210938
2019-10-17,115.69000244140625
2020-03-23,118.61000061035156
2020-06-10,113.45999908447266
2019-02-25,115.12000274658203
2020-01-07,114.37999725341797
2020-03-26,112.05999755859375
2019-10-23,111.12999725341797
