Dates,AVY
2018-11-14,129.80999755859375
2019-06-26,129.6199951171875
2018-09-11,129.99000549316406
2018-07-09,130.80999755859375
2018-08-10,130.66000366210938
2019-04-23,130.19000244140625
2019-09-30,131.9499969482422
2020-01-23,131.9199981689453
2019-11-08,132.8699951171875
2020-04-14,133.22000122070312
2019-11-11,133.0800018310547
2020-01-29,131.61000061035156
2020-04-17,130.97999572753906
2018-07-24,130.82000732421875
2018-09-26,129.30999755859375
2019-05-08,128.50999450683594
2019-03-05,126.88999938964844
2019-02-01,126.61000061035156
2018-12-31,126.98999786376953
2018-11-29,128.72999572753906
2019-08-12,128.50999450683594
2019-07-11,130.9499969482422
2019-09-13,131.52999877929688
2019-11-14,131.9600067138672
2020-04-20,133.9499969482422
2020-02-04,134.72000122070312
2020-04-23,130.52000427246094
2018-12-14,130.22999572753906
2019-08-27,130.82000732421875
2018-08-08,129.67999267578125
2018-10-11,127.83999633789062
2018-11-12,129.2100067138672
2019-07-26,136.22999572753906
2019-06-24,136.11000061035156
2019-05-23,131.24000549316406
2019-03-20,133.97999572753906
2019-01-15,136.85000610351562
2019-11-20,140.11000061035156
2020-02-07,138.88999938964844
2020-02-10,136.24000549316406
2020-04-29,136.63999938964844
2019-11-26,137.6199951171875
2020-02-13,139.8300018310547
2019-01-30,138.16000366210938
2018-08-23,138.1300048828125
2018-09-24,135.97999572753906
2018-11-27,136.77000427246094
2018-10-26,136.77000427246094
2019-07-09,133.9499969482422
2019-06-07,127.43000030517578
2019-05-06,121.5199966430664
2019-04-04,119.83999633789062
2019-09-11,115.08999633789062
2019-11-29,114.48999786376953
2020-05-05,120.01000213623047
2019-12-02,117.95999908447266
2020-02-19,121.76000213623047
2020-05-08,119.12000274658203
2019-05-21,120.81999969482422
2019-03-18,115.45999908447266
2018-09-07,120.36000061035156
2018-08-06,110.94000244140625
2018-10-09,104.22000122070312
2019-02-14,106.08000183105469
2018-12-12,97.01000213623047
2019-07-24,106.70999908447266
2019-09-26,105.45999908447266
2019-10-28,103.05000305175781
2019-12-05,90.80000305175781
2020-05-11,78.75
2019-07-03,96.76000213623047
2020-02-25,97.76000213623047
2020-05-14,101.98999786376953
2020-02-28,100.30999755859375
2019-08-08,104.7699966430664
2019-06-05,101.87000274658203
2018-07-20,95.93000030517578
2018-08-21,95.9000015258789
2018-10-24,93.61000061035156
2019-04-02,100.41999816894531
2019-03-01,104.16000366210938
2019-01-28,110.20999908447266
2018-12-27,115.02999877929688
2019-09-09,108.77999877929688
2020-03-02,110.52999877929688
2020-05-20,106.9800033569336
2019-12-17,104.68000030517578
2020-03-05,109.36000061035156
2019-02-12,104.9000015258789
2019-01-11,103.26000213623047
2018-12-10,105.37000274658203
2019-08-23,106.7300033569336
2018-11-08,108.54000091552734
2019-07-22,114.0
2019-06-20,114.68000030517578
2018-09-05,114.16000366210938
2019-04-17,110.38999938964844
2019-09-24,108.06999969482422
2019-12-20,106.91999816894531
2020-05-26,106.48999786376953
2019-04-30,105.75
2019-12-23,104.31999969482422
2020-03-11,109.26000213623047
2020-05-29,108.80999755859375
2019-12-26,104.45999908447266
2020-06-01,102.26000213623047
2019-05-02,102.22000122070312
2019-02-27,100.4800033569336
2018-11-23,104.48999786376953
2019-08-06,102.80999755859375
2018-07-18,105.75
2018-09-20,105.91000366210938
2018-10-22,106.44999694824219
2019-07-05,111.44999694824219
2019-06-03,113.41999816894531
2019-10-09,112.19000244140625
2019-10-11,110.66999816894531
2020-03-17,112.97000122070312
2020-06-04,115.56999969482422
2019-10-14,119.75
2020-03-20,118.73999786376953
2018-11-06,123.31999969482422
2019-06-18,124.61000061035156
2019-05-17,122.41999816894531
2019-04-15,121.45999908447266
2019-03-14,112.01000213623047
2019-01-09,113.5
2018-08-02,115.5199966430664
2018-10-05,116.3499984741211
2019-08-21,115.75
