Dates,GOOG
2018-06-20,1169.8399658203125
2018-06-21,1157.6600341796875
2018-06-25,1155.47998046875
2018-06-22,1124.81005859375
2018-06-26,1118.4599609375
2018-06-27,1103.97998046875
2018-06-28,1114.219970703125
2018-06-29,1115.6500244140625
2018-07-02,1127.4599609375
2018-07-03,1102.8900146484375
2018-07-05,1124.27001953125
2018-07-16,1140.1700439453125
2018-09-18,1154.050048828125
2019-01-24,1152.8399658203125
2019-09-05,1153.9000244140625
2018-11-21,1183.47998046875
2020-01-13,1188.8199462890625
2020-04-01,1183.8599853515625
2020-06-19,1198.800048828125
2019-10-29,1195.8800048828125
2020-01-16,1186.9599609375
2020-06-22,1184.9100341796875
2018-10-03,1205.5
2018-07-31,1248.0799560546875
2019-03-12,1263.699951171875
2019-02-08,1268.3299560546875
2019-01-07,1238.5
2018-12-06,1219.739990234375
2019-08-19,1217.260009765625
2019-07-18,1220.010009765625
2019-05-15,1226.1500244140625
2019-09-20,1223.7099609375
2019-11-01,1224.77001953125
2020-04-07,1242.219970703125
2020-06-25,1245.6099853515625
2020-06-16,1249.0999755859375
2019-11-04,1237.6099853515625
2020-01-22,1235.010009765625
2019-11-07,1242.0999755859375
2020-04-13,1214.3800048828125
2019-07-01,1206.489990234375
2019-05-30,1200.9599609375
2018-08-15,1207.77001953125
2018-10-18,1201.6199951171875
2019-03-27,1207.3299560546875
2019-01-22,1205.3800048828125
2018-12-21,1220.6500244140625
2019-09-03,1241.8199462890625
2018-11-19,1231.1500244140625
2019-08-02,1249.300048828125
2020-01-28,1239.1199951171875
2020-04-16,1218.18994140625
2019-11-13,1197.0
2020-01-31,1186.47998046875
2018-12-04,1171.43994140625
2018-11-02,1164.8299560546875
2019-07-16,1164.6400146484375
2018-08-30,1177.3599853515625
2018-10-01,1162.8199462890625
2019-06-14,1175.3299560546875
2019-05-13,1172.530029296875
2019-04-11,1156.050048828125
2019-02-06,1161.219970703125
2019-09-18,1171.0899658203125
2020-02-03,1186.8699951171875
2020-04-22,1166.0899658203125
2019-11-19,1173.3699951171875
2020-02-06,1184.6500244140625
2019-11-22,1180.489990234375
2019-03-25,1194.6400146484375
2019-02-21,1193.469970703125
2018-12-19,1195.31005859375
2018-07-12,1200.1099853515625
2018-09-14,1202.949951171875
2018-08-13,1168.18994140625
2018-10-16,1157.3499755859375
2019-07-31,1148.969970703125
2019-05-28,1138.8199462890625
2019-04-26,1081.219970703125
2020-04-28,1079.3199462890625
2019-11-25,1110.0799560546875
2020-02-12,1092.25
2020-05-01,1121.280029296875
2020-05-04,1115.68994140625
2019-06-12,1087.969970703125
2019-04-09,1096.4599609375
2019-03-08,1101.1600341796875
2019-02-04,1103.68994140625
2018-07-27,1050.7099609375
2018-08-28,1095.5699462890625
2019-01-03,1071.469970703125
2019-08-15,1020.0800170898438
2018-10-31,1036.2099609375
2019-09-16,1076.77001953125
2020-02-18,1070.0
2020-05-07,1057.7900390625
2018-08-17,1040.0899658203125
2019-12-04,1055.81005859375
2020-02-21,1093.3900146484375
2018-12-17,1082.4000244140625
2019-08-30,1066.1500244140625
2018-11-15,1038.6300048828125
2019-07-29,1036.050048828125
2019-06-27,1043.6600341796875
2019-04-24,1064.7099609375
2018-07-10,1061.489990234375
2018-09-12,1020.0
2019-02-19,1025.760009765625
2019-01-18,1037.6099853515625
2020-02-24,1023.8800048828125
2020-05-13,1048.6199951171875
2019-12-10,1044.4100341796875
2020-02-27,1086.22998046875
2019-12-13,1088.300048828125
2020-05-19,1094.4300537109375
2019-03-06,1106.4300537109375
2018-11-30,1050.8199462890625
2019-08-13,1068.72998046875
2019-07-12,1036.5799560546875
2019-06-10,1039.550048828125
2019-05-09,1051.75
2018-07-25,1063.6800537109375
2018-09-27,1061.9000244140625
2018-10-29,1042.0999755859375
2019-10-16,1016.530029296875
2019-12-16,1028.7099609375
2020-03-04,1023.010009765625
2020-05-22,1009.4099731445312
2019-10-01,979.5399780273438
2019-12-19,976.219970703125
2018-09-10,1039.4599609375
2019-05-24,1043.8800048828125
2018-08-09,1037.0799560546875
2019-04-22,1035.6099853515625
2019-03-21,1045.8499755859375
2019-01-16,1016.0599975585938
2019-08-28,1070.7099609375
2018-11-13,1068.3900146484375
2018-10-12,1076.280029296875
2019-06-25,1074.6600341796875
2020-03-10,1070.3299560546875
2020-05-28,1057.18994140625
2019-10-07,1044.68994140625
2020-03-13,1077.1500244140625
2019-10-10,1080.969970703125
2020-03-16,1089.9000244140625
2020-06-03,1098.260009765625
2018-11-28,1070.52001953125
2018-09-25,1075.5699462890625
2018-07-23,1073.9000244140625
2018-08-24,1090.989990234375
2019-07-10,1070.0799560546875
2019-05-07,1060.6199951171875
2019-04-05,1089.06005859375
2019-03-04,1116.3699951171875
2019-01-31,1110.75
2019-09-12,1132.800048828125
2019-12-31,1145.989990234375
2020-03-19,1115.22998046875
2020-01-03,1098.7099609375
