Dates,GOOG
2018-07-06,1049800.0
2018-08-07,947600.0
2018-10-10,1449800.0
2018-12-13,1046400.0
2019-08-26,1087800.0
2019-07-25,1415100.0
2019-05-22,1049500.0
2019-03-19,1413100.0
2020-01-06,1471300.0
2020-03-25,968400.0
2020-06-12,1542500.0
2019-10-22,1450300.0
2020-01-09,1446000.0
2020-06-15,1443200.0
2019-10-25,1099300.0
2020-03-31,1166600.0
2020-06-18,1212400.0
2019-04-03,1719200.0
2018-08-22,2013100.0
2018-10-25,1435900.0
2019-01-29,1172800.0
2018-12-28,2461800.0
2018-11-26,1292600.0
2019-08-09,1520700.0
2019-07-08,2227400.0
2019-06-06,1204000.0
2019-09-10,1714200.0
2020-01-15,1496800.0
2020-04-03,1901200.0
2019-10-31,1400200.0
2020-04-06,1012400.0
2020-06-24,1269900.0
2018-11-09,1252500.0
2019-07-23,827900.0
2019-06-21,1017800.0
2019-05-20,950000.0
2019-04-18,907200.0
2018-09-06,860200.0
2018-10-08,876400.0
2019-02-13,724600.0
2018-12-11,710200.0
2019-09-25,933400.0
2020-01-21,1187400.0
2020-04-09,856300.0
2019-11-06,1221900.0
2020-01-24,1331800.0
2020-01-27,807300.0
2020-04-15,1319900.0
2018-12-26,1018800.0
2019-08-07,1107300.0
2019-06-04,1241400.0
2018-09-21,2499400.0
2018-07-19,6207000.0
2018-08-20,2639200.0
2018-10-23,1944800.0
2019-05-03,1980700.0
2019-04-01,1563900.0
2019-02-28,1551400.0
2019-11-12,1309300.0
2020-01-30,1185700.0
2019-11-15,1314500.0
2020-04-21,1860600.0
2019-04-16,1836600.0
2019-03-15,2289300.0
2019-02-11,1531400.0
2019-01-10,1208600.0
2019-08-22,1353300.0
2018-11-07,1159800.0
2018-08-03,914500.0
2018-09-04,1198900.0
2019-06-19,1112000.0
2019-09-23,1365000.0
2019-11-18,1538200.0
2020-02-05,951900.0
2020-04-24,1507800.0
2019-03-29,5130600.0
2019-11-21,2833500.0
2020-04-27,2168400.0
2020-02-11,1703200.0
2020-04-30,1802400.0
2019-05-01,1464200.0
2019-02-26,1436700.0
2019-01-25,1061000.0
2018-12-24,1057700.0
2019-09-06,1111500.0
2018-07-17,941600.0
2018-09-19,1386700.0
2019-08-05,1338800.0
2019-10-08,1262000.0
2019-12-11,1947600.0
2019-11-27,1395600.0
2020-02-14,1546900.0
2020-05-06,1810900.0
2019-01-08,1004300.0
2018-12-07,1693200.0
2019-08-20,1436300.0
2018-11-05,991600.0
2019-07-19,767000.0
2018-10-04,1264300.0
2019-06-17,1236400.0
2019-05-16,1330400.0
2018-08-01,1209500.0
2019-03-13,1195500.0
2019-12-03,864000.0
2020-02-20,903800.0
2019-12-06,1238800.0
2020-05-12,1170000.0
2019-12-09,1291300.0
2020-02-26,1647200.0
2020-05-15,1301500.0
2019-03-28,1093700.0
2018-09-17,1589800.0
2018-08-16,2209800.0
2018-10-19,4805800.0
2019-04-29,2223700.0
2019-01-23,1453300.0
2019-09-04,1725500.0
2018-11-20,1698500.0
2019-07-02,1645100.0
2019-05-31,2597500.0
2019-12-12,1709400.0
2020-05-18,1444300.0
2019-09-27,1468000.0
2020-03-03,1065700.0
2020-05-21,1003000.0
2019-05-14,1294400.0
2018-08-31,1578700.0
2018-07-30,1218700.0
2018-10-02,1313300.0
2019-04-12,1231600.0
2019-03-11,915500.0
2019-02-07,740700.0
2019-07-17,947500.0
2019-09-19,1687000.0
2019-10-21,1226100.0
2019-12-18,1077200.0
2020-03-06,802000.0
2019-10-03,1088400.0
2020-03-09,1129800.0
2020-05-27,1479900.0
2019-12-24,1068900.0
2020-03-12,1408100.0
2018-12-20,1072100.0
2019-08-01,1471900.0
2018-08-14,1260100.0
2018-07-13,1307000.0
2018-10-17,1725900.0
2019-05-29,1301400.0
2019-03-26,1053300.0
2019-02-22,955100.0
2019-10-04,1135100.0
2019-11-05,996000.0
2019-12-27,2270000.0
2020-06-02,1062400.0
2019-12-30,1583200.0
2020-03-18,1453000.0
2020-06-05,1538000.0
2019-07-15,1353900.0
2018-12-03,1404100.0
2019-06-13,1273500.0
2019-01-04,1615100.0
2018-08-29,1621200.0
2019-02-05,1162400.0
2018-11-01,842900.0
2019-08-16,1039300.0
2019-04-10,867700.0
2019-09-17,846600.0
2019-10-15,1272700.0
2020-01-02,867500.0
2020-06-08,1381700.0
2019-10-18,1094600.0
2020-03-24,952400.0
2020-06-11,1352800.0
2020-01-08,1027200.0
2019-04-25,1023800.0
2019-07-30,911500.0
2019-02-20,1028100.0
2018-07-11,1213100.0
2018-09-13,2613200.0
2018-10-15,1886400.0
2019-06-28,1408900.0
2018-12-18,1455700.0
2018-11-16,1670100.0
2019-10-02,1501000.0
2020-03-27,1282700.0
2020-01-10,1152700.0
2019-10-24,2030000.0
2020-03-30,1251400.0
2020-06-17,1011900.0
2020-01-14,1085900.0
2020-04-02,826700.0
2019-01-02,1193500.0
2019-08-14,1782600.0
2018-10-30,1487400.0
2019-06-11,1269200.0
2019-05-10,1308600.0
2019-04-08,995500.0
2018-08-27,1385700.0
2018-07-26,1036200.0
2018-09-28,1069700.0
2019-03-07,995600.0
2019-10-30,587000.0
2020-01-17,1510900.0
2020-06-23,1143800.0
2020-04-08,1537500.0
2020-06-26,1212700.0
2019-03-22,1314800.0
2019-01-17,1354300.0
2019-08-29,1094100.0
2018-11-14,850400.0
2019-06-26,1281000.0
2018-09-11,1549600.0
2018-07-09,1397300.0
2018-08-10,1854000.0
2019-04-23,1522600.0
2019-09-30,1469900.0
2020-01-23,3315000.0
2019-11-08,883100.0
2020-04-14,347500.0
2019-11-11,667500.0
2020-01-29,1038400.0
2020-04-17,1050900.0
2018-07-24,961800.0
2018-09-26,1406600.0
2019-05-08,1186400.0
2019-03-05,1732300.0
2019-02-01,1502700.0
2018-12-31,1528000.0
2018-11-29,1500900.0
2019-08-12,1820700.0
2019-07-11,1652300.0
2019-09-13,1558900.0
2019-11-14,1282700.0
2020-04-20,1173700.0
2020-02-04,2396200.0
2020-04-23,2036700.0
2018-12-14,1610800.0
2019-08-27,1351200.0
2018-08-08,1784600.0
2018-10-11,1755200.0
2018-11-12,1577400.0
2019-07-26,1077700.0
2019-06-24,1339400.0
2019-05-23,2417200.0
2019-03-20,3055200.0
2019-01-15,3933000.0
2019-11-20,1986200.0
2020-02-07,1679400.0
2020-02-10,1172300.0
2020-04-29,1419900.0
2019-11-26,1344600.0
2020-02-13,1167600.0
2019-01-30,929500.0
2018-08-23,1197800.0
2018-09-24,1120700.0
2018-11-27,949300.0
2018-10-26,1096600.0
2019-07-09,1731700.0
2019-06-07,2867100.0
2019-05-06,2478300.0
2019-04-04,2202400.0
2019-09-11,2971100.0
2019-11-29,3790600.0
2020-05-05,2431500.0
2019-12-02,2402300.0
2020-02-19,1913300.0
2020-05-08,2561300.0
2019-05-21,2660600.0
2019-03-18,3365400.0
2018-09-07,2611400.0
2018-08-06,2608500.0
2018-10-09,4226700.0
2019-02-14,3700100.0
2018-12-12,4252400.0
2019-07-24,3861500.0
2019-09-26,4233400.0
2019-10-28,3651100.0
2019-12-05,3601800.0
2020-05-11,4044100.0
2019-07-03,3344500.0
2020-02-25,4081500.0
2020-05-14,3571700.0
2020-02-28,3208500.0
2019-08-08,2574100.0
2019-06-05,2486400.0
2018-07-20,2344200.0
2018-08-21,1964900.0
2018-10-24,2313400.0
2019-04-02,2664700.0
2019-03-01,2387300.0
2019-01-28,1975100.0
2018-12-27,2175400.0
2019-09-09,1739800.0
2020-03-02,2470400.0
2020-05-20,1671700.0
2019-12-17,2518100.0
2020-03-05,1949000.0
2019-02-12,1695500.0
2019-01-11,2153000.0
2018-12-10,2093100.0
2019-08-23,1566200.0
2018-11-08,1640400.0
2019-07-22,1600600.0
2019-06-20,2951300.0
2018-09-05,3793600.0
2019-04-17,2665400.0
2019-09-24,2072500.0
2019-12-20,1504000.0
2020-05-26,1651500.0
2019-04-30,1215400.0
2019-12-23,1397600.0
2020-03-11,1388100.0
2020-05-29,1412100.0
2019-12-26,1390600.0
2020-06-01,1812600.0
2019-05-02,1603100.0
2019-02-27,1707700.0
2018-11-23,1824000.0
2019-08-06,1280600.0
2018-07-18,1655400.0
2018-09-20,1385000.0
2018-10-22,1309400.0
2019-07-05,2060600.0
2019-06-03,1685800.0
2019-10-09,1692200.0
2019-10-11,1838100.0
2020-03-17,1217100.0
2020-06-04,1278100.0
2019-10-14,1256200.0
2020-03-20,1484300.0
2018-11-06,1734900.0
2019-06-18,1404200.0
2019-05-17,1409200.0
2019-04-15,1525200.0
2019-03-14,1991300.0
2019-01-09,1944200.0
2018-08-02,1503900.0
2018-10-05,1709200.0
2019-08-21,1548300.0
2019-10-17,1581900.0
2020-03-23,3157900.0
2020-06-10,1542400.0
2019-02-25,1429800.0
2020-01-07,1756000.0
2020-03-26,1230500.0
2019-10-23,4267700.0
