Dates,GOOG
2018-06-20,1648500.0
2018-06-21,1238100.0
2018-06-25,1311000.0
2018-06-22,2157300.0
2018-06-26,1563200.0
2018-06-27,1293900.0
2018-06-28,1072400.0
2018-06-29,1315100.0
2018-07-02,1217300.0
2018-07-03,679000.0
2018-07-05,1066700.0
2018-07-16,996100.0
2018-09-18,909000.0
2019-01-24,798400.0
2019-09-05,1120000.0
2018-11-21,1251900.0
2020-01-13,1221900.0
2020-04-01,1055700.0
2020-06-19,1610400.0
2019-10-29,1393600.0
2020-01-16,1276700.0
2020-06-22,1247400.0
2018-10-03,2619200.0
2018-07-31,3318200.0
2019-03-12,2127800.0
2019-02-08,2405600.0
2019-01-07,2130600.0
2018-12-06,1849900.0
2019-08-19,1644700.0
2019-07-18,1567200.0
2019-05-15,1531300.0
2019-09-20,1089600.0
2019-11-01,1081700.0
2020-04-07,1494000.0
2020-06-25,1370300.0
2020-06-16,848600.0
2019-11-04,1108700.0
2020-01-22,997300.0
2019-11-07,1348100.0
2020-04-13,1828800.0
2019-07-01,1343200.0
2019-05-30,1389600.0
2018-08-15,870800.0
2018-10-18,1205600.0
2019-03-27,887400.0
2019-01-22,992600.0
2018-12-21,946600.0
2019-09-03,1156300.0
2018-11-19,1304000.0
2019-08-02,1298900.0
2020-01-28,1331400.0
2020-04-16,1816400.0
2019-11-13,1831000.0
2020-01-31,2061300.0
2018-12-04,1888500.0
2018-11-02,1401300.0
2019-07-16,1115400.0
2018-08-30,1209300.0
2018-10-01,1295500.0
2019-06-14,1431200.0
2019-05-13,944000.0
2019-04-11,1306500.0
2019-02-06,1203600.0
2019-09-18,1191400.0
2020-02-03,1225400.0
2020-04-22,4405600.0
2019-11-19,1271000.0
2020-02-06,977700.0
2019-11-22,1462300.0
2019-03-25,1260800.0
2019-02-21,1380600.0
2018-12-19,1357600.0
2018-07-12,1687900.0
2018-09-14,1256200.0
2018-08-13,2209500.0
2018-10-16,1184300.0
2019-07-31,1932400.0
2019-05-28,1308700.0
2019-04-26,2675700.0
2020-04-28,2949000.0
2019-11-25,2101300.0
2020-02-12,1372400.0
2020-05-01,1928500.0
2020-05-04,1467200.0
2019-06-12,2094500.0
2019-04-09,1267600.0
2019-03-08,1514200.0
2019-02-04,1848700.0
2018-07-27,1982400.0
2018-08-28,2545800.0
2019-01-03,4187600.0
2019-08-15,3880700.0
2018-10-31,3212700.0
2019-09-16,2529800.0
2020-02-18,1482000.0
2020-05-07,1839000.0
2018-08-17,2441400.0
2019-12-04,1233300.0
2020-02-21,2058400.0
2018-12-17,1488200.0
2019-08-30,1343200.0
2018-11-15,1471800.0
2019-07-29,1513700.0
2019-06-27,1565900.0
2019-04-24,1836100.0
2018-07-10,1658100.0
2018-09-12,1858600.0
2019-02-19,2449100.0
2019-01-18,1534300.0
2020-02-24,691500.0
2020-05-13,1942800.0
2019-12-10,1803200.0
2020-02-27,2475400.0
2019-12-13,1468900.0
2020-05-19,2580200.0
2019-03-06,1991200.0
2018-11-30,2345200.0
2019-08-13,2769200.0
2019-07-12,2101200.0
2019-06-10,1807700.0
2019-05-09,1394700.0
2018-07-25,1523800.0
2018-09-27,1329800.0
2018-10-29,1686600.0
2019-10-16,2385400.0
2019-12-16,2192500.0
2020-03-04,2479300.0
2020-05-22,2673500.0
2019-10-01,4596000.0
2019-12-19,1590300.0
2018-09-10,2373300.0
2019-05-24,2109800.0
2018-08-09,1414800.0
2019-04-22,1493300.0
2019-03-21,1532600.0
2019-01-16,1841100.0
2019-08-28,2093900.0
2018-11-13,1981900.0
2018-10-12,1764900.0
2019-06-25,1199300.0
2020-03-10,1456400.0
2020-05-28,1520800.0
2019-10-07,1144300.0
2020-03-13,1463600.0
2019-10-10,1331800.0
2020-03-16,1242700.0
2020-06-03,1955600.0
2018-11-28,1613500.0
2018-09-25,967000.0
2018-07-23,1361300.0
2018-08-24,1119100.0
2019-07-10,1284300.0
2019-05-07,1021800.0
2019-04-05,1279800.0
2019-03-04,1538300.0
2019-01-31,1462200.0
2019-09-12,2576500.0
2019-12-31,3552200.0
2020-03-19,2105600.0
2020-01-03,2044800.0
2020-06-09,1075800.0
2019-02-15,1065200.0
2019-01-14,1609100.0
