Dates,GOOG
2018-06-20,1169.1600341796875
2018-06-21,1152.2320556640625
2018-06-25,1147.260009765625
2018-06-22,1112.780029296875
2018-06-26,1116.6590576171875
2018-06-27,1103.6199951171875
2018-06-28,1096.010009765625
2018-06-29,1115.0
2018-07-02,1093.800048828125
2018-07-03,1100.02001953125
2018-07-05,1108.47998046875
2018-07-16,1120.737060546875
2018-09-18,1143.4200439453125
2019-01-24,1149.5899658203125
2019-09-05,1141.0
2018-11-21,1155.93505859375
2020-01-13,1180.0
2020-04-01,1179.280029296875
2020-06-19,1170.5999755859375
2019-10-29,1190.3399658203125
2020-01-16,1183.3199462890625
2020-06-22,1184.219970703125
2018-10-03,1181.0
2018-07-31,1235.56005859375
2019-03-12,1239.1300048828125
2019-02-08,1249.02001953125
2019-01-07,1231.0
2018-12-06,1211.469970703125
2019-08-19,1205.5999755859375
2019-07-18,1210.2099609375
2019-05-15,1204.7900390625
2019-09-20,1215.06005859375
2019-11-01,1215.7969970703125
2020-04-07,1236.1700439453125
2020-06-25,1238.008056640625
2020-06-16,1246.010009765625
2019-11-04,1232.0
2020-01-22,1233.6409912109375
2019-11-07,1225.1099853515625
2020-04-13,1209.510009765625
2019-07-01,1202.550048828125
2019-05-30,1188.239990234375
2018-08-15,1194.6259765625
2018-10-18,1200.35400390625
2019-03-27,1199.0
2019-01-22,1204.239990234375
2018-12-21,1206.3590087890625
2019-09-03,1225.7159423828125
2018-11-19,1228.68994140625
2019-08-02,1236.3590087890625
2020-01-28,1232.5899658203125
2020-04-16,1211.2850341796875
2019-11-13,1192.5
2020-01-31,1162.0
2018-12-04,1152.0
2018-11-02,1157.2149658203125
2019-07-16,1160.1099853515625
2018-08-30,1156.239990234375
2018-10-01,1158.3599853515625
2019-06-14,1162.8499755859375
2019-05-13,1168.3299560546875
2019-04-11,1154.030029296875
2019-02-06,1157.0899658203125
2019-09-18,1154.5799560546875
2020-02-03,1173.3599853515625
2020-04-22,1166.0400390625
2019-11-19,1146.9100341796875
2020-02-06,1168.0
2019-11-22,1174.7650146484375
2019-03-25,1183.6300048828125
2019-02-21,1184.5
2018-12-19,1190.300048828125
2018-07-12,1186.6300048828125
2018-09-14,1193.8299560546875
2018-08-13,1155.5760498046875
2018-10-16,1145.1199951171875
2019-07-31,1127.364013671875
2019-05-28,1137.572021484375
2019-04-26,1081.1300048828125
2020-04-28,1068.27001953125
2019-11-25,1086.4019775390625
2020-02-12,1089.0
2020-05-01,1102.5
2020-05-04,1102.18994140625
2019-06-12,1077.0899658203125
2019-04-09,1087.75
2019-03-08,1091.0
2019-02-04,1070.0
2018-07-27,1048.739990234375
2018-08-28,1069.550048828125
2019-01-03,1034.0899658203125
2019-08-15,995.8300170898438
2018-10-31,1000.75
2019-09-16,1057.0
2020-02-18,1062.4599609375
2020-05-07,1054.6099853515625
2018-08-17,1021.239990234375
2019-12-04,1038.0699462890625
2020-02-21,1065.9000244140625
2018-12-17,1072.2049560546875
2019-08-30,1053.1099853515625
2018-11-15,1031.0
2019-07-29,1031.1500244140625
2019-06-27,1031.0
2019-04-24,1031.780029296875
2018-07-10,1048.97998046875
2018-09-12,1016.260009765625
2019-02-19,996.02001953125
2019-01-18,1033.469970703125
2020-02-24,1022.3989868164062
2020-05-13,1033.9100341796875
2019-12-10,1038.489990234375
2020-02-27,1035.760009765625
2019-12-13,1076.0
2020-05-19,1077.8800048828125
2019-03-06,1103.6650390625
2018-11-30,1049.97998046875
2019-08-13,1030.77001953125
2019-07-12,1028.5
2019-06-10,1023.2899780273438
2019-05-09,1039.8399658203125
2018-07-25,1062.7900390625
2018-09-27,1053.9300537109375
2018-10-29,1040.7900390625
2019-10-16,1007.9000244140625
2019-12-16,1021.4400024414062
2020-03-04,1008.0499877929688
2020-05-22,996.3599853515625
2019-10-01,973.6900024414062
2019-12-19,970.1099853515625
2018-09-10,983.0
2019-05-24,997.0
2018-08-09,1033.0999755859375
2019-04-22,1023.5900268554688
2019-03-21,1015.7100219726562
2019-01-16,1014.0700073242188
2019-08-28,1027.41796875
2018-11-13,1054.760009765625
2018-10-12,1060.530029296875
2019-06-25,1066.4000244140625
2020-03-10,1057.7099609375
2020-05-28,1048.47998046875
2019-10-07,1041.2550048828125
2020-03-13,1047.3399658203125
2019-10-10,1079.3399658203125
2020-03-16,1073.5
2020-06-03,1090.9000244140625
2018-11-28,1063.469970703125
2018-09-25,1059.75
2018-07-23,1060.699951171875
2018-08-24,1081.8199462890625
2019-07-10,1063.800048828125
2019-05-07,1055.864990234375
2019-04-05,1066.8499755859375
2019-03-04,1095.4100341796875
2019-01-31,1104.8900146484375
2019-09-12,1109.02001953125
2019-12-31,1117.248046875
2020-03-19,1112.77001953125
2020-01-03,1086.0
2020-06-09,1086.550048828125
2019-02-15,1092.8599853515625
2019-01-14,1105.8499755859375
2018-07-06,1118.5
2018-08-07,1110.4449462890625
2018-10-10,1110.6500244140625
2018-12-13,1110.0
2019-08-26,1105.280029296875
2019-07-25,1092.52001953125
2019-05-22,1095.5999755859375
2019-03-19,1107.27001953125
2020-01-06,1099.9200439453125
2020-03-25,1101.0
2020-06-12,1111.010009765625
2019-10-22,1124.75
2020-01-09,1130.68994140625
2020-06-15,1146.1949462890625
2019-10-25,1155.489990234375
2020-03-31,1134.9100341796875
2020-06-18,1123.300048828125
2019-04-03,1144.449951171875
2018-08-22,1178.260009765625
2018-10-25,1191.93994140625
2019-01-29,1184.47998046875
2018-12-28,1182.6099853515625
2018-11-26,1177.4210205078125
2019-08-09,1185.8699951171875
2019-07-08,1196.1700439453125
2019-06-06,1213.1500244140625
2019-09-10,1202.824951171875
2020-01-15,1187.0400390625
2020-04-03,1176.719970703125
2019-10-31,1159.3699951171875
2020-04-06,1159.4310302734375
2020-06-24,1162.8800048828125
2018-11-09,1182.0
2019-07-23,1185.7099609375
2019-06-21,1200.5
2019-05-20,1204.1300048828125
2019-04-18,1205.030029296875
2018-09-06,1199.8599853515625
2018-10-08,1193.0799560546875
2019-02-13,1196.43505859375
2018-12-11,1200.1300048828125
2019-09-25,1208.1099853515625
2020-01-21,1209.1099853515625
2020-04-09,1220.1199951171875
2019-11-06,1227.8199462890625
2020-01-24,1234.6099853515625
2020-01-27,1228.31005859375
2020-04-15,1246.3800048828125
2018-12-26,1255.0
2019-08-07,1252.030029296875
2019-06-04,1260.3199462890625
2018-09-21,1266.2950439453125
2018-07-19,1175.0
2018-08-20,1167.1800537109375
2018-10-23,1155.001953125
2019-05-03,1169.0
2019-04-01,1166.260009765625
2019-02-28,1161.0400390625
2019-11-12,1165.739990234375
2020-01-30,1150.8499755859375
2019-11-15,1142.5
2020-04-21,1122.1099853515625
2019-04-16,1119.550048828125
2019-03-15,1116.666015625
2019-02-11,1162.8399658203125
2019-01-10,1160.010009765625
2019-08-22,1131.4429931640625
2018-11-07,1137.93994140625
2018-08-03,1145.8900146484375
2018-09-04,1129.2239990234375
2019-06-19,1131.6600341796875
2019-09-23,1133.1199951171875
2019-11-18,1108.219970703125
2020-02-05,1112.1199951171875
2020-04-24,1100.1800537109375
2019-03-29,1025.0
2019-11-21,1033.68994140625
2020-04-27,1030.489990234375
2020-02-11,1033.699951171875
2020-04-30,1048.4000244140625
2019-05-01,1072.322021484375
2019-02-26,1077.60302734375
2019-01-25,1067.5400390625
2018-12-24,1080.1500244140625
2019-09-06,1080.1719970703125
2018-07-17,1086.280029296875
2018-09-19,1098.989990234375
2019-08-05,1093.47998046875
2019-10-08,1104.739990234375
2019-12-11,1108.0799560546875
2019-11-27,1111.010009765625
2020-02-14,1083.800048828125
2020-05-06,1072.239990234375
2019-01-08,1075.2900390625
2018-12-07,1073.3699951171875
2019-08-20,1093.7030029296875
2018-11-05,1098.1700439453125
2019-07-19,1113.8599853515625
2018-10-04,1116.1400146484375
2019-06-17,1111.2099609375
2019-05-16,1107.1700439453125
2018-08-01,1130.969970703125
2019-03-13,1139.5799560546875
2019-12-03,1138.780029296875
2020-02-20,1139.4000244140625
2019-12-06,1145.0
2020-05-12,1145.77001953125
2019-12-09,1132.72998046875
2020-02-26,1129.6199951171875
2020-05-15,1124.239990234375
2019-03-28,1131.800048828125
2018-09-17,1126.989990234375
2018-08-16,1120.9200439453125
2018-10-19,1224.0
2019-04-29,1228.22998046875
2019-01-23,1223.300048828125
2019-09-04,1207.7640380859375
2018-11-20,1205.719970703125
2019-07-02,1188.93994140625
2019-05-31,1140.1400146484375
2019-12-12,1160.0
2020-05-18,1149.6240234375
2019-09-27,1173.02001953125
2020-03-03,1183.60302734375
2020-05-21,1167.6719970703125
2019-05-14,1171.4599609375
2018-08-31,1160.5400390625
2018-07-30,1162.1099853515625
2018-10-02,1171.81005859375
2019-04-12,1190.0899658203125
2019-03-11,1182.1099853515625
2019-02-07,1187.4300537109375
2019-07-17,1178.5799560546875
2019-09-19,1147.75
2019-10-21,1152.9599609375
2019-12-18,1161.449951171875
2020-03-06,1157.300048828125
2019-10-03,1181.1199951171875
2020-03-09,1183.802978515625
2020-05-27,1163.199951171875
2019-12-24,1171.0
2020-03-12,1191.530029296875
2018-12-20,1202.52197265625
2019-08-01,1192.6199951171875
2018-08-14,1194.5799560546875
2018-07-13,1202.199951171875
2018-10-17,1223.02001953125
2019-05-29,1227.010009765625
2019-03-26,1225.6099853515625
2019-02-22,1223.68994140625
2019-10-04,1216.530029296875
2019-11-05,1232.02001953125
2019-12-27,1223.0799560546875
2020-06-02,1224.1700439453125
2019-12-30,1210.6800537109375
2020-03-18,1210.0899658203125
2020-06-05,1232.2679443359375
2019-07-15,1214.449951171875
2018-12-03,1212.300048828125
2019-06-13,1203.5799560546875
2019-01-04,1171.2900390625
2018-08-29,1162.4300537109375
2019-02-05,1189.1700439453125
2018-11-01,1203.75
2019-08-16,1189.010009765625
2019-04-10,1197.6300048828125
2019-09-17,1197.3399658203125
2019-10-15,1213.739990234375
2020-01-02,1211.760009765625
2020-06-08,1220.4000244140625
2019-10-18,1238.449951171875
2020-03-24,1249.93994140625
2020-06-11,1241.0799560546875
2020-01-08,1240.5999755859375
2019-04-25,1241.3800048828125
2019-07-30,1242.3599853515625
2019-02-20,1253.7149658203125
2018-07-11,1250.010009765625
2018-09-13,1272.5400390625
2018-10-15,1257.2120361328125
2019-06-28,1252.0
2018-12-18,1250.843017578125
2018-11-16,1260.5
2019-10-02,1276.35498046875
2020-03-27,1291.22900390625
2020-01-10,1282.5
2019-10-24,1294.2449951171875
2020-03-30,1304.364990234375
2020-06-17,1297.4100341796875
2020-01-14,1295.77001953125
2020-04-02,1293.510009765625
2019-01-02,1295.6500244140625
2019-08-14,1314.280029296875
2018-10-30,1317.5
2019-06-11,1312.800048828125
2019-05-10,1291.1500244140625
2019-04-08,1293.0
2018-08-27,1291.4100341796875
2018-07-26,1298.1300048828125
2018-09-28,1305.0899658203125
2019-03-07,1309.6300048828125
2019-10-30,1303.969970703125
2020-01-17,1281.0
2020-06-23,1279.0
2020-04-08,1304.8699951171875
2020-06-26,1316.43994140625
2019-03-22,1333.43994140625
2019-01-17,1337.8399658203125
2019-08-29,1336.0400390625
2018-11-14,1342.6700439453125
2019-06-26,1340.5
2018-09-11,1343.8699951171875
2018-07-09,1352.6700439453125
2018-08-10,1351.322998046875
2019-04-23,1351.0
2019-09-30,1348.9849853515625
2020-01-23,1349.0
2019-11-08,1346.510009765625
2020-04-14,1342.780029296875
2019-11-11,1344.469970703125
2020-01-29,1349.31005859375
2020-04-17,1334.02001953125
2018-07-24,1329.0849609375
2018-09-26,1341.550048828125
2019-05-08,1345.5439453125
2019-03-05,1350.0
2019-02-01,1390.3800048828125
2018-12-31,1390.8399658203125
2018-11-29,1410.27001953125
2019-08-12,1418.3499755859375
2019-07-11,1426.02001953125
2019-09-13,1428.3699951171875
2019-11-14,1430.2099609375
2020-04-20,1440.9200439453125
2020-02-04,1458.219970703125
2020-04-23,1471.199951171875
2018-12-14,1484.9300537109375
2019-08-27,1482.0999755859375
2018-08-08,1465.25
2018-10-11,1421.199951171875
2018-11-12,1432.469970703125
2019-07-26,1446.739990234375
2019-06-24,1436.4000244140625
2019-05-23,1428.530029296875
2019-03-20,1458.989990234375
2019-01-15,1426.300048828125
2019-11-20,1430.56005859375
2020-02-07,1449.5699462890625
2020-02-10,1466.3499755859375
2020-04-29,1474.3199462890625
2019-11-26,1505.637939453125
2020-02-13,1508.1099853515625
2019-01-30,1504.5999755859375
2018-08-23,1507.3399658203125
2018-09-24,1512.5899658203125
2018-11-27,1521.4000244140625
2018-10-26,1506.8199462890625
2019-07-09,1480.43994140625
2019-06-07,1411.3900146484375
2019-05-06,1382.4000244140625
2019-04-04,1379.0
2019-09-11,1317.1700439453125
2019-11-29,1271.0
2020-05-05,1326.81494140625
2019-12-02,1332.0
2020-02-19,1343.1099853515625
2020-05-08,1305.0999755859375
2019-05-21,1261.050048828125
2019-03-18,1200.0
2018-09-07,1218.77001953125
2018-08-06,1196.0699462890625
2018-10-09,1113.300048828125
2019-02-14,1117.1429443359375
2018-12-12,1074.43994140625
2019-07-24,1056.010009765625
2019-09-26,1037.280029296875
2019-10-28,1060.1080322265625
2019-12-05,1065.489990234375
2020-05-11,1013.5360107421875
2019-07-03,1090.6199951171875
2020-02-25,1086.010009765625
2020-05-14,1093.530029296875
2020-02-28,1105.9100341796875
2019-08-08,1096.47998046875
2019-06-05,1138.1400146484375
2018-07-20,1097.449951171875
2018-08-21,1096.4000244140625
2018-10-24,1079.81005859375
2019-04-02,1130.93994140625
2019-03-01,1182.22998046875
2019-01-28,1188.1600341796875
2018-12-27,1196.7349853515625
2019-09-09,1187.5980224609375
2020-03-02,1236.9300537109375
2020-05-20,1240.4000244140625
2019-12-17,1242.6199951171875
2020-03-05,1271.22998046875
2019-02-12,1261.3699951171875
2019-01-11,1209.7099609375
2018-12-10,1242.0
2019-08-23,1265.6700439453125
2018-11-08,1249.449951171875
2019-07-22,1269.0
2019-06-20,1232.199951171875
2018-09-05,1325.3399658203125
2019-04-17,1322.489990234375
2019-09-24,1311.0
2019-12-20,1299.0
2020-05-26,1337.4599609375
2019-04-30,1347.2900390625
2019-12-23,1355.27001953125
2020-03-11,1375.47998046875
2020-05-29,1377.1519775390625
2019-12-26,1374.77001953125
2020-06-01,1328.4000244140625
2019-05-02,1323.9100341796875
2019-02-27,1339.0
2018-11-23,1354.25
2019-08-06,1373.4849853515625
2018-07-18,1387.25
2018-09-20,1393.449951171875
2018-10-22,1391.8299560546875
2019-07-05,1412.1300048828125
2019-06-03,1391.2900390625
2019-10-09,1396.0
2019-10-11,1413.3499755859375
2020-03-17,1418.0
2020-06-04,1418.8299560546875
2019-10-14,1429.7769775390625
2020-03-20,1404.72998046875
2018-11-06,1406.0
2019-06-18,1422.3399658203125
2019-05-17,1443.2099609375
2019-04-15,1456.27001953125
2019-03-14,1402.0
2019-01-09,1386.02001953125
2018-08-02,1387.9200439453125
2018-10-05,1425.9000244140625
2019-08-21,1431.3800048828125
2019-10-17,1427.010009765625
2020-03-23,1421.3499755859375
2020-06-10,1423.2099609375
2019-02-25,1445.239990234375
2020-01-07,1429.75
2020-03-26,1420.0
2019-10-23,1351.989990234375
