Dates,GOOG
2019-09-11,1371.7039794921875
2019-11-29,1341.1400146484375
2020-05-05,1390.8699951171875
2019-12-02,1410.1500244140625
2020-02-19,1388.0899658203125
2020-05-08,1358.9100341796875
2019-05-21,1306.219970703125
2019-03-18,1254.760009765625
2018-09-07,1281.1500244140625
2018-08-06,1260.9599609375
2018-10-09,1193.8699951171875
2019-02-14,1219.760009765625
2018-12-12,1152.2669677734375
2019-07-24,1130.8599853515625
2019-09-26,1106.5
2019-10-28,1157.969970703125
2019-12-05,1143.989990234375
2020-05-11,1071.3199462890625
2019-07-03,1135.0
2020-02-25,1148.9000244140625
2020-05-14,1169.969970703125
2020-02-28,1150.6700439453125
2019-08-08,1151.6300048828125
2019-06-05,1175.31005859375
2018-07-20,1129.68994140625
2018-08-21,1126.8599853515625
2018-10-24,1123.5400390625
2019-04-02,1194.6600341796875
2019-03-01,1225.0
2019-01-28,1219.0699462890625
2018-12-27,1225.5699462890625
2019-09-09,1220.510009765625
2020-03-02,1282.0699462890625
2020-05-20,1280.4599609375
2019-12-17,1279.0
2020-03-05,1294.4300537109375
2019-02-12,1281.5999755859375
2019-01-11,1254.27001953125
2018-12-10,1285.613037109375
2019-08-23,1293.31005859375
2018-11-08,1280.4000244140625
2019-07-22,1296.1500244140625
2019-06-20,1288.050048828125
2018-09-05,1359.989990234375
2019-04-17,1352.8199462890625
2019-09-24,1352.0699462890625
2019-12-20,1327.6600341796875
2020-05-26,1373.93994140625
2019-04-30,1371.1199951171875
2019-12-23,1377.5999755859375
2020-03-11,1398.760009765625
2020-05-29,1416.530029296875
2019-12-26,1415.0
2020-06-01,1385.4820556640625
2019-05-02,1357.4200439453125
2019-02-27,1374.47998046875
2018-11-23,1392.324951171875
2019-08-06,1392.0
2018-07-18,1410.4200439453125
2018-09-20,1415.489990234375
2018-10-22,1412.760009765625
2019-07-05,1441.0
2019-06-03,1421.739990234375
2019-10-09,1440.8399658203125
2019-10-11,1432.5699462890625
2020-03-17,1437.9599609375
2020-06-04,1439.6099853515625
2019-10-14,1446.552001953125
2020-03-20,1438.9599609375
2018-11-06,1445.050048828125
2019-06-18,1447.989990234375
2019-05-17,1468.0
2019-04-15,1474.259033203125
2019-03-14,1454.4749755859375
2019-01-09,1437.0
2018-08-02,1424.800048828125
2018-10-05,1455.02001953125
2019-08-21,1460.0
2019-10-17,1451.4100341796875
2020-03-23,1447.800048828125
2020-06-10,1452.75
2019-02-25,1475.9410400390625
2020-01-07,1475.4200439453125
2020-03-26,1442.9000244140625
2019-10-23,1433.449951171875
