Dates,GOOG
2018-06-20,1175.31005859375
2018-06-21,1174.8499755859375
2018-06-25,1159.1400146484375
2018-06-22,1143.5999755859375
2018-06-26,1128.0
2018-06-27,1121.3399658203125
2018-06-28,1102.0899658203125
2018-06-29,1120.0
2018-07-02,1099.0
2018-07-03,1135.8199462890625
2018-07-05,1110.530029296875
2018-07-16,1123.5799560546875
2018-09-18,1148.47998046875
2019-01-24,1156.97998046875
2019-09-05,1144.5899658203125
2018-11-21,1159.8900146484375
2020-01-13,1185.0
2020-04-01,1189.3900146484375
2020-06-19,1172.219970703125
2019-10-29,1196.56005859375
2020-01-16,1191.0
2020-06-22,1186.9599609375
2018-10-03,1181.010009765625
2018-07-31,1262.5899658203125
2019-03-12,1239.1300048828125
2019-02-08,1251.0
2019-01-07,1271.0
2018-12-06,1228.010009765625
2019-08-19,1220.010009765625
2019-07-18,1228.0
2019-05-15,1205.9000244140625
2019-09-20,1229.6199951171875
2019-11-01,1225.0
2020-04-07,1237.0
2020-06-25,1240.469970703125
2020-06-16,1249.9000244140625
2019-11-04,1243.0
2020-01-22,1236.97998046875
2019-11-07,1235.18994140625
2020-04-13,1229.260009765625
2019-07-01,1224.72998046875
2019-05-30,1202.030029296875
2018-08-15,1205.02001953125
2018-10-18,1208.0
2019-03-27,1200.0
2019-01-22,1207.1400146484375
2018-12-21,1208.8199462890625
2019-09-03,1227.5999755859375
2018-11-19,1241.2900390625
2019-08-02,1237.449951171875
2020-01-28,1244.22998046875
2020-04-16,1234.97998046875
2019-11-13,1204.27001953125
2020-01-31,1193.800048828125
2018-12-04,1186.300048828125
2018-11-02,1158.6700439453125
2019-07-16,1172.18994140625
2018-08-30,1161.6300048828125
2018-10-01,1172.719970703125
2019-06-14,1170.739990234375
2019-05-13,1179.0999755859375
2019-04-11,1170.1400146484375
2019-02-06,1157.0899658203125
2019-09-18,1164.97998046875
2020-02-03,1179.989990234375
2020-04-22,1192.0
2019-11-19,1157.1700439453125
2020-02-06,1176.1500244140625
2019-11-22,1185.1500244140625
2019-03-25,1186.72998046875
2019-02-21,1191.8699951171875
2018-12-19,1199.8900146484375
2018-07-12,1190.9599609375
2018-09-14,1205.0
2018-08-13,1195.3299560546875
2018-10-16,1167.5
2019-07-31,1150.1099853515625
2019-05-28,1146.1500244140625
2019-04-26,1131.0799560546875
2020-04-28,1072.93994140625
2019-11-25,1108.0
2020-02-12,1108.9100341796875
2020-05-01,1104.5899658203125
2020-05-04,1126.4599609375
2019-06-12,1121.8399658203125
2019-04-09,1093.3699951171875
2019-03-08,1103.06005859375
2019-02-04,1080.8900146484375
2018-07-27,1104.25
2018-08-28,1071.7900390625
2019-01-03,1037.030029296875
2019-08-15,1082.469970703125
2018-10-31,1008.4600219726562
2019-09-16,1059.81005859375
2020-02-18,1075.800048828125
2020-05-07,1073.72998046875
2018-08-17,1055.0
2019-12-04,1039.47998046875
2020-02-21,1069.0
2018-12-17,1091.3800048828125
2019-08-30,1073.989990234375
2018-11-15,1061.3900146484375
2019-07-29,1043.2900390625
2019-06-27,1050.0
2019-04-24,1044.7099609375
2018-07-10,1059.4100341796875
2018-09-12,1057.199951171875
2019-02-19,1000.0
2019-01-18,1036.760009765625
2020-02-24,1030.0
2020-05-13,1038.3499755859375
2019-12-10,1041.0
2020-02-27,1048.760009765625
2019-12-13,1076.0799560546875
2020-05-19,1089.0699462890625
2019-03-06,1123.1400146484375
2018-11-30,1103.1199951171875
2019-08-13,1034.260009765625
2019-07-12,1060.010009765625
2019-06-10,1035.050048828125
2019-05-09,1056.489990234375
2018-07-25,1068.0
2018-09-27,1068.0699462890625
2018-10-29,1049.97998046875
2019-10-16,1037.510009765625
2019-12-16,1026.0899658203125
2020-03-04,1033.989990234375
2020-05-22,1018.1300048828125
2019-10-01,1015.2999877929688
2019-12-19,973.9000244140625
2018-09-10,989.010009765625
2019-05-24,1017.1500244140625
2018-08-09,1049.6199951171875
2019-04-22,1050.9599609375
2019-03-21,1016.5700073242188
2019-01-16,1041.0
2019-08-28,1032.5899658203125
2018-11-13,1071.5
2018-10-12,1076.1099853515625
2019-06-25,1081.6500244140625
2020-03-10,1067.6600341796875
2020-05-28,1063.1800537109375
2019-10-07,1046.9200439453125
2020-03-13,1050.1700439453125
2019-10-10,1080.0
2020-03-16,1079.469970703125
2020-06-03,1100.0
2018-11-28,1088.0
2018-09-25,1077.3499755859375
2018-07-23,1076.47998046875
2018-08-24,1085.0
2019-07-10,1080.1099853515625
2019-05-07,1072.6800537109375
2019-04-05,1068.4300537109375
2019-03-04,1103.0
2019-01-31,1112.4000244140625
2019-09-12,1112.6600341796875
2019-12-31,1124.8399658203125
2020-03-19,1139.5699462890625
2020-01-03,1104.1600341796875
2020-06-09,1087.0
2019-02-15,1096.949951171875
2019-01-14,1106.800048828125
2018-07-06,1124.989990234375
2018-08-07,1118.050048828125
2018-10-10,1130.0799560546875
2018-12-13,1110.0
2019-08-26,1119.989990234375
2019-07-25,1110.8399658203125
2019-05-22,1100.9000244140625
2019-03-19,1116.0
2020-01-06,1105.75
2020-03-25,1106.949951171875
2020-06-12,1111.300048828125
2019-10-22,1124.9000244140625
2020-01-09,1146.989990234375
2020-06-15,1150.06005859375
2019-10-25,1162.489990234375
2020-03-31,1155.719970703125
2020-06-18,1126.72998046875
2019-04-03,1144.449951171875
2018-08-22,1178.260009765625
2018-10-25,1200.64501953125
2019-01-29,1194.510009765625
2018-12-28,1193.3800048828125
2018-11-26,1183.300048828125
2019-08-09,1188.81005859375
2019-07-08,1197.3499755859375
2019-06-06,1216.0
2019-09-10,1226.3199462890625
2020-01-15,1196.9300537109375
2020-04-03,1198.530029296875
2019-10-31,1185.5
2020-04-06,1171.5400390625
2020-06-24,1174.9000244140625
2018-11-09,1184.0999755859375
2019-07-23,1195.3199462890625
2019-06-21,1207.47998046875
2019-05-20,1205.93994140625
2019-04-18,1214.989990234375
2018-09-06,1207.8900146484375
2018-10-08,1196.0
2019-02-13,1200.6800537109375
2018-12-11,1203.9599609375
2019-09-25,1210.0
2020-01-21,1218.0
2020-04-09,1225.0
2019-11-06,1233.0
2020-01-24,1239.1800537109375
2020-01-27,1235.989990234375
2020-04-15,1250.68994140625
