Dates,CAH
2018-06-20,49.65449523925781
2018-06-21,49.004634857177734
2018-06-25,49.40736770629883
2018-06-22,48.82157897949219
2018-06-26,48.80327224731445
2018-06-27,48.44630813598633
2018-06-28,46.10316467285156
2018-06-29,45.12028503417969
2018-07-02,45.41596984863281
2018-07-03,45.7393798828125
2018-07-05,46.23835372924805
2018-07-16,46.14594650268555
2018-09-18,46.44164276123047
2019-01-24,46.35847473144531
2019-09-05,46.16442108154297
2018-11-21,46.44164276123047
2020-01-13,46.940608978271484
2020-04-01,46.85744857788086
2020-06-19,46.173675537109375
2019-10-29,45.730140686035156
2020-01-16,45.277366638183594
2020-06-22,45.09255599975586
2018-10-03,45.42521286010742
2018-07-31,45.45293045043945
2019-03-12,45.66545486450195
2019-02-08,45.53608703613281
2019-01-07,45.57305145263672
2018-12-06,46.34923553466797
2019-08-19,46.15519714355469
2019-07-18,46.23835372924805
2019-05-15,46.18291091918945
2019-09-20,46.478599548339844
2019-11-01,46.24759292602539
2020-04-07,46.940608978271484
2020-06-25,45.24039840698242
2020-06-16,45.6192512512207
2019-11-04,44.72294998168945
2020-01-22,45.33280944824219
2019-11-07,46.35847473144531
2020-04-13,46.432395935058594
2019-07-01,46.61720275878906
2019-05-30,47.9570426940918
2018-08-15,47.81843948364258
2018-10-18,47.73527908325195
2019-03-27,47.36566925048828
2019-01-22,47.43035125732422
2018-12-21,47.89236068725586
2019-09-03,48.48373794555664
2018-11-19,48.28045654296875
2019-08-02,48.30816650390625
2020-01-28,48.46525955200195
2020-04-16,48.22500991821289
2019-11-13,47.33794403076172
2020-01-31,48.38209915161133
2018-12-04,48.151092529296875
2018-11-02,48.62234878540039
2019-07-16,48.86259078979492
2018-08-30,48.16957473754883
2018-10-01,48.918033599853516
2019-06-14,48.918033599853516
2019-05-13,48.141845703125
2019-04-11,48.603858947753906
2019-02-06,49.52788543701172
2019-09-18,49.842063903808594
2020-02-03,50.97861099243164
2020-04-22,50.76608657836914
2019-11-19,49.81433868408203
2020-02-06,49.278404235839844
2019-11-22,49.55561447143555
2019-03-25,49.952945709228516
2019-02-21,50.34103775024414
2018-12-19,50.28510665893555
2018-07-12,50.32239532470703
2018-09-14,50.31306838989258
2018-08-13,49.95881652832031
2018-10-16,50.145263671875
2019-07-31,50.751220703125
2019-05-28,50.69528579711914
2019-04-26,50.5461311340332
2020-04-28,48.03839874267578
2019-11-25,48.131622314453125
2020-02-12,48.03839874267578
2020-05-01,49.08251190185547
2020-05-04,49.893558502197266
2019-06-12,49.800331115722656
2019-04-09,49.58591842651367
2019-03-08,48.48587417602539
2019-02-04,48.31807327270508
2018-07-27,46.239173889160156
2018-08-28,47.208702087402344
2019-01-03,46.5374870300293
2019-08-15,46.835811614990234
2018-10-31,48.07569122314453
2019-09-16,47.171417236328125
2020-02-18,49.04521942138672
