Dates,CAH
2018-06-20,54.25
2018-06-21,53.540000915527344
2018-06-25,53.97999954223633
2018-06-22,53.34000015258789
2018-06-26,53.31999969482422
2018-06-27,52.93000030517578
2018-06-28,50.369998931884766
2018-06-29,48.83000183105469
2018-07-02,49.150001525878906
2018-07-03,49.5
2018-07-05,50.040000915527344
2018-07-16,49.939998626708984
2018-09-18,50.2599983215332
2019-01-24,50.16999816894531
2019-09-05,49.959999084472656
2018-11-21,50.2599983215332
2020-01-13,50.79999923706055
2020-04-01,50.709999084472656
2020-06-19,49.970001220703125
2019-10-29,49.4900016784668
2020-01-16,49.0
2020-06-22,48.79999923706055
2018-10-03,49.15999984741211
2018-07-31,49.189998626708984
2019-03-12,49.41999816894531
2019-02-08,49.279998779296875
2019-01-07,49.31999969482422
2018-12-06,50.15999984741211
2019-08-19,49.95000076293945
2019-07-18,50.040000915527344
2019-05-15,49.97999954223633
2019-09-20,50.29999923706055
2019-11-01,50.04999923706055
2020-04-07,50.79999923706055
2020-06-25,48.959999084472656
2020-06-16,49.369998931884766
2019-11-04,48.400001525878906
2020-01-22,49.060001373291016
2019-11-07,50.16999816894531
2020-04-13,50.25
2019-07-01,50.45000076293945
2019-05-30,51.900001525878906
2018-08-15,51.75
2018-10-18,51.65999984741211
2019-03-27,51.2599983215332
2019-01-22,51.33000183105469
2018-12-21,51.83000183105469
2019-09-03,52.470001220703125
2018-11-19,52.25
2019-08-02,52.279998779296875
2020-01-28,52.45000076293945
2020-04-16,52.189998626708984
2019-11-13,51.22999954223633
2020-01-31,52.36000061035156
2018-12-04,52.11000061035156
2018-11-02,52.619998931884766
2019-07-16,52.880001068115234
2018-08-30,52.130001068115234
2018-10-01,52.939998626708984
2019-06-14,52.939998626708984
2019-05-13,52.099998474121094
2019-04-11,52.599998474121094
2019-02-06,53.599998474121094
2019-09-18,53.939998626708984
2020-02-03,55.16999816894531
2020-04-22,54.939998626708984
2019-11-19,53.90999984741211
2020-02-06,53.33000183105469
2019-11-22,53.630001068115234
2019-03-25,54.060001373291016
2019-02-21,54.0
2018-12-19,53.939998626708984
2018-07-12,53.97999954223633
2018-09-14,53.970001220703125
2018-08-13,53.59000015258789
2018-10-16,53.790000915527344
2019-07-31,54.439998626708984
2019-05-28,54.380001068115234
2019-04-26,54.220001220703125
2020-04-28,51.529998779296875
2019-11-25,51.630001068115234
2020-02-12,51.529998779296875
