Dates,CAH
2018-06-20,54.439998626708984
2018-06-21,54.41999816894531
2018-06-25,54.40999984741211
2018-06-22,54.290000915527344
2018-06-26,53.689998626708984
2018-06-27,53.709999084472656
2018-06-28,51.0
2018-06-29,49.900001525878906
2018-07-02,49.66999816894531
2018-07-03,50.25
2018-07-05,50.45000076293945
2018-07-16,50.400001525878906
2018-09-18,51.0099983215332
2019-01-24,50.72999954223633
2019-09-05,50.22999954223633
2018-11-21,50.529998779296875
2020-01-13,51.630001068115234
2020-04-01,51.25
2020-06-19,50.81999969482422
2019-10-29,50.189998626708984
2020-01-16,49.849998474121094
2020-06-22,49.29999923706055
2018-10-03,49.77000045776367
2018-07-31,49.70000076293945
2019-03-12,49.7400016784668
2019-02-08,49.95000076293945
2019-01-07,49.88999938964844
2018-12-06,50.27000045776367
2019-08-19,50.970001220703125
2019-07-18,50.529998779296875
2019-05-15,50.119998931884766
2019-09-20,50.9900016784668
2019-11-01,51.540000915527344
2020-04-07,50.88999938964844
2020-06-25,51.13999938964844
2020-06-16,49.540000915527344
2019-11-04,49.439998626708984
2020-01-22,49.099998474121094
2019-11-07,50.41999816894531
2020-04-13,50.31999969482422
2019-07-01,50.95000076293945
2019-05-30,52.13999938964844
2018-08-15,52.11000061035156
2018-10-18,51.97999954223633
2019-03-27,51.650001525878906
2019-01-22,51.75
2018-12-21,52.060001373291016
2019-09-03,52.95000076293945
2018-11-19,52.619998931884766
2019-08-02,52.650001525878906
2020-01-28,52.86000061035156
2020-04-16,52.58000183105469
2019-11-13,52.16999816894531
2020-01-31,52.36000061035156
2018-12-04,52.689998626708984
2018-11-02,52.68000030517578
2019-07-16,53.40999984741211
2018-08-30,52.7400016784668
2018-10-01,53.08000183105469
2019-06-14,53.630001068115234
2019-05-13,53.369998931884766
2019-04-11,52.9900016784668
2019-02-06,53.86000061035156
2019-09-18,54.380001068115234
2020-02-03,55.47999954223633
2020-04-22,55.36000061035156
2019-11-19,55.150001525878906
2020-02-06,54.0
2019-11-22,54.279998779296875
2019-03-25,54.529998779296875
2019-02-21,54.11000061035156
2018-12-19,54.38999938964844
2018-07-12,54.45000076293945
2018-09-14,54.529998779296875
2018-08-13,54.290000915527344
2018-10-16,54.369998931884766
2019-07-31,54.63999938964844
2019-05-28,54.54999923706055
2019-04-26,55.630001068115234
2020-04-28,54.279998779296875
2019-11-25,51.9900016784668
2020-02-12,52.15999984741211
2020-05-01,52.880001068115234
2020-05-04,54.540000915527344
2019-06-12,54.0
2019-04-09,54.58000183105469
2019-03-08,53.52000045776367
2019-02-04,52.150001525878906
2018-07-27,52.290000915527344
2018-08-28,51.16999816894531
2019-01-03,50.34000015258789
2019-08-15,51.439998626708984
2018-10-31,51.61000061035156
2019-09-16,51.790000915527344
