Dates,CAH
2018-06-20,53.529998779296875
2018-06-21,53.41999816894531
2018-06-25,53.779998779296875
2018-06-22,52.900001525878906
2018-06-26,52.720001220703125
2018-06-27,52.599998474121094
2018-06-28,48.279998779296875
2018-06-29,48.779998779296875
2018-07-02,48.599998474121094
2018-07-03,49.15999984741211
2018-07-05,49.56999969482422
2018-07-16,49.540000915527344
2018-09-18,50.06999969482422
2019-01-24,49.88999938964844
2019-09-05,48.849998474121094
2018-11-21,49.7599983215332
2020-01-13,49.849998474121094
2020-04-01,50.52000045776367
2020-06-19,49.93000030517578
2019-10-29,49.4900016784668
2020-01-16,48.13999938964844
2020-06-22,48.220001220703125
2018-10-03,48.31999969482422
2018-07-31,49.04999923706055
2019-03-12,49.060001373291016
2019-02-08,49.0
2019-01-07,48.97999954223633
2018-12-06,49.130001068115234
2019-08-19,49.77000045776367
2019-07-18,49.83000183105469
2019-05-15,49.369998931884766
2019-09-20,50.0
2019-11-01,49.09000015258789
2020-04-07,49.27000045776367
2020-06-25,48.77000045776367
2020-06-16,48.81999969482422
2019-11-04,48.290000915527344
2020-01-22,48.349998474121094
2019-11-07,49.060001373291016
2020-04-13,49.060001373291016
2019-07-01,50.189998626708984
2019-05-30,50.349998474121094
2018-08-15,51.189998626708984
2018-10-18,51.59000015258789
2019-03-27,51.060001373291016
2019-01-22,51.20000076293945
2018-12-21,51.439998626708984
2019-09-03,51.95000076293945
2018-11-19,52.040000915527344
2019-08-02,52.04999923706055
2020-01-28,51.77000045776367
2020-04-16,51.810001373291016
2019-11-13,50.790000915527344
2020-01-31,51.0
2018-12-04,51.86000061035156
2018-11-02,51.869998931884766
2019-07-16,52.630001068115234
2018-08-30,51.86000061035156
2018-10-01,52.150001525878906
2019-06-14,52.86000061035156
2019-05-13,52.09000015258789
2019-04-11,51.56999969482422
2019-02-06,52.58000183105469
2019-09-18,53.66999816894531
2020-02-03,54.029998779296875
2020-04-22,54.689998626708984
2019-11-19,53.47999954223633
2020-02-06,53.11000061035156
2019-11-22,53.38999938964844
2019-03-25,53.56999969482422
2019-02-21,53.43000030517578
2018-12-19,53.75
2018-07-12,53.68000030517578
2018-09-14,53.939998626708984
2018-08-13,53.369998931884766
2018-10-16,53.59000015258789
2019-07-31,53.720001220703125
2019-05-28,53.36000061035156
2019-04-26,54.150001525878906
2020-04-28,51.41999816894531
2019-11-25,51.060001373291016
2020-02-12,51.5
2020-05-01,51.560001373291016
2020-05-04,52.56999969482422
2019-06-12,53.150001525878906
2019-04-09,52.93000030517578
2019-03-08,51.790000915527344
2019-02-04,50.93000030517578
2018-07-27,49.5099983215332
2018-08-28,48.90999984741211
2019-01-03,48.970001220703125
2019-08-15,49.599998474121094
2018-10-31,50.0
2019-09-16,50.130001068115234
2020-02-18,50.540000915527344
2020-05-07,51.130001068115234
2018-08-17,51.56999969482422
2019-12-04,50.90999984741211
2020-02-21,52.59000015258789
2018-12-17,51.209999084472656
2019-08-30,54.459999084472656
2018-11-15,54.97999954223633
2019-07-29,55.939998626708984
2019-06-27,56.29999923706055
2019-04-24,55.619998931884766
2018-07-10,55.29999923706055
2018-09-12,54.33000183105469
2019-02-19,52.40999984741211
2019-01-18,52.40999984741211
2020-02-24,52.25
2020-05-13,52.93000030517578
2019-12-10,53.279998779296875
2020-02-27,53.86000061035156
2019-12-13,54.560001373291016
2020-05-19,54.11000061035156
2019-03-06,54.91999816894531
2018-11-30,54.40999984741211
2019-08-13,52.16999816894531
2019-07-12,53.779998779296875
2019-06-10,51.52000045776367
2019-05-09,52.849998474121094
2018-07-25,53.70000076293945
2018-09-27,51.93000030517578
2018-10-29,49.91999816894531
2019-10-16,47.65999984741211
2019-12-16,46.58000183105469
2020-03-04,45.84000015258789
2020-05-22,44.599998474121094
2019-10-01,44.150001525878906
2019-12-19,42.900001525878906
2018-09-10,42.16999816894531
2019-05-24,42.900001525878906
2018-08-09,44.099998474121094
2019-04-22,43.95000076293945
2019-03-21,43.95000076293945
2019-01-16,43.81999969482422
2019-08-28,44.209999084472656
2018-11-13,44.66999816894531
2018-10-12,45.97999954223633
2019-06-25,46.380001068115234
2020-03-10,46.75
2020-05-28,46.970001220703125
2019-10-07,47.18000030517578
2020-03-13,47.04999923706055
2019-10-10,47.65999984741211
2020-03-16,47.689998626708984
2020-06-03,48.61000061035156
2018-11-28,48.310001373291016
2018-09-25,48.15999984741211
2018-07-23,48.2599983215332
2018-08-24,48.900001525878906
2019-07-10,48.47999954223633
2019-05-07,48.959999084472656
2019-04-05,48.310001373291016
2019-03-04,48.61000061035156
2019-01-31,48.310001373291016
2019-09-12,49.029998779296875
2019-12-31,49.790000915527344
2020-03-19,50.0
2020-01-03,52.75
2020-06-09,52.060001373291016
2019-02-15,52.119998931884766
2019-01-14,53.380001068115234
2018-07-06,54.06999969482422
2018-08-07,54.459999084472656
2018-10-10,55.36000061035156
2018-12-13,55.130001068115234
2019-08-26,55.540000915527344
2019-07-25,54.369998931884766
2019-05-22,54.2599983215332
2019-03-19,54.529998779296875
2020-01-06,53.560001373291016
2020-03-25,52.959999084472656
2020-06-12,53.380001068115234
2019-10-22,52.939998626708984
2020-01-09,50.63999938964844
2020-06-15,49.810001373291016
2019-10-25,48.20000076293945
