Dates,HPQ
2018-06-20,21.823101043701172
2018-06-21,22.010427474975586
2018-06-25,22.291412353515625
2018-06-22,21.626415252685547
2018-06-26,21.58894920349121
2018-06-27,21.36416244506836
2018-06-28,21.233036041259766
2018-06-29,21.25177001953125
2018-07-02,21.410995483398438
2018-07-03,21.15810775756836
2018-07-05,21.307964324951172
2018-07-16,21.551485061645508
2018-09-18,21.888668060302734
2019-01-24,22.35697364807129
2019-09-05,21.598316192626953
2018-11-21,22.038528442382812
2020-01-13,22.207115173339844
2020-04-01,22.07598876953125
2020-06-19,22.0947208404541
2019-10-29,22.038528442382812
2020-01-16,21.720077514648438
2020-06-22,21.485923767089844
2018-10-03,21.5795841217041
2018-07-31,21.53275489807129
2019-03-12,21.813737869262695
2019-02-08,21.96359634399414
2019-01-07,21.757539749145508
2018-12-06,21.635780334472656
2019-08-19,21.617048263549805
2019-07-18,21.551485061645508
2019-05-15,21.738807678222656
2019-09-20,21.860567092895508
2019-11-01,22.235212326049805
2020-04-07,22.4693660736084
2020-06-25,22.60985565185547
2020-06-16,22.55366325378418
2019-11-04,22.4693660736084
2020-01-22,22.291412353515625
2019-11-07,22.619226455688477
2020-04-13,22.506832122802734
2019-07-01,22.60985565185547
2019-05-30,22.98450469970703
2018-08-15,22.98450469970703
2018-10-18,22.93767547607422
2019-03-27,22.93767547607422
2019-01-22,23.068798065185547
2018-12-21,22.619226455688477
2019-09-03,22.78781509399414
2018-11-19,22.93767547607422
2019-08-02,23.490276336669922
2020-01-28,23.162460327148438
2020-04-16,23.0875301361084
2019-11-13,23.237390518188477
2020-01-31,23.11562728881836
2018-12-04,23.11562728881836
2018-11-02,23.143728256225586
2019-07-16,23.0875301361084
2018-08-30,23.24700164794922
2018-10-01,23.171646118164062
2019-06-14,23.557842254638672
2019-05-13,23.586101531982422
2019-04-11,23.557842254638672
2019-02-06,23.69913101196289
2019-09-18,23.793325424194336
2020-02-03,24.1983585357666
2020-04-22,24.330232620239258
2019-11-19,24.36790657043457
2020-02-06,24.075904846191406
2019-11-22,24.462100982666016
2019-03-25,24.1418399810791
2019-02-21,24.273712158203125
2018-12-19,24.113584518432617
2018-07-12,24.56571388244629
2018-09-14,24.546875
2018-08-13,24.88597297668457
2018-10-16,23.868680953979492
2019-07-31,23.557842254638672
2019-05-28,23.520164489746094
2019-04-26,22.851388931274414
2020-04-28,21.673965454101562
2019-11-25,22.29564666748047
2020-02-12,22.192035675048828
2020-05-01,22.56880760192871
2020-05-04,22.484033584594727
2019-06-12,22.38983726501465
2019-04-09,22.45577621459961
2019-03-08,22.71009635925293
2019-02-04,22.549968719482422
2018-07-27,21.72106170654297
2018-08-28,22.408679962158203
2019-01-03,21.78700065612793
2019-08-15,21.683385848999023
2018-10-31,22.29564666748047
2019-09-16,22.738357543945312
2020-02-18,23.068035125732422
2020-05-07,23.19990348815918
2018-08-17,23.209325790405273
2019-12-04,23.435388565063477
2020-02-21,23.991132736206055
2018-12-17,24.019390106201172
2019-08-30,23.548423767089844
2018-11-15,22.59706687927246
2019-07-29,22.559389114379883
2019-06-27,22.35215950012207
2019-04-24,22.76661491394043
2018-07-10,22.75719451904297
2018-09-12,22.182615280151367
2019-02-19,21.297195434570312
2019-01-18,21.344289779663086
2020-02-24,21.202999114990234
2020-05-13,21.485580444335938
2019-12-10,21.41022491455078
2020-02-27,22.069581985473633
2019-12-13,21.532678604125977
2020-05-19,21.664546966552734
2019-03-06,22.559389114379883
2018-11-30,21.890613555908203
2019-08-13,22.62532615661621
2019-07-12,21.59861183166504
2019-06-10,21.59861183166504
2019-05-09,21.240676879882812
2018-07-25,21.39265251159668
2018-09-27,21.145999908447266
2018-10-29,20.880369186401367
2019-10-16,20.320648193359375
2019-12-16,20.3111629486084
2020-03-04,19.495304107666016
2020-05-22,19.039936065673828
2019-10-01,18.64149284362793
2019-12-19,18.385351181030273
2018-09-10,19.286592483520508
2019-05-24,19.33402442932129
2018-08-09,19.29608154296875
2019-04-22,19.40991973876953
2019-03-21,19.571195602416992
2019-01-16,18.907121658325195
2019-08-28,19.656574249267578
2018-11-13,19.874773025512695
2018-10-12,20.121427536010742
2019-06-25,20.121427536010742
2020-03-10,20.36808204650879
2020-05-28,20.083480834960938
2019-10-07,19.722986221313477
2020-03-13,19.931692123413086
2019-10-10,19.969640731811523
2020-03-16,20.140399932861328
2020-06-03,20.633712768554688
2018-11-28,20.22578239440918
2018-09-25,20.33962631225586
2018-07-23,20.652687072753906
2018-08-24,20.96575355529785
2019-07-10,20.85190773010254
2019-05-07,20.75704002380371
2019-04-05,21.060617446899414
2019-03-04,20.89934539794922
2019-01-31,21.117538452148438
2019-09-12,21.39265251159668
2019-12-31,21.629823684692383
2020-03-19,21.885969161987305
2020-01-03,21.686744689941406
2020-06-09,21.743667602539062
2019-02-15,21.686744689941406
2019-01-14,22.151596069335938
2018-07-06,22.123136520385742
2018-08-07,22.03775405883789
2018-10-10,22.085187911987305
2018-12-13,22.05672836303711
2019-08-26,22.180057525634766
2019-07-25,22.18954086303711
2019-05-22,22.521577835083008
2019-03-19,22.6828556060791
2020-01-06,22.67336654663086
2020-03-25,22.625932693481445
2020-06-12,18.717384338378906
2019-10-22,18.594057083129883
2020-01-09,18.527652740478516
2020-06-15,18.366376876831055
2019-10-25,18.100749969482422
2020-03-31,17.854093551635742
2020-06-18,17.778196334838867
2019-04-03,18.06279945373535
2018-08-22,18.235198974609375
2018-10-25,18.761404037475586
2019-01-29,18.790102005004883
2018-12-28,19.077123641967773
2018-11-26,19.086688995361328
2019-08-09,19.134525299072266
2019-07-08,19.124956130981445
2019-06-06,19.345003128051758
2019-09-10,18.503084182739258
2020-01-15,18.149097442626953
2020-04-03,18.30217170715332
2019-10-31,18.110830307006836
2020-04-06,18.177797317504883
2020-06-24,18.589191436767578
2018-11-09,19.18235969543457
2019-07-23,18.866640090942383
2019-06-21,18.895341873168945
2019-05-20,18.904909133911133
2019-04-18,18.933612823486328
2018-09-06,19.077123641967773
2018-10-08,18.74226951599121
2019-02-13,19.10582160949707
2018-12-11,19.077123641967773
2019-09-25,19.33543586730957
2020-01-21,19.325870513916016
2020-04-09,19.679859161376953
2019-11-06,19.61288833618164
2020-01-24,19.632022857666016
2020-01-27,19.019718170166016
2020-04-15,19.220630645751953
2018-12-26,19.010150909423828
2019-08-07,18.751832962036133
2019-06-04,18.570056915283203
2018-09-21,18.809236526489258
2018-07-19,19.086688995361328
2018-08-20,19.067554473876953
2018-10-23,19.172794342041016
2019-05-03,19.411975860595703
2019-04-01,19.220630645751953
2019-02-28,18.761404037475586
2019-11-12,18.684865951538086
2020-01-30,18.455249786376953
2019-11-15,18.292606353759766
2020-04-21,17.479389190673828
2019-04-16,17.508089065551758
2019-03-15,17.919483184814453
2019-02-11,18.120393753051758
2019-01-10,18.196929931640625
2019-08-22,18.1395263671875
2018-11-07,18.598756790161133
2018-08-03,18.369144439697266
2018-09-04,18.359577178955078
2019-06-19,19.163227081298828
2019-09-23,18.809236526489258
2019-11-18,18.177797317504883
2020-02-05,18.311738967895508
2020-04-24,17.871644973754883
2019-03-29,17.852510452270508
2019-11-21,18.550922393798828
2020-04-27,18.713563919067383
2020-02-11,18.809236526489258
2020-04-30,18.857072830200195
2019-05-01,19.019718170166016
2019-02-26,19.15494155883789
2019-01-25,19.212810516357422
2018-12-24,19.280324935913086
2019-09-06,19.20316505432129
2018-07-17,19.19352149963379
2018-09-19,19.7915096282959
2019-08-05,19.89760398864746
2019-10-08,20.11944007873535
2019-12-11,19.965118408203125
2019-11-27,19.92654037475586
2020-02-14,19.868667602539062
2020-05-06,20.051925659179688
2019-01-08,20.003700256347656
2018-12-07,20.051925659179688
2019-08-20,20.244823455810547
2018-11-05,20.31233787536621
2019-07-19,20.40878677368164
2018-10-04,20.40878677368164
2019-06-17,20.003700256347656
2019-05-16,19.89760398864746
2018-08-01,19.859024047851562
2019-03-13,20.10979461669922
2019-12-03,20.476301193237305
2020-02-20,20.592044830322266
2019-12-06,20.5534610748291
2020-05-12,20.428077697753906
2019-12-09,20.620975494384766
2020-02-26,20.6306209564209
2020-05-15,20.678850173950195
2019-03-28,20.862102508544922
2018-09-17,20.804231643676758
2018-08-16,20.57275390625
2018-10-19,20.75600814819336
2019-04-29,20.736717224121094
2019-01-23,20.775299072265625
2019-09-04,20.293048858642578
2018-11-20,20.244823455810547
2019-07-02,19.424997329711914
2019-05-31,18.47979164123535
2019-12-12,18.56659507751465
2020-05-18,18.41227912902832
2019-09-27,18.836654663085938
2020-03-03,18.59553337097168
2020-05-21,18.267602920532227
2019-05-14,18.846303939819336
2018-08-31,18.59553337097168
2018-07-30,17.968603134155273
2018-10-02,18.402631759643555
2019-04-12,18.52801513671875
2019-03-11,18.238666534423828
2019-02-07,18.286890029907227
2019-07-17,18.257959365844727
2019-09-19,17.177719116210938
2019-10-21,17.206655502319336
2019-12-18,17.100557327270508
2020-03-06,17.158428192138672
2019-10-03,17.447776794433594
2020-03-09,17.64067840576172
2020-05-27,17.505647659301758
2019-12-24,17.708192825317383
2020-03-12,18.238666534423828
2018-12-20,18.421920776367188
2019-08-01,18.335119247436523
2018-08-14,18.47129249572754
2018-07-13,18.53938102722168
2018-10-17,18.23784828186035
2019-05-29,18.558834075927734
2019-03-26,18.354570388793945
2019-02-22,18.354570388793945
2019-10-04,18.19894027709961
2019-11-05,18.23784828186035
2019-12-27,17.965497970581055
2020-06-02,18.014131546020508
2019-12-30,17.654237747192383
2020-03-18,17.907135009765625
2020-06-05,17.91686248779297
2019-07-15,18.02385902404785
2018-12-03,18.4032039642334
2019-06-13,18.08222007751465
2019-01-04,18.08222007751465
2018-08-29,17.897409439086914
2019-02-05,16.185482025146484
2018-11-01,16.34111213684082
2019-08-16,15.854769706726074
2019-04-10,15.95203685760498
2019-09-17,15.592145919799805
2019-10-15,15.796408653259277
2020-01-02,16.088214874267578
2020-06-08,16.35083770751953
2019-10-18,16.57455825805664
2020-03-24,16.496742248535156
2020-06-11,16.389745712280273
2020-01-08,16.535648345947266
2019-04-25,16.652372360229492
2019-07-30,16.652372360229492
2019-02-20,16.652372360229492
2018-07-11,16.85663414001465
2018-09-13,17.148441314697266
2018-10-15,17.119260787963867
2019-06-28,17.138715744018555
2018-12-18,16.895544052124023
2018-11-16,17.294343948364258
2019-10-02,17.508333206176758
2020-03-27,17.897409439086914
2020-01-10,19.035449981689453
2019-10-24,18.860368728637695
2020-03-30,18.986818313598633
2020-06-17,19.103538513183594
2020-01-14,18.99654197692871
2020-04-02,18.99654197692871
2019-01-02,19.580154418945312
2019-08-14,19.6287899017334
2018-10-30,19.46343231201172
2019-06-11,19.560699462890625
2019-05-10,19.161901473999023
2019-04-08,19.113265991210938
2018-08-27,19.39534568786621
2018-07-26,19.599607467651367
2018-09-28,19.512065887451172
2019-03-07,19.24944305419922
2019-10-30,19.531518936157227
2020-01-17,19.288349151611328
2020-06-23,19.093809127807617
2020-04-08,19.492612838745117
2020-06-26,19.764965057373047
2019-03-22,19.940046310424805
2019-01-17,19.910865783691406
2019-08-29,19.818641662597656
2018-11-14,19.691097259521484
2019-06-26,20.044300079345703
2018-09-11,19.965810775756836
2018-07-09,20.132600784301758
2018-08-10,19.98543357849121
2019-04-23,19.94618797302246
2019-09-30,19.9167537689209
2020-01-23,20.171844482421875
2019-11-08,20.171844482421875
2020-04-14,20.201278686523438
2019-11-11,20.299392700195312
2020-01-29,20.142412185668945
2020-04-17,20.103166580200195
2018-07-24,20.16203498840332
2018-09-26,20.397504806518555
2019-05-08,20.142412185668945
2019-03-05,20.220903396606445
2019-02-01,20.26995849609375
2018-12-31,20.534862518310547
2018-11-29,20.839008331298828
2019-08-12,20.97636604309082
2019-07-11,21.054853439331055
2019-09-13,20.995986938476562
2019-11-14,21.015609741210938
2020-04-20,21.260889053344727
2020-02-04,21.555225372314453
2020-04-23,21.545413970947266
2018-12-14,21.515981674194336
2019-08-27,21.682771682739258
2018-08-08,21.56503677368164
2018-10-11,21.172588348388672
2018-11-12,21.231454849243164
2019-07-26,21.025421142578125
2019-06-24,21.12353515625
2019-05-23,20.917497634887695
2019-03-20,20.89787483215332
2019-01-15,21.14315414428711
2019-11-20,21.36881446838379
2020-02-07,21.42768096923828
2020-02-10,21.31975746154785
2020-04-29,21.486547470092773
2019-11-26,21.810317993164062
2020-02-13,22.05559730529785
2019-01-30,21.800504684448242
2018-08-23,21.947675704956055
2018-09-24,21.82012939453125
2018-11-27,22.006542205810547
2018-10-26,22.212575912475586
2019-07-09,22.27144432067871
2019-06-07,21.682771682739258
2019-05-06,22.9091739654541
2019-04-04,22.2812557220459
2019-09-11,21.4669246673584
2019-11-29,20.397504806518555
2020-05-05,21.447303771972656
2019-12-02,20.358259201049805
2020-02-19,21.19221305847168
2020-05-08,21.133346557617188
2019-05-21,21.005800247192383
2019-03-18,18.60205078125
2018-09-07,19.598308563232422
2018-08-06,19.172473907470703
2018-10-09,17.34039306640625
2019-02-14,17.01358985900879
2018-12-12,14.31993579864502
2019-07-24,14.260517120361328
2019-09-26,12.983012199401855
2019-10-28,14.260517120361328
2019-12-05,13.814875602722168
2020-05-11,13.56729793548584
2019-07-03,15.32015323638916
2020-02-25,15.231024742126465
2020-05-14,17.76622772216797
2020-02-28,16.69668960571289
2019-08-08,17.66719627380371
2019-06-05,17.19184684753418
2018-07-20,14.696255683898926
