Dates,HPQ
2018-06-20,23.600000381469727
2018-06-21,23.540000915527344
2018-06-25,23.649999618530273
2018-06-22,23.6299991607666
2018-06-26,23.1299991607666
2018-06-27,22.979999542236328
2018-06-28,22.829999923706055
2018-06-29,22.799999237060547
2018-07-02,22.540000915527344
2018-07-03,22.920000076293945
2018-07-05,22.81999969482422
2018-07-16,22.780000686645508
2018-09-18,23.139999389648438
2019-01-24,23.360000610351562
2019-09-05,23.649999618530273
2018-11-21,23.280000686645508
2020-01-13,23.309999465942383
2020-04-01,23.690000534057617
2020-06-19,23.3799991607666
2019-10-29,23.600000381469727
2020-01-16,23.399999618530273
2020-06-22,23.190000534057617
2018-10-03,22.8700008392334
2018-07-31,23.25
2019-03-12,22.90999984741211
2019-02-08,23.219999313354492
2019-01-07,23.450000762939453
2018-12-06,23.25
2019-08-19,23.1200008392334
2019-07-18,23.139999389648438
2019-05-15,22.889999389648438
2019-09-20,23.260000228881836
2019-11-01,23.280000686645508
2020-04-07,23.829999923706055
2020-06-25,23.979999542236328
2020-06-16,24.1299991607666
2019-11-04,23.90999984741211
2020-01-22,24.049999237060547
2019-11-07,23.93000030517578
2020-04-13,23.90999984741211
2019-07-01,24.18000030517578
2019-05-30,24.079999923706055
2018-08-15,24.540000915527344
2018-10-18,24.600000381469727
2019-03-27,24.459999084472656
2019-01-22,24.5
2018-12-21,24.0
2019-09-03,24.389999389648438
2018-11-19,24.440000534057617
2019-08-02,24.549999237060547
2020-01-28,25.040000915527344
2020-04-16,24.559999465942383
2019-11-13,24.530000686645508
2020-01-31,24.829999923706055
2018-12-04,24.709999084472656
2018-11-02,24.760000228881836
2019-07-16,24.780000686645508
2018-08-30,24.450000762939453
2018-10-01,24.600000381469727
2019-06-14,24.709999084472656
2019-05-13,25.010000228881836
2019-04-11,25.040000915527344
2019-02-06,24.979999542236328
2019-09-18,25.149999618530273
2020-02-03,25.440000534057617
2020-04-22,25.790000915527344
2019-11-19,25.729999542236328
2020-02-06,25.860000610351562
2019-11-22,25.709999084472656
2019-03-25,26.010000228881836
2019-02-21,25.540000915527344
2018-12-19,25.799999237060547
2018-07-12,25.600000381469727
2018-09-14,26.200000762939453
2018-08-13,26.889999389648438
2018-10-16,26.270000457763672
2019-07-31,25.190000534057617
2019-05-28,24.8700008392334
2019-04-26,24.809999465942383
2020-04-28,24.06999969482422
2019-11-25,23.459999084472656
2020-02-12,23.6200008392334
2020-05-01,23.770000457763672
2020-05-04,24.030000686645508
2019-06-12,23.809999465942383
2019-04-09,23.8700008392334
2019-03-08,24.0
2019-02-04,23.610000610351562
2018-07-27,23.969999313354492
2018-08-28,23.280000686645508
2019-01-03,23.309999465942383
2019-08-15,23.479999542236328
2018-10-31,23.06999969482422
2019-09-16,23.84000015258789
2020-02-18,24.239999771118164
2020-05-07,24.360000610351562
2018-08-17,24.6299991607666
2019-12-04,24.59000015258789
2020-02-21,25.079999923706055
2018-12-17,25.420000076293945
2019-08-30,25.360000610351562
2018-11-15,24.770000457763672
2019-07-29,23.989999771118164
2019-06-27,24.260000228881836
2019-04-24,23.549999237060547
2018-07-10,23.989999771118164
2018-09-12,24.09000015258789
2019-02-19,23.06999969482422
2019-01-18,22.770000457763672
2020-02-24,22.389999389648438
2020-05-13,22.850000381469727
2019-12-10,22.6299991607666
2020-02-27,22.799999237060547
2019-12-13,23.290000915527344
2020-05-19,23.219999313354492
2019-03-06,23.399999618530273
2018-11-30,23.889999389648438
2019-08-13,22.760000228881836
2019-07-12,23.899999618530273
2019-06-10,22.799999237060547
2019-05-09,23.100000381469727
2018-07-25,22.700000762939453
2018-09-27,22.6299991607666
2018-10-29,22.079999923706055
2019-10-16,21.899999618530273
2019-12-16,21.600000381469727
2020-03-04,21.459999084472656
2020-05-22,20.510000228881836
2019-10-01,19.979999542236328
2019-12-19,19.399999618530273
2018-09-10,19.530000686645508
2019-05-24,20.020000457763672
2018-08-09,20.559999465942383
2019-04-22,20.489999771118164
2019-03-21,20.030000686645508
2019-01-16,20.350000381469727
2019-08-28,20.3799991607666
2018-11-13,20.75
2018-10-12,21.219999313354492
2019-06-25,21.34000015258789
2020-03-10,21.1200008392334
2020-05-28,21.239999771118164
2019-10-07,20.940000534057617
2020-03-13,20.799999237060547
2019-10-10,20.950000762939453
2020-03-16,20.950000762939453
2020-06-03,21.360000610351562
2018-11-28,21.6200008392334
2018-09-25,21.40999984741211
2018-07-23,21.549999237060547
2018-08-24,21.940000534057617
2019-07-10,21.829999923706055
2019-05-07,22.1200008392334
2019-04-05,22.09000015258789
2019-03-04,22.200000762939453
2019-01-31,22.15999984741211
2019-09-12,22.270000457763672
2019-12-31,22.56999969482422
2020-03-19,22.799999237060547
2020-01-03,22.920000076293945
2020-06-09,22.649999618530273
2019-02-15,23.0
2019-01-14,23.010000228881836
2018-07-06,23.440000534057617
2018-08-07,23.229999542236328
2018-10-10,23.329999923706055
2018-12-13,23.239999771118164
2019-08-26,23.280000686645508
2019-07-25,23.209999084472656
2019-05-22,23.549999237060547
2019-03-19,23.829999923706055
2020-01-06,23.780000686645508
2020-03-25,23.75
2020-06-12,20.049999237060547
2019-10-22,19.920000076293945
2020-01-09,19.610000610351562
2020-06-15,19.540000915527344
2019-10-25,19.329999923706055
2020-03-31,19.0
2020-06-18,18.530000686645508
2019-04-03,18.780000686645508
2018-08-22,18.920000076293945
2018-10-25,19.100000381469727
2019-01-29,19.6200008392334
2018-12-28,19.649999618530273
2018-11-26,19.90999984741211
2019-08-09,20.030000686645508
2019-07-08,20.010000228881836
2019-06-06,19.950000762939453
2019-09-10,20.110000610351562
2020-01-15,19.280000686645508
2020-04-03,19.100000381469727
2019-10-31,19.110000610351562
2020-04-06,18.959999084472656
2020-06-24,19.219999313354492
2018-11-09,19.729999542236328
2019-07-23,20.139999389648438
2019-06-21,19.780000686645508
2019-05-20,19.780000686645508
2019-04-18,19.790000915527344
2018-09-06,19.739999771118164
2018-10-08,19.809999465942383
2019-02-13,19.579999923706055
2018-12-11,19.959999084472656
2019-09-25,20.040000915527344
2020-01-21,20.229999542236328
2020-04-09,20.25
2019-11-06,20.600000381469727
2020-01-24,20.489999771118164
2020-01-27,20.420000076293945
2020-04-15,19.959999084472656
2018-12-26,20.030000686645508
2019-08-07,19.84000015258789
2019-06-04,19.450000762939453
2018-09-21,19.329999923706055
2018-07-19,19.600000381469727
2018-08-20,19.950000762939453
2018-10-23,19.989999771118164
