Dates,HPQ
2018-06-20,23.299999237060547
2018-06-21,23.309999465942383
2018-06-25,23.59000015258789
2018-06-22,22.940000534057617
2018-06-26,22.989999771118164
2018-06-27,22.809999465942383
2018-06-28,22.350000381469727
2018-06-29,22.670000076293945
2018-07-02,22.3799991607666
2018-07-03,22.549999237060547
2018-07-05,22.450000762939453
2018-07-16,22.600000381469727
2018-09-18,23.010000228881836
2019-01-24,23.360000610351562
2019-09-05,23.049999237060547
2018-11-21,23.219999313354492
2020-01-13,23.299999237060547
2020-04-01,23.510000228881836
2020-06-19,23.3799991607666
2019-10-29,23.31999969482422
2020-01-16,23.170000076293945
2020-06-22,22.889999389648438
2018-10-03,22.65999984741211
2018-07-31,22.899999618530273
2019-03-12,22.90999984741211
2019-02-08,23.219999313354492
2019-01-07,23.110000610351562
2018-12-06,22.969999313354492
2019-08-19,23.049999237060547
2019-07-18,22.959999084472656
2019-05-15,22.889999389648438
2019-09-20,23.219999313354492
2019-11-01,23.280000686645508
2020-04-07,23.799999237060547
2020-06-25,23.93000030517578
2020-06-16,24.049999237060547
2019-11-04,23.90999984741211
2020-01-22,23.790000915527344
2019-11-07,23.93000030517578
2020-04-13,23.8799991607666
2019-07-01,24.059999465942383
2019-05-30,24.06999969482422
2018-08-15,24.450000762939453
2018-10-18,24.350000381469727
2019-03-27,24.25
2019-01-22,24.479999542236328
2018-12-21,23.68000030517578
2019-09-03,24.270000457763672
2018-11-19,24.309999465942383
2019-08-02,24.510000228881836
2020-01-28,24.690000534057617
2020-04-16,24.420000076293945
2019-11-13,24.389999389648438
2020-01-31,24.479999542236328
2018-12-04,24.639999389648438
2018-11-02,24.65999984741211
2019-07-16,24.56999969482422
2018-08-30,24.350000381469727
2018-10-01,24.420000076293945
2019-06-14,24.670000076293945
2019-05-13,24.959999084472656
2019-04-11,24.979999542236328
2019-02-06,24.959999084472656
2019-09-18,25.049999237060547
2020-02-03,25.399999618530273
2020-04-22,25.729999542236328
2019-11-19,25.719999313354492
2020-02-06,25.520000457763672
2019-11-22,25.709999084472656
2019-03-25,25.579999923706055
2019-02-21,25.479999542236328
2018-12-19,25.530000686645508
2018-07-12,25.600000381469727
2018-09-14,25.969999313354492
2018-08-13,26.219999313354492
2018-10-16,25.219999313354492
2019-07-31,24.940000534057617
2019-05-28,24.75
2019-04-26,24.219999313354492
2020-04-28,22.84000015258789
2019-11-25,23.270000457763672
2020-02-12,23.540000915527344
2020-05-01,23.559999465942383
2020-05-04,23.600000381469727
2019-06-12,23.540000915527344
2019-04-09,23.649999618530273
2019-03-08,23.950000762939453
2019-02-04,23.260000228881836
2018-07-27,23.020000457763672
2018-08-28,23.270000457763672
2019-01-03,22.850000381469727
2019-08-15,22.700000762939453
2018-10-31,22.979999542236328
2019-09-16,23.780000686645508
2020-02-18,23.979999542236328
2020-05-07,24.299999237060547
2018-08-17,24.420000076293945
2019-12-04,24.530000686645508
2020-02-21,24.65999984741211
2018-12-17,25.3700008392334
2019-08-30,24.760000228881836
2018-11-15,23.940000534057617
2019-07-29,23.780000686645508
2019-06-27,23.690000534057617
2019-04-24,23.420000076293945
2018-07-10,23.959999084472656
2018-09-12,23.309999465942383
2019-02-19,22.469999313354492
2019-01-18,22.65999984741211
2020-02-24,22.270000457763672
2020-05-13,22.479999542236328
2019-12-10,22.469999313354492
2020-02-27,22.610000610351562
2019-12-13,22.65999984741211
2020-05-19,22.420000076293945
2019-03-06,23.399999618530273
2018-11-30,23.040000915527344
2019-08-13,22.700000762939453
2019-07-12,22.6299991607666
2019-06-10,22.309999465942383
2019-05-09,22.389999389648438
2018-07-25,22.520000457763672
2018-09-27,22.260000228881836
2018-10-29,21.940000534057617
2019-10-16,21.290000915527344
2019-12-16,21.3700008392334
2020-03-04,20.34000015258789
2020-05-22,19.81999969482422
2019-10-01,19.6299991607666
2019-12-19,19.31999969482422
2018-09-10,19.219999313354492
2019-05-24,19.649999618530273
2018-08-09,20.280000686645508
2019-04-22,20.239999771118164
2019-03-21,20.0
2019-01-16,19.700000762939453
2019-08-28,20.270000457763672
2018-11-13,20.739999771118164
2018-10-12,20.84000015258789
2019-06-25,21.010000228881836
2020-03-10,21.059999465942383
2020-05-28,20.799999237060547
2019-10-07,20.68000030517578
2020-03-13,20.649999618530273
2019-10-10,20.709999084472656
2020-03-16,20.920000076293945
2020-06-03,21.290000915527344
2018-11-28,21.18000030517578
2018-09-25,21.190000534057617
2018-07-23,21.510000228881836
2018-08-24,21.84000015258789
2019-07-10,21.68000030517578
2019-05-07,21.850000381469727
2019-04-05,21.90999984741211
2019-03-04,22.010000228881836
2019-01-31,21.93000030517578
2019-09-12,22.15999984741211
2019-12-31,22.56999969482422
2020-03-19,22.799999237060547
2020-01-03,22.690000534057617
2020-06-09,22.600000381469727
2019-02-15,22.790000915527344
2019-01-14,23.0
2018-07-06,23.219999313354492
2018-08-07,23.190000534057617
2018-10-10,23.139999389648438
2018-12-13,23.18000030517578
2019-08-26,23.25
2019-07-25,23.209999084472656
2019-05-22,23.520000457763672
2019-03-19,23.809999465942383
2020-01-06,23.760000228881836
2020-03-25,23.610000610351562
2020-06-12,19.34000015258789
2019-10-22,19.489999771118164
2020-01-09,19.350000381469727
2020-06-15,19.350000381469727
2019-10-25,19.059999465942383
2020-03-31,18.729999542236328
2020-06-18,18.459999084472656
2019-04-03,18.780000686645508
2018-08-22,18.860000610351562
2018-10-25,19.049999237060547
2019-01-29,19.489999771118164
2018-12-28,19.639999389648438
2018-11-26,19.84000015258789
2019-08-09,19.90999984741211
2019-07-08,19.799999237060547
2019-06-06,19.950000762939453
2019-09-10,19.329999923706055
2020-01-15,18.860000610351562
2020-04-03,19.0
2019-10-31,18.860000610351562
2020-04-06,18.90999984741211
2020-06-24,19.190000534057617
2018-11-09,19.540000915527344
2019-07-23,19.670000076293945
2019-06-21,19.65999984741211
2019-05-20,19.649999618530273
2019-04-18,19.75
