Dates,HPQ
2018-06-20,23.299999237060547
2018-06-21,23.5
2018-06-25,23.799999237060547
2018-06-22,23.09000015258789
2018-06-26,23.049999237060547
2018-06-27,22.809999465942383
2018-06-28,22.670000076293945
2018-06-29,22.690000534057617
2018-07-02,22.860000610351562
2018-07-03,22.59000015258789
2018-07-05,22.75
2018-07-16,23.010000228881836
2018-09-18,23.3700008392334
2019-01-24,23.8700008392334
2019-09-05,23.059999465942383
2018-11-21,23.530000686645508
2020-01-13,23.709999084472656
2020-04-01,23.56999969482422
2020-06-19,23.59000015258789
2019-10-29,23.530000686645508
2020-01-16,23.190000534057617
2020-06-22,22.940000534057617
2018-10-03,23.040000915527344
2018-07-31,22.989999771118164
2019-03-12,23.290000915527344
2019-02-08,23.450000762939453
2019-01-07,23.229999542236328
2018-12-06,23.100000381469727
2019-08-19,23.079999923706055
2019-07-18,23.010000228881836
2019-05-15,23.209999084472656
2019-09-20,23.34000015258789
2019-11-01,23.739999771118164
2020-04-07,23.989999771118164
2020-06-25,24.139999389648438
2020-06-16,24.079999923706055
2019-11-04,23.989999771118164
2020-01-22,23.799999237060547
2019-11-07,24.149999618530273
2020-04-13,24.030000686645508
2019-07-01,24.139999389648438
2019-05-30,24.540000915527344
2018-08-15,24.540000915527344
2018-10-18,24.489999771118164
2019-03-27,24.489999771118164
2019-01-22,24.6299991607666
2018-12-21,24.149999618530273
2019-09-03,24.329999923706055
2018-11-19,24.489999771118164
2019-08-02,25.079999923706055
2020-01-28,24.729999542236328
2020-04-16,24.649999618530273
2019-11-13,24.809999465942383
2020-01-31,24.68000030517578
2018-12-04,24.68000030517578
2018-11-02,24.709999084472656
2019-07-16,24.649999618530273
2018-08-30,24.68000030517578
2018-10-01,24.600000381469727
2019-06-14,25.010000228881836
2019-05-13,25.040000915527344
2019-04-11,25.010000228881836
2019-02-06,25.15999984741211
2019-09-18,25.260000228881836
2020-02-03,25.690000534057617
2020-04-22,25.829999923706055
2019-11-19,25.8700008392334
2020-02-06,25.559999465942383
2019-11-22,25.969999313354492
2019-03-25,25.6299991607666
2019-02-21,25.770000457763672
2018-12-19,25.600000381469727
2018-07-12,26.079999923706055
2018-09-14,26.059999465942383
2018-08-13,26.420000076293945
2018-10-16,25.34000015258789
2019-07-31,25.010000228881836
2019-05-28,24.969999313354492
2019-04-26,24.260000228881836
2020-04-28,23.010000228881836
2019-11-25,23.670000076293945
2020-02-12,23.559999465942383
2020-05-01,23.959999084472656
2020-05-04,23.8700008392334
2019-06-12,23.770000457763672
2019-04-09,23.84000015258789
2019-03-08,24.110000610351562
2019-02-04,23.940000534057617
2018-07-27,23.059999465942383
2018-08-28,23.790000915527344
2019-01-03,23.1299991607666
