Dates,HPQ
2018-06-20,6834400.0
2018-06-21,8911800.0
2018-06-25,14816900.0
2018-06-22,8785300.0
2018-06-26,6863200.0
2018-06-27,7520900.0
2018-06-28,9800800.0
2018-06-29,7585900.0
2018-07-02,5855900.0
2018-07-03,3619200.0
2018-07-05,7158600.0
2018-07-16,5375100.0
2018-09-18,7057100.0
2019-01-24,10481600.0
2019-09-05,6833500.0
2018-11-21,6345400.0
2020-01-13,5150200.0
2020-04-01,3791500.0
2020-06-19,4094700.0
2019-10-29,6467400.0
2020-01-16,6056000.0
2020-06-22,6919000.0
2018-10-03,5596300.0
2018-07-31,7192200.0
2019-03-12,5854100.0
2019-02-08,6452300.0
2019-01-07,4729700.0
2018-12-06,4268300.0
2019-08-19,6092600.0
2019-07-18,4344500.0
2019-05-15,5254300.0
2019-09-20,5092800.0
2019-11-01,5649700.0
2020-04-07,6311700.0
2020-06-25,5567800.0
2020-06-16,4837000.0
2019-11-04,5335900.0
2020-01-22,4631500.0
2019-11-07,5071400.0
2020-04-13,6318700.0
2019-07-01,6125700.0
2019-05-30,7524400.0
2018-08-15,6085600.0
2018-10-18,8179200.0
2019-03-27,5273800.0
2019-01-22,8162100.0
2018-12-21,12857900.0
2019-09-03,6600000.0
2018-11-19,5619700.0
2019-08-02,11216200.0
2020-01-28,9607900.0
2020-04-16,8939200.0
2019-11-13,8906600.0
2020-01-31,12746000.0
2018-12-04,7686500.0
2018-11-02,14398300.0
2019-07-16,11585700.0
2018-08-30,13718300.0
2018-10-01,6950600.0
2019-06-14,6814900.0
2019-05-13,5509800.0
2019-04-11,5937400.0
2019-02-06,7597400.0
2019-09-18,7133900.0
2020-02-03,10136200.0
2020-04-22,21915800.0
2019-11-19,9643700.0
2020-02-06,6308800.0
2019-11-22,10367800.0
2019-03-25,7933500.0
2019-02-21,9174500.0
2018-12-19,8571800.0
2018-07-12,14379900.0
2018-09-14,8714400.0
2018-08-13,12955500.0
2018-10-16,15682400.0
2019-07-31,11520200.0
2019-05-28,9625500.0
2019-04-26,14230000.0
2020-04-28,18005500.0
2019-11-25,12284500.0
2020-02-12,9107900.0
2020-05-01,8101400.0
2020-05-04,7839200.0
2019-06-12,7205500.0
2019-04-09,11827000.0
2019-03-08,10434900.0
2019-02-04,9621900.0
2018-07-27,11420600.0
2018-08-28,11226200.0
2019-01-03,12369400.0
2019-08-15,9897300.0
2018-10-31,9440800.0
2019-09-16,9992200.0
2020-02-18,7361500.0
2020-05-07,11792200.0
2018-08-17,7039000.0
2019-12-04,6444500.0
2020-02-21,8228400.0
2018-12-17,7545700.0
2019-08-30,7125800.0
2018-11-15,7794700.0
2019-07-29,7820600.0
2019-06-27,9949500.0
2019-04-24,10585800.0
2018-07-10,8672100.0
2018-09-12,10002900.0
2019-02-19,10786900.0
2019-01-18,8218100.0
2020-02-24,3909000.0
2020-05-13,10845700.0
2019-12-10,10173900.0
2020-02-27,9003500.0
2019-12-13,17342500.0
2020-05-19,19163100.0
2019-03-06,13177200.0
2018-11-30,15220600.0
2019-08-13,19873600.0
2019-07-12,17395300.0
2019-06-10,13111500.0
2019-05-09,13064900.0
2018-07-25,10202000.0
2018-09-27,11356800.0
2018-10-29,11959500.0
2019-10-16,11680600.0
2019-12-16,11889400.0
2020-03-04,18164000.0
2020-05-22,16294900.0
2019-10-01,21153900.0
2019-12-19,6326300.0
2018-09-10,14093800.0
2019-05-24,11942900.0
2018-08-09,9753900.0
2019-04-22,8510300.0
2019-03-21,9467400.0
2019-01-16,13459000.0
2019-08-28,9220400.0
2018-11-13,8167600.0
2018-10-12,6355900.0
2019-06-25,8326700.0
2020-03-10,8015000.0
2020-05-28,12524900.0
2019-10-07,9626100.0
2020-03-13,8839400.0
2019-10-10,8633200.0
2020-03-16,11295400.0
2020-06-03,10827100.0
2018-11-28,15246600.0
2018-09-25,10037100.0
2018-07-23,5623200.0
2018-08-24,7290600.0
2019-07-10,6033200.0
2019-05-07,6811600.0
2019-04-05,7559200.0
2019-03-04,11203200.0
2019-01-31,7946700.0
2019-09-12,6486400.0
2019-12-31,6946500.0
2020-03-19,5836900.0
2020-01-03,7607700.0
2020-06-09,6870400.0
2019-02-15,7093200.0
2019-01-14,6945300.0
2018-07-06,9811200.0
2018-08-07,7696600.0
2018-10-10,10865500.0
2018-12-13,7177100.0
2019-08-26,7660100.0
2019-07-25,9610900.0
2019-05-22,6729600.0
2019-03-19,13031100.0
2020-01-06,9502200.0
2020-03-25,10887200.0
2020-06-12,53508300.0
2019-10-22,29705800.0
2020-01-09,21409900.0
2020-06-15,15526900.0
