Dates,ANTM
2018-06-20,242.69000244140625
2018-06-21,241.33999633789062
2018-06-25,241.5500030517578
2018-06-22,241.61000061035156
2018-06-26,240.7100067138672
2018-06-27,238.97000122070312
2018-06-28,233.47999572753906
2018-06-29,237.7899932861328
2018-07-02,235.3800048828125
2018-07-03,237.6199951171875
2018-07-05,238.1699981689453
2018-07-16,239.5500030517578
2018-09-18,239.99000549316406
2019-01-24,248.6999969482422
2019-09-05,247.4499969482422
2018-11-21,249.97000122070312
2020-01-13,249.7100067138672
2020-04-01,247.5
2020-06-19,242.0
2019-10-29,245.85000610351562
2020-01-16,246.5500030517578
2020-06-22,246.00999450683594
2018-10-03,247.69000244140625
2018-07-31,245.2100067138672
2019-03-12,240.2899932861328
2019-02-08,246.6199951171875
2019-01-07,246.77000427246094
2018-12-06,249.22999572753906
2019-08-19,251.17999267578125
2019-07-18,250.00999450683594
2019-05-15,251.3000030517578
2019-09-20,254.4199981689453
2019-11-01,256.92999267578125
2020-04-07,257.760009765625
2020-06-25,257.3699951171875
2020-06-16,260.4599914550781
2019-11-04,259.1499938964844
2020-01-22,260.04998779296875
2019-11-07,263.010009765625
2020-04-13,262.2900085449219
2019-07-01,264.4800109863281
2019-05-30,263.8599853515625
2018-08-15,262.4100036621094
2018-10-18,261.8999938964844
2019-03-27,260.80999755859375
2019-01-22,262.3500061035156
2018-12-21,263.8900146484375
2019-09-03,264.7099914550781
2018-11-19,266.29998779296875
2019-08-02,265.7900085449219
2020-01-28,264.30999755859375
2020-04-16,263.17999267578125
2019-11-13,262.7099914550781
2020-01-31,265.2200012207031
2018-12-04,267.0400085449219
2018-11-02,269.3599853515625
2019-07-16,261.760009765625
2018-08-30,260.79998779296875
2018-10-01,263.69000244140625
2019-06-14,265.95001220703125
2019-05-13,269.7699890136719
2019-04-11,269.29998779296875
2019-02-06,268.989990234375
2019-09-18,270.3999938964844
2020-02-03,272.0899963378906
2020-04-22,272.5199890136719
2019-11-19,270.6000061035156
2020-02-06,269.70001220703125
2019-11-22,268.8699951171875
2019-03-25,269.6499938964844
2019-02-21,269.9599914550781
2018-12-19,273.7699890136719
2018-07-12,275.04998779296875
2018-09-14,275.30999755859375
2018-08-13,273.2200012207031
2018-10-16,274.30999755859375
2019-07-31,274.6099853515625
2019-05-28,275.2200012207031
2019-04-26,272.04998779296875
2020-04-28,266.0299987792969
2019-11-25,267.7200012207031
2020-02-12,267.32000732421875
2020-05-01,270.0
2020-05-04,275.70001220703125
2019-06-12,277.9100036621094
2019-04-09,278.510009765625
2019-03-08,272.7900085449219
2019-02-04,268.510009765625
2018-07-27,265.1000061035156
2018-08-28,263.8900146484375
2019-01-03,263.510009765625
2019-08-15,259.7200012207031
2018-10-31,261.6000061035156
2019-09-16,266.0
2020-02-18,264.29998779296875
2020-05-07,266.2099914550781
2018-08-17,268.0799865722656
2019-12-04,268.8599853515625
2020-02-21,274.2099914550781
2018-12-17,285.0799865722656
2019-08-30,284.67999267578125
2018-11-15,282.2300109863281
2019-07-29,278.32000732421875
2019-06-27,275.760009765625
2019-04-24,276.8599853515625
2018-07-10,283.489990234375
2018-09-12,279.3399963378906
2019-02-19,276.4800109863281
2019-01-18,277.2799987792969
2020-02-24,276.3999938964844
2020-05-13,281.07000732421875
2019-12-10,276.2900085449219
2020-02-27,283.0199890136719
2019-12-13,290.6600036621094
2020-05-19,287.95001220703125
2019-03-06,291.3299865722656
2018-11-30,291.57000732421875
2019-08-13,274.9700012207031
2019-07-12,278.80999755859375
2019-06-10,270.3599853515625
2019-05-09,274.7799987792969
2018-07-25,278.17999267578125
2018-09-27,278.6400146484375
2018-10-29,271.67999267578125
2019-10-16,265.04998779296875
2019-12-16,256.0
2020-03-04,255.47000122070312
2020-05-22,250.05999755859375
2019-10-01,248.88999938964844
2019-12-19,246.57000732421875
2018-09-10,248.1999969482422
2019-05-24,250.7100067138672
2018-08-09,258.0199890136719
2019-04-22,258.2099914550781
2019-03-21,250.8800048828125
2019-01-16,248.08999633789062
2019-08-28,249.16000366210938
2018-11-13,249.25
2018-10-12,241.17999267578125
2019-06-25,250.7899932861328
2020-03-10,250.47000122070312
2020-05-28,251.27000427246094
2019-10-07,254.41000366210938
2020-03-13,253.69000244140625
2019-10-10,259.67999267578125
2020-03-16,260.8800048828125
2020-06-03,262.3999938964844
2018-11-28,262.3800048828125
2018-09-25,264.2200012207031
2018-07-23,264.45001220703125
2018-08-24,267.6300048828125
2019-07-10,268.5400085449219
2019-05-07,267.6000061035156
2019-04-05,290.5
2019-03-04,297.1199951171875
2019-01-31,299.8299865722656
2019-09-12,300.3299865722656
2019-12-31,302.4100036621094
2020-03-19,302.3299865722656
2020-01-03,305.6199951171875
2020-06-09,301.0199890136719
2019-02-15,299.6099853515625
2019-01-14,301.510009765625
2018-07-06,304.45001220703125
2018-08-07,304.010009765625
2018-10-10,308.7799987792969
2018-12-13,310.32000732421875
2019-08-26,310.04998779296875
2019-07-25,308.8599853515625
2019-05-22,309.54998779296875
2019-03-19,314.1499938964844
2020-01-06,313.2200012207031
2020-03-25,304.2300109863281
2020-06-12,297.70001220703125
2019-10-22,303.0899963378906
2020-01-09,291.2200012207031
2020-06-15,290.010009765625
2019-10-25,293.239990234375
2020-03-31,286.82000732421875
2020-06-18,290.07000732421875
2019-04-03,292.5799865722656
2018-08-22,295.2099914550781
2018-10-25,297.6400146484375
2019-01-29,303.3699951171875
2018-12-28,301.9100036621094
2018-11-26,303.6400146484375
2019-08-09,306.3599853515625
2019-07-08,300.8299865722656
2019-06-06,301.1600036621094
2019-09-10,301.07000732421875
2020-01-15,293.5199890136719
2020-04-03,285.2200012207031
2019-10-31,279.2200012207031
2020-04-06,279.6000061035156
2020-06-24,281.70001220703125
2018-11-09,284.57000732421875
2019-07-23,285.3900146484375
2019-06-21,285.739990234375
2019-05-20,287.3299865722656
2019-04-18,289.2099914550781
2018-09-06,288.9200134277344
2018-10-08,286.7200012207031
2019-02-13,286.3599853515625
2018-12-11,275.3500061035156
2019-09-25,249.14999389648438
2020-01-21,254.5
2020-04-09,241.19000244140625
2019-11-06,227.16000366210938
2020-01-24,230.50999450683594
2020-01-27,239.07000732421875
2020-04-15,244.0800018310547
2018-12-26,247.75
2019-08-07,248.25
2019-06-04,257.42999267578125
2018-09-21,262.5400085449219
2018-07-19,260.0
2018-08-20,256.6300048828125
2018-10-23,255.42999267578125
2019-05-03,257.1400146484375
2019-04-01,256.1000061035156
2019-02-28,262.2900085449219
2019-11-12,260.260009765625
2020-01-30,260.3500061035156
2019-11-15,261.69000244140625
2020-04-21,258.5799865722656
2019-04-16,261.20001220703125
2019-03-15,257.5
2019-02-11,259.1400146484375
2019-01-10,261.0
2019-08-22,262.5799865722656
2018-11-07,268.010009765625
2018-08-03,274.3900146484375
2018-09-04,273.4100036621094
2019-06-19,275.0199890136719
2019-09-23,272.19000244140625
2019-11-18,269.44000244140625
2020-02-05,275.07000732421875
2020-04-24,273.7300109863281
2019-03-29,273.79998779296875
2019-11-21,276.5299987792969
2020-04-27,274.1099853515625
2020-02-11,277.1400146484375
2020-04-30,276.30999755859375
2019-05-01,277.92999267578125
2019-02-26,281.8699951171875
2019-01-25,278.67999267578125
2018-12-24,280.760009765625
2019-09-06,282.510009765625
2018-07-17,285.19000244140625
2018-09-19,286.5
2019-08-05,286.5199890136719
2019-10-08,289.3800048828125
2019-12-11,289.42999267578125
2019-11-27,286.6099853515625
2020-02-14,284.07000732421875
2020-05-06,277.1099853515625
2019-01-08,278.80999755859375
2018-12-07,275.5400085449219
2019-08-20,278.8900146484375
2018-11-05,277.1499938964844
2019-07-19,279.5899963378906
2018-10-04,282.2799987792969
2019-06-17,281.3999938964844
2019-05-16,281.9100036621094
2018-08-01,283.010009765625
2019-03-13,294.510009765625
2019-12-03,302.6099853515625
2020-02-20,305.8999938964844
2019-12-06,303.0899963378906
2020-05-12,301.5299987792969
2019-12-09,297.010009765625
2020-02-26,301.5
2020-05-15,300.2099914550781
2019-03-28,296.6499938964844
2018-09-17,280.05999755859375
2018-08-16,288.0
2018-10-19,292.6199951171875
2019-04-29,296.92999267578125
2019-01-23,295.0299987792969
2019-09-04,294.45001220703125
2018-11-20,290.4100036621094
2019-07-02,288.32000732421875
2019-05-31,279.5400085449219
2019-12-12,284.010009765625
2020-05-18,280.4200134277344
