Dates,ANTM
2018-06-20,243.9499969482422
2018-06-21,243.0800018310547
2018-06-25,244.82000732421875
2018-06-22,243.33999633789062
2018-06-26,241.27000427246094
2018-06-27,240.5399932861328
2018-06-28,239.27000427246094
2018-06-29,238.02999877929688
2018-07-02,238.27000427246094
2018-07-03,238.72999572753906
2018-07-05,240.0500030517578
2018-07-16,242.14999389648438
2018-09-18,248.69000244140625
2019-01-24,249.52000427246094
2019-09-05,249.5800018310547
2018-11-21,250.5800018310547
2020-01-13,250.50999450683594
2020-04-01,248.27999877929688
2020-06-19,246.02999877929688
2019-10-29,248.6300048828125
2020-01-16,248.63999938964844
2020-06-22,248.52000427246094
2018-10-03,248.8300018310547
2018-07-31,246.0800018310547
2019-03-12,247.92999267578125
2019-02-08,247.0800018310547
2019-01-07,249.47999572753906
2018-12-06,252.2100067138672
2019-08-19,253.0
2019-07-18,252.27000427246094
2019-05-15,256.5299987792969
2019-09-20,257.95001220703125
2019-11-01,258.1300048828125
2020-04-07,257.9700012207031
2020-06-25,260.5400085449219
2020-06-16,261.1300048828125
2019-11-04,260.0400085449219
2020-01-22,262.94000244140625
2019-11-07,264.9700012207031
2020-04-13,264.1700134277344
2019-07-01,266.5299987792969
2019-05-30,263.95001220703125
2018-08-15,263.1700134277344
2018-10-18,262.6000061035156
2019-03-27,262.94000244140625
2019-01-22,264.2799987792969
2018-12-21,265.3800048828125
2019-09-03,266.2300109863281
2018-11-19,266.7099914550781
2019-08-02,267.1300048828125
2020-01-28,265.010009765625
2020-04-16,264.7300109863281
2019-11-13,263.70001220703125
2020-01-31,267.8500061035156
2018-12-04,270.8900146484375
2018-11-02,271.8999938964844
2019-07-16,262.5899963378906
2018-08-30,264.1700134277344
2018-10-01,266.3399963378906
2019-06-14,270.3399963378906
2019-05-13,270.7799987792969
2019-04-11,269.6300048828125
2019-02-06,270.9700012207031
2019-09-18,271.8500061035156
2020-02-03,274.1199951171875
2020-04-22,272.5199890136719
2019-11-19,273.2300109863281
2020-02-06,270.25
2019-11-22,269.4599914550781
2019-03-25,271.6400146484375
2019-02-21,274.04998779296875
2018-12-19,276.20001220703125
2018-07-12,276.1199951171875
2018-09-14,276.239990234375
2018-08-13,274.989990234375
2018-10-16,275.9200134277344
2019-07-31,277.3900146484375
2019-05-28,279.17999267578125
2019-04-26,272.6499938964844
2020-04-28,268.5199890136719
2019-11-25,271.4100036621094
2020-02-12,267.3800048828125
2020-05-01,278.4200134277344
2020-05-04,279.5799865722656
2019-06-12,281.19000244140625
2019-04-09,279.1499938964844
2019-03-08,275.7300109863281
2019-02-04,274.0899963378906
2018-07-27,265.42999267578125
2018-08-28,270.92999267578125
2019-01-03,265.75
2019-08-15,263.5199890136719
2018-10-31,265.489990234375
2019-09-16,275.57000732421875
2020-02-18,265.92999267578125
2020-05-07,268.0
2018-08-17,269.17999267578125
2019-12-04,272.010009765625
2020-02-21,289.94000244140625
2018-12-17,287.3699951171875
2019-08-30,287.05999755859375
2018-11-15,282.6700134277344
2019-07-29,280.25
2019-06-27,280.1000061035156
2019-04-24,284.1400146484375
2018-07-10,286.3299865722656
2018-09-12,281.7900085449219
2019-02-19,277.8599853515625
2019-01-18,278.95001220703125
2020-02-24,280.739990234375
2020-05-13,281.3299865722656
2019-12-10,282.0799865722656
2020-02-27,291.29998779296875
2019-12-13,292.1700134277344
2020-05-19,290.07000732421875
2019-03-06,296.25
2018-11-30,292.9200134277344
2019-08-13,287.4100036621094
2019-07-12,280.5299987792969
2019-06-10,276.6600036621094
2019-05-09,276.239990234375
2018-07-25,278.55999755859375
2018-09-27,280.45001220703125
2018-10-29,275.5799865722656
2019-10-16,266.69000244140625
2019-12-16,259.3599853515625
2020-03-04,257.6099853515625
2020-05-22,252.11000061035156
2019-10-01,251.9600067138672
2019-12-19,249.0
2018-09-10,259.3999938964844
2019-05-24,260.8800048828125
2018-08-09,259.0799865722656
2019-04-22,262.6300048828125
2019-03-21,255.02000427246094
2019-01-16,248.4199981689453
2019-08-28,249.91000366210938
2018-11-13,250.35000610351562
2018-10-12,249.4600067138672
2019-06-25,251.35000610351562
2020-03-10,252.27000427246094
2020-05-28,256.6400146484375
2019-10-07,255.1199951171875
2020-03-13,260.3500061035156
2019-10-10,261.9200134277344
2020-03-16,261.8900146484375
2020-06-03,266.1199951171875
2018-11-28,264.57000732421875
2018-09-25,268.1000061035156
2018-07-23,265.6000061035156
2018-08-24,272.67999267578125
2019-07-10,270.010009765625
2019-05-07,272.7099914550781
2019-04-05,297.55999755859375
2019-03-04,303.0
2019-01-31,303.2900085449219
2019-09-12,304.2099914550781
2019-12-31,303.54998779296875
2020-03-19,311.3599853515625
2020-01-03,308.04998779296875
2020-06-09,304.25
2019-02-15,302.1700134277344
2019-01-14,306.44000244140625
2018-07-06,305.70001220703125
2018-08-07,308.1700134277344
2018-10-10,311.5799865722656
2018-12-13,311.6000061035156
2019-08-26,312.95001220703125
2019-07-25,311.29998779296875
2019-05-22,316.7900085449219
2019-03-19,314.3999938964844
2020-01-06,317.4200134277344
2020-03-25,306.07000732421875
2020-06-12,300.7300109863281
2019-10-22,307.67999267578125
2020-01-09,292.5899963378906
2020-06-15,298.69000244140625
2019-10-25,294.4599914550781
2020-03-31,291.4200134277344
2020-06-18,295.0400085449219
2019-04-03,295.9700012207031
2018-08-22,296.9800109863281
2018-10-25,303.6099853515625
2019-01-29,305.45001220703125
2018-12-28,303.0
2018-11-26,308.2300109863281
2019-08-09,307.989990234375
2019-07-08,303.010009765625
2019-06-06,304.8599853515625
2019-09-10,301.510009765625
2020-01-15,297.75
2020-04-03,288.29998779296875
2019-10-31,283.0
2020-04-06,282.3500061035156
2020-06-24,286.9800109863281
2018-11-09,288.3299865722656
2019-07-23,288.20001220703125
2019-06-21,287.6600036621094
2019-05-20,291.20001220703125
2019-04-18,293.30999755859375
2018-09-06,289.5
2018-10-08,290.1000061035156
2019-02-13,288.0400085449219
2018-12-11,276.2900085449219
2019-09-25,252.85000610351562
2020-01-21,262.8800048828125
2020-04-09,245.1300048828125
2019-11-06,236.25
2020-01-24,239.6199951171875
2020-01-27,244.0
2020-04-15,250.63999938964844
2018-12-26,251.0
2019-08-07,255.91000366210938
2019-06-04,266.3999938964844
2018-09-21,266.2900085449219
2018-07-19,263.0299987792969
2018-08-20,260.7200012207031
2018-10-23,261.5899963378906
2019-05-03,261.70001220703125
2019-04-01,268.70001220703125
2019-02-28,264.8900146484375
2019-11-12,264.6499938964844
2020-01-30,266.04998779296875
2019-11-15,268.30999755859375
2020-04-21,261.20001220703125
2019-04-16,261.3299865722656
2019-03-15,258.6499938964844
2019-02-11,263.82000732421875
2019-01-10,265.07000732421875
2019-08-22,266.30999755859375
2018-11-07,277.05999755859375
2018-08-03,277.1400146484375
2018-09-04,277.7200012207031
2019-06-19,277.25
2019-09-23,272.260009765625
2019-11-18,275.57000732421875
2020-02-05,277.82000732421875
2020-04-24,277.9800109863281
2019-03-29,276.44000244140625
2019-11-21,279.80999755859375
2020-04-27,276.9200134277344
2020-02-11,277.5
2020-04-30,278.1300048828125
2019-05-01,282.1400146484375
2019-02-26,283.45001220703125
2019-01-25,281.1000061035156
2018-12-24,285.1000061035156
2019-09-06,285.32000732421875
2018-07-17,287.45001220703125
2018-09-19,288.3299865722656
2019-08-05,291.07000732421875
2019-10-08,291.2300109863281
2019-12-11,293.760009765625
2019-11-27,290.5299987792969
2020-02-14,285.17999267578125
2020-05-06,278.8399963378906
2019-01-08,282.4200134277344
2018-12-07,282.2099914550781
2019-08-20,282.7200012207031
2018-11-05,280.6600036621094
2019-07-19,282.7799987792969
2018-10-04,284.05999755859375
2019-06-17,284.739990234375
2019-05-16,284.1600036621094
2018-08-01,287.9200134277344
2019-03-13,303.8800048828125
2019-12-03,310.4800109863281
2020-02-20,306.8500061035156
2019-12-06,305.4100036621094
2020-05-12,304.69000244140625
2019-12-09,304.57000732421875
2020-02-26,302.1199951171875
2020-05-15,301.7799987792969
2019-03-28,302.5899963378906
2018-09-17,288.9100036621094
2018-08-16,293.95001220703125
2018-10-19,299.9800109863281
2019-04-29,298.32000732421875
2019-01-23,299.6400146484375
2019-09-04,294.6099853515625
2018-11-20,292.95001220703125
2019-07-02,290.57000732421875
2019-05-31,283.6199951171875
2019-12-12,291.0400085449219
2020-05-18,286.5
2019-09-27,288.6499938964844
2020-03-03,287.3299865722656
2020-05-21,282.0
2019-05-14,286.8999938964844
2018-08-31,272.8999938964844
2018-07-30,274.1099853515625
2018-10-02,275.5400085449219
2019-04-12,273.4100036621094
2019-03-11,266.57000732421875
2019-02-07,267.8800048828125
2019-07-17,261.05999755859375
2019-09-19,260.3800048828125
2019-10-21,260.510009765625
2019-12-18,251.3000030517578
2020-03-06,253.80999755859375
2019-10-03,259.7900085449219
2020-03-09,261.5199890136719
2020-05-27,258.1000061035156
2019-12-24,254.22999572753906
2020-03-12,251.22000122070312
2018-12-20,249.3800048828125
2019-08-01,250.4499969482422
2018-08-14,252.58999633789062
2018-07-13,249.80999755859375
2018-10-17,248.16000366210938
2019-05-29,253.0800018310547
2019-03-26,258.5799865722656
2019-02-22,257.2900085449219
2019-10-04,251.7899932861328
2019-11-05,255.4499969482422
2019-12-27,252.08999633789062
2020-06-02,251.39999389648438
2019-12-30,248.19000244140625
2020-03-18,244.0
2020-06-05,238.8000030517578
2019-07-15,237.69000244140625
2018-12-03,240.10000610351562
2019-06-13,238.44000244140625
2019-01-04,237.89999389648438
2018-08-29,238.22999572753906
2019-02-05,241.7899932861328
2018-11-01,241.02999877929688
2019-08-16,235.52000427246094
2019-04-10,238.25
2019-09-17,237.22999572753906
2019-10-15,237.5500030517578
2020-01-02,234.82000732421875
2020-06-08,248.94000244140625
2019-10-18,245.02000427246094
2020-03-24,249.25
2020-06-11,249.39999389648438
2020-01-08,253.07000732421875
2019-04-25,260.25
2019-07-30,263.510009765625
2019-02-20,259.489990234375
2018-07-11,263.07000732421875
2018-09-13,267.6700134277344
2018-10-15,272.6400146484375
2019-06-28,273.4599914550781
2018-12-18,269.0799865722656
2018-11-16,270.75
2019-10-02,271.7200012207031
2020-03-27,273.0
2020-01-10,277.32000732421875
2019-10-24,279.7699890136719
2020-03-30,282.0899963378906
2020-06-17,279.1499938964844
2020-01-14,283.6700134277344
2020-04-02,283.739990234375
2019-01-02,282.010009765625
2019-08-14,297.82000732421875
2018-10-30,294.0
2019-06-11,292.7200012207031
2019-05-10,292.70001220703125
2019-04-08,293.7300109863281
2018-08-27,291.8299865722656
2018-07-26,293.8900146484375
2018-09-28,287.239990234375
2019-03-07,289.45001220703125
2019-10-30,288.6600036621094
2020-01-17,287.42999267578125
2020-06-23,286.19000244140625
2020-04-08,287.3800048828125
2020-06-26,286.29998779296875
2019-03-22,285.2699890136719
2019-01-17,282.3299865722656
2019-08-29,283.8500061035156
2018-11-14,280.6000061035156
2019-06-26,284.4200134277344
2018-09-11,284.1199951171875
2018-07-09,291.7799987792969
2018-08-10,290.739990234375
2019-04-23,293.17999267578125
2019-09-30,298.2200012207031
2020-01-23,303.0
2019-11-08,303.17999267578125
2020-04-14,304.5
2019-11-11,304.760009765625
2020-01-29,306.4200134277344
2020-04-17,305.30999755859375
2018-07-24,302.0299987792969
2018-09-26,300.8699951171875
2019-05-08,296.8800048828125
2019-03-05,300.45001220703125
2019-02-01,299.5400085449219
2018-12-31,307.4800109863281
2018-11-29,306.4100036621094
2019-08-12,307.739990234375
2019-07-11,296.739990234375
2019-09-13,296.8800048828125
2019-11-14,301.54998779296875
2020-04-20,305.04998779296875
2020-02-04,305.3900146484375
2020-04-23,305.989990234375
2018-12-14,303.510009765625
2019-08-27,304.3999938964844
2018-08-08,297.2799987792969
2018-10-11,283.7900085449219
2018-11-12,290.32000732421875
2019-07-26,272.9100036621094
2019-06-24,265.8900146484375
2019-05-23,265.2799987792969
2019-03-20,266.42999267578125
2019-01-15,273.3699951171875
2019-11-20,287.3299865722656
2020-02-07,282.3299865722656
2020-02-10,276.4800109863281
2020-04-29,276.54998779296875
2019-11-26,279.9100036621094
2020-02-13,296.0
2019-01-30,298.8699951171875
2018-08-23,297.82000732421875
2018-09-24,302.45001220703125
2018-11-27,304.05999755859375
2018-10-26,293.94000244140625
2019-07-09,294.7099914550781
2019-06-07,277.5
2019-05-06,267.3999938964844
2019-04-04,268.1499938964844
2019-09-11,257.8599853515625
2019-11-29,257.0899963378906
2020-05-05,271.2699890136719
2019-12-02,256.3800048828125
2020-02-19,296.4200134277344
2020-05-08,287.1600036621094
2019-05-21,282.19000244140625
2019-03-18,269.82000732421875
2018-09-07,286.04998779296875
2018-08-06,281.69000244140625
2018-10-09,256.2099914550781
2019-02-14,270.3399963378906
2018-12-12,224.0399932861328
2019-07-24,238.32000732421875
2019-09-26,206.9600067138672
2019-10-28,200.8699951171875
2019-12-05,191.58999633789062
2020-05-11,174.67999267578125
2019-07-03,196.83999633789062
2020-02-25,216.3699951171875
2020-05-14,235.6699981689453
2020-02-28,222.9600067138672
2019-08-08,230.5800018310547
2019-06-05,227.0399932861328
2018-07-20,214.3000030517578
2018-08-21,211.38999938964844
2018-10-24,203.3000030517578
2019-04-02,225.72000122070312
2019-03-01,224.0500030517578
2019-01-28,247.02000427246094
2018-12-27,242.4600067138672
2019-09-09,240.52999877929688
2020-03-02,252.00999450683594
2020-05-20,250.47000122070312
2019-12-17,271.8399963378906
2020-03-05,267.82000732421875
2019-02-12,263.20001220703125
2019-01-11,249.3699951171875
2018-12-10,262.9599914550781
2019-08-23,261.54998779296875
2018-11-08,264.1199951171875
2019-07-22,270.05999755859375
2019-06-20,268.2200012207031
2018-09-05,280.6099853515625
2019-04-17,280.7300109863281
2019-09-24,269.57000732421875
2019-12-20,271.0
2020-05-26,275.07000732421875
2019-04-30,270.6199951171875
2019-12-23,265.7300109863281
2020-03-11,274.3299865722656
2020-05-29,272.3699951171875
2019-12-26,272.9599914550781
2020-06-01,267.79998779296875
2019-05-02,273.2799987792969
2019-02-27,278.0899963378906
2018-11-23,279.9599914550781
