Dates,ANTM
2020-02-21,2393500.0
2018-12-17,1763400.0
2019-08-30,918300.0
2018-11-15,863300.0
2019-07-29,1109400.0
2019-06-27,1537600.0
2019-04-24,1945200.0
2018-07-10,1378700.0
2018-09-12,1579500.0
2019-02-19,1051700.0
2019-01-18,924900.0
2020-02-24,564700.0
2020-05-13,1679100.0
2019-12-10,1591300.0
2020-02-27,1317800.0
2019-12-13,1289000.0
2020-05-19,1707200.0
2019-03-06,2139600.0
2018-11-30,2707600.0
2019-08-13,2292500.0
2019-07-12,1675500.0
2019-06-10,1696500.0
2019-05-09,1367700.0
2018-07-25,1221900.0
2018-09-27,1444900.0
2018-10-29,1307400.0
2019-10-16,2178900.0
2019-12-16,2249300.0
2020-03-04,1807800.0
2020-05-22,2777900.0
2019-10-01,2980700.0
2019-12-19,1013600.0
2018-09-10,1624400.0
2019-05-24,1449600.0
2018-08-09,1004200.0
2019-04-22,978300.0
2019-03-21,2180300.0
2019-01-16,2156500.0
2019-08-28,1787300.0
2018-11-13,1485300.0
2018-10-12,3164700.0
2019-06-25,1458000.0
2020-03-10,1705500.0
2020-05-28,1432400.0
2019-10-07,1569600.0
2020-03-13,1457300.0
2019-10-10,1283000.0
2020-03-16,1199600.0
2020-06-03,1581200.0
2018-11-28,1344200.0
2018-09-25,1307700.0
2018-07-23,1746900.0
2018-08-24,2004900.0
2019-07-10,1316600.0
2019-05-07,1442000.0
2019-04-05,4478000.0
2019-03-04,3410500.0
2019-01-31,2444200.0
2019-09-12,1181100.0
2019-12-31,1399900.0
2020-03-19,1755300.0
2020-01-03,1075900.0
2020-06-09,1735500.0
2019-02-15,1037600.0
2019-01-14,1042300.0
2018-07-06,1149500.0
2018-08-07,809700.0
2018-10-10,1153600.0
2018-12-13,1021200.0
2019-08-26,1092500.0
2019-07-25,1024800.0
2019-05-22,1247400.0
2019-03-19,1665500.0
2020-01-06,1496400.0
2020-03-25,2618900.0
2020-06-12,2766600.0
2019-10-22,2124600.0
2020-01-09,2751700.0
2020-06-15,2481400.0
2019-10-25,1558000.0
2020-03-31,2409800.0
2020-06-18,1822900.0
2019-04-03,1404300.0
2018-08-22,1018500.0
2018-10-25,1144700.0
2019-01-29,967800.0
2018-12-28,1632000.0
2018-11-26,1091400.0
2019-08-09,1276100.0
2019-07-08,1222300.0
2019-06-06,943600.0
2019-09-10,1096100.0
2020-01-15,983900.0
2020-04-03,2394300.0
2019-10-31,2518600.0
2020-04-06,1693600.0
2020-06-24,1582100.0
2018-11-09,1347400.0
2019-07-23,1163200.0
2019-06-21,1015300.0
2019-05-20,760600.0
2019-04-18,1072900.0
2018-09-06,997800.0
2018-10-08,1095300.0
2019-02-13,1008200.0
2018-12-11,2381000.0
2019-09-25,7352000.0
2020-01-21,4080000.0
2020-04-09,6399600.0
2019-11-06,7072900.0
2020-01-24,3977900.0
2020-01-27,3303000.0
2020-04-15,3763500.0
2018-12-26,3264200.0
2019-08-07,3185800.0
2019-06-04,4127700.0
2018-09-21,2248300.0
2018-07-19,2341400.0
2018-08-20,1854900.0
2018-10-23,1604600.0
2019-05-03,1231700.0
2019-04-01,1686200.0
2019-02-28,1473400.0
2019-11-12,1228100.0
2020-01-30,1471200.0
2019-11-15,1467900.0
2020-04-21,2501200.0
2019-04-16,1281800.0
2019-03-15,2055800.0
2019-02-11,1524900.0
2019-01-10,879500.0
2019-08-22,1207700.0
2018-11-07,2404300.0
2018-08-03,1537900.0
2018-09-04,1683100.0
2019-06-19,1386100.0
2019-09-23,1621900.0
2019-11-18,1672200.0
2020-02-05,1113800.0
2020-04-24,2056600.0
2019-03-29,2270100.0
2019-11-21,1722500.0
2020-04-27,1487600.0
2020-02-11,1612400.0
2020-04-30,1377500.0
2019-05-01,1232700.0
2019-02-26,1485600.0
2019-01-25,1268600.0
2018-12-24,1073900.0
2019-09-06,1426500.0
2018-07-17,1085000.0
2018-09-19,1829500.0
2019-08-05,1115100.0
2019-10-08,1525800.0
2019-12-11,1965600.0
2019-11-27,1523800.0
2020-02-14,1750100.0
2020-05-06,1474600.0
2019-01-08,1116600.0
2018-12-07,2629200.0
2019-08-20,1300600.0
2018-11-05,1380900.0
2019-07-19,720100.0
2018-10-04,979200.0
2019-06-17,944800.0
2019-05-16,841600.0
2018-08-01,1227700.0
2019-03-13,2581000.0
2019-12-03,2029200.0
2020-02-20,1780100.0
2019-12-06,994400.0
2020-05-12,1249300.0
2019-12-09,1324600.0
2020-02-26,938700.0
2020-05-15,858000.0
2019-03-28,1220100.0
2018-09-17,3389200.0
2018-08-16,1985000.0
2018-10-19,1123300.0
2019-04-29,1119700.0
2019-01-23,795700.0
2019-09-04,1516700.0
2018-11-20,1149800.0
2019-07-02,909500.0
2019-05-31,1347100.0
2019-12-12,1290600.0
2020-05-18,1265500.0
2019-09-27,964000.0
2020-03-03,1083800.0
2020-05-21,1045100.0
2019-05-14,1186600.0
2018-08-31,1489900.0
2018-07-30,1188800.0
2018-10-02,776400.0
2019-04-12,1385900.0
2019-03-11,1446400.0
2019-02-07,981100.0
2019-07-17,1524300.0
2019-09-19,1375100.0
2019-10-21,1237000.0
2019-12-18,2045400.0
2020-03-06,1360000.0
2019-10-03,1504200.0
2020-03-09,1159200.0
2020-05-27,1038300.0
2019-12-24,1292900.0
2020-03-12,2881700.0
2018-12-20,2241100.0
2019-08-01,1303800.0
2018-08-14,2220100.0
2018-07-13,1382600.0
2018-10-17,1827100.0
2019-05-29,2052400.0
2019-03-26,1748400.0
2019-02-22,1204100.0
2019-10-04,1979700.0
2019-11-05,1818200.0
2019-12-27,2174800.0
2020-06-02,1250400.0
2019-12-30,1889800.0
2020-03-18,1526200.0
2020-06-05,2310100.0
2019-07-15,1148700.0
2018-12-03,1424200.0
2019-06-13,1693700.0
2019-01-04,1202600.0
2018-08-29,1357300.0
2019-02-05,913600.0
2018-11-01,1234600.0
2019-08-16,1572800.0
2019-04-10,944300.0
2019-09-17,1145900.0
2019-10-15,1565700.0
2020-01-02,1233500.0
2020-06-08,2834000.0
2019-10-18,1679900.0
2020-03-24,1372200.0
2020-06-11,1534600.0
2020-01-08,2391400.0
2019-04-25,2851800.0
2019-07-30,2742300.0
2019-02-20,1582100.0
2018-07-11,1369200.0
2018-09-13,1598900.0
2018-10-15,1537900.0
2019-06-28,962800.0
2018-12-18,1877400.0
2018-11-16,1432700.0
2019-10-02,1175200.0
2020-03-27,1404500.0
2020-01-10,1603900.0
2019-10-24,1614000.0
2020-03-30,1229700.0
2020-06-17,993000.0
2020-01-14,1302600.0
2020-04-02,1305700.0
2019-01-02,1186900.0
2019-08-14,2661800.0
2018-10-30,2349500.0
2019-06-11,2286900.0
2019-05-10,1208800.0
2019-04-08,1368500.0
2018-08-27,1149400.0
2018-07-26,1452000.0
2018-09-28,2464600.0
2019-03-07,1189000.0
2019-10-30,512500.0
2020-01-17,1262000.0
2020-06-23,1093100.0
2020-04-08,896000.0
2020-06-26,970000.0
2019-03-22,1618500.0
2019-01-17,1209200.0
2019-08-29,863400.0
2018-11-14,1149700.0
2019-06-26,1110600.0
2018-09-11,897100.0
2018-07-09,2021000.0
2018-08-10,1107500.0
2019-04-23,1105100.0
2019-09-30,1941200.0
2020-01-23,2823500.0
2019-11-08,1308200.0
2020-04-14,333100.0
2019-11-11,484600.0
2020-01-29,604900.0
2020-04-17,831700.0
2018-07-24,916000.0
2018-09-26,1200500.0
2019-05-08,986800.0
2019-03-05,1308700.0
2019-02-01,1313200.0
2018-12-31,2067800.0
2018-11-29,1439900.0
2019-08-12,1049900.0
2019-07-11,1756500.0
2019-09-13,1067700.0
2019-11-14,1401000.0
2020-04-20,704200.0
2020-02-04,1312600.0
2020-04-23,992400.0
2018-12-14,998000.0
2019-08-27,1089300.0
2018-08-08,1088700.0
2018-10-11,2399600.0
2018-11-12,1985900.0
2019-07-26,4450400.0
2019-06-24,2738500.0
2019-05-23,2206900.0
2019-03-20,1925500.0
2019-01-15,1413800.0
2019-11-20,2448900.0
2020-02-07,1759800.0
2020-02-10,1597500.0
2020-04-29,1149200.0
2019-11-26,1777100.0
2020-02-13,2763300.0
2019-01-30,1931300.0
2018-08-23,1433800.0
2018-09-24,1972500.0
2018-11-27,1338700.0
2018-10-26,1889500.0
2019-07-09,1111000.0
2019-06-07,2518700.0
2019-05-06,1954900.0
2019-04-04,1733200.0
2019-09-11,2328900.0
2019-11-29,2983800.0
2020-05-05,3317500.0
2019-12-02,3017700.0
2020-02-19,5162200.0
2020-05-08,2868600.0
2019-05-21,3414600.0
2019-03-18,2712800.0
2018-09-07,2611600.0
2018-08-06,3415900.0
2018-10-09,3100200.0
2019-02-14,3027000.0
2018-12-12,2815300.0
2019-07-24,3100800.0
2019-09-26,3649800.0
2019-10-28,3322000.0
2019-12-05,4780200.0
2020-05-11,3236700.0
2019-07-03,3130500.0
2020-02-25,3521300.0
2020-05-14,2705300.0
2020-02-28,2585300.0
2019-08-08,2095800.0
2019-06-05,2956400.0
2018-07-20,2225900.0
2018-08-21,2625600.0
2018-10-24,1777000.0
2019-04-02,2648600.0
2019-03-01,2450000.0
2019-01-28,2415200.0
2018-12-27,2191200.0
2019-09-09,1036600.0
2020-03-02,2145600.0
2020-05-20,2424600.0
2019-12-17,2717300.0
2020-03-05,1954700.0
2019-02-12,1597900.0
2019-01-11,1617900.0
2018-12-10,1174000.0
2019-08-23,1587400.0
2018-11-08,1390700.0
2019-07-22,1794200.0
2019-06-20,1789900.0
2018-09-05,2080800.0
2019-04-17,2098700.0
2019-09-24,1240800.0
2019-12-20,1241600.0
2020-05-26,1177000.0
2019-04-30,908800.0
2019-12-23,1003400.0
2020-03-11,969000.0
2020-05-29,1157400.0
2019-12-26,1311800.0
2020-06-01,1711400.0
2019-05-02,1300700.0
2019-02-27,1174100.0
2018-11-23,1324500.0
2019-08-06,1013100.0
2018-07-18,1122200.0
2018-09-20,1084300.0
2018-10-22,889800.0
2019-07-05,1248100.0
2019-06-03,1348400.0
2019-10-09,1303000.0
2019-10-11,1859000.0
2020-03-17,1470800.0
2020-06-04,1219900.0
2019-10-14,1388700.0
2020-03-20,1511500.0
2018-11-06,1730100.0
2019-06-18,1829800.0
2019-05-17,1356000.0
2019-04-15,1185400.0
2019-03-14,2126600.0
2019-01-09,1464400.0
2018-08-02,2096600.0
2018-10-05,1428500.0
2019-08-21,1181500.0
2019-10-17,1062300.0
2020-03-23,1824600.0
2020-06-10,997300.0
2019-02-25,890200.0
2020-01-07,1497800.0
2020-03-26,1469600.0
2019-10-23,1997400.0
