Dates,ANTM
2018-06-20,238.23406982421875
2018-06-21,237.38446044921875
2018-06-25,239.0836944580078
2018-06-22,237.6383819580078
2018-06-26,235.6168975830078
2018-06-27,234.90396118164062
2018-06-28,233.6637420654297
2018-06-29,232.45278930664062
2018-07-02,232.68716430664062
2018-07-03,233.13638305664062
2018-07-05,234.42544555664062
2018-07-16,236.4762420654297
2018-09-18,242.8629913330078
2019-01-24,243.673583984375
2019-09-05,243.732177734375
2018-11-21,244.70872497558594
2020-01-13,244.640380859375
2020-04-01,242.46263122558594
2020-06-19,240.26531982421875
2019-10-29,242.80442810058594
2020-01-16,242.81417846679688
2020-06-22,242.69699096679688
2018-10-03,242.99972534179688
2018-07-31,240.31417846679688
2019-03-12,242.12081909179688
2019-02-08,241.2907257080078
2019-01-07,243.634521484375
2018-12-06,246.30055236816406
2019-08-19,247.07203674316406
2019-07-18,246.35916137695312
2019-05-15,250.51930236816406
2019-09-20,251.9060516357422
2019-11-01,252.08184814453125
2020-04-07,251.9255828857422
2020-06-25,254.43536376953125
2020-06-16,255.0115509033203
2019-11-04,253.9470672607422
2020-01-22,256.7791442871094
2019-11-07,258.7615661621094
2020-04-13,257.9803466796875
2019-07-01,260.2850036621094
2019-05-30,257.7655029296875
2018-08-15,257.0037536621094
2018-10-18,256.4471130371094
2019-03-27,256.7791442871094
2019-01-22,258.0877380371094
2018-12-21,259.1619873046875
2019-09-03,259.99200439453125
2018-11-19,260.4607849121094
2019-08-02,260.8709411621094
2020-01-28,258.8006286621094
2020-04-16,258.52716064453125
2019-11-13,257.52130126953125
2020-01-31,261.57403564453125
2018-12-04,264.54290771484375
2018-11-02,266.2663879394531
2019-07-16,257.1492919921875
2018-08-30,258.696533203125
2018-10-01,260.8215637207031
2019-06-14,264.73870849609375
2019-05-13,265.16961669921875
2019-04-11,264.0434265136719
2019-02-06,265.35565185546875
2019-09-18,266.2174377441406
2020-02-03,268.4403381347656
2020-04-22,266.87353515625
2019-11-19,267.56884765625
2020-02-06,264.6505432128906
2019-11-22,263.87689208984375
2019-03-25,266.0117492675781
2019-02-21,268.3718566894531
2018-12-19,270.4773254394531
2018-07-12,270.3989562988281
2018-09-14,270.5164794921875
2018-08-13,269.2923583984375
2018-10-16,270.203125
2019-07-31,271.6427001953125
2019-05-28,273.39556884765625
2019-04-26,267.0008544921875
2020-04-28,262.9563903808594
2019-11-25,265.7865295410156
2020-02-12,261.8400573730469
2020-05-01,272.65130615234375
2020-05-04,273.7872314453125
2019-06-12,275.36395263671875
2019-04-09,273.36614990234375
2019-03-08,270.0170593261719
2019-02-04,268.4109802246094
2018-07-27,259.930419921875
2018-08-28,265.3164367675781
2019-01-03,260.2438049316406
2019-08-15,258.05999755859375
2018-10-31,259.9892272949219
2019-09-16,269.86029052734375
2020-02-18,260.4200744628906
2020-05-07,262.44720458984375
2018-08-17,263.6027526855469
2019-12-04,266.3741149902344
2020-02-21,283.9325866699219
2018-12-17,281.4158630371094
2019-08-30,281.1122741699219
2018-11-15,276.8132629394531
2019-07-29,274.4433898925781
2019-06-27,274.2964782714844
2019-04-24,278.2527770996094
2018-07-10,280.39739990234375
2018-09-12,275.9515075683594
2019-02-19,272.1029052734375
2019-01-18,273.1702880859375
2020-02-24,274.9232177734375
2020-05-13,275.5010070800781
2019-12-10,276.2354736328125
2020-02-27,285.26446533203125
2019-12-13,286.11639404296875
2020-05-19,284.0599060058594
2019-03-06,290.11187744140625
2018-11-30,287.57891845703125
2019-08-13,282.16937255859375
2019-07-12,275.4148254394531
2019-06-10,271.61541748046875
2019-05-09,271.20306396484375
2018-07-25,273.4807434082031
2018-09-27,275.3362731933594
2018-10-29,270.5550537109375
2019-10-16,261.8271789550781
2019-12-16,254.6308135986328
2020-03-04,252.91275024414062
2020-05-22,247.51304626464844
2019-10-01,247.3657989501953
2019-12-19,244.45974731445312
2018-09-10,254.67010498046875
2019-05-24,256.1231384277344
2018-08-09,254.35594177246094
2019-04-22,257.8411865234375
2019-03-21,250.3699951171875
2019-01-16,243.8903350830078
2019-08-28,245.3531494140625
2018-11-13,245.78514099121094
2018-10-12,244.91136169433594
2019-06-25,246.7669219970703
2020-03-10,247.6701202392578
2020-05-28,251.96044921875
2019-10-07,250.46817016601562
2020-03-13,255.60284423828125
2019-10-10,257.1441650390625
2020-03-16,257.11474609375
2020-06-03,261.2676086425781
2018-11-28,259.745849609375
2018-09-25,263.2115173339844
2018-07-23,260.757080078125
2018-08-24,267.70794677734375
2019-07-10,265.086669921875
2019-05-07,267.7373962402344
2019-04-05,292.1343078613281
2019-03-04,297.47509765625
2019-01-31,297.7597961425781
2019-09-12,298.66302490234375
2019-12-31,298.01507568359375
2020-03-19,305.68267822265625
2020-01-03,302.4330139160156
2020-06-09,298.7023010253906
2019-02-15,296.6602783203125
2019-01-14,300.8523864746094
2018-07-06,300.1258850097656
2018-08-07,302.5508117675781
2018-10-10,305.89862060546875
2018-12-13,305.91827392578125
2019-08-26,307.24371337890625
2019-07-25,305.623779296875
2019-05-22,311.013671875
2019-03-19,308.6672668457031
2020-01-06,311.6321716308594
2020-03-25,300.4891662597656
2020-06-12,295.2465515136719
2019-10-22,302.06976318359375
2020-01-09,287.2548828125
2020-06-15,293.2436828613281
2019-10-25,289.0908203125
2020-03-31,286.10626220703125
2020-06-18,289.6602478027344
2019-04-03,290.5733337402344
2018-08-22,291.5649108886719
2018-10-25,298.0739440917969
2019-01-29,299.8804626464844
2018-12-28,298.2562561035156
2018-11-26,303.4043884277344
2019-08-09,303.16815185546875
2019-07-08,298.26611328125
2019-06-06,300.087158203125
2019-09-10,296.7895812988281
2020-01-15,293.0884704589844
2020-04-03,283.786376953125
2019-10-31,278.56939697265625
2020-04-06,277.9295654296875
2020-06-24,282.4870910644531
2018-11-09,283.81591796875
2019-07-23,283.68798828125
2019-06-21,283.15643310546875
2019-05-20,286.64105224609375
2019-04-18,288.7179870605469
2018-09-06,284.96759033203125
2018-10-08,285.5582275390625
2019-02-13,283.53045654296875
2018-12-11,271.96441650390625
2019-09-25,248.89141845703125
2020-01-21,258.764404296875
2020-04-09,241.2922821044922
2019-11-06,232.5513153076172
2020-01-24,235.86854553222656
2020-01-27,240.1799774169922
2020-04-15,246.71600341796875
2018-12-26,247.0703887939453
2019-08-07,251.90350341796875
2019-06-04,262.229248046875
2018-09-21,262.1209716796875
2018-07-19,258.91204833984375
2018-08-20,256.6382141113281
2018-10-23,257.4945983886719
2019-05-03,257.6028747558594
2019-04-01,264.4933166503906
2019-02-28,260.742919921875
2019-11-12,260.5066833496094
2020-01-30,261.88470458984375
