Dates,ANET
2018-06-20,276.6199951171875
2018-06-21,284.3900146484375
2018-06-25,280.9800109863281
2018-06-22,268.6700134277344
2018-06-26,260.1300048828125
2018-06-27,262.75
2018-06-28,253.0
2018-06-29,259.8999938964844
2018-07-02,254.97999572753906
2018-07-03,262.20001220703125
2018-07-05,257.989990234375
2018-07-16,258.9100036621094
2018-09-18,269.8699951171875
2019-01-24,272.0
2019-09-05,265.0
2018-11-21,271.8900146484375
2020-01-13,278.29998779296875
2020-04-01,266.5
2020-06-19,270.69000244140625
2019-10-29,273.8800048828125
2020-01-16,277.3699951171875
2020-06-22,277.0
2018-10-03,269.489990234375
2018-07-31,270.3900146484375
2019-03-12,266.0299987792969
2019-02-08,272.6199951171875
2019-01-07,275.54998779296875
2018-12-06,270.1499938964844
2019-08-19,257.760009765625
2019-07-18,256.5
2019-05-15,261.6499938964844
2019-09-20,269.4200134277344
2019-11-01,258.5
2020-04-07,271.54998779296875
2020-06-25,269.8299865722656
2020-06-16,264.0799865722656
2019-11-04,268.4599914550781
2020-01-22,268.8599853515625
2019-11-07,271.6600036621094
2020-04-13,269.67999267578125
2019-07-01,268.8299865722656
2019-05-30,265.7699890136719
2018-08-15,269.54998779296875
2018-10-18,272.5
2019-03-27,272.1000061035156
2019-01-22,276.9100036621094
2018-12-21,295.8399963378906
2019-09-03,308.5799865722656
2018-11-19,305.0
2019-08-02,303.3500061035156
2020-01-28,300.7200012207031
2020-04-16,296.0
2019-11-13,288.8999938964844
2020-01-31,288.4599914550781
2018-12-04,274.0
2018-11-02,267.7900085449219
2019-07-16,268.739990234375
2018-08-30,267.5899963378906
2018-10-01,266.8599853515625
2019-06-14,268.989990234375
2019-05-13,271.0
2019-04-11,271.8699951171875
2019-02-06,265.29998779296875
2019-09-18,268.04998779296875
2020-02-03,272.6400146484375
2020-04-22,274.0
2019-11-19,268.2799987792969
2020-02-06,275.17999267578125
2019-11-22,273.0199890136719
2019-03-25,264.8900146484375
2019-02-21,265.29998779296875
2018-12-19,267.2099914550781
2018-07-12,258.0799865722656
2018-09-14,257.0
2018-08-13,260.760009765625
2018-10-16,256.54998779296875
2019-07-31,250.44000244140625
2019-05-28,242.27999877929688
2019-04-26,237.17999267578125
2020-04-28,217.9499969482422
2019-11-25,221.80999755859375
2020-02-12,230.36000061035156
2020-05-01,223.4499969482422
2020-05-04,243.99000549316406
2019-06-12,236.80999755859375
2019-04-09,234.83999633789062
2019-03-08,231.36000061035156
2019-02-04,226.77000427246094
2018-07-27,231.5500030517578
2018-08-28,226.72000122070312
2019-01-03,225.0
2019-08-15,224.11000061035156
2018-10-31,218.1300048828125
2019-09-16,233.5
2020-02-18,232.77000427246094
2020-05-07,260.9100036621094
2018-08-17,256.6700134277344
2019-12-04,248.0
2020-02-21,246.97999572753906
2018-12-17,252.0800018310547
2019-08-30,250.92999267578125
2018-11-15,243.38999938964844
2019-07-29,238.0800018310547
2019-06-27,238.55999755859375
2019-04-24,229.69000244140625
2018-07-10,241.85000610351562
2018-09-12,239.11000061035156
2019-02-19,213.0
2019-01-18,222.67999267578125
2020-02-24,217.0
2020-05-13,223.3000030517578
2019-12-10,224.92999267578125
2020-02-27,228.47999572753906
2019-12-13,234.99000549316406
2020-05-19,236.41000366210938
2019-03-06,247.5
2018-11-30,242.02000427246094
2019-08-13,228.6199951171875
2019-07-12,238.17999267578125
2019-06-10,224.58999633789062
2019-05-09,231.5
2018-07-25,234.16000366210938
2018-09-27,233.5
2018-10-29,224.82000732421875
2019-10-16,219.0
2019-12-16,210.99000549316406
2020-03-04,213.07000732421875
2020-05-22,201.0399932861328
2019-10-01,198.10000610351562
2019-12-19,188.33999633789062
2018-09-10,190.3000030517578
2019-05-24,198.0
2018-08-09,207.2100067138672
2019-04-22,207.77999877929688
2019-03-21,205.0
2019-01-16,205.38999938964844
2019-08-28,204.2899932861328
2018-11-13,209.14999389648438
2018-10-12,213.6699981689453
2019-06-25,215.2100067138672
2020-03-10,215.32000732421875
2020-05-28,215.9600067138672
2019-10-07,216.08999633789062
2020-03-13,216.44000244140625
2019-10-10,222.8800048828125
2020-03-16,219.7899932861328
2020-06-03,229.19000244140625
2018-11-28,230.0
2018-09-25,224.97999572753906
2018-07-23,222.52999877929688
2018-08-24,227.97999572753906
2019-07-10,223.5
2019-05-07,215.14999389648438
2019-04-05,209.0
2019-03-04,210.5
2019-01-31,215.3300018310547
2019-09-12,220.0800018310547
2019-12-31,218.88999938964844
2020-03-19,224.4600067138672
2020-01-03,222.83999633789062
2020-06-09,218.44000244140625
2019-02-15,227.72999572753906
2019-01-14,231.32000732421875
2018-07-06,240.0
2018-08-07,236.77000427246094
2018-10-10,259.75
2018-12-13,264.5899963378906
2019-08-26,270.1700134277344
2019-07-25,268.19000244140625
2019-05-22,271.8800048828125
2019-03-19,278.5
2020-01-06,278.25
2020-03-25,280.5
2020-06-12,283.989990234375
2019-10-22,287.6000061035156
2020-01-09,288.0
2020-06-15,284.7799987792969
2019-10-25,277.1099853515625
2020-03-31,275.5400085449219
2020-06-18,269.5199890136719
2019-04-03,275.2300109863281
2018-08-22,283.0400085449219
2018-10-25,288.8599853515625
2019-01-29,291.80999755859375
2018-12-28,294.79998779296875
2018-11-26,296.760009765625
2019-08-09,300.489990234375
2019-07-08,297.54998779296875
2019-06-06,304.6099853515625
2019-09-10,312.3299865722656
2020-01-15,298.1199951171875
2020-04-03,305.6000061035156
2019-10-31,310.9800109863281
2020-04-06,312.239990234375
2020-06-24,314.95001220703125
2018-11-09,318.739990234375
2019-07-23,318.9599914550781
2019-06-21,322.7699890136719
2019-05-20,322.0
2019-04-18,314.32000732421875
2018-09-06,310.2099914550781
2018-10-08,315.79998779296875
2019-02-13,317.6499938964844
2018-12-11,324.0
2019-09-25,325.0
2020-01-21,324.9100036621094
