Dates,ANET
2018-06-20,283.739990234375
2018-06-21,279.32000732421875
2018-06-25,272.6499938964844
2018-06-22,259.8800048828125
2018-06-26,262.3800048828125
2018-06-27,254.2899932861328
2018-06-28,258.2699890136719
2018-06-29,257.489990234375
2018-07-02,261.3599853515625
2018-07-03,255.8699951171875
2018-07-05,257.9100036621094
2018-07-16,262.3900146484375
2018-09-18,270.4599914550781
2019-01-24,268.54998779296875
2019-09-05,269.32000732421875
2018-11-21,278.3599853515625
2020-01-13,266.489990234375
2020-04-01,270.8399963378906
2020-06-19,273.8800048828125
2019-10-29,274.69000244140625
2020-01-16,276.25
2020-06-22,268.8399963378906
2018-10-03,268.3900146484375
2018-07-31,266.29998779296875
2019-03-12,274.30999755859375
2019-02-08,276.2799987792969
2019-01-07,271.2799987792969
2018-12-06,257.8599853515625
2019-08-19,255.72999572753906
2019-07-18,262.6000061035156
2019-05-15,271.8500061035156
2019-09-20,257.5400085449219
2019-11-01,271.3299865722656
2020-04-07,268.80999755859375
2020-06-25,264.55999755859375
2020-06-16,269.3399963378906
2019-11-04,268.8500061035156
2020-01-22,269.2799987792969
2019-11-07,271.4599914550781
2020-04-13,265.5799865722656
2019-07-01,267.92999267578125
2019-05-30,269.0400085449219
2018-08-15,273.7200012207031
2018-10-18,271.8299865722656
2019-03-27,277.3599853515625
2019-01-22,282.6099853515625
2018-12-21,308.5799865722656
2019-09-03,304.7900085449219
2018-11-19,304.20001220703125
2019-08-02,302.19000244140625
2020-01-28,297.8699951171875
2020-04-16,298.9800109863281
2019-11-13,289.82000732421875
2020-01-31,272.2900085449219
2018-12-04,267.7699890136719
2018-11-02,267.04998779296875
2019-07-16,269.010009765625
2018-08-30,267.2099914550781
2018-10-01,267.8500061035156
2019-06-14,270.05999755859375
2019-05-13,271.25
2019-04-11,265.0799865722656
2019-02-06,267.1600036621094
2019-09-18,270.20001220703125
2020-02-03,273.04998779296875
2020-04-22,269.2900085449219
2019-11-19,274.2099914550781
2020-02-06,274.55999755859375
2019-11-22,263.8699951171875
2019-03-25,265.3299865722656
2019-02-21,265.8599853515625
2018-12-19,259.6400146484375
2018-07-12,256.1499938964844
2018-09-14,261.42999267578125
2018-08-13,257.739990234375
2018-10-16,251.27000427246094
2019-07-31,243.2100067138672
2019-05-28,238.64999389648438
2019-04-26,225.7899932861328
2020-04-28,215.4600067138672
2019-11-25,222.3699951171875
2020-02-12,220.8300018310547
2020-05-01,233.5800018310547
2020-05-04,238.9499969482422
2019-06-12,233.08999633789062
2019-04-09,229.75999450683594
2019-03-08,232.17999267578125
2019-02-04,232.8300018310547
2018-07-27,223.82000732421875
2018-08-28,230.69000244140625
2019-01-03,219.52999877929688
2019-08-15,217.86000061035156
2018-10-31,228.4600067138672
2019-09-16,230.35000610351562
2020-02-18,240.9600067138672
2020-05-07,257.7699890136719
2018-08-17,248.9600067138672
2019-12-04,245.11000061035156
2020-02-21,253.5500030517578
2018-12-17,252.1999969482422
2019-08-30,244.42999267578125
2018-11-15,236.6199951171875
2019-07-29,236.36000061035156
2019-06-27,229.49000549316406
2019-04-24,244.1999969482422
2018-07-10,239.3699951171875
2018-09-12,223.0
2019-02-19,219.3800048828125
2019-01-18,219.02000427246094
2020-02-24,219.24000549316406
2020-05-13,226.3699951171875
2019-12-10,224.74000549316406
2020-02-27,235.39999389648438
2019-12-13,236.30999755859375
2020-05-19,238.47999572753906
2019-03-06,243.88999938964844
2018-11-30,229.72999572753906
2019-08-13,238.42999267578125
2019-07-12,225.08999633789062
2019-06-10,229.77000427246094
2019-05-09,229.1199951171875
2018-07-25,231.99000549316406
2018-09-27,228.7100067138672
2018-10-29,220.41000366210938
2019-10-16,210.1699981689453
2019-12-16,212.08999633789062
2020-03-04,202.0500030517578
2020-05-22,197.2100067138672
2019-10-01,193.1699981689453
2019-12-19,188.89999389648438
2018-09-10,200.52000427246094
2019-05-24,204.8300018310547
2018-08-09,205.75999450683594
2019-04-22,210.6999969482422
2019-03-21,210.5500030517578
2019-01-16,199.60000610351562
2019-08-28,202.47000122070312
2018-11-13,209.9199981689453
2018-10-12,214.27999877929688
2019-06-25,216.9499969482422
2020-03-10,217.9600067138672
2020-05-28,218.10000610351562
2019-10-07,215.5800018310547
2020-03-13,222.85000610351562
2019-10-10,221.24000549316406
2020-03-16,221.02999877929688
2020-06-03,232.0800018310547
2018-11-28,222.99000549316406
2018-09-25,222.2899932861328
2018-07-23,226.4499969482422
2018-08-24,227.25999450683594
2019-07-10,215.32000732421875
2019-05-07,206.4199981689453
2019-04-05,210.24000549316406
2019-03-04,214.77999877929688
2019-01-31,220.5
2019-09-12,218.42999267578125
2019-12-31,224.02999877929688
2020-03-19,224.6699981689453
2020-01-03,220.27999877929688
2020-06-09,226.33999633789062
2019-02-15,229.17999267578125
2019-01-14,238.4499969482422
2018-07-06,236.39999389648438
2018-08-07,240.77999877929688
2018-10-10,263.95001220703125
2018-12-13,269.5799865722656
2019-08-26,270.7200012207031
2019-07-25,270.5
2019-05-22,274.9700012207031
2019-03-19,279.29998779296875
2020-01-06,280.5299987792969
2020-03-25,283.989990234375
2020-06-12,285.25
2019-10-22,286.5400085449219
2020-01-09,284.3999938964844
2020-06-15,277.7799987792969
2019-10-25,275.1000061035156
2020-03-31,276.2300109863281
2020-06-18,274.54998779296875
2019-04-03,281.79998779296875
2018-08-22,285.0899963378906
2018-10-25,292.510009765625
2019-01-29,292.6099853515625
2018-12-28,296.760009765625
2018-11-26,299.20001220703125
2019-08-09,295.17999267578125
2019-07-08,298.45001220703125
2019-06-06,315.0199890136719
2019-09-10,300.1600036621094
2020-01-15,301.2300109863281
2020-04-03,309.79998779296875
2019-10-31,311.3299865722656
2020-04-06,312.29998779296875
2020-06-24,314.4599914550781
2018-11-09,318.3599853515625
2019-07-23,318.42999267578125
2019-06-21,321.75
2019-05-20,313.1499938964844
2019-04-18,311.05999755859375
2018-09-06,316.8999938964844
2018-10-08,317.19000244140625
2019-02-13,322.25
2018-12-11,322.2300109863281
2019-09-25,324.7699890136719
2020-01-21,327.3399963378906
2020-04-09,328.5400085449219
2019-11-06,328.0400085449219
2020-01-24,323.3800048828125
2020-01-27,327.6000061035156
2020-04-15,321.05999755859375
2018-12-26,325.2300109863281
2019-08-07,318.1099853515625
2019-06-04,320.3999938964844
2018-09-21,316.8800048828125
2018-07-19,312.2900085449219
2018-08-20,310.4599914550781
2018-10-23,310.8500061035156
2019-05-03,278.4100036621094
2019-04-01,273.30999755859375
2019-02-28,265.6700134277344
2019-11-12,266.25
2020-01-30,267.42999267578125
2019-11-15,264.2200012207031
2020-04-21,243.89999389648438
2019-04-16,248.8800048828125
2019-03-15,248.6999969482422
2019-02-11,253.6199951171875
2019-01-10,250.1199951171875
2019-08-22,244.9499969482422
2018-11-07,252.9499969482422
2018-08-03,253.13999938964844
2018-09-04,254.3800048828125
2019-06-19,255.94000244140625
2019-09-23,253.33999633789062
2019-11-18,247.5
2020-02-05,247.97000122070312
2020-04-24,244.58999633789062
2019-03-29,241.36000061035156
2019-11-21,254.7100067138672
2020-04-27,263.6300048828125
2020-02-11,257.17999267578125
2020-04-30,246.44000244140625
2019-05-01,250.07000732421875
2019-02-26,243.0
2019-01-25,243.8800048828125
2018-12-24,242.00999450683594
2019-09-06,236.0800018310547
2018-07-17,238.60000610351562
2018-09-19,242.05999755859375
2019-08-05,243.16000366210938
2019-10-08,248.72999572753906
2019-12-11,253.38999938964844
2019-11-27,252.08999633789062
2020-02-14,246.3800048828125
2020-05-06,255.30999755859375
2019-01-08,257.989990234375
2018-12-07,259.6199951171875
2019-08-20,262.8399963378906
2018-11-05,265.29998779296875
2019-07-19,268.8599853515625
2018-10-04,270.739990234375
2019-06-17,268.0
2019-05-16,270.54998779296875
2018-08-01,270.3900146484375
2019-03-13,271.8999938964844
2019-12-03,274.260009765625
2020-02-20,277.6400146484375
2019-12-06,275.510009765625
2020-05-12,277.42999267578125
2019-12-09,275.489990234375
2020-02-26,282.739990234375
2020-05-15,287.3599853515625
2019-03-28,276.3500061035156
2018-09-17,279.19000244140625
2018-08-16,267.4100036621094
2018-10-19,272.9800109863281
2019-04-29,272.2300109863281
2019-01-23,274.2799987792969
2019-09-04,273.45001220703125
2018-11-20,272.2200012207031
2019-07-02,244.1199951171875
2019-05-31,230.9499969482422
2019-12-12,235.82000732421875
2020-05-18,235.0
2019-09-27,234.49000549316406
2020-03-03,228.72999572753906
2020-05-21,224.47000122070312
2019-05-14,230.82000732421875
2018-08-31,219.42999267578125
2018-07-30,216.69000244140625
2018-10-02,221.17999267578125
2019-04-12,223.47000122070312
2019-03-11,219.19000244140625
2019-02-07,226.5399932861328
2019-07-17,227.27999877929688
2019-09-19,223.39999389648438
2019-10-21,223.1999969482422
2019-12-18,223.77999877929688
2020-03-06,222.47999572753906
