Dates,DFS
2018-06-20,73.2300033569336
2018-06-21,72.41000366210938
2018-06-25,73.23999786376953
2018-06-22,71.81999969482422
2018-06-26,71.29000091552734
2018-06-27,70.0999984741211
2018-06-28,69.2300033569336
2018-06-29,70.41000366210938
2018-07-02,69.63999938964844
2018-07-03,70.4000015258789
2018-07-05,70.11000061035156
2018-07-16,70.08000183105469
2018-09-18,70.48999786376953
2019-01-24,71.33000183105469
2019-09-05,71.08000183105469
2018-11-21,70.75
2020-01-13,69.58000183105469
2020-04-01,69.70999908447266
2020-06-19,70.36000061035156
2019-10-29,71.19000244140625
2020-01-16,70.9800033569336
2020-06-22,71.55000305175781
2018-10-03,72.08000183105469
2018-07-31,72.80999755859375
2019-03-12,72.37999725341797
2019-02-08,71.91000366210938
2019-01-07,72.23999786376953
2018-12-06,71.52999877929688
2019-08-19,71.38999938964844
2019-07-18,71.13999938964844
2019-05-15,70.9800033569336
2019-09-20,71.93000030517578
2019-11-01,72.58999633789062
2020-04-07,72.9000015258789
2020-06-25,74.4000015258789
2020-06-16,75.25
2019-11-04,74.38999938964844
2020-01-22,74.18000030517578
2019-11-07,74.54000091552734
2020-04-13,74.87999725341797
2019-07-01,75.79000091552734
2019-05-30,77.16000366210938
2018-08-15,77.76000213623047
2018-10-18,78.2300033569336
2019-03-27,78.7300033569336
2019-01-22,77.86000061035156
2018-12-21,78.06999969482422
2019-09-03,78.6500015258789
2018-11-19,78.44000244140625
2019-08-02,77.87999725341797
2020-01-28,77.7300033569336
2020-04-16,77.6500015258789
2019-11-13,77.80000305175781
2020-01-31,78.19999694824219
2018-12-04,77.69999694824219
2018-11-02,76.80000305175781
2019-07-16,77.55000305175781
2018-08-30,77.70999908447266
2018-10-01,77.55000305175781
2019-06-14,77.05000305175781
2019-05-13,77.16999816894531
2019-04-11,77.44000244140625
2019-02-06,77.47000122070312
2019-09-18,78.44999694824219
2020-02-03,79.2300033569336
2020-04-22,79.41000366210938
2019-11-19,78.72000122070312
2020-02-06,77.80999755859375
2019-11-22,77.30000305175781
2019-03-25,76.9800033569336
2019-02-21,76.36000061035156
2018-12-19,76.45999908447266
2018-07-12,76.58000183105469
2018-09-14,77.61000061035156
2018-08-13,77.12999725341797
2018-10-16,76.48999786376953
2019-07-31,75.97000122070312
2019-05-28,76.29000091552734
2019-04-26,75.44000244140625
2020-04-28,73.94000244140625
2019-11-25,73.3499984741211
2020-02-12,73.86000061035156
2020-05-01,73.80999755859375
2020-05-04,75.08999633789062
2019-06-12,74.69000244140625
2019-04-09,74.97000122070312
2019-03-08,74.2699966430664
2019-02-04,71.97000122070312
2018-07-27,71.61000061035156
2018-08-28,72.38999938964844
2019-01-03,67.05999755859375
2019-08-15,66.83000183105469
2018-10-31,67.80000305175781
2019-09-16,69.22000122070312
2020-02-18,69.5199966430664
2020-05-07,67.94000244140625
2018-08-17,68.33999633789062
2019-12-04,68.80999755859375
2020-02-21,69.44999694824219
2018-12-17,70.0999984741211
2019-08-30,70.0
2018-11-15,69.19999694824219
2019-07-29,68.86000061035156
2019-06-27,68.5
2019-04-24,68.36000061035156
2018-07-10,69.9800033569336
2018-09-12,69.55000305175781
2019-02-19,67.76000213623047
2019-01-18,68.11000061035156
2020-02-24,68.16000366210938
2020-05-13,69.1500015258789
2019-12-10,70.33000183105469
2020-02-27,70.41999816894531
2019-12-13,70.72000122070312
2020-05-19,70.41999816894531
2019-03-06,70.9000015258789
2018-11-30,66.31999969482422
2019-08-13,64.11000061035156
2019-07-12,64.38999938964844
2019-06-10,63.220001220703125
2019-05-09,63.279998779296875
2018-07-25,64.02999877929688
2018-09-27,62.939998626708984
2018-10-29,61.720001220703125
2019-10-16,59.560001373291016
2019-12-16,59.11000061035156
2020-03-04,58.189998626708984
2020-05-22,57.43000030517578
2019-10-01,56.209999084472656
2019-12-19,55.060001373291016
2018-09-10,54.36000061035156
2019-05-24,56.380001068115234
2018-08-09,58.13999938964844
2019-04-22,58.08000183105469
2019-03-21,57.790000915527344
2019-01-16,58.15999984741211
2019-08-28,59.439998626708984
2018-11-13,60.810001373291016
2018-10-12,61.27000045776367
2019-06-25,61.25
2020-03-10,61.650001525878906
2020-05-28,61.689998626708984
2019-10-07,62.02000045776367
2020-03-13,62.11000061035156
2019-10-10,63.06999969482422
2020-03-16,63.68000030517578
2020-06-03,64.20999908447266
2018-11-28,65.55000305175781
2018-09-25,65.05000305175781
2018-07-23,66.01000213623047
2018-08-24,64.86000061035156
2019-07-10,65.80999755859375
2019-05-07,66.56999969482422
2019-04-05,66.54000091552734
2019-03-04,66.94999694824219
2019-01-31,67.41999816894531
2019-09-12,68.22000122070312
2019-12-31,68.61000061035156
2020-03-19,68.55999755859375
2020-01-03,68.04000091552734
2020-06-09,67.44000244140625
2019-02-15,67.6500015258789
2019-01-14,68.48999786376953
2018-07-06,69.91999816894531
2018-08-07,68.7300033569336
2018-10-10,70.08000183105469
2018-12-13,70.66000366210938
2019-08-26,70.91000366210938
2019-07-25,70.91999816894531
2019-05-22,71.05999755859375
2019-03-19,70.97000122070312
2020-01-06,70.5
2020-03-25,70.2699966430664
2020-06-12,71.0
2019-10-22,71.58999633789062
2020-01-09,70.5999984741211
2020-06-15,70.2300033569336
2019-10-25,71.0
2020-03-31,69.55999755859375
2020-06-18,69.11000061035156
2019-04-03,70.16000366210938
2018-08-22,70.9800033569336
2018-10-25,71.47000122070312
2019-01-29,72.08999633789062
2018-12-28,72.04000091552734
2018-11-26,73.23999786376953
2019-08-09,73.51000213623047
2019-07-08,71.4000015258789
2019-06-06,70.8499984741211
2019-09-10,69.97000122070312
2020-01-15,69.26000213623047
2020-04-03,69.7699966430664
2019-10-31,70.2300033569336
2020-04-06,70.29000091552734
2020-06-24,70.97000122070312
2018-11-09,71.7300033569336
2019-07-23,73.1500015258789
2019-06-21,73.69000244140625
2019-05-20,73.87000274658203
2019-04-18,74.19999694824219
2018-09-06,74.2300033569336
2018-10-08,73.87000274658203
2019-02-13,74.04000091552734
2018-12-11,74.19999694824219
2019-09-25,75.55000305175781
2020-01-21,75.48999786376953
2020-04-09,75.94999694824219
2019-11-06,76.61000061035156
2020-01-24,76.58999633789062
2020-01-27,76.62000274658203
2020-04-15,76.33999633789062
2018-12-26,76.69000244140625
2019-08-07,76.48999786376953
2019-06-04,78.36000061035156
2018-09-21,81.06999969482422
2018-07-19,80.8499984741211
2018-08-20,81.04000091552734
2018-10-23,80.62000274658203
2019-05-03,81.4800033569336
2019-04-01,80.41999816894531
2019-02-28,79.97000122070312
2019-11-12,78.27999877929688
2020-01-30,77.51000213623047
2019-11-15,77.80000305175781
2020-04-21,76.48999786376953
2019-04-16,76.69999694824219
2019-03-15,76.56999969482422
2019-02-11,77.38999938964844
2019-01-10,77.0
2019-08-22,76.83999633789062
2018-11-07,78.12999725341797
2018-08-03,78.25
2018-09-04,76.22000122070312
2019-06-19,76.43000030517578
2019-09-23,76.1500015258789
2019-11-18,75.25
2020-02-05,75.62999725341797
2020-04-24,74.36000061035156
2019-03-29,74.37999725341797
2019-11-21,75.33999633789062
2020-04-27,76.7300033569336
2020-02-11,77.27999877929688
2020-04-30,77.97000122070312
2019-05-01,78.19000244140625
2019-02-26,78.41000366210938
2019-01-25,76.79000091552734
2018-12-24,77.27999877929688
2019-09-06,76.33999633789062
2018-07-17,76.76000213623047
2018-09-19,76.7699966430664
2019-08-05,76.76000213623047
2019-10-08,77.3499984741211
2019-12-11,78.08000183105469
2019-11-27,77.5
2020-02-14,76.70999908447266
2020-05-06,77.2699966430664
2019-01-08,77.3499984741211
2018-12-07,77.0
2019-08-20,78.12999725341797
2018-11-05,78.51000213623047
2019-07-19,79.25
2018-10-04,79.87999725341797
2019-06-17,79.7699966430664
2019-05-16,79.5999984741211
2018-08-01,79.93000030517578
2019-03-13,80.16000366210938
2019-12-03,80.5199966430664
2020-02-20,80.36000061035156
2019-12-06,80.87999725341797
2020-05-12,79.9800033569336
2019-12-09,79.70999908447266
2020-02-26,81.25
2020-05-15,81.58999633789062
2019-03-28,82.68000030517578
2018-09-17,87.2699966430664
2018-08-16,91.30000305175781
2018-10-19,91.0
2019-04-29,91.48999786376953
2019-01-23,90.5199966430664
2019-09-04,89.20999908447266
2018-11-20,87.0199966430664
2019-07-02,85.33000183105469
2019-05-31,82.55000305175781
2019-12-12,83.0199966430664
2020-05-18,81.86000061035156
2019-09-27,83.83000183105469
2020-03-03,83.51000213623047
2020-05-21,81.48999786376953
2019-05-14,81.0
2018-08-31,79.36000061035156
2018-07-30,78.54000091552734
2018-10-02,79.44000244140625
2019-04-12,80.69999694824219
2019-03-11,79.69000244140625
2019-02-07,79.58000183105469
2019-07-17,79.37000274658203
2019-09-19,76.26000213623047
2019-10-21,76.62999725341797
2019-12-18,77.02999877929688
2020-03-06,77.16000366210938
2019-10-03,79.54000091552734
2020-03-09,79.31999969482422
2020-05-27,77.55999755859375
2019-12-24,78.70999908447266
2020-03-12,80.37999725341797
2018-12-20,81.5
2019-08-01,83.08000183105469
2018-08-14,83.4000015258789
2018-07-13,83.01000213623047
2018-10-17,83.58999633789062
2019-05-29,84.44000244140625
2019-03-26,82.3499984741211
2019-02-22,82.80000305175781
2019-10-04,82.94000244140625
2019-11-05,83.66000366210938
2019-12-27,82.94000244140625
2020-06-02,82.01000213623047
2019-12-30,81.5999984741211
2020-03-18,80.94999694824219
2020-06-05,81.1500015258789
2019-07-15,81.05999755859375
2018-12-03,80.88999938964844
2019-06-13,78.77999877929688
2019-01-04,76.19999694824219
2018-08-29,74.8499984741211
2019-02-05,76.5199966430664
2018-11-01,77.48999786376953
2019-08-16,75.16000366210938
2019-04-10,75.75
2019-09-17,76.20999908447266
2019-10-15,77.27999877929688
2020-01-02,76.55999755859375
2020-06-08,77.83000183105469
2019-10-18,78.47000122070312
2020-03-24,78.45999908447266
2020-06-11,78.7300033569336
2020-01-08,79.61000061035156
2019-04-25,79.95999908447266
2019-07-30,80.04000091552734
2019-02-20,78.66999816894531
2018-07-11,79.01000213623047
2018-09-13,80.5
2018-10-15,81.08000183105469
2019-06-28,80.13999938964844
2018-12-18,79.5199966430664
2018-11-16,80.83000183105469
2019-10-02,82.01000213623047
2020-03-27,82.69000244140625
2020-01-10,82.69000244140625
2019-10-24,83.77999877929688
2020-03-30,83.44999694824219
2020-06-17,83.91999816894531
2020-01-14,83.70999908447266
2020-04-02,83.37000274658203
2019-01-02,84.04000091552734
2019-08-14,84.04000091552734
2018-10-30,83.55000305175781
2019-06-11,83.83000183105469
2019-05-10,82.30999755859375
2019-04-08,82.29000091552734
2018-08-27,82.93000030517578
2018-07-26,83.97000122070312
2018-09-28,84.23999786376953
2019-03-07,84.58999633789062
2019-10-30,84.66000366210938
2020-01-17,83.95999908447266
2020-06-23,81.58999633789062
2020-04-08,82.95999908447266
2020-06-26,82.1500015258789
2019-03-22,84.05000305175781
2019-01-17,83.80000305175781
2019-08-29,83.77999877929688
2018-11-14,84.04000091552734
2019-06-26,84.13999938964844
2018-09-11,85.87999725341797
2018-07-09,86.02999877929688
2018-08-10,85.81999969482422
2019-04-23,86.22000122070312
2019-09-30,86.05999755859375
2020-01-23,86.5
2019-11-08,85.22000122070312
2020-04-14,84.97000122070312
2019-11-11,85.08000183105469
2020-01-29,84.8499984741211
2020-04-17,84.3499984741211
2018-07-24,84.29000091552734
2018-09-26,84.47000122070312
2019-05-08,83.3499984741211
2019-03-05,81.66999816894531
2019-02-01,81.38999938964844
2018-12-31,81.3499984741211
2018-11-29,82.91999816894531
2019-08-12,82.54000091552734
2019-07-11,82.19000244140625
2019-09-13,82.58000183105469
2019-11-14,82.4000015258789
2020-04-20,83.45999908447266
2020-02-04,83.70999908447266
2020-04-23,83.5199966430664
2018-12-14,84.05999755859375
2019-08-27,84.2699966430664
2018-08-08,76.0
2018-10-11,73.43000030517578
2018-11-12,74.12000274658203
2019-07-26,75.23999786376953
2019-06-24,74.81999969482422
2019-05-23,74.63999938964844
2019-03-20,74.97000122070312
2019-01-15,75.79000091552734
2019-11-20,76.63999938964844
2020-02-07,76.3499984741211
2020-02-10,74.7300033569336
2020-04-29,75.0199966430664
2019-11-26,75.70999908447266
2020-02-13,75.44000244140625
2019-01-30,75.44999694824219
2018-08-23,76.0
2018-09-24,75.05999755859375
2018-11-27,74.70999908447266
2018-10-26,75.2300033569336
2019-07-09,74.43000030517578
2019-06-07,72.69000244140625
2019-05-06,69.08999633789062
2019-04-04,68.97000122070312
2019-09-11,65.26000213623047
2019-11-29,63.2400016784668
2020-05-05,65.0199966430664
2019-12-02,63.900001525878906
2020-02-19,64.31999969482422
2020-05-08,63.91999816894531
2019-05-21,61.33000183105469
2019-03-18,54.130001068115234
2018-09-07,53.56999969482422
2018-08-06,52.38999938964844
2018-10-09,44.790000915527344
2019-02-14,46.2400016784668
2018-12-12,37.560001373291016
2019-07-24,32.81999969482422
2019-09-26,26.600000381469727
2019-10-28,23.25
2019-12-05,25.229999542236328
2020-05-11,24.139999389648438
2019-07-03,29.0
2020-02-25,35.41999816894531
2020-05-14,39.060001373291016
2020-02-28,37.540000915527344
2019-08-08,36.029998779296875
2019-06-05,35.29999923706055
2018-07-20,30.729999542236328
2018-08-21,30.270000457763672
2018-10-24,27.510000228881836
2019-04-02,31.31999969482422
2019-03-01,34.90999984741211
2019-01-28,35.31999969482422
2018-12-27,38.5
2019-09-09,35.65999984741211
2020-03-02,34.93000030517578
2020-05-20,32.349998474121094
2019-12-17,31.09000015258789
2020-03-05,33.79999923706055
2019-02-12,33.04999923706055
2019-01-11,33.16999816894531
2018-12-10,34.40999984741211
2019-08-23,32.5
2018-11-08,35.16999816894531
2019-07-22,36.40999984741211
2019-06-20,39.2400016784668
2018-09-05,42.9900016784668
2019-04-17,42.68000030517578
2019-09-24,39.90999984741211
2019-12-20,38.779998779296875
2020-05-26,40.90999984741211
2019-04-30,38.849998474121094
2019-12-23,40.0099983215332
2020-03-11,41.47999954223633
2020-05-29,40.279998779296875
2019-12-26,39.16999816894531
2020-06-01,35.72999954223633
2019-05-02,35.04999923706055
2019-02-27,37.77000045776367
2018-11-23,40.18000030517578
2019-08-06,39.349998474121094
2018-07-18,40.209999084472656
2018-09-20,40.22999954223633
2018-10-22,39.7599983215332
2019-07-05,42.470001220703125
2019-06-03,46.95000076293945
2019-10-09,48.849998474121094
2019-10-11,47.349998474121094
2020-03-17,47.459999084472656
2020-06-04,50.790000915527344
2019-10-14,54.95000076293945
2020-03-20,54.93000030517578
2018-11-06,60.25
2019-06-18,60.86000061035156
2019-05-17,57.54999923706055
2019-04-15,54.959999084472656
2019-03-14,48.90999984741211
2019-01-09,49.970001220703125
2018-08-02,49.61000061035156
2018-10-05,54.33000183105469
2019-08-21,54.93000030517578
2019-10-17,53.36000061035156
2020-03-23,52.56999969482422
2020-06-10,53.029998779296875
2019-02-25,54.18000030517578
2020-01-07,50.209999084472656
2020-03-26,49.630001068115234
2019-10-23,47.349998474121094
