Dates,DFS
2019-01-18,1289900.0
2020-02-24,582600.0
2020-05-13,1943400.0
2019-12-10,1650200.0
2020-02-27,1959600.0
2019-12-13,1282400.0
2020-05-19,2086900.0
2019-03-06,2210800.0
2018-11-30,3513300.0
2019-08-13,4251900.0
2019-07-12,2926300.0
2019-06-10,2506400.0
2019-05-09,2071400.0
2018-07-25,1786800.0
2018-09-27,2063600.0
2018-10-29,2978300.0
2019-10-16,4140900.0
2019-12-16,3369800.0
2020-03-04,3238100.0
2020-05-22,3982900.0
2019-10-01,4540200.0
2019-12-19,1187700.0
2018-09-10,3499000.0
2019-05-24,3220200.0
2018-08-09,2348800.0
2019-04-22,2202100.0
2019-03-21,2096700.0
2019-01-16,2363400.0
2019-08-28,2093000.0
2018-11-13,2460900.0
2018-10-12,2688900.0
2019-06-25,1863400.0
2020-03-10,1935700.0
2020-05-28,1721200.0
2019-10-07,2531100.0
2020-03-13,1913100.0
2019-10-10,2757100.0
2020-03-16,1925800.0
2020-06-03,2852200.0
2018-11-28,3956000.0
2018-09-25,2221700.0
2018-07-23,4666700.0
2018-08-24,6524000.0
2019-07-10,2209200.0
2019-05-07,2166500.0
2019-04-05,2678300.0
2019-03-04,2680700.0
2019-01-31,1957800.0
2019-09-12,2136100.0
2019-12-31,2330800.0
2020-03-19,2372800.0
2020-01-03,2760500.0
2020-06-09,2204100.0
2019-02-15,1813500.0
2019-01-14,2903400.0
2018-07-06,1661400.0
2018-08-07,2156300.0
2018-10-10,2387100.0
2018-12-13,1948900.0
2019-08-26,1984400.0
2019-07-25,1882900.0
2019-05-22,1351600.0
2019-03-19,2339200.0
2020-01-06,2113000.0
2020-03-25,2073300.0
2020-06-12,2246100.0
2019-10-22,1621100.0
2020-01-09,1557600.0
2020-06-15,1900400.0
2019-10-25,2596200.0
2020-03-31,2569100.0
2020-06-18,1842700.0
2019-04-03,1581000.0
2018-08-22,1618300.0
2018-10-25,1575800.0
2019-01-29,1551900.0
2018-12-28,3055400.0
2018-11-26,1489000.0
2019-08-09,2360700.0
2019-07-08,2150500.0
2019-06-06,2088000.0
2019-09-10,1956900.0
2020-01-15,1880200.0
2020-04-03,2016600.0
2019-10-31,2035700.0
2020-04-06,2058900.0
2020-06-24,1933100.0
2018-11-09,1749000.0
2019-07-23,1432200.0
2019-06-21,1217800.0
2019-05-20,1768400.0
2019-04-18,1546700.0
2018-09-06,1126400.0
2018-10-08,1079600.0
2019-02-13,1119400.0
2018-12-11,1131500.0
2019-09-25,1309400.0
2020-01-21,926000.0
2020-04-09,1924100.0
2019-11-06,842800.0
2020-01-24,1565100.0
2020-01-27,981200.0
2020-04-15,1722200.0
2018-12-26,1288500.0
2019-08-07,1700700.0
2019-06-04,3190400.0
2018-09-21,2017300.0
2018-07-19,3889500.0
2018-08-20,3341900.0
2018-10-23,1666300.0
2019-05-03,1569500.0
2019-04-01,1355100.0
2019-02-28,2346900.0
2019-11-12,2347200.0
2020-01-30,1850100.0
2019-11-15,1857400.0
2020-04-21,1956200.0
2019-04-16,2130400.0
2019-03-15,2180600.0
2019-02-11,1483700.0
2019-01-10,1356600.0
2019-08-22,1260300.0
2018-11-07,1227500.0
2018-08-03,1528500.0
2018-09-04,2501400.0
2019-06-19,1783800.0
2019-09-23,2399800.0
2019-11-18,2100800.0
2020-02-05,754700.0
2020-04-24,1432400.0
2019-03-29,1925400.0
2019-11-21,1853700.0
2020-04-27,1432800.0
2020-02-11,1514900.0
2020-04-30,1101500.0
2019-05-01,1176300.0
2019-02-26,1040300.0
2019-01-25,1962200.0
2018-12-24,2387600.0
2019-09-06,1937800.0
2018-07-17,1995700.0
2018-09-19,1477600.0
2019-08-05,1508900.0
2019-10-08,1395700.0
2019-12-11,2569500.0
2019-11-27,2245700.0
2020-02-14,1204600.0
2020-05-06,1304200.0
2019-01-08,1717700.0
2018-12-07,3766600.0
2019-08-20,1994000.0
2018-11-05,1463100.0
2019-07-19,824000.0
2018-10-04,1038800.0
2019-06-17,1281400.0
2019-05-16,1796100.0
2018-08-01,1303900.0
2019-03-13,1491400.0
2019-12-03,1110100.0
2020-02-20,1110600.0
2019-12-06,1845300.0
2020-05-12,1283800.0
2019-12-09,1854800.0
2020-02-26,2404100.0
2020-05-15,3052900.0
2019-03-28,3563100.0
2018-09-17,7057400.0
2018-08-16,3344200.0
2018-10-19,2698000.0
2019-04-29,2271800.0
2019-01-23,2326900.0
2019-09-04,2604600.0
2018-11-20,3264700.0
2019-07-02,2574200.0
2019-05-31,3157400.0
2019-12-12,2440200.0
2020-05-18,2625000.0
2019-09-27,2146600.0
2020-03-03,1263600.0
2020-05-21,1212000.0
2019-05-14,1984900.0
2018-08-31,1879400.0
2018-07-30,1913600.0
2018-10-02,1853600.0
2019-04-12,1650600.0
2019-03-11,1445900.0
2019-02-07,1135200.0
2019-07-17,976700.0
2019-09-19,1670300.0
2019-10-21,1410800.0
2019-12-18,2018900.0
2020-03-06,1563100.0
2019-10-03,960400.0
2020-03-09,1498400.0
2020-05-27,1734300.0
2019-12-24,1968200.0
2020-03-12,1943400.0
2018-12-20,1792600.0
2019-08-01,2212300.0
2018-08-14,1939800.0
2018-07-13,1868700.0
2018-10-17,1954000.0
2019-05-29,1651000.0
2019-03-26,1808900.0
2019-02-22,1855200.0
2019-10-04,1226300.0
2019-11-05,1108100.0
2019-12-27,2911000.0
2020-06-02,1529200.0
2019-12-30,2365800.0
2020-03-18,2133600.0
2020-06-05,1387800.0
2019-07-15,1102700.0
2018-12-03,1829700.0
2019-06-13,1979900.0
2019-01-04,1930600.0
2018-08-29,1807100.0
2019-02-05,1298700.0
2018-11-01,1600800.0
2019-08-16,1469100.0
2019-04-10,1712400.0
2019-09-17,1477000.0
2019-10-15,2011200.0
2020-01-02,1613600.0
2020-06-08,1470800.0
2019-10-18,1681500.0
2020-03-24,1848500.0
2020-06-11,1662000.0
2020-01-08,1748600.0
2019-04-25,3516400.0
2019-07-30,2692200.0
2019-02-20,1486600.0
2018-07-11,1420300.0
2018-09-13,2203500.0
2018-10-15,1360200.0
2019-06-28,1197500.0
2018-12-18,1331600.0
2018-11-16,1075600.0
2019-10-02,1336700.0
2020-03-27,1752400.0
2020-01-10,1732100.0
2019-10-24,1500300.0
2020-03-30,1201600.0
2020-06-17,669000.0
2020-01-14,1402300.0
2020-04-02,1513600.0
2019-01-02,1331400.0
2019-08-14,1631700.0
2018-10-30,1721600.0
2019-06-11,1421500.0
2019-05-10,1173500.0
2019-04-08,987100.0
2018-08-27,955000.0
2018-07-26,1093000.0
2018-09-28,1054300.0
2019-03-07,990400.0
2019-10-30,606300.0
2020-01-17,1295000.0
2020-06-23,1785400.0
2020-04-08,1603300.0
2020-06-26,2368000.0
2019-03-22,1644700.0
2019-01-17,1425300.0
2019-08-29,1104900.0
2018-11-14,1215300.0
2019-06-26,1536800.0
2018-09-11,1331600.0
2018-07-09,1787600.0
2018-08-10,1710100.0
2019-04-23,2004900.0
2019-09-30,1872600.0
2020-01-23,2909000.0
2019-11-08,1035500.0
2020-04-14,450400.0
2019-11-11,787700.0
2020-01-29,556100.0
2020-04-17,775500.0
2018-07-24,894100.0
2018-09-26,1559200.0
2019-05-08,1068300.0
2019-03-05,2278300.0
2019-02-01,1926300.0
2018-12-31,2092300.0
2018-11-29,1580100.0
2019-08-12,909100.0
2019-07-11,996900.0
2019-09-13,1343300.0
2019-11-14,1430800.0
2020-04-20,1702900.0
2020-02-04,2736800.0
2020-04-23,2002200.0
2018-12-14,2804200.0
2019-08-27,2734400.0
2018-08-08,12378800.0
2018-10-11,4547200.0
2018-11-12,4336800.0
2019-07-26,2515800.0
2019-06-24,3404700.0
2019-05-23,2695200.0
2019-03-20,2849100.0
2019-01-15,2228600.0
2019-11-20,2099500.0
2020-02-07,2083300.0
2020-02-10,2295300.0
2020-04-29,1400000.0
2019-11-26,1617400.0
2020-02-13,1608800.0
2019-01-30,2038600.0
2018-08-23,1426400.0
2018-09-24,1686700.0
2018-11-27,1627600.0
2018-10-26,1178800.0
2019-07-09,1722800.0
2019-06-07,2020100.0
2019-05-06,3074000.0
2019-04-04,2130100.0
2019-09-11,3473600.0
2019-11-29,5033200.0
2020-05-05,4289900.0
2019-12-02,3601100.0
2020-02-19,2878200.0
2020-05-08,3488400.0
2019-05-21,3861400.0
2019-03-18,3598100.0
2018-09-07,4406400.0
2018-08-06,3094000.0
2018-10-09,4487200.0
2019-02-14,4450200.0
2018-12-12,4819400.0
2019-07-24,9789100.0
2019-09-26,7428600.0
2019-10-28,8318800.0
2019-12-05,9368300.0
2020-05-11,8226000.0
2019-07-03,7215800.0
2020-02-25,10275700.0
2020-05-14,8278500.0
2020-02-28,5011600.0
2019-08-08,4527400.0
2019-06-05,3243600.0
2018-07-20,5421700.0
2018-08-21,5503700.0
2018-10-24,6207900.0
2019-04-02,6364400.0
2019-03-01,6247000.0
2019-01-28,5470900.0
2018-12-27,5687900.0
2019-09-09,6688700.0
2020-03-02,6233100.0
2020-05-20,5490700.0
2019-12-17,5762300.0
2020-03-05,6258900.0
2019-02-12,6279600.0
2019-01-11,5676700.0
2018-12-10,6752600.0
2019-08-23,7849600.0
2018-11-08,6887000.0
2019-07-22,5166800.0
2019-06-20,6163900.0
2018-09-05,6794900.0
2019-04-17,5304600.0
2019-09-24,6677600.0
2019-12-20,6068200.0
2020-05-26,7138100.0
2019-04-30,4075000.0
2019-12-23,3993400.0
2020-03-11,3635400.0
2020-05-29,4195900.0
2019-12-26,3845000.0
2020-06-01,5654500.0
2019-05-02,6623200.0
2019-02-27,3217500.0
2018-11-23,5300300.0
2019-08-06,4664500.0
2018-07-18,4392400.0
2018-09-20,3222600.0
2018-10-22,2434000.0
2019-07-05,7294700.0
2019-06-03,8441000.0
2019-10-09,10462500.0
2019-10-11,8224200.0
2020-03-17,5263500.0
2020-06-04,5863100.0
2019-10-14,7986000.0
2020-03-20,6713600.0
2018-11-06,9503200.0
2019-06-18,6063000.0
2019-05-17,5379000.0
2019-04-15,6288800.0
2019-03-14,6802100.0
2019-01-09,4579500.0
2018-08-02,5912200.0
2018-10-05,4838100.0
2019-08-21,5077100.0
2019-10-17,4467600.0
2020-03-23,9597200.0
2020-06-10,4466600.0
2019-02-25,3842700.0
2020-01-07,4531900.0
2020-03-26,4048500.0
2019-10-23,7919200.0
