Dates,DFS
2018-06-20,73.37000274658203
2018-06-21,73.02999877929688
2018-06-25,73.41999816894531
2018-06-22,72.29000091552734
2018-06-26,71.38999938964844
2018-06-27,70.0999984741211
2018-06-28,70.16000366210938
2018-06-29,70.41000366210938
2018-07-02,71.1500015258789
2018-07-03,70.54000091552734
2018-07-05,70.58000183105469
2018-07-16,70.44000244140625
2018-09-18,72.0199966430664
2019-01-24,71.58000183105469
2019-09-05,71.23999786376953
2018-11-21,70.9800033569336
2020-01-13,69.88999938964844
2020-04-01,70.55999755859375
2020-06-19,71.0999984741211
2019-10-29,72.08999633789062
2020-01-16,71.51000213623047
2020-06-22,72.05999755859375
2018-10-03,73.12999725341797
2018-07-31,73.11000061035156
2019-03-12,72.73999786376953
2019-02-08,71.94000244140625
2019-01-07,73.16000366210938
2018-12-06,71.9000015258789
2019-08-19,71.41000366210938
2019-07-18,71.51000213623047
2019-05-15,71.8499984741211
2019-09-20,73.33999633789062
2019-11-01,73.13999938964844
2020-04-07,74.80000305175781
2020-06-25,75.5
2020-06-16,75.66999816894531
2019-11-04,74.5199966430664
2020-01-22,74.33000183105469
2019-11-07,75.70999908447266
2020-04-13,75.4000015258789
2019-07-01,77.30000305175781
2019-05-30,77.91999816894531
2018-08-15,78.5199966430664
2018-10-18,79.23999786376953
2019-03-27,78.87999725341797
2019-01-22,77.91000366210938
2018-12-21,78.2699966430664
2019-09-03,79.05999755859375
2018-11-19,78.5
2019-08-02,78.5199966430664
2020-01-28,77.8499984741211
2020-04-16,78.12000274658203
2019-11-13,78.58000183105469
2020-01-31,78.52999877929688
2018-12-04,77.7300033569336
2018-11-02,77.45999908447266
2019-07-16,78.12999725341797
2018-08-30,78.87999725341797
2018-10-01,77.56999969482422
2019-06-14,77.0999984741211
2019-05-13,77.83999633789062
2019-04-11,77.55999755859375
2019-02-06,78.29000091552734
2019-09-18,78.76000213623047
2020-02-03,79.3499984741211
2020-04-22,79.98999786376953
2019-11-19,78.81999969482422
2020-02-06,78.5999984741211
2019-11-22,77.44000244140625
2019-03-25,77.0999984741211
2019-02-21,76.44999694824219
2018-12-19,76.7300033569336
2018-07-12,77.33000183105469
2018-09-14,78.01000213623047
2018-08-13,77.73999786376953
2018-10-16,76.81999969482422
2019-07-31,77.0
2019-05-28,76.58999633789062
2019-04-26,75.5199966430664
2020-04-28,74.18000030517578
2019-11-25,74.54000091552734
2020-02-12,74.01000213623047
2020-05-01,75.5999984741211
2020-05-04,75.88999938964844
2019-06-12,74.94000244140625
2019-04-09,76.02999877929688
2019-03-08,74.31999969482422
2019-02-04,74.01000213623047
2018-07-27,72.3499984741211
2018-08-28,73.22000122070312
2019-01-03,67.41999816894531
2019-08-15,67.91999816894531
2018-10-31,69.18000030517578
2019-09-16,69.66999816894531
2020-02-18,70.11000061035156
2020-05-07,68.73999786376953
2018-08-17,69.18000030517578
2019-12-04,69.56999969482422
2020-02-21,70.73999786376953
2018-12-17,71.20999908447266
2019-08-30,70.55999755859375
2018-11-15,69.33999633789062
2019-07-29,69.94000244140625
2019-06-27,69.19000244140625
2019-04-24,70.72000122070312
2018-07-10,70.72000122070312
2018-09-12,69.9800033569336
2019-02-19,68.23999786376953
2019-01-18,68.80999755859375
2020-02-24,68.51000213623047
2020-05-13,70.6500015258789
2019-12-10,70.88999938964844
2020-02-27,72.05000305175781
2019-12-13,71.22000122070312
2020-05-19,71.30000305175781
2019-03-06,71.69000244140625
2018-11-30,66.37999725341797
2019-08-13,66.48999786376953
2019-07-12,64.83999633789062
2019-06-10,64.73999786376953
2019-05-09,63.66999816894531
2018-07-25,64.1500015258789
2018-09-27,63.2599983215332
2018-10-29,61.81999969482422
2019-10-16,59.900001525878906
2019-12-16,59.52000045776367
2020-03-04,58.400001525878906
2020-05-22,57.9900016784668
2019-10-01,56.400001525878906
2019-12-19,55.09000015258789
2018-09-10,58.130001068115234
2019-05-24,58.869998931884766
2018-08-09,58.310001373291016
2019-04-22,58.97999954223633
2019-03-21,59.40999984741211
2019-01-16,58.40999984741211
2019-08-28,61.290000915527344
2018-11-13,61.38999938964844
2018-10-12,61.5
2019-06-25,62.130001068115234
2020-03-10,62.4900016784668
2020-05-28,62.540000915527344
2019-10-07,63.189998626708984
2020-03-13,62.939998626708984
2019-10-10,64.36000061035156
2020-03-16,64.54000091552734
2020-06-03,66.37000274658203
2018-11-28,66.12000274658203
2018-09-25,66.16000366210938
2018-07-23,66.18000030517578
2018-08-24,66.7300033569336
2019-07-10,67.36000061035156
2019-05-07,66.77999877929688
2019-04-05,67.72000122070312
2019-03-04,67.48999786376953
2019-01-31,68.4000015258789
2019-09-12,69.12000274658203
2019-12-31,69.18000030517578
2020-03-19,69.0199966430664
2020-01-03,68.91999816894531
2020-06-09,68.01000213623047
2019-02-15,67.87999725341797
2019-01-14,69.72000122070312
2018-07-06,70.18000030517578
2018-08-07,69.69000244140625
2018-10-10,71.29000091552734
2018-12-13,71.58999633789062
2019-08-26,71.62000274658203
2019-07-25,71.20999908447266
2019-05-22,71.45999908447266
2019-03-19,71.02999877929688
2020-01-06,70.7699966430664
2020-03-25,71.25
2020-06-12,71.61000061035156
2019-10-22,71.83999633789062
2020-01-09,71.44000244140625
2020-06-15,71.02999877929688
2019-10-25,71.30000305175781
2020-03-31,69.91000366210938
2020-06-18,69.87999725341797
2019-04-03,70.87000274658203
2018-08-22,71.3499984741211
2018-10-25,72.12000274658203
2019-01-29,72.33999633789062
2018-12-28,73.16000366210938
2018-11-26,73.66000366210938
2019-08-09,73.62999725341797
2019-07-08,71.5
2019-06-06,72.41999816894531
2019-09-10,70.3499984741211
2020-01-15,69.76000213623047
2020-04-03,70.58000183105469
2019-10-31,70.4800033569336
2020-04-06,70.72000122070312
2020-06-24,71.16000366210938
2018-11-09,73.5
2019-07-23,73.77999877929688
2019-06-21,73.9800033569336
2019-05-20,74.2300033569336
2019-04-18,74.94999694824219
2018-09-06,74.80999755859375
2018-10-08,74.16999816894531
2019-02-13,74.52999877929688
2018-12-11,74.87000274658203
2019-09-25,76.20999908447266
2020-01-21,75.80999755859375
2020-04-09,76.94999694824219
2019-11-06,76.86000061035156
2020-01-24,77.1500015258789
2020-01-27,76.88999938964844
2020-04-15,77.19999694824219
2018-12-26,77.0199966430664
2019-08-07,77.52999877929688
2019-06-04,81.19000244140625
2018-09-21,81.44000244140625
2018-07-19,81.48999786376953
2018-08-20,81.0999984741211
2018-10-23,81.13999938964844
2019-05-03,82.2699966430664
2019-04-01,82.02999877929688
2019-02-28,80.47000122070312
2019-11-12,79.05999755859375
