Dates,MAR
2018-06-20,132.62750244140625
2018-06-21,130.42337036132812
2018-06-25,129.33108520507812
2018-06-22,125.9078598022461
2018-06-26,126.22969055175781
2018-06-27,123.80126953125
2018-06-28,122.1628189086914
2018-06-29,123.46966552734375
2018-07-02,123.36238861083984
2018-07-03,121.44109344482422
2018-07-05,123.36238861083984
2018-07-16,124.50346374511719
2018-09-18,126.941650390625
2019-01-24,127.49755859375
2019-09-05,126.63932037353516
2018-11-21,127.53656768798828
2020-01-13,127.77062225341797
2020-04-01,127.55607604980469
2020-06-19,127.22447967529297
2019-10-29,129.8382110595703
2020-01-16,129.906494140625
2020-06-22,129.76019287109375
2018-10-03,128.76541137695312
2018-07-31,126.80513000488281
2019-03-12,128.24850463867188
2019-02-08,127.73163604736328
2019-01-07,125.3714599609375
2018-12-06,122.79673767089844
2019-08-19,124.67902374267578
2019-07-18,124.70828247070312
2019-05-15,125.93712615966797
2019-09-20,125.0203628540039
2019-11-01,126.08341217041016
2020-04-07,121.35334014892578
2020-06-25,118.62255096435547
2020-06-16,117.80333709716797
2019-11-04,117.18891143798828
2020-01-22,117.48149108886719
2019-11-07,118.60305786132812
2020-04-13,117.4522476196289
2019-07-01,119.12971496582031
2019-05-30,120.78766632080078
2018-08-15,121.32408142089844
2018-10-18,122.0652847290039
2019-03-27,121.04765319824219
2019-01-22,119.55059051513672
2018-12-21,120.46057891845703
2019-09-03,121.61517333984375
2018-11-19,121.99678802490234
2019-08-02,124.21793365478516
2020-01-28,123.49385070800781
2020-04-16,123.7482681274414
2019-11-13,123.82655334472656
2020-01-31,122.31968688964844
2018-12-04,122.29034423828125
2018-11-02,123.88524627685547
2019-07-16,124.9322280883789
2018-08-30,124.60932922363281
2018-10-01,124.82459259033203
2019-06-14,126.752197265625
2019-05-13,127.62303924560547
2019-04-11,126.97725677490234
2019-02-06,127.01636505126953
2019-09-18,128.40582275390625
2020-02-03,129.3353729248047
2020-04-22,128.08290100097656
2019-11-19,127.43714141845703
2020-02-06,126.4880142211914
2019-11-22,128.1611785888672
2019-03-25,130.5487060546875
2019-02-21,129.18861389160156
2018-12-19,125.58782196044922
2018-07-12,123.25902557373047
2018-09-14,121.90872192382812
2018-08-13,119.57015228271484
2018-10-16,118.83629608154297
2019-07-31,117.97523498535156
2019-05-28,117.19245910644531
2019-04-26,113.97325897216797
2020-04-28,112.1630630493164
2019-11-25,114.9615249633789
2020-02-12,113.02412414550781
2020-05-01,115.41162109375
2020-05-04,115.4214096069336
2019-06-12,112.80886840820312
2019-04-09,109.62882232666016
2019-03-08,109.09064483642578
2019-02-04,109.93213653564453
2018-07-27,104.82447052001953
2018-08-28,109.13957214355469
2019-01-03,110.30397033691406
2019-08-15,110.3528823852539
2018-10-31,112.7892837524414
2019-09-16,114.37444305419922
2020-02-18,118.48404693603516
2020-05-07,118.3274917602539
2018-08-17,118.08287048339844
2019-12-04,112.08480072021484
2020-02-21,113.64057922363281
2018-12-17,114.39400482177734
2019-08-30,114.52120971679688
2018-11-15,112.59359741210938
2019-07-29,114.04175567626953
2019-06-27,113.79712677001953
2019-04-24,115.76387023925781
2018-07-10,116.09656524658203
2018-09-12,113.99283599853516
2019-02-19,113.47239685058594
2019-01-18,115.0533218383789
2020-02-24,115.14169311523438
2020-05-13,117.73399353027344
2019-12-10,117.802734375
2020-02-27,119.98263549804688
